Date,AC EUROPE IMI VALUE
1994-05-31,180.6094741704479
1994-06-30,179.1625842811908
1994-07-29,188.69125749593158
1994-08-31,193.43037571768159
1994-09-30,186.09842588090274
1994-10-31,194.18582068817176
1994-11-30,186.98887665103905
1994-12-30,187.15669731331897
1995-01-31,185.84153751546833
1995-02-28,188.62933946237678
1995-03-31,197.44311700428636
1995-04-28,203.11294356150177
1995-05-31,208.0067415284997
1995-06-30,208.2544402787825
1995-07-31,218.2246350651904
1995-08-31,207.49778487892416
1995-09-29,212.32577956078578
1995-10-31,211.64927201854155
1995-11-30,211.87347235488147
1995-12-29,219.1429011004828
1996-01-31,220.31849008358887
1996-02-29,224.80548892079509
1996-03-29,226.1290109732851
1996-04-30,228.26231816363963
1996-05-31,232.40649126347958
1996-06-28,233.86060528082265
1996-07-31,231.46304264343712
1996-08-30,237.45155052608968
1996-09-30,241.31164410160733
1996-10-31,247.2288600528599
1996-11-29,259.27069575387935
1996-12-31,266.6538761672287
1997-01-01,266.6530487960327
1997-01-02,262.45758365611374
1997-01-03,263.1613483969748
1997-01-06,263.4054632813803
1997-01-07,264.22368460642605
1997-01-08,264.97748469951364
1997-01-09,265.6729705296026
1997-01-10,264.5230262080958
1997-01-13,266.5986729864279
1997-01-14,268.709309277567
1997-01-15,269.8855857209402
1997-01-16,271.4714384116701
1997-01-17,270.1925045885084
1997-01-20,268.8532786974017
1997-01-21,268.3872831530676
1997-01-22,268.47327414784195
1997-01-23,268.9816868015905
1997-01-24,268.12278868854156
1997-01-27,266.6711026266867
1997-01-28,265.41642061708893
1997-01-29,265.03074792189216
1997-01-30,266.4786430612863
1997-01-31,267.80632682051976
1997-02-03,267.36621200117924
1997-02-04,268.3471147707632
1997-02-05,271.01147571658197
1997-02-06,271.1417931120843
1997-02-07,270.6880301196628
1997-02-10,272.8468202165115
1997-02-11,271.51825719155136
1997-02-12,270.9961386652218
1997-02-13,271.13769955538385
1997-02-14,271.5733654086168
1997-02-17,270.52525509209084
1997-02-18,270.34415624390203
1997-02-19,270.4736115698069
1997-02-20,270.5057651701484
1997-02-21,270.8379678817211
1997-02-24,273.27535132485855
1997-02-25,275.00819566492436
1997-02-26,273.0633963507615
1997-02-27,272.7878332777261
1997-02-28,271.3653162718481
1997-03-03,269.9907540983629
1997-03-04,271.6148136935803
1997-03-05,271.8858615651789
1997-03-06,274.371259786866
1997-03-07,274.3292708454779
1997-03-10,277.3198612946927
1997-03-11,277.7509095430397
1997-03-12,275.23913427699705
1997-03-13,274.11477694468584
1997-03-14,274.86966307872535
1997-03-17,272.7759640305719
1997-03-18,272.0202553087882
1997-03-19,272.409577705569
1997-03-20,267.6337274482433
1997-03-21,270.1547868687081
1997-03-24,269.0661428270159
1997-03-25,272.0668619083781
1997-03-26,274.7391981825469
1997-03-27,277.3451015509332
1997-03-28,277.7872819985422
1997-03-31,278.9643113134965
1997-04-01,272.7201134104714
1997-04-02,272.06566657089144
1997-04-03,270.33809227106747
1997-04-04,270.7333250261927
1997-04-07,270.1302512923194
1997-04-08,269.9774057518667
1997-04-09,271.0172824450777
1997-04-10,271.1088918418231
1997-04-11,269.3484523595683
1997-04-14,268.2385680210621
1997-04-15,270.5679308264198
1997-04-16,271.0873219363065
1997-04-17,272.313037912456
1997-04-18,272.923346340881
1997-04-21,274.8393409598731
1997-04-22,274.2583303180047
1997-04-23,275.4986633434094
1997-04-24,275.49732779629164
1997-04-25,273.09168062724916
1997-04-28,272.92144082562123
1997-04-29,276.079081568507
1997-04-30,275.99047818754997
1997-05-01,277.69947067726815
1997-05-02,277.65020656667184
1997-05-05,278.9954210961006
1997-05-06,282.69556789064654
1997-05-07,283.4324691836526
1997-05-08,284.1963845297789
1997-05-09,287.13184425752587
1997-05-12,289.21386955724614
1997-05-13,291.2126179250927
1997-05-14,292.56090736729345
1997-05-15,292.90772047690825
1997-05-16,294.1296529440605
1997-05-19,292.2529190318569
1997-05-20,292.60396445655493
1997-05-21,295.76921446565666
1997-05-22,294.74198996000575
1997-05-23,296.21517962189404
1997-05-26,296.76985894817034
1997-05-27,295.5547415349676
1997-05-28,294.34389001074646
1997-05-29,293.5901327153293
1997-05-30,290.0871381792516
1997-06-02,288.4852449348009
1997-06-03,289.72018538567767
1997-06-04,289.6553471869238
1997-06-05,291.0275785245751
1997-06-06,293.0754484792102
1997-06-09,296.052205617767
1997-06-10,295.8078105645775
1997-06-11,296.4477925253557
1997-06-12,298.12879443637934
1997-06-13,299.36004488785403
1997-06-16,299.84815475346824
1997-06-17,296.92171582973555
1997-06-18,297.2849893112636
1997-06-19,299.0135968388101
1997-06-20,298.39539519449374
1997-06-23,299.9055121648927
1997-06-24,300.1046805469335
1997-06-25,303.03752720122765
1997-06-26,303.40965334722677
1997-06-27,302.150801087714
1997-06-30,299.82092038922275
1997-07-01,304.5169742789045
1997-07-02,304.55658812824333
1997-07-03,311.3129076272059
1997-07-04,311.29685114134304
1997-07-07,313.7820335556678
1997-07-08,311.4243247238499
1997-07-09,312.08824483462104
1997-07-10,311.95465092423007
1997-07-11,312.3569065811194
1997-07-14,311.9720076747919
1997-07-15,310.3394316489318
1997-07-16,314.36358412056046
1997-07-17,314.80405208130406
1997-07-18,311.4918166477222
1997-07-21,308.3672919814222
1997-07-22,311.1206360944344
1997-07-23,314.56765492152647
1997-07-24,311.36839465197596
1997-07-25,310.6464505646958
1997-07-28,308.64844776073625
