Date,AC PACIFIC ex JAPAN IMI VALUE
1994-05-31,437.4671721665933
1994-06-30,417.38738874130604
1994-07-29,437.4560306582656
1994-08-31,465.97549494597644
1994-09-30,460.836927855824
1994-10-31,467.0433766751805
1994-11-30,429.3673051521673
1994-12-30,426.1857656001949
1995-01-31,389.4113030172038
1995-02-28,419.81400883451863
1995-03-31,418.4488683482419
1995-04-28,419.5695004362125
1995-05-31,454.08335570235494
1995-06-30,451.6225343468483
1995-07-31,468.1730918103714
1995-08-31,453.46062032452323
1995-09-29,459.9962783997488
1995-10-31,453.56549665198116
1995-11-30,451.42359216742165
1995-12-29,469.1637737600445
1996-01-31,510.44432335342003
1996-02-29,509.5755440253865
1996-03-29,509.8093512586073
1996-04-30,529.2012132020675
1996-05-31,521.7641797962549
1996-06-28,512.9875722110896
1996-07-31,484.88313517686015
1996-08-30,505.5310056142728
1996-09-30,516.767919592078
1996-10-31,512.0499920023656
1996-11-29,542.390941787849
1996-12-31,537.3380105952147
1997-01-01,537.3430047152134
1997-01-02,533.1200884378123
1997-01-03,533.0056715593388
1997-01-06,535.3961288618723
1997-01-07,537.6930016909299
1997-01-08,540.9304556156521
1997-01-09,541.0792396553591
1997-01-10,541.5652398792505
1997-01-13,542.4147122791527
1997-01-14,541.4526457039432
1997-01-15,547.3688447670786
1997-01-16,549.1661148374304
1997-01-17,551.9821937795365
1997-01-20,555.6295386327228
1997-01-21,552.0494391795454
1997-01-22,553.3889428047296
1997-01-23,552.7595695391224
1997-01-24,549.3203011506655
1997-01-27,546.8054778880468
1997-01-28,546.4405053235809
1997-01-29,545.0639332966516
1997-01-30,546.7607616879617
1997-01-31,546.9245095428186
1997-02-03,547.5044075169662
1997-02-04,546.4808572130087
1997-02-05,547.4000808520766
1997-02-06,548.7253600856947
1997-02-07,548.6307273428666
1997-02-10,548.7643260431645
1997-02-11,548.4940915955405
1997-02-12,551.9929853444324
1997-02-13,554.3408356640753
1997-02-14,552.1108325117871
1997-02-17,553.7292567274081
1997-02-18,551.7870925534606
1997-02-19,554.1141875371316
1997-02-20,558.3742743589768
1997-02-21,559.2171160504956
1997-02-24,558.9116259520497
1997-02-25,560.8699748753002
1997-02-26,558.5661412427494
1997-02-27,557.0104565548648
1997-02-28,556.292169027352
1997-03-03,555.6123252838433
1997-03-04,554.0748468088253
1997-03-05,553.8327486662513
1997-03-06,553.9296554335588
1997-03-07,554.6452559324088
1997-03-10,554.2732893046094
1997-03-11,556.8923687029054
1997-03-12,554.4470417296001
1997-03-13,551.839728023864
1997-03-14,546.6678217723654
1997-03-17,548.4965381778402
1997-03-18,545.3746430256548
1997-03-19,542.9552861495854
1997-03-20,539.7470358824523
1997-03-21,534.4406949525086
1997-03-24,535.3471467560945
1997-03-25,536.135359210858
1997-03-26,538.0335094663385
1997-03-27,536.5234288056446
1997-03-28,536.0307969100361
1997-03-31,534.4815167774956
1997-04-01,527.401183513716
1997-04-02,528.570917618433
1997-04-03,525.9605164330848
1997-04-04,525.494635057364
1997-04-07,526.8606381821467
1997-04-08,530.0750637970119
1997-04-09,532.7993787010363
1997-04-10,530.3034111317663
1997-04-11,530.6298162555152
1997-04-14,525.1326418730795
1997-04-15,523.2337639488272
1997-04-16,526.0369790549207
1997-04-17,525.4523505710049
1997-04-18,525.9878900755009
1997-04-21,529.5283340127407
1997-04-22,527.8860138451984
1997-04-23,530.138962364593
1997-04-24,527.1952390075672
1997-04-25,526.7431012420889
1997-04-28,525.175066348326
1997-04-29,521.8475117534927
1997-04-30,525.5631192169697
1997-05-01,527.2478138398757
1997-05-02,527.4332140325254
1997-05-05,530.796844415395
1997-05-06,533.2288887974282
1997-05-07,534.2877925916115
1997-05-08,533.8556565760566
1997-05-09,534.6944893440995
1997-05-12,532.6022493422149
1997-05-13,532.6356043981925
1997-05-14,534.2992418168805
1997-05-15,528.2656023387316
1997-05-16,528.1416993361156
1997-05-19,528.4627964087523
1997-05-20,530.0952970172436
1997-05-21,533.1813694603246
1997-05-22,533.7624880098114
1997-05-23,534.8713487018573
1997-05-26,538.8697434778185
1997-05-27,538.2784897792535
1997-05-28,539.2035617434693
1997-05-29,538.2175014067449
1997-05-30,542.131932880818
1997-06-02,549.2185529247407
1997-06-03,548.3875080610401
1997-06-04,547.6794571105733
1997-06-05,547.4439448921339
1997-06-06,548.5342633616111
1997-06-09,549.5924315952283
1997-06-10,548.0621982984595
1997-06-11,544.4847153052858
1997-06-12,538.7862422211844
1997-06-13,539.8232437259694
1997-06-16,545.1882856415203
1997-06-17,545.61409337384
1997-06-18,543.9713373592681
1997-06-19,547.1871105661165
1997-06-20,554.8042047770824
1997-06-23,555.1696565738055
1997-06-24,551.7532306935053
1997-06-25,552.9192119067818
1997-06-26,553.3462246635918
1997-06-27,552.5467739546201
1997-06-30,555.6898820943607
1997-07-01,557.5229177499898
1997-07-02,559.9373255927045
1997-07-03,559.8985792223608
1997-07-04,557.7458400583033
1997-07-07,555.2870942249541
1997-07-08,553.4288917878205
1997-07-09,549.8739569301863
1997-07-10,549.4431046730288
1997-07-11,551.9687111838822
1997-07-14,548.8013352013268
1997-07-15,545.6866526088965
1997-07-16,540.0768842557109
1997-07-17,543.1877125976358
1997-07-18,543.7591542303387
1997-07-21,546.1725506878588
1997-07-22,543.7926954461975
1997-07-23,546.4294060597093
1997-07-24,546.8579106693924
1997-07-25,546.9503088865373
1997-07-28,549.400730989691
1997-07-29,551.0189407887743
1997-07-30,551.4515864373753
1997-07-31,553.3079983020516
1997-08-01,549.9801866868244
1997-08-04,547.2247673149977
1997-08-05,543.3713671780032
1997-08-06,544.7680924587208
1997-08-07,541.1899968370346
1997-08-08,537.8293201717139
1997-08-11,531.7325543615691
1997-08-12,526.7439179412125
1997-08-13,525.3430519860219
1997-08-14,521.4816694237527
1997-08-15,518.1957987988634
1997-08-18,510.52265820746237
1997-08-19,506.7957728948162
1997-08-20,517.0321980863537
1997-08-21,517.920948864925
1997-08-22,512.8499416442737
1997-08-25,512.3714829599063
1997-08-26,510.15725316914535
1997-08-27,506.0666702613069
1997-08-28,487.2980870088952
1997-08-29,476.7069093015166
1997-09-01,464.6590787297345
1997-09-02,462.14481892254975
1997-09-03,471.2901766878356
1997-09-04,466.0934702109261
1997-09-05,482.75658491470057
1997-09-08,494.21605009932995
1997-09-09,499.41994363733147
1997-09-10,493.5515168696061
1997-09-11,484.83059667938676
1997-09-12,486.02154210627384
1997-09-15,486.24615582302886
1997-09-16,481.5557860233127
1997-09-17,480.7261403950592
1997-09-18,479.0192705689333
1997-09-19,481.25587706462903
1997-09-22,476.16141994437425
1997-09-23,477.34734998290594
1997-09-24,477.32911496789467
1997-09-25,480.9713062420659
1997-09-26,478.72065383503667
1997-09-29,475.31407506417474
1997-09-30,476.51435349131464
1997-10-01,471.2316605842715
1997-10-02,470.2481220943845
1997-10-03,465.867822820643
1997-10-06,460.60663172089863
1997-10-07,459.10065682776275
1997-10-08,463.8019769811434
1997-10-09,462.42336587221865
1997-10-10,465.244768030488
1997-10-13,459.76827231612674
1997-10-14,457.5540302933053
1997-10-15,448.3419571291172
1997-10-16,446.7929429980992
1997-10-17,444.3493638922857
1997-10-20,428.8864930560315
1997-10-21,423.5777242202177
1997-10-22,413.9462177720349
1997-10-23,399.5989553207286
1997-10-24,397.0760783344427
1997-10-27,386.4312829214011
1997-10-28,353.6565294053165
1997-10-29,376.6057542442216
1997-10-30,373.50498250153277
1997-10-31,381.48584762625694
1997-11-03,401.8097078764021
1997-11-04,402.7550081791399
1997-11-05,400.5697712517177
1997-11-06,397.5671840615011
1997-11-07,386.6721356879026
1997-11-10,384.0214124760718
1997-11-11,382.8497902100258
1997-11-12,377.9736182955634
1997-11-13,376.8320723953257
1997-11-14,377.07229040031
1997-11-17,379.420569165771
1997-11-18,372.4587727702389
1997-11-19,364.0273629943912
1997-11-20,355.437865126142
1997-11-21,367.80509893182034
1997-11-24,365.70050177468886
1997-11-25,356.83018986187074
1997-11-26,358.33356890835586
1997-11-27,359.26645779210946
1997-11-28,358.355188712964
1997-12-01,356.2130777752916
1997-12-02,361.2243293449083
1997-12-03,363.3156041356602
1997-12-04,368.05582686855666
1997-12-05,372.90172113721985
1997-12-08,379.9338256027308
1997-12-09,371.8219130869202
1997-12-10,367.24429351942877
1997-12-11,351.83426727947426
1997-12-12,346.9787227960284
1997-12-15,340.29858801761645
1997-12-16,337.30854823994
1997-12-17,346.3056004865667
1997-12-18,351.22773798658125
1997-12-19,342.7835396452354
