Date,GOLDEN DRAGON IMI VALUE
2007-05-31,1000.0
2007-06-01,1004.9255093656757
2007-06-04,1011.093795152967
2007-06-05,1018.1113666668639
2007-06-06,1017.7613518805388
2007-06-07,1017.1012457306948
2007-06-08,1007.120356674248
2007-06-11,1012.9840868998593
2007-06-12,1014.5658643001348
2007-06-13,1013.5862377131817
2007-06-14,1025.7439426551202
2007-06-15,1035.2667355024682
2007-06-18,1049.1550771377526
2007-06-19,1049.774032812126
2007-06-20,1065.3211860779018
2007-06-21,1078.159153529881
2007-06-22,1079.6401858989807
2007-06-25,1078.67727714212
2007-06-26,1075.018394435131
2007-06-27,1068.1796232602778
2007-06-28,1075.9003961952794
2007-06-29,1072.2417255062292
2007-07-02,1076.6861090371115
2007-07-03,1096.9080813090595
2007-07-04,1101.448209177699
2007-07-05,1104.4583417824838
2007-07-06,1113.3916288181983
2007-07-09,1131.2882116402632
2007-07-10,1132.5442413844758
2007-07-11,1121.425341052966
2007-07-12,1133.8346863703587
2007-07-13,1146.3603451373133
2007-07-16,1141.3519313617069
2007-07-17,1147.8544025402077
2007-07-18,1139.4536464839368
2007-07-19,1144.9809241966245
2007-07-20,1162.1607789471686
2007-07-23,1169.365936938299
2007-07-24,1178.2175049764394
2007-07-25,1176.8811090392685
2007-07-26,1164.430470571142
2007-07-27,1125.767116882924
2007-07-30,1124.8009044179294
2007-07-31,1147.8014667474386
2007-08-01,1105.378856520127
2007-08-02,1102.99505794377
2007-08-03,1111.3251106664493
2007-08-06,1086.9471850518178
2007-08-07,1081.0648643447955
2007-08-08,1110.4472960384078
2007-08-09,1113.6648305822246
2007-08-10,1079.1895873532922
2007-08-13,1083.5382834274594
2007-08-14,1087.1651304276284
2007-08-15,1052.3351461299353
2007-08-16,1004.9980181605647
2007-08-17,986.9772106235338
2007-08-20,1046.6317407847873
2007-08-21,1051.6735514634179
2007-08-22,1070.923089433014
2007-08-23,1102.6080968536978
2007-08-24,1102.2235847489142
2007-08-27,1133.4716093936395
2007-08-28,1124.8673373536108
2007-08-29,1108.451374902997
2007-08-30,1130.0611373177182
2007-08-31,1158.7533616203607
2007-09-03,1158.5362255049774
2007-09-04,1154.0740378001785
2007-09-05,1156.7211491808312
2007-09-06,1161.4263545400781
2007-09-07,1157.1558742166783
2007-09-10,1153.178213527335
2007-09-11,1153.5410462095106
2007-09-12,1167.6982255514474
2007-09-13,1169.0416584693512
2007-09-14,1188.8754344659217
2007-09-17,1175.85878886953
2007-09-18,1175.931124908852
2007-09-19,1209.1321331292236
2007-09-20,1219.7187214539517
2007-09-21,1230.5301597674966
2007-09-24,1258.66479278642
2007-09-25,1255.5593637334862
2007-09-26,1265.0159101007437
2007-09-27,1299.1899195076423
2007-09-28,1305.9101903431033
2007-10-01,1311.170370563857
2007-10-02,1349.2158624280735
2007-10-03,1321.604850419179
2007-10-04,1293.0114963935064
2007-10-05,1324.103131099601
2007-10-08,1317.5502801354353
2007-10-09,1326.392729861146
2007-10-10,1337.6476031667282
2007-10-11,1371.0786351615873
2007-10-12,1363.2267193688165
2007-10-15,1400.9020758570257
2007-10-16,1391.598092520198
2007-10-17,1400.7229260096037
2007-10-18,1407.1259839302516
2007-10-19,1406.72941377053
2007-10-22,1360.6292065811992
2007-10-23,1396.3828075618121
2007-10-24,1391.9892096706376
2007-10-25,1409.358426393337
2007-10-26,1431.1428829081374
2007-10-29,1480.2221127221135
2007-10-30,1473.8710308861819
2007-10-31,1460.3269960335208
2007-11-01,1458.4014747592498
2007-11-02,1413.7209465846183
2007-11-05,1360.0713796757468
2007-11-06,1369.0415184186288
2007-11-07,1377.9997848549049
2007-11-08,1326.1326022879796
2007-11-09,1330.239271653697
2007-11-12,1273.278606558515
2007-11-13,1275.476382065663
2007-11-14,1334.3272121063944
2007-11-15,1318.3387518618108
2007-11-16,1276.677248397263
2007-11-19,1267.966022510797
2007-11-20,1277.9003670465945
2007-11-21,1237.0385290562242
2007-11-22,1220.5523417253908
2007-11-23,1225.263295055611
2007-11-26,1271.4622032031593
2007-11-27,1251.3724535974218
2007-11-28,1255.559433148518
2007-11-29,1300.4510394025356
2007-11-30,1315.2981663111539
2007-12-03,1316.2390633345901
2007-12-04,1321.9279440544951
2007-12-05,1340.5679860275952
2007-12-06,1350.6426782201602
2007-12-07,1332.5189672077427
2007-12-10,1317.0822258600376
2007-12-11,1342.6002103558305
2007-12-12,1313.8363339122093
2007-12-13,1275.8532644943377
2007-12-14,1266.1344393568875
2007-12-17,1222.0704533982341
2007-12-18,1220.4985166427334
2007-12-19,1241.8527487192762
2007-12-20,1235.4952625155995
2007-12-21,1255.8734156512835
2007-12-24,1282.289632943206
2007-12-25,1282.9767474648968
2007-12-26,1283.112417012961
2007-12-27,1284.090240944928
2007-12-28,1272.3066483452205
2007-12-31,1293.3701829291497
