Date,AC ASIA IMI VALUE
1994-05-31,649.2146960683311
1994-06-30,678.6723888503877
1994-07-29,663.3997953463916
1994-08-31,672.0668282267329
1994-09-30,657.5303105961561
1994-10-31,671.7841848596421
1994-11-30,628.9315334126661
1994-12-30,634.232033169377
1995-01-31,592.9481238900025
1995-02-28,573.6051762936316
1995-03-31,618.7641013755369
1995-04-28,635.1693944277907
1995-05-31,612.2659162677993
1995-06-30,593.0711184179329
1995-07-31,628.1525485805337
1995-08-31,606.5820646530569
1995-09-29,609.0849451073497
1995-10-31,582.998705961251
1995-11-30,602.3261130708969
1995-12-29,630.4268573607944
1996-01-31,638.0875373985067
1996-02-29,633.3708921798383
1996-03-29,647.306835944405
1996-04-30,690.6669351140653
1996-05-31,661.3454415441574
1996-06-28,664.2921093533222
1996-07-31,632.9367552482383
1996-08-30,616.0542735848665
1996-09-30,628.6355681861687
1996-10-31,595.4408683715436
1996-11-29,608.5251221415913
1996-12-31,575.9251847960709
1997-01-01,575.9269085234791
1997-01-02,576.6317763243721
1997-01-03,574.9976197385944
1997-01-06,580.5322122698456
1997-01-07,576.1193650643179
1997-01-08,570.304857329345
1997-01-09,559.0135224411758
1997-01-10,545.2913513959044
1997-01-13,555.28355719049
1997-01-14,554.1537832367554
1997-01-15,555.7889817165159
1997-01-16,559.8930975470462
1997-01-17,557.2039829623652
1997-01-20,548.5677109767903
1997-01-21,545.3619700249535
1997-01-22,550.0258147936335
1997-01-23,546.4213878025641
1997-01-24,543.1987241864049
1997-01-27,535.4127895260165
1997-01-28,535.4366986079889
1997-01-29,536.4366089617683
1997-01-30,532.9425529543427
1997-01-31,540.7915531556717
1997-02-03,538.1812146932177
1997-02-04,539.6170452536333
1997-02-05,531.0370430002438
1997-02-06,529.3096441419823
1997-02-07,524.073095588718
1997-02-10,532.3362329021797
1997-02-11,531.3778146710633
1997-02-12,532.9763590857561
1997-02-13,533.2051780775362
1997-02-14,536.2017968819962
1997-02-17,537.1500680590582
1997-02-18,533.7821468018037
1997-02-19,534.5528954533563
1997-02-20,545.4657453340828
1997-02-21,546.989958306698
1997-02-24,548.2436330403114
1997-02-25,550.0004071795119
1997-02-26,547.3991904511981
1997-02-27,549.5881534130581
1997-02-28,546.1771271992001
1997-03-03,543.7843458912419
1997-03-04,541.4998351375283
1997-03-05,538.2625523798501
1997-03-06,533.1542915973697
1997-03-07,534.0707671174237
1997-03-10,533.9871676733536
1997-03-11,535.7505755165228
1997-03-12,532.4299163834942
1997-03-13,527.6214832055538
1997-03-14,524.9579441381934
1997-03-17,526.1539081683793
1997-03-18,533.1142279175644
1997-03-19,532.6014771428588
1997-03-20,529.4031593545159
1997-03-21,533.0016384479723
1997-03-24,527.044993524713
1997-03-25,529.2949441316584
1997-03-26,531.727329867914
1997-03-27,529.3911752352719
1997-03-28,527.778063955305
1997-03-31,526.3479833244268
1997-04-01,524.329401166173
1997-04-02,529.96844573459
