Date,ACWI ex USA IMI VALUE
1994-05-31,298.5646470764191
1994-06-30,304.0862771768616
1994-07-29,307.23272481274785
1994-08-31,314.71394310561783
1994-09-30,306.7319098164623
1994-10-31,315.34177787499596
1994-11-30,299.12581878105664
1994-12-30,300.4246023798256
1995-01-31,287.92587481656227
1995-02-28,284.3193840978224
1995-03-31,300.99182203785523
1995-04-28,310.36644252581954
1995-05-31,308.0662522755092
1995-06-30,303.33996457661215
1995-07-31,318.8434069165415
1995-08-31,307.30486497801445
1995-09-29,311.222218463474
1995-10-31,303.7904722494253
1995-11-30,308.9946993661379
1995-12-29,321.2629382265896
1996-01-31,326.04228771848886
1996-02-29,326.7192727978162
1996-03-29,330.94283892017813
1996-04-30,343.7441756056098
1996-05-31,338.9901888620303
1996-06-28,340.77974919175716
1996-07-31,330.3686191221799
1996-08-30,330.916265302344
1996-09-30,337.260597586547
1996-10-31,333.33897982588593
1996-11-29,345.09834983294905
1996-12-31,341.1691928802652
1997-01-01,341.16805986248613
1997-01-02,338.6421076162613
1997-01-03,338.725845119476
1997-01-06,340.57032982100793
1997-01-07,340.36083820082257
1997-01-08,339.5091120850677
1997-01-09,337.1717813761855
1997-01-10,333.1213331513263
1997-01-13,336.9480103559261
1997-01-14,338.31991667125794
1997-01-15,339.71318773757963
1997-01-16,341.76875817656867
1997-01-17,340.62184925068794
1997-01-20,337.71731879557166
1997-01-21,336.49489505226427
1997-01-22,337.6444276506919
1997-01-23,337.055224279848
1997-01-24,335.4844424307641
1997-01-27,332.63436084701715
1997-01-28,332.0252268968388
1997-01-29,331.9840791415333
1997-01-30,332.0765864461895
1997-01-31,335.0579844320566
1997-02-03,334.62302414170165
1997-02-04,335.5700842328382
1997-02-05,335.19795155599
1997-02-06,334.9003812088305
1997-02-07,333.65830507011157
1997-02-10,337.110012611378
1997-02-11,336.3007060228001
1997-02-12,336.8386672938585
1997-02-13,337.27153646689067
1997-02-14,338.1981491147614
1997-02-17,337.99380356990594
1997-02-18,337.1858208868464
1997-02-19,337.44979228268323
1997-02-20,339.8820588096676
1997-02-21,340.5848983295497
1997-02-24,342.6844320200889
1997-02-25,344.4986538534807
1997-02-26,342.3258415161328
1997-02-27,342.1951607358101
1997-02-28,340.389228131371
1997-03-03,338.95732183878516
1997-03-04,339.4436785049743
1997-03-05,338.86927273101935
1997-03-06,339.2987295574839
1997-03-07,339.74818909621376
1997-03-10,341.9341978129437
1997-03-11,342.66226826005067
1997-03-12,340.0406978923373
1997-03-13,337.89253689739684
1997-03-14,337.66531667127003
1997-03-17,336.42991996027445
1997-03-18,337.41367765247713
1997-03-19,337.2990469261422
1997-03-20,333.64315231254324
1997-03-21,336.0233491983678
1997-03-24,334.2277134204635
1997-03-25,336.56767154055865
1997-03-26,338.65504307828905
1997-03-27,339.35811332594307
1997-03-28,339.2028393001879
1997-03-31,339.0960282155573
1997-04-01,334.631796987608
1997-04-02,335.5824502560727
1997-04-03,334.2918562687985
1997-04-04,332.8810154558759
1997-04-07,330.85724419886986
1997-04-08,331.1452186239358
1997-04-09,330.64659257186116
1997-04-10,329.46039439988573
1997-04-11,328.8199816487556
1997-04-14,326.91430101738666
1997-04-15,329.191262815848
1997-04-16,330.93120131722907
1997-04-17,331.87700374091247
1997-04-18,333.47783939384834
1997-04-21,336.47966718160666
1997-04-22,336.08336731952045
1997-04-23,338.14718952754686
1997-04-24,337.9576985330782
1997-04-25,335.995823169183
1997-04-28,335.44758473393296
1997-04-29,337.18555569113266
1997-04-30,339.3647686004381
1997-05-01,341.91202152919544
1997-05-02,342.72037189271174
1997-05-05,343.7671355139908
1997-05-06,349.79648580483905
1997-05-07,350.002175248805
1997-05-08,350.97935999412533
1997-05-09,353.6072461211236
1997-05-12,358.1965931958408
1997-05-13,359.20240505094614
1997-05-14,360.7734618478037
1997-05-15,361.8383520415045
1997-05-16,364.1231931824032
1997-05-19,362.81512324067006
1997-05-20,365.30370234347197
1997-05-21,365.4979046630179
1997-05-22,363.35489564685594
1997-05-23,365.61237268959405
1997-05-26,365.749181077163
1997-05-27,363.9709378246268
1997-05-28,365.56313379060316
1997-05-29,364.4213359817856
1997-05-30,361.1921888683423
1997-06-02,362.7994376699991
1997-06-03,364.2884982482364
1997-06-04,364.51788821055436
1997-06-05,365.5815623201497
1997-06-06,367.13008894652523
1997-06-09,371.0677952427293
1997-06-10,371.7688852484341
1997-06-11,373.10965911503
1997-06-12,372.74839976997663
1997-06-13,373.2425159607438
1997-06-16,376.1598194845839
1997-06-17,374.1903380064995
1997-06-18,374.0681363867375
1997-06-19,374.75613037093177
1997-06-20,374.388978610383
1997-06-23,374.69333908233426
1997-06-24,375.4968773740754
1997-06-25,379.81064932405434
1997-06-26,380.3668848817116
1997-06-27,377.7268306125617
1997-06-30,377.1791796863717
1997-07-01,378.4935081359446
1997-07-02,379.83533668954914
1997-07-03,384.3815262410235
1997-07-04,383.4274912624871
1997-07-07,385.04189119652466
1997-07-08,383.9526111459119
1997-07-09,383.3084610900285
1997-07-10,383.23581425671915
1997-07-11,383.07001323164366
1997-07-14,383.2034620759978
1997-07-15,379.0832663005473
