Date,KUKJE (ACWI ex KOREA) IMI VALUE
2002-05-31,1000.0
2002-06-03,986.8423348735398
2002-06-04,980.8073114169167
2002-06-05,979.2207487994717
2002-06-06,968.6894171958802
2002-06-07,967.1859586144948
2002-06-10,966.9770413598519
2002-06-11,959.9229669686174
2002-06-12,958.9041117804103
2002-06-13,949.5274144560555
2002-06-14,940.1619409259247
2002-06-17,957.5686165561955
2002-06-18,960.9175858080891
2002-06-19,948.2286540761576
2002-06-20,940.6038729147099
2002-06-21,935.1532726997794
2002-06-24,930.727668652811
2002-06-25,927.0417860049032
2002-06-26,920.4944261428237
2002-06-27,929.5355791683301
2002-06-28,944.5829947631267
2002-07-01,936.3815195191115
2002-07-02,918.8367233472758
2002-07-03,911.3027625991718
2002-07-04,914.1101071535718
2002-07-05,938.1161203796328
2002-07-08,937.239690159354
2002-07-09,926.7114030308494
2002-07-10,901.9201977350766
2002-07-11,891.7718720375658
2002-07-12,886.9268203290085
2002-07-15,873.7363924238867
2002-07-16,865.1161105335881
2002-07-17,872.4784991222637
2002-07-18,865.2128247816834
2002-07-19,839.3803698705548
2002-07-22,809.0189816206582
2002-07-23,787.1712286737732
2002-07-24,804.6355158895032
2002-07-25,814.9004457312409
2002-07-26,818.1438799144885
2002-07-29,852.3623846230257
2002-07-30,858.610468996454
2002-07-31,865.217627337813
2002-08-01,843.4901254333499
2002-08-02,832.4927596632422
2002-08-05,810.9822568672873
2002-08-06,823.1748443031022
2002-08-07,833.6116332072976
2002-08-08,855.3543382323597
2002-08-09,864.5217114337222
2002-08-12,858.8805088156324
2002-08-13,850.4235824890134
2002-08-14,864.7668817811061
2002-08-15,874.3206875589983
2002-08-16,874.0005750905291
2002-08-19,887.0974367538756
2002-08-20,877.7728281471901
2002-08-21,888.0798754560808
2002-08-22,897.7392045397042
2002-08-23,884.2273991223029
2002-08-26,890.5202435382223
2002-08-27,893.0109747383683
2002-08-28,875.3118366506754
2002-08-29,870.5720632086548
2002-08-30,872.3433621399082
2002-09-02,869.0940280663153
2002-09-03,841.4518174553535
2002-09-04,845.5008714642229
2002-09-05,838.2794434323279
2002-09-06,848.610284182874
2002-09-09,850.3562172449158
2002-09-10,855.7283958113111
2002-09-11,859.4756203864321
2002-09-12,842.6421784782784
2002-09-13,838.3014120952214
2002-09-16,835.7795181804331
2002-09-17,825.8001638135715
2002-09-18,816.3312539992146
2002-09-19,802.0927465175326
2002-09-20,800.62182154564
2002-09-23,788.5677250650107
2002-09-24,774.3600596800824
2002-09-25,783.8592765623478
2002-09-26,803.8298183971365
2002-09-27,790.6391105104198
2002-09-30,778.7219723326365
2002-10-01,794.9426474115759
2002-10-02,785.6256994930212
2002-10-03,776.8809399953757
2002-10-04,761.2702212432092
2002-10-07,746.2794587696472
2002-10-08,746.2041493144009
2002-10-09,730.8035599680362
2002-10-10,749.7588013542353
2002-10-11,775.9177306357984
2002-10-14,776.0691452678622
2002-10-15,809.8132196938396
2002-10-16,799.5443361544336
2002-10-17,815.0327956550544
