Date,AC AMERICAS IMI VALUE
2007-05-31,1000.0
2007-06-01,1005.3328118430118
2007-06-04,1006.9563332555741
2007-06-05,1000.2688207254023
2007-06-06,990.7966937957899
2007-06-07,973.3801196944089
2007-06-08,983.3609280309297
2007-06-11,985.824616650738
2007-06-12,975.1079277170975
2007-06-13,989.1786819082422
2007-06-14,993.2603546669393
2007-06-15,1000.5025614691009
2007-06-18,998.7418352289694
2007-06-19,1001.5848594284703
2007-06-20,986.8129395419398
2007-06-21,991.3691851718029
2007-06-22,979.1088592838762
2007-06-25,975.6208622886999
2007-06-26,972.2953809355182
2007-06-27,980.1833989095913
2007-06-28,981.2456472138498
2007-06-29,980.7442576741257
2007-07-02,991.8875666294314
2007-07-03,995.520856457603
2007-07-04,995.8522895605954
2007-07-05,994.1335583579386
2007-07-06,997.3962012635095
2007-07-09,998.6214196808719
2007-07-10,983.3381188876818
2007-07-11,988.2597310590644
2007-07-12,1007.3114573426298
2007-07-13,1011.6903712219431
2007-07-16,1008.5253273053097
2007-07-17,1007.1904905279006
2007-07-18,1005.374835818152
2007-07-19,1008.3183720629622
2007-07-20,995.3598633840119
2007-07-23,999.1722426230349
2007-07-24,975.8312593821504
2007-07-25,979.882170194258
2007-07-26,954.0994451302084
2007-07-27,937.8547179209763
2007-07-30,946.4260365967946
2007-07-31,937.5941356471938
2007-08-01,941.9452483478468
2007-08-02,945.6704725636864
2007-08-03,918.0014716818413
2007-08-06,939.3734480309286
2007-08-07,946.7977985232492
2007-08-08,962.4452140319938
2007-08-09,932.9944209154719
2007-08-10,933.325947780972
2007-08-13,930.8592819268817
2007-08-14,913.2297409960295
2007-08-15,900.406942562441
2007-08-16,906.8442854657393
2007-08-17,932.1081896834792
2007-08-20,932.5279383155074
2007-08-21,934.195715881092
2007-08-22,945.8010007667366
2007-08-23,945.1804113026834
2007-08-24,954.5949081207833
2007-08-27,946.2786013645505
2007-08-28,922.6224497306847
2007-08-29,941.2513060753607
2007-08-30,936.5923878879573
2007-08-31,947.3636309036161
2007-09-03,948.0113898763483
2007-09-04,956.9288463549525
2007-09-05,945.4080742145662
2007-09-06,948.5093019141917
2007-09-07,934.0529806259792
2007-09-10,930.1903245246205
2007-09-11,942.9508539399071
2007-09-12,944.4123331210324
2007-09-13,954.0871698402026
2007-09-14,954.6644183719235
2007-09-17,950.2701184989943
2007-09-18,979.4283970926292
2007-09-19,987.4054248493063
2007-09-20,980.0198471910122
2007-09-21,983.8110159700595
2007-09-24,977.6567169674076
2007-09-25,975.0618176495582
2007-09-26,980.8830392978138
2007-09-27,986.3003187671753
2007-09-28,982.0971524014635
2007-10-01,997.1993869395782
2007-10-02,997.721425623014
2007-10-03,993.8084298050354
2007-10-04,996.8596503600689
2007-10-05,1008.0697696460808
2007-10-08,1002.4792089730854
2007-10-09,1010.0018729003779
2007-10-10,1006.5792820058282
2007-10-11,1003.8558203470507
2007-10-12,1005.5194649042725
2007-10-15,998.1597557167026
2007-10-16,988.2833537353159
2007-10-17,989.3968920411885
2007-10-18,986.2106135530639
2007-10-19,963.1903181194307
2007-10-22,965.7026752448901
2007-10-23,972.6495692920258
2007-10-24,969.3900961994094
2007-10-25,969.1263746283148
2007-10-26,984.6861879254791
2007-10-29,989.1355694039269
2007-10-30,981.5553824938808
2007-10-31,993.0936648117557
2007-11-01,963.4738940311435
2007-11-02,959.7415160707594
2007-11-05,953.0167847184928
2007-11-06,965.6606477881674
2007-11-07,936.7682182459562
2007-11-08,944.2524036259995
2007-11-09,935.4490574580938
2007-11-12,924.734091352
2007-11-13,949.0020608379631
2007-11-14,945.5135620024339
2007-11-15,929.1552624261715
2007-11-16,930.263709643723
2007-11-19,911.9764977021142
2007-11-20,913.8770035459653
2007-11-21,898.2634092511605
2007-11-22,899.3421765332993
2007-11-23,913.4556081820825
2007-11-26,890.5025054372528
2007-11-27,902.2487715216922
2007-11-28,929.1340965712914
2007-11-29,929.2726994507868
2007-11-30,940.6521732317051
2007-12-03,935.128172078505
2007-12-04,926.519345584928
2007-12-05,940.8919434035698
2007-12-06,955.981678085941
2007-12-07,955.3212642779674
2007-12-10,963.1346281514493
2007-12-11,938.5919033747494
2007-12-12,942.1754317146663
2007-12-13,940.631284558903
2007-12-14,926.529092163795
2007-12-17,913.7843016763495
2007-12-18,920.2697238247341
2007-12-19,919.4179000131115
2007-12-20,921.8455516969769
