Date,EMERGING MARKETS IMI WTH PARTIAL A SHRES
2008-11-28,1076.8372689427854
2008-12-31,1064.5786639787948
2009-01-30,1081.1635307441823
2009-02-27,1032.1461184562695
2009-03-31,1129.0218309191555
2009-04-30,1326.001924249238
2009-05-29,1461.256440551489
2009-06-30,1457.7684587143
2009-07-31,1607.4408041915938
2009-08-31,1582.9469433894535
2009-09-30,1693.1091112438648
2009-10-30,1681.1381441482595
2009-11-30,1724.6193900516496
2009-12-31,1881.297742475854
2010-01-29,1837.533969499503
2010-02-26,1878.3353684505594
2010-03-31,2048.8474716707665
2010-04-30,2112.7076356257703
2010-05-31,2083.131616385051
2010-06-30,2076.475059850891
2010-07-30,2112.7889904112385
2010-08-31,2130.042000579983
2010-09-30,2205.184807515609
2010-10-29,2233.8616762029255
2010-11-30,2323.795642446781
2010-12-31,2411.043017280542
2011-01-31,2293.72626943309
2011-02-28,2248.334706201879
2011-03-31,2312.620649901722
2011-04-29,2284.012148802003
2011-05-31,2293.936727205042
2011-06-30,2238.5176943822635
2011-07-29,2254.933236265932
2011-08-31,2043.9955579078758
2011-09-30,1870.4318609560346
2011-10-31,2029.6294726630151
2011-11-30,1959.2813303420573
2011-12-30,2006.3943197075598
2012-01-31,2212.9877450941026
2012-02-29,2302.431442040902
2012-03-30,2235.553447580184
2012-04-30,2221.3434802759475
2012-05-31,2118.6648211859874
2012-06-29,2140.550927728892
2012-07-31,2242.550777367335
2012-08-31,2189.6250357429108
2012-09-28,2274.942647550782
2012-10-31,2242.8663815818286
2012-11-30,2263.0393172906347
2012-12-31,2343.399947386595
2013-01-31,2311.5851330748205
2013-02-28,2376.6944588726665
2013-03-29,2383.059331091081
2013-04-30,2341.700349763659
2013-05-31,2329.006288278206
2013-06-28,2165.7090348750985
2013-07-31,2141.2479100479727
2013-08-30,2116.6465903982707
2013-09-30,2195.5800741555554
2013-10-31,2288.1149832092933
2013-11-29,2251.7733323359125
2013-12-31,2194.8243546417357
2014-01-31,2107.373418240765
2014-02-28,2127.3376214370155
2014-03-31,2193.556941660964
2014-04-30,2187.8288319623475
2014-05-30,2299.0144903311584
2014-06-30,2350.261105065167
2014-07-31,2449.338706589938
2014-08-29,2544.485066188018
2014-09-30,2469.4189318661406
2014-10-31,2509.938310093785
2014-11-28,2496.5749191615223
2014-12-31,2464.6131797311104
2015-01-30,2661.1786557492555
2015-02-27,2757.698760086082
2015-03-31,2850.938860049544
2015-04-30,2952.2255337525485
2015-05-29,2920.3803569999213
2015-06-30,2787.6550134260447
2015-07-31,2608.837709994917
2015-08-31,2335.448363384823
2015-09-30,2282.398423410296
2015-10-30,2469.2696413072463
2015-11-30,2489.215301203821
2015-12-31,2374.5758204030503
2016-01-29,2211.2557244893014
2016-02-29,2197.640727943259
2016-03-31,2363.6225021415194
2016-04-29,2365.982233875376
2016-05-31,2346.7313345948105
2016-06-30,2439.8276611413926
2016-07-29,2542.083801924853
2016-08-31,2613.642609372611
2016-09-30,2622.6908123327034
2016-10-31,2689.3713410660675
2018-03-30,3165.508456576576
2018-04-30,3207.8297765832267
2018-05-01,3227.3690370238132
2018-05-31,3210.947275094796
