Date,AC PACIFIC ex JAPAN ex HK GROWTH
2000-12-29,100.0
2001-01-01,99.73270371481999
2001-01-02,100.44512254677045
2001-01-03,99.31990563465286
2001-01-04,103.84835529182014
2001-01-05,105.88753707543538
2001-01-08,105.5446927497696
2001-01-09,107.45722002033808
2001-01-10,106.35605483917882
2001-01-11,103.91338794017261
2001-01-12,105.98700990314583
2001-01-15,107.8685857051511
2001-01-16,109.39784272401045
2001-01-17,110.79917404406312
2001-01-18,110.47734936422061
2001-01-19,113.64571994139014
2001-01-22,114.10647577751163
2001-01-23,112.87336388217976
2001-01-24,114.39293015573986
2001-01-25,114.97169110444851
2001-01-26,113.10369443366417
2001-01-29,112.85059928129391
2001-01-30,113.21430197802948
2001-01-31,115.46158398073975
2001-02-01,113.96142891375128
2001-02-02,114.89935271895379
2001-02-05,111.01878963860356
2001-02-06,112.31877922195785
2001-02-07,110.68288362302819
2001-02-08,112.81992392000441
2001-02-09,111.76914776712204
2001-02-12,111.41811138643189
2001-02-13,113.27689788404199
2001-02-14,112.25346097720629
2001-02-15,114.69892539187485
2001-02-16,113.86241002257104
2001-02-19,111.42870131741394
2001-02-20,113.06538050235356
2001-02-21,111.91322685545836
2001-02-22,109.83549236091432
2001-02-23,109.38122936255016
2001-02-26,108.99501183774468
2001-02-27,107.68944523076907
2001-02-28,107.41438972120713
2001-03-01,104.5961840330946
2001-03-02,102.24214622340347
2001-03-05,104.02690666854312
2001-03-06,104.49393062246757
2001-03-07,105.24282579971958
2001-03-08,104.32355617016205
2001-03-09,103.3173077014765
2001-03-12,101.96461271728538
2001-03-13,101.85713092529639
2001-03-14,103.1366059297068
2001-03-15,103.5664527607122
2001-03-16,104.3168498902618
2001-03-19,103.16191902423692
2001-03-20,101.96175161529167
2001-03-21,102.28883131155408
2001-03-22,102.84836438288761
2001-03-23,102.75630157826804
2001-03-26,103.64282258273725
2001-03-27,101.72752287160085
2001-03-28,102.23774845367885
2001-03-29,101.73162788190416
2001-03-30,101.14520792785225
2001-04-02,99.88131679718873
2001-04-03,97.58123537934851
2001-04-04,93.41650268287307
2001-04-05,94.62390923239785
2001-04-06,96.40411134275732
2001-04-09,94.2589960174475
2001-04-10,96.08476154412031
2001-04-11,99.70816891015558
2001-04-12,100.23069791672788
2001-04-13,100.26848066834495
2001-04-16,100.71191118465418
2001-04-17,99.75282598091064
2001-04-18,102.90220881730707
2001-04-19,105.28085124909627
2001-04-20,103.4589187025114
2001-04-23,102.87208971680666
2001-04-24,102.61117833327009
2001-04-25,102.3738029862919
2001-04-26,102.21958374846423
2001-04-27,102.50052996476826
2001-04-30,105.1055999568419
2001-05-01,105.05534615067694
2001-05-02,107.29138716673998
2001-05-03,107.71162924953825
2001-05-04,104.96018349091669
2001-05-07,106.11312777818492
2001-05-08,106.30062469054204
2001-05-09,106.55297120402994
2001-05-10,106.84800193048623
2001-05-11,107.52711217227004
2001-05-14,106.25299466318748
2001-05-15,104.85871233935886
2001-05-16,103.69587594488449
2001-05-17,106.85095312453817
2001-05-18,106.64601389939413
2001-05-21,107.54890242738392
2001-05-22,109.02124760857308
2001-05-23,110.31263792339988
2001-05-24,110.27060659536559
2001-05-25,109.93730934714527
2001-05-28,109.30658539896082
2001-05-29,109.61388424314634
2001-05-30,108.06339103261911
2001-05-31,107.6304119323116
2001-06-01,107.49146740677345
2001-06-04,107.87378815219816
2001-06-05,107.81624113084699
2001-06-06,108.92951996027628
2001-06-07,109.59394973738345
2001-06-08,112.48504665352394
2001-06-11,112.86292383019887
2001-06-12,110.59995777441722
2001-06-13,110.34589720928402
2001-06-14,108.98008209344648
2001-06-15,108.3614032590586
2001-06-18,106.25353948486055
2001-06-19,106.44505680089756
2001-06-20,106.19300729612183
2001-06-21,105.65057389440771
2001-06-22,105.77064918729361
2001-06-25,104.28243322085842
2001-06-26,103.71024499451728
2001-06-27,103.75336384279596
2001-06-28,104.41576276136193
2001-06-29,106.60848374513172
2001-07-02,106.9186991882123
2001-07-03,108.04852643349615
2001-07-04,107.71478342165791
2001-07-05,107.70495451354644
2001-07-06,104.85896077870424
2001-07-09,102.80419506138549
2001-07-10,102.12217999783802
2001-07-11,100.496663864599
2001-07-12,102.58474908624089
2001-07-13,102.0105059807363
2001-07-16,101.71619177855118
2001-07-17,101.38222047006153
2001-07-18,98.78756625205607
2001-07-19,99.02463685490942
2001-07-20,98.34495185612764
2001-07-23,97.96813890272578
2001-07-24,96.78054263656038
2001-07-25,96.76300146609788
2001-07-26,97.2927090055922
2001-07-27,98.31310600758616
2001-07-30,98.33102956762907
2001-07-31,99.95877201389014
2001-08-01,101.92895400794862
2001-08-02,102.75957189269182
2001-08-03,101.8166836184771
2001-08-06,101.95590635886069
2001-08-07,101.55751117929834
2001-08-08,102.0110599265058
2001-08-09,98.96052453798887
2001-08-10,98.69116061849581
2001-08-13,98.86183704077901
2001-08-14,100.3369522593597
2001-08-15,99.64938674795802
2001-08-16,98.13522971696693
2001-08-17,97.35160467756175
2001-08-20,95.5819586495035
2001-08-21,95.87046760267108
2001-08-22,94.31862125337636
2001-08-23,95.52945689592015
2001-08-24,94.91155056658634
2001-08-27,97.09253937941877
2001-08-28,96.81665272132501
2001-08-29,96.89245637180004
2001-08-30,96.53932882965402
2001-08-31,95.44098253204044
2001-09-03,95.33959756664132
2001-09-04,98.01966727575292
2001-09-05,97.22621734297827
2001-09-06,95.95057364726509
2001-09-07,93.91615896634697
2001-09-10,93.44586975865694
2001-09-11,92.60926331963778
2001-09-12,88.75472464210715
2001-09-13,88.12455089183965
2001-09-14,85.74035013074476
2001-09-17,82.85541016748937
2001-09-18,82.92667754748342
2001-09-19,83.02944112763913
2001-09-20,81.78382750473001
2001-09-21,79.93762757804632
2001-09-24,80.07913861820862
2001-09-25,79.0380837737905
2001-09-26,79.48495367460401
2001-09-27,79.48470895899872
2001-09-28,81.68403001165954
2001-10-01,81.48410825782477
2001-10-02,81.23503157086807
2001-10-03,80.53134271755842
2001-10-04,82.48885086607459
2001-10-05,83.46636952231934
2001-10-08,81.78729094344529
2001-10-09,83.75790997231917
2001-10-10,83.81520593342695
2001-10-11,86.71776535034876
2001-10-12,86.92898985396111
2001-10-15,86.77366917517814
2001-10-16,87.34424928438595
2001-10-17,88.24002411914813
2001-10-18,87.16918760460906
2001-10-19,87.4970825902803
2001-10-22,87.82715316082906
2001-10-23,89.19827485051212
