Date,AC PACIFIC GROWTH
2000-12-29,100.0
2001-01-01,99.92864677589047
2001-01-02,99.14366896232181
2001-01-03,98.85161926173663
2001-01-04,100.45563277061862
2001-01-05,100.6270730005966
2001-01-08,100.45955244901405
2001-01-09,100.37576467152644
2001-01-10,99.64652739527908
2001-01-11,96.80658887422997
2001-01-12,98.19264241295265
2001-01-15,99.47283825080639
2001-01-16,101.4169041188535
2001-01-17,102.9966677615482
2001-01-18,102.68179654361744
2001-01-19,106.05455094473807
2001-01-22,106.32873048162844
2001-01-23,105.06058978084901
2001-01-24,105.99626408067465
2001-01-25,106.88048364267587
2001-01-26,105.73622471191143
2001-01-29,106.10519851086661
2001-01-30,105.28179383506738
2001-01-31,105.89963978372293
2001-02-01,105.14646855576842
2001-02-02,104.9201980418776
2001-02-05,102.32369114582637
2001-02-06,102.86914709694626
2001-02-07,102.36459935203796
2001-02-08,103.315679817176
2001-02-09,102.43677349288251
2001-02-12,101.83084690401127
2001-02-13,102.67596938891029
2001-02-14,102.12766914023636
2001-02-15,104.45487194170829
2001-02-16,103.14803476491699
2001-02-19,101.36435089500854
2001-02-20,103.53532426940127
2001-02-21,101.46654729467707
2001-02-22,101.03523725990622
2001-02-23,101.66116315668658
2001-02-26,101.21767936053926
2001-02-27,99.82981318292133
2001-02-28,98.29438680873992
2001-03-01,95.40885874297255
2001-03-02,92.14821905617967
2001-03-05,93.16572603863726
2001-03-06,94.85283340839726
2001-03-07,95.7510837940824
2001-03-08,95.20267628483795
2001-03-09,94.94729322797899
2001-03-12,92.36732043011445
2001-03-13,91.7792231232671
2001-03-14,92.14577875846614
2001-03-15,93.88624667062054
2001-03-16,95.03069121937246
2001-03-19,95.25001194824435
2001-03-20,94.22293802765981
2001-03-21,98.3831538292157
2001-03-22,97.86277478435169
2001-03-23,100.08069826764931
2001-03-26,103.13930856022921
2001-03-27,101.88888924779137
2001-03-28,103.52346927107298
2001-03-29,99.91890524297428
2001-03-30,98.04404621694034
2001-04-02,96.81000259841524
2001-04-03,96.9892872506027
2001-04-04,94.94260327172331
2001-04-05,96.69081774954773
2001-04-06,97.48794335656036
2001-04-09,94.12326582499544
2001-04-10,94.29394845832205
2001-04-11,97.6316724366971
2001-04-12,98.32756774314325
2001-04-13,97.985485713956
2001-04-16,97.92573996724745
2001-04-17,97.70273562114241
2001-04-18,102.19365769554057
2001-04-19,103.14071922022362
2001-04-20,100.69077613821753
2001-04-23,100.97617840467505
2001-04-24,100.61018694770284
2001-04-25,100.56180877884445
2001-04-26,100.70671671920947
2001-04-27,100.8900659861686
2001-04-30,102.17583973346439
2001-05-01,105.00594797750989
2001-05-02,106.36302750328738
2001-05-03,106.88575699075565
2001-05-04,105.97588057847496
2001-05-07,106.99686520753768
2001-05-08,106.0752226666892
2001-05-09,105.10968295917068
2001-05-10,104.581566973447
2001-05-11,105.62245109317216
2001-05-14,103.98633753383554
2001-05-15,103.59539439749835
2001-05-16,101.25822537968001
2001-05-17,104.18820818985071
2001-05-18,103.89503827240294
2001-05-21,105.56486836293291
2001-05-22,106.82890492541402
2001-05-23,109.04533281601223
2001-05-24,108.5363113338857
2001-05-25,108.09757621415042
2001-05-28,107.15064953009629
2001-05-29,108.80198718383187
2001-05-30,106.20597177893069
2001-05-31,106.49340296082106
2001-06-01,106.45635159051922
2001-06-04,106.31579326736173
2001-06-05,105.33927026904101
2001-06-06,105.63846150136592
2001-06-07,106.02976669526659
2001-06-08,106.74645350880178
2001-06-11,105.97717994131862
2001-06-12,102.97905634129766
2001-06-13,102.4648217536463
2001-06-14,102.01441543640577
2001-06-15,100.5700954001063
2001-06-18,99.33648212315128
2001-06-19,99.66254898389572
2001-06-20,100.09576174830762
2001-06-21,100.64358555563926
2001-06-22,101.09361009353204
2001-06-25,99.59069247987014
2001-06-26,99.49039034063159
2001-06-27,98.97009239065268
2001-06-28,98.9365128249179
2001-06-29,100.90806938466508
2001-07-02,100.69612775796145
2001-07-03,101.03437643382668
2001-07-04,100.50366301261774
2001-07-05,100.17327766373367
2001-07-06,97.34419987561222
2001-07-09,96.03556349145069
2001-07-10,95.77281369869144
2001-07-11,94.33418100306785
2001-07-12,96.84480525608889
2001-07-13,96.17449271852658
2001-07-16,95.62565449174963
2001-07-17,95.04850202091463
2001-07-18,92.02037360281896
2001-07-19,92.61110309441851
2001-07-20,92.44467309426773
2001-07-23,91.00013922081193
2001-07-24,91.05433558838953
2001-07-25,91.12522262140521
2001-07-26,91.05806334143448
2001-07-27,91.0272228933823
2001-07-30,89.55505661236306
2001-07-31,91.50622343828118
2001-08-01,92.24203678317897
2001-08-02,94.28788202717696
2001-08-03,93.06790186313562
2001-08-06,93.192726520918
2001-08-07,93.68088101975567
2001-08-08,93.58195566610165
2001-08-09,89.92315600376764
2001-08-10,89.77985682265255
2001-08-13,88.31704515529732
2001-08-14,90.43197710702984
2001-08-15,89.8692873883106
2001-08-16,87.92408729564116
2001-08-17,87.06349994579323
2001-08-20,85.96601948549296
2001-08-21,86.19039887403056
2001-08-22,85.67680893233934
2001-08-23,85.43212227068037
2001-08-24,85.49757681524089
2001-08-27,86.61180720015413
2001-08-28,86.16248365375522
2001-08-29,85.54177423754174
2001-08-30,84.76110152622934
2001-08-31,83.95115015297758
2001-09-03,82.59081990735025
2001-09-04,86.14017662359882
2001-09-05,84.83200930653585
2001-09-06,84.03405718611498
2001-09-07,82.54959036184856
2001-09-10,81.31903947028634
2001-09-11,81.96887475141808
2001-09-12,76.86861322749193
2001-09-13,76.61550791354958
2001-09-14,77.21977940874474
2001-09-17,73.83404905393017
2001-09-18,74.28820917386659
2001-09-19,75.1479476249879
2001-09-20,74.27120264724488
2001-09-21,72.49062954874708
2001-09-24,72.34629309937556
2001-09-25,72.7823950078723
2001-09-26,72.16104614669156
2001-09-27,71.94041309784365
2001-09-28,74.22764057966329
2001-10-01,74.28944326802363
2001-10-02,75.05160316239765
2001-10-03,73.66238191730044
2001-10-04,76.13311723702964
