Date,ACWI ex AUSTRALIA GROWTH
2000-12-29,1000.0
2001-01-01,999.8317547842503
2001-01-02,965.6260473008753
2001-01-03,999.4969707919873
2001-01-04,1003.0015861891989
2001-01-05,978.2141695976989
2001-01-08,973.3782028064659
2001-01-09,980.8931222211027
2001-01-10,984.4465344189264
2001-01-11,991.5495328254815
2001-01-12,995.190642007326
2001-01-15,1002.0035239756456
2001-01-16,1001.694761577035
2001-01-17,1023.1632095060711
2001-01-18,1026.9912325500568
2001-01-19,1039.2028817757948
2001-01-22,1036.8277701302527
2001-01-23,1039.1986555503656
2001-01-24,1054.7707142342383
2001-01-25,1050.0352158905978
2001-01-26,1047.5544308982537
2001-01-29,1053.5190779822494
2001-01-30,1050.5024167176869
2001-01-31,1045.9748873696185
2001-02-01,1038.3106257410045
2001-02-02,1024.8097691287905
2001-02-05,1015.1020569958423
2001-02-06,1024.152910647829
2001-02-07,1009.0251859377682
2001-02-08,1010.3308863895721
2001-02-09,985.2726116689414
2001-02-12,992.4288547535731
2001-02-13,989.7381759729121
2001-02-14,987.8579638013628
2001-02-15,1013.5886115157492
2001-02-16,977.5728692287339
2001-02-19,971.1905577830502
2001-02-20,966.9769359140306
2001-02-21,948.6495803742575
2001-02-22,945.0130192033722
2001-02-23,937.3209256488225
2001-02-26,948.582261931201
2001-02-27,934.726114539798
2001-02-28,923.2055763689063
2001-03-01,913.1672748806877
2001-03-02,896.1195670713032
2001-03-05,907.7195641090066
2001-03-06,917.6793185834907
2001-03-07,921.5904902489694
2001-03-08,913.6488404861745
2001-03-09,894.6676656767356
2001-03-12,859.1232917409217
2001-03-13,872.9827953242184
2001-03-14,861.906926791297
2001-03-15,871.6634034148733
2001-03-16,860.891926602869
2001-03-19,866.1365621415333
2001-03-20,854.738043158557
2001-03-21,852.387343516388
2001-03-22,851.4137882203701
2001-03-23,866.166195144011
2001-03-26,880.6355778205706
2001-03-27,894.977110358984
2001-03-28,885.0781281850698
2001-03-29,879.5672895376766
2001-03-30,881.038057048905
2001-04-02,871.8259790211787
2001-04-03,842.5770337045943
2001-04-04,831.6567959467113
2001-04-05,867.0676799224509
2001-04-06,856.3421068077953
2001-04-09,857.0428058169044
2001-04-10,882.335051087864
2001-04-11,890.096238722626
2001-04-12,894.2383065245023
2001-04-13,893.7598288613465
2001-04-16,894.5182277333635
2001-04-17,901.1125544014127
2001-04-18,944.7922585587652
2001-04-19,945.9585477625759
2001-04-20,928.9261784166578
2001-04-23,917.4968224134391
2001-04-24,910.2416575276706
2001-04-25,917.7924539112113
2001-04-26,918.9882695620244
2001-04-27,937.9845368250387
2001-04-30,948.2342810573879
2001-05-01,957.0761212695367
2001-05-02,961.6015149523893
2001-05-03,945.7031543483165
2001-05-04,954.0232380643935
2001-05-07,958.3351843942854
2001-05-08,962.7573501441092
2001-05-09,954.012950138559
2001-05-10,957.6773400191087
2001-05-11,957.3303515409856
2001-05-14,950.2937080142697
2001-05-15,949.4607342734218
2001-05-16,959.0762600328412
2001-05-17,970.5053210551827
2001-05-18,974.8234447892892
2001-05-21,990.1228953645153
2001-05-22,998.9465437967964
2001-05-23,994.1951428652271
2001-05-24,998.7844920641666
