Date,GOLDEN DRAGON GROWTH
2000-12-29,100.0
2001-01-01,99.5680071084918
2001-01-02,98.8941906802811
2001-01-03,96.50446771444892
2001-01-04,101.30815522270245
2001-01-05,102.05616748375655
2001-01-08,101.06535846993833
2001-01-09,104.26796975479712
2001-01-10,104.74742252291202
2001-01-11,101.70203884737464
2001-01-12,103.03422623473254
2001-01-15,104.13817692281287
2001-01-16,106.42149365471415
2001-01-17,107.99450867599101
2001-01-18,107.91671254536827
2001-01-19,112.25910919867927
2001-01-22,113.42938163950025
2001-01-23,112.30557375731377
2001-01-24,114.30187349509518
2001-01-25,114.66413926263354
2001-01-26,114.43924306969257
2001-01-29,112.87542393731772
2001-01-30,112.06546649609069
2001-01-31,113.99549703216815
2001-02-01,112.60265312810903
2001-02-02,113.15028488522533
2001-02-05,109.61018199512493
2001-02-06,110.24828081784369
2001-02-07,109.57321848648125
2001-02-08,110.60423886387049
2001-02-09,110.20976174501344
2001-02-12,108.71576515869637
2001-02-13,111.81213925818612
2001-02-14,110.84951397781671
2001-02-15,113.72024050917277
2001-02-16,111.67061527339764
2001-02-19,109.64998954916157
2001-02-20,111.22753820181191
2001-02-21,110.0988398512565
2001-02-22,107.63768488980755
2001-02-23,107.33400897786264
2001-02-26,106.00052484389252
2001-02-27,104.14047076127667
2001-02-28,104.69466892984151
2001-03-01,100.09314741307365
2001-03-02,97.34798691879458
2001-03-05,99.54711041579318
2001-03-06,100.73038198073426
2001-03-07,101.60594457241868
2001-03-08,100.12329866046487
2001-03-09,99.75245234266491
2001-03-12,97.46725827952474
2001-03-13,98.28383712811585
2001-03-14,99.04782919621164
2001-03-15,101.62752966503137
2001-03-16,102.38336318336192
2001-03-19,101.50864312339455
2001-03-20,99.2619549818755
2001-03-21,99.16407960604715
2001-03-22,98.45254665441374
2001-03-23,98.61473790633298
2001-03-26,100.40000607971726
2001-03-27,98.89750703395387
2001-03-28,99.90470785028113
2001-03-29,99.36991414381366
2001-03-30,99.17103328682119
2001-04-02,98.28794458405012
2001-04-03,95.84532190392713
2001-04-04,90.59430377596458
2001-04-05,91.31790810185343
2001-04-06,93.60519561739716
2001-04-09,91.67745362091117
2001-04-10,92.61859231922536
2001-04-11,97.23427245974618
2001-04-12,98.4377095115643
2001-04-13,97.96847971951809
2001-04-16,98.64089915133972
2001-04-17,97.0449322541641
2001-04-18,101.34911793845934
2001-04-19,104.11736461185907
2001-04-20,101.48461653453634
2001-04-23,101.22319946899187
2001-04-24,100.54856288163634
2001-04-25,99.18777384690786
2001-04-26,98.98007118089649
2001-04-27,99.70937343095774
2001-04-30,101.10465886573175
2001-05-01,100.5957982847152
2001-05-02,103.55431360316469
2001-05-03,104.10697858460513
2001-05-04,100.89592376679683
2001-05-07,102.51741731835529
2001-05-08,103.2184111472453
2001-05-09,103.5133194602172
2001-05-10,103.06111358726847
2001-05-11,104.11813945166087
2001-05-14,102.15202421635564
2001-05-15,101.23945841654334
2001-05-16,100.53228081752634
2001-05-17,102.47995347404475
2001-05-18,101.84149628170998
2001-05-21,102.16395676191635
2001-05-22,104.6782586757889
2001-05-23,106.54883723061954
2001-05-24,106.18012434995032
2001-05-25,105.94402737355004
2001-05-28,105.12972488154266
2001-05-29,104.9645300238603
2001-05-30,102.97466827153335
2001-05-31,102.67151381787362
2001-06-01,102.43099437798837
2001-06-04,102.86137016624889
2001-06-05,104.33371686727342
2001-06-06,106.03589383174283
2001-06-07,106.11573766864451
2001-06-08,107.95125175228155
2001-06-11,108.0323327514122
2001-06-12,105.95859500162672
2001-06-13,104.92740460576601
2001-06-14,101.8809436978373
2001-06-15,100.79101479868079
2001-06-18,99.37569708092045
2001-06-19,100.38575754607871
2001-06-20,99.7525167005057
2001-06-21,100.00392560603942
2001-06-22,99.37956330911312
2001-06-25,98.6019946840117
2001-06-26,96.54952031641575
2001-06-27,97.68004948555517
2001-06-28,97.567025967427
2001-06-29,100.03559528594505
2001-07-02,100.80682568311367
2001-07-03,101.35263279561674
2001-07-04,101.64582654094379
2001-07-05,101.33626196033374
2001-07-06,99.96378481658938
2001-07-09,96.76645656221864
2001-07-10,96.29561014676149
2001-07-11,94.75828856543309
2001-07-12,96.83708620726382
2001-07-13,95.84600761610807
2001-07-16,95.69066168487316
2001-07-17,95.73826279888979
2001-07-18,92.309656675534
2001-07-19,90.94024775513878
2001-07-20,91.12647663397769
2001-07-23,90.7619601328349
2001-07-24,89.12533634014669
2001-07-25,89.63197566571215
2001-07-26,89.79476808701106
2001-07-27,91.38847995161947
2001-07-30,90.74743888989067
2001-07-31,93.12137212141371
2001-08-01,93.94939662042987
2001-08-02,94.40156225668488
2001-08-03,92.25769796588965
2001-08-06,91.82713573420823
2001-08-07,90.84087778316653
2001-08-08,91.23265326051985
2001-08-09,87.69623031722546
2001-08-10,87.68709944800409
2001-08-13,86.63149904955445
2001-08-14,88.94017367070856
