Date,AC AMERICAS GROWTH
2000-12-29,100.0
2001-01-01,100.0
2001-01-02,94.79051699942126
2001-01-03,102.78089242200865
2001-01-04,101.66915452023
2001-01-05,97.36418545239532
2001-01-08,96.89207807017358
2001-01-09,99.03191715052529
2001-01-10,100.09428179692247
2001-01-11,101.33500070198731
2001-01-12,100.76976439303111
2001-01-15,101.50420607532979
2001-01-16,102.03100380869276
2001-01-17,103.7389976245367
2001-01-18,104.84874111721749
2001-01-19,106.33216238787706
2001-01-22,105.96521233688385
2001-01-23,107.05673341420537
2001-01-24,109.34635819770172
2001-01-25,108.00365983709051
2001-01-26,108.10772993710567
2001-01-29,109.27547030929443
2001-01-30,109.24324610661685
2001-01-31,107.63662765591093
2001-02-01,107.17464268572641
2001-02-02,105.0679752782012
2001-02-05,104.15782613377942
2001-02-06,105.3796563460504
2001-02-07,103.66916821644844
2001-02-08,103.6016480067801
2001-02-09,100.06849426918453
2001-02-12,101.09147492141523
2001-02-13,100.28372322581363
2001-02-14,101.39814937873932
2001-02-15,104.42437051328507
2001-02-16,99.47527208962428
2001-02-19,99.01022616358092
2001-02-20,97.92623514105019
2001-02-21,95.52085996247537
2001-02-22,95.41168938098433
2001-02-23,95.12585178483477
2001-02-26,96.72905609473823
2001-02-27,94.15874804849375
2001-02-28,92.4367716017908
2001-03-01,91.98130280875243
2001-03-02,89.64499610268561
2001-03-05,90.82682810230838
2001-03-06,91.53694834898857
2001-03-07,92.10663693218252
2001-03-08,91.3684018895461
2001-03-09,88.6069528276792
2001-03-12,84.32518455629267
2001-03-13,87.48919958482759
2001-03-14,85.97639268647188
2001-03-15,86.20885065162757
2001-03-16,85.41947139452492
2001-03-19,86.71825688374649
2001-03-20,83.93230358708114
2001-03-21,83.21475741780472
2001-03-22,85.24930864965691
2001-03-23,85.8335355352064
2001-03-26,86.02309027133661
2001-03-27,88.19326187583471
2001-03-28,86.65061414623189
2001-03-29,86.75542149941013
2001-03-30,87.38262066253817
2001-04-02,86.33131736391894
2001-04-03,82.58474929712465
2001-04-04,81.0171477462837
2001-04-05,85.64062690793898
2001-04-06,83.79329244577703
2001-04-09,84.29322778499949
2001-04-10,87.69455660650665
2001-04-11,88.09677644910221
2001-04-12,88.88113025234446
2001-04-13,88.88113025234446
2001-04-16,88.93119695265914
2001-04-17,90.44534427238729
2001-04-18,95.36979102260302
2001-04-19,95.74496620760891
2001-04-20,93.80566021861264
2001-04-23,92.1251052357584
2001-04-24,90.74125416898643
2001-04-25,92.21718616271768
2001-04-26,91.91313497457507
2001-04-27,94.35929897417252
2001-04-30,95.08944297921279
2001-05-01,96.15683672358665
2001-05-02,96.77404721397106
2001-05-03,94.75569603912416
2001-05-04,96.25974676859725
2001-05-07,96.45124040244256
