Date,AC ASIA ex JAPAN GROWTH
2000-12-29,100.0
2001-01-01,99.58497785650255
2001-01-02,98.93121711249917
2001-01-03,97.3688737536381
2001-01-04,102.17443624181757
2001-01-05,103.52470927705122
2001-01-08,102.75715518578367
2001-01-09,105.49917333271245
2001-01-10,104.85433577871181
2001-01-11,101.93874796577566
2001-01-12,103.87422467308731
2001-01-15,105.1391374761371
2001-01-16,106.65327353632667
2001-01-17,108.31009290087147
2001-01-18,107.82670474967111
2001-01-19,112.08076683008362
2001-01-22,113.09280297890496
2001-01-23,112.16996112305209
2001-01-24,114.21727382935626
2001-01-25,114.57888174432792
2001-01-26,112.9071945782776
2001-01-29,112.14158212634152
2001-01-30,111.79563205187583
2001-01-31,113.86281999790232
2001-02-01,112.10548930211407
2001-02-02,113.17994370763665
2001-02-05,109.72473218999292
2001-02-06,110.73108341912977
2001-02-07,109.67877449195854
2001-02-08,111.74846947730649
2001-02-09,111.07637034152096
2001-02-12,109.99972213043468
2001-02-13,112.01862399672514
2001-02-14,111.34212728175942
2001-02-15,114.27138559736959
2001-02-16,112.59312314314334
2001-02-19,110.7708200232283
2001-02-20,112.59867578074753
2001-02-21,110.79393433039291
2001-02-22,108.68794948938525
2001-02-23,108.07366564081524
2001-02-26,107.20392061633012
2001-02-27,105.16012760480187
2001-02-28,105.98217095701817
2001-03-01,102.1407304214816
2001-03-02,99.15290859793534
2001-03-05,100.77661484253196
2001-03-06,101.61184120894708
2001-03-07,102.59534913098071
2001-03-08,101.70806502193955
2001-03-09,100.5303049165771
2001-03-12,97.98713088467325
2001-03-13,97.91411932700488
2001-03-14,99.5339801406316
2001-03-15,101.19916711218175
2001-03-16,101.51452576997951
2001-03-19,100.37739426045776
2001-03-20,98.45582270147615
2001-03-21,99.06391226633447
2001-03-22,98.77240951838034
2001-03-23,99.16723583486902
2001-03-26,100.09781559188683
2001-03-27,98.23539442275008
2001-03-28,99.2729619998619
2001-03-29,98.37748754959182
2001-03-30,98.05206561701686
2001-04-02,96.78370732675567
2001-04-03,94.38946001904921
2001-04-04,89.23395268239739
2001-04-05,90.0676581520417
2001-04-06,91.4835017536324
2001-04-09,89.1373122479716
2001-04-10,90.25609123092794
2001-04-11,93.30751990061621
2001-04-12,93.5980303729907
2001-04-13,93.64110714470465
2001-04-16,94.0812412278323
2001-04-17,93.40065416238427
2001-04-18,97.97833565351739
2001-04-19,100.37673384013517
2001-04-20,97.90681316971056
2001-04-23,98.17034728457934
2001-04-24,97.91247792622337
2001-04-25,97.21317774323126
2001-04-26,96.4381103815514
2001-04-27,96.77295957076026
2001-04-30,99.143661011402
2001-05-01,98.70065935918171
2001-05-02,101.1684083200211
2001-05-03,101.44548804126785
2001-05-04,98.8383430044269
2001-05-07,100.33224461358533
2001-05-08,100.78326430648565
2001-05-09,100.49921762613907
2001-05-10,100.22880467579547
2001-05-11,101.15838229213036
2001-05-14,99.81631509455674
2001-05-15,98.53507538115596
2001-05-16,97.5431553920336
2001-05-17,99.86032195311816
2001-05-18,99.38996012524218
2001-05-21,99.92364953310086
2001-05-22,102.05494379603938
2001-05-23,103.80369751195836
2001-05-24,103.59965189292278
2001-05-25,103.01395713302021
2001-05-28,102.31846317728213
2001-05-29,103.08938367124215
2001-05-30,101.28455369769149
2001-05-31,100.98463063422362
2001-06-01,100.42684669565648
2001-06-04,100.54226951444006
2001-06-05,100.7737779151944
2001-06-06,101.7441240727845
2001-06-07,102.18311036896316
2001-06-08,104.4744772378575
2001-06-11,104.38892481819174
2001-06-12,102.8280541399021
2001-06-13,102.53040011673312
2001-06-14,100.20744807403752
2001-06-15,99.09475571978258
2001-06-18,97.90193052258148
2001-06-19,98.6194287331357
2001-06-20,97.9420541897378
2001-06-21,98.01364593073953
2001-06-22,97.53952466875477
2001-06-25,96.14501393980214
2001-06-26,95.2289752794188
2001-06-27,95.42497010130481
2001-06-28,95.97434592265502
2001-06-29,98.0555215712371
2001-07-02,98.42631917576932
2001-07-03,98.82380121215141
2001-07-04,99.15721014073165
2001-07-05,99.41142315182272
2001-07-06,97.8599678721146
2001-07-09,95.19144389967018
2001-07-10,94.5191415197259
2001-07-11,93.03476301066534
2001-07-12,95.19834399398403
2001-07-13,94.40236515068447
2001-07-16,94.10849972423782
2001-07-17,94.33427629820339
2001-07-18,91.43770734594058
2001-07-19,91.46902709235668
2001-07-20,91.46685765706012
2001-07-23,91.20093740260307
2001-07-24,90.17690445047977
2001-07-25,90.41993351887612
2001-07-26,90.68899533965838
2001-07-27,91.95155240699931
2001-07-30,91.66962626882795
2001-07-31,93.73193613899912
2001-08-01,94.6413470376075
2001-08-02,94.91854844401296
2001-08-03,93.76861045926731
2001-08-06,93.75739539622758
2001-08-07,93.32340836299579
2001-08-08,93.47741116774154
2001-08-09,90.29455605000334
2001-08-10,90.25604440079809
2001-08-13,89.87752652110193
2001-08-14,91.92742521404172
2001-08-15,90.8519791682979
2001-08-16,89.72034013108777
2001-08-17,88.7734820955883
2001-08-20,87.26838345260049
2001-08-21,86.87801823926765
2001-08-22,85.3145885706938
2001-08-23,86.88563004919679
2001-08-24,86.00626540790348
2001-08-27,88.07264161008605
2001-08-28,88.04845214963869
2001-08-29,87.96483251544429
2001-08-30,87.70202735143553
2001-08-31,86.90141549983242
2001-09-03,86.28743576862824
2001-09-04,89.21713003642176
2001-09-05,88.32940999791145
2001-09-06,86.44601960179402
2001-09-07,84.46576964046206
2001-09-10,84.3438158193984
2001-09-11,83.04959707676367
2001-09-12,78.66616836249544
2001-09-13,78.05263483032404
2001-09-14,75.51867308965906
2001-09-17,73.55200992525491
2001-09-18,73.5832152155019
2001-09-19,73.86114156659237
2001-09-20,72.52847740024797
2001-09-21,70.76503164842293
2001-09-24,71.56441486514089
2001-09-25,70.37362732484989
2001-09-26,70.87355114443108
2001-09-27,71.34867341101113
2001-09-28,73.08022583324994
2001-10-01,72.67634709333404
2001-10-02,72.15526106666097
2001-10-03,71.42248162767409
2001-10-04,73.89430434255742
2001-10-05,74.29660878587246
2001-10-08,72.50716448958252
2001-10-09,75.13238419698897
2001-10-10,75.62437864975814
2001-10-11,78.33585060115193
2001-10-12,77.93248350078984
2001-10-15,77.11955327848904
2001-10-16,77.5295062926522
2001-10-17,79.0782610182997
2001-10-18,77.77266539781652
2001-10-19,78.19785519052057
2001-10-22,78.6676523932374
2001-10-23,80.43463146693341
2001-10-24,81.3631725220182
2001-10-25,80.86371129338717
2001-10-26,81.77423592698884
2001-10-29,80.44946663348031
2001-10-30,78.17671338972723
2001-10-31,78.80512667278687
2001-11-01,78.76995962103614
2001-11-02,79.56102062494809
2001-11-05,81.49523978181979
2001-11-06,81.68898779197667
2001-11-07,81.11280466270635
2001-11-08,83.54323334545099
2001-11-09,83.99035057158905
2001-11-12,83.787276238838
2001-11-13,85.21564676460198
2001-11-14,87.64682281371033
2001-11-15,90.22077399834615
2001-11-16,90.40460916533408
2001-11-19,92.457381622737
2001-11-20,90.24598705750611
2001-11-21,90.93602876952303
2001-11-22,90.52095441125617
2001-11-23,92.27918105891165
2001-11-26,93.56762944571823
2001-11-27,93.34590533818613
2001-11-28,90.86498548286782
2001-11-29,90.18142708269198
2001-11-30,90.1316826557097
2001-12-03,91.61435817389182
2001-12-04,93.16782490445954
2001-12-05,97.75783763528153
2001-12-06,99.21970034271875
2001-12-07,100.45688199751824
2001-12-10,98.0349494859185
2001-12-11,98.13691322273844
2001-12-12,99.64521426350288
2001-12-13,97.33474526286335
2001-12-14,95.69235069820041
2001-12-17,93.96575125124312
2001-12-18,94.64018292821183
2001-12-19,95.50153650567124
2001-12-20,96.63449772951365
2001-12-21,94.36878024982248
2001-12-24,95.93100223015533
2001-12-25,96.64395966495805
2001-12-26,96.5169869475427
2001-12-27,96.22791259502144
2001-12-28,98.68384916732536
2001-12-31,98.65477263990647
2002-01-01,98.59415757988221
2002-01-02,98.23961915254812
2002-01-03,98.78074710028204
2002-01-04,102.3428058755927
2002-01-07,104.25068831737012
2002-01-08,103.13745011847288
2002-01-09,102.8872233194091
2002-01-10,100.92216800110783
2002-01-11,99.92145160310199
2002-01-14,101.2673876093969
2002-01-15,99.57686443556273
2002-01-16,99.16708123480613
