Date,AC ASIA PACIFIC GROWTH
2000-12-29,100.0
2001-01-01,99.88252226139171
2001-01-02,99.11199971863596
2001-01-03,98.8264765156917
2001-01-04,100.51687638665179
2001-01-05,100.7271501316702
2001-01-08,100.50959622033163
2001-01-09,100.48536158949902
2001-01-10,99.71196968869555
2001-01-11,96.86564209539713
2001-01-12,98.23306467977903
2001-01-15,99.51281574563018
2001-01-16,101.42234999685965
2001-01-17,103.0258249775179
2001-01-18,102.7017606609452
2001-01-19,106.12747245941563
2001-01-22,106.41354313513618
2001-01-23,105.1531673241784
2001-01-24,106.12600363886227
2001-01-25,106.9825134404542
2001-01-26,105.86004568715396
2001-01-29,106.17310633028912
2001-01-30,105.452751952147
2001-01-31,106.00335697172753
2001-02-01,105.20347726334204
2001-02-02,105.02205810556134
2001-02-05,102.45043064130003
2001-02-06,103.02549788213732
2001-02-07,102.48378660197973
2001-02-08,103.49294991175577
2001-02-09,102.61300605860035
2001-02-12,102.02367389729969
2001-02-13,102.83253797436781
2001-02-14,102.28487769120771
2001-02-15,104.67360607841908
2001-02-16,103.2915241489524
2001-02-19,101.5482531449361
2001-02-20,103.68977499096529
2001-02-21,101.60624546336035
2001-02-22,101.14586021119645
2001-02-23,101.67025551800269
2001-02-26,101.21479456496647
2001-02-27,99.78301020438028
2001-02-28,98.48717006557489
2001-03-01,95.57850692283083
2001-03-02,92.23062749195243
2001-03-05,93.17721922215397
2001-03-06,94.81838419438229
2001-03-07,95.7728224889065
2001-03-08,95.23369779015576
2001-03-09,94.86171943923368
2001-03-12,92.24230195397443
2001-03-13,91.58489696491476
2001-03-14,92.08201832597794
2001-03-15,93.8594833232735
2001-03-16,94.97625037068171
2001-03-19,95.14996211327814
2001-03-20,94.11375339819841
2001-03-21,98.22911456333327
2001-03-22,97.71009059298733
2001-03-23,99.79828217811641
2001-03-26,102.77592134805388
2001-03-27,101.60752936015331
2001-03-28,103.29205360459781
2001-03-29,99.75640210220186
2001-03-30,97.83272339529778
2001-04-02,96.62338821437613
2001-04-03,96.80483387764689
2001-04-04,94.73498382443341
2001-04-05,96.45278614161143
2001-04-06,97.21977444396296
2001-04-09,93.92155697797243
2001-04-10,94.09280123585502
2001-04-11,97.21414548177849
2001-04-12,97.78041870604609
2001-04-13,97.44949948258507
2001-04-16,97.4423510830673
2001-04-17,97.2691092217906
2001-04-18,101.77371792491714
2001-04-19,102.71824597808987
2001-04-20,100.35651823115485
2001-04-23,100.62715371173303
2001-04-24,100.29684994028597
2001-04-25,100.22497802706131
2001-04-26,100.30548323158158
2001-04-27,100.42246156681462
2001-04-30,101.78680103063571
2001-05-01,104.53020797839353
2001-05-02,105.87143294861976
2001-05-03,106.36799119866474
2001-05-04,105.49232891395252
2001-05-07,106.52914720684873
2001-05-08,105.6641218121857
2001-05-09,104.70975662269825
2001-05-10,104.16833994417081
2001-05-11,105.19397908364787
2001-05-14,103.59945254267288
2001-05-15,103.20411330963381
2001-05-16,100.92567728638545
2001-05-17,103.80423658235965
2001-05-18,103.51745499547434
2001-05-21,105.13302145334514
2001-05-22,106.4023457358543
2001-05-23,108.61324621713018
2001-05-24,108.11729610750005
2001-05-25,107.68564173909643
2001-05-28,106.78564049786904
2001-05-29,108.41193848714084
2001-05-30,105.81285682861649
2001-05-31,106.09160705699229
2001-06-01,106.01929460983236
2001-06-04,105.82953098615904
2001-06-05,104.86408539160928
2001-06-06,105.17750311746603
2001-06-07,105.55382802161067
2001-06-08,106.27781810543067
2001-06-11,105.5546948227352
2001-06-12,102.62694708782729
2001-06-13,102.12065015554036
2001-06-14,101.64266291758737
2001-06-15,100.16672158339765
2001-06-18,98.97202771891867
2001-06-19,99.33526421752893
2001-06-20,99.76396541740725
2001-06-21,100.29871891498175
2001-06-22,100.7266918595957
2001-06-25,99.17114675964464
2001-06-26,99.13948660863569
2001-06-27,98.62404578475206
2001-06-28,98.62062596969098
2001-06-29,100.58849544679451
2001-07-02,100.35101939616706
2001-07-03,100.61601409236329
2001-07-04,100.10325348647731
2001-07-05,99.79766962992692
2001-07-06,97.03330400031278
2001-07-09,95.72695764627456
2001-07-10,95.47225357644449
2001-07-11,94.09589351358326
2001-07-12,96.64487425297665
2001-07-13,96.00493645564677
2001-07-16,95.46010170654036
2001-07-17,94.90466231121793
2001-07-18,91.88098190361761
2001-07-19,92.45004239051079
2001-07-20,92.28359335302812
2001-07-23,90.87545156336033
2001-07-24,90.9246043126629
2001-07-25,90.97801912596195
2001-07-26,90.89857036796163
2001-07-27,90.85962408332668
2001-07-30,89.43661524440842
2001-07-31,91.37952494350179
2001-08-01,92.05161463024648
2001-08-02,94.05281978657457
2001-08-03,92.88733966083916
2001-08-06,93.00868255868868
2001-08-07,93.47616071332129
2001-08-08,93.376040078515
2001-08-09,89.79279301549764
2001-08-10,89.6072239876942
2001-08-13,88.16309054680863
2001-08-14,90.27807896285171
2001-08-15,89.6977815354249
2001-08-16,87.80740669751259
2001-08-17,86.93996821882946
2001-08-20,85.87626040653417
2001-08-21,86.11651666206679
2001-08-22,85.5961412339784
2001-08-23,85.39332725007053
2001-08-24,85.46056278770668
2001-08-27,86.57828492814406
2001-08-28,86.14185381985925
2001-08-29,85.52295259359389
2001-08-30,84.7570262092539
2001-08-31,83.93434961165852
2001-09-03,82.59797368984098
2001-09-04,86.10448117163939
2001-09-05,84.83374449161306
2001-09-06,84.03064926676554
2001-09-07,82.56207032298713
2001-09-10,81.3655469676704
2001-09-11,81.95749447628292
2001-09-12,76.9221070436625
2001-09-13,76.64186139717944
2001-09-14,77.10888268326542
2001-09-17,73.69098215889717
2001-09-18,74.19944643764192
2001-09-19,75.0265206389003
2001-09-20,74.1535888888824
2001-09-21,72.33522103907822
2001-09-24,72.241454130503
2001-09-25,72.64016776559825
2001-09-26,72.06834930003363
2001-09-27,71.84750793887964
2001-09-28,74.12144314794247
2001-10-01,74.16887203295646
2001-10-02,74.90939688709288
2001-10-03,73.52922018105811
2001-10-04,75.96995209551227
2001-10-05,76.55189726047129
2001-10-08,76.17361883615875
2001-10-09,75.42959696138601
2001-10-10,75.73489933446054
2001-10-11,78.69114889406596
2001-10-12,79.79206858563563
2001-10-15,78.85914292370997
2001-10-16,79.13706252598341
2001-10-17,80.64065632563944
2001-10-18,79.32076489333771
2001-10-19,79.89054014179388
2001-10-22,80.32482527242414
2001-10-23,81.90535787939568
2001-10-24,81.78280708954782
2001-10-25,81.57888956929395
2001-10-26,81.27410685934521
2001-10-29,79.90295280147977
2001-10-30,78.2508467738541
2001-10-31,77.8588551725656
