Date,ZHONG HUA GROWTH
2000-12-29,100.0
2001-01-01,100.0
2001-01-02,97.51160626017956
2001-01-03,95.29524981213656
2001-01-04,99.72257319811291
2001-01-05,99.19368319478887
2001-01-08,98.4223391459735
2001-01-09,100.34307583177318
2001-01-10,100.82155197203333
2001-01-11,97.7385235495504
2001-01-12,99.27607264610876
2001-01-15,100.19558429934354
2001-01-16,100.78652010361628
2001-01-17,101.53118704669077
2001-01-18,101.78633914329711
2001-01-19,107.20799940170058
2001-01-22,108.79017167530759
2001-01-23,107.46103560810383
2001-01-24,109.37143060419159
2001-01-25,109.69306284794945
2001-01-26,109.47749627952874
2001-01-29,109.2417109479811
2001-01-30,106.58571418336138
2001-01-31,107.59854351001503
2001-02-01,107.47805073550414
2001-02-02,107.53673073476808
2001-02-05,104.50690510229622
2001-02-06,105.19152660221087
2001-02-07,106.21512259947689
2001-02-08,106.65316749079955
2001-02-09,105.95173432781228
2001-02-12,103.80044236994034
2001-02-13,105.35299606292645
2001-02-14,105.54597273948572
2001-02-15,106.16923367347513
2001-02-16,104.3223146201517
2001-02-19,102.69237058103003
2001-02-20,104.11878796138113
2001-02-21,102.39462332455645
2001-02-22,101.04808067686668
2001-02-23,101.60198208016
2001-02-26,100.19239689400165
2001-02-27,98.19586551725997
2001-02-28,98.99820751971997
2001-03-01,95.19953806949047
2001-03-02,91.80937380308488
2001-03-05,93.63837403598225
2001-03-06,94.6036472528609
2001-03-07,93.86734397205176
2001-03-08,92.95901581187913
2001-03-09,93.09727395683048
2001-03-12,90.82602802282948
2001-03-13,90.82372632473616
2001-03-14,90.91365162419365
2001-03-15,93.31395495188649
2001-03-16,94.2761218504229
2001-03-19,94.42618112677631
2001-03-20,91.71398634094035
2001-03-21,91.70753662351393
2001-03-22,89.05653552005471
2001-03-23,88.73822986599149
2001-03-26,91.06753389688478
2001-03-27,89.12616902902569
2001-03-28,90.8022171710154
2001-03-29,90.00102960702635
2001-03-30,89.99209550814264
2001-04-02,90.3660112402997
2001-04-03,88.5291356745543
2001-04-04,82.9336731583595
2001-04-05,83.50555432020447
2001-04-06,85.86927521346698
2001-04-09,84.39954056329476
2001-04-10,85.7913423141913
2001-04-11,90.64228027956548
2001-04-12,91.70176044916312
2001-04-13,91.70176044916312
2001-04-16,92.64764408329235
2001-04-17,90.3717649413369
2001-04-18,94.91746527687887
2001-04-19,97.3133573742962
2001-04-20,94.55629642711929
2001-04-23,94.17789266714533
2001-04-24,93.61048073820817
2001-04-25,92.76118837689297
2001-04-26,92.28887706001095
2001-04-27,93.79000245365008
2001-04-30,94.42717662129101
2001-05-01,93.93042002434221
2001-05-02,97.09171744857066
2001-05-03,97.46544011009577
2001-05-04,94.65777470192714
2001-05-07,96.15707808067751
