Date,AC ASIA PACIFIC ex JAPAN GROWTH
2000-12-29,100.0
2001-01-01,99.68338766552817
2001-01-02,99.57817474737934
2001-01-03,98.35498782199673
2001-01-04,102.80824921165346
2001-01-05,104.11471829731519
2001-01-08,103.2451599501668
2001-01-09,105.23538843241872
2001-01-10,104.30505752097088
2001-01-11,101.74173066652443
2001-01-12,103.47717810403238
2001-01-15,104.83663636635994
2001-01-16,106.01490140883021
2001-01-17,107.38618222388318
2001-01-18,107.13601077265417
2001-01-19,110.87121292967157
2001-01-22,111.66629564596444
2001-01-23,110.42069797996075
2001-01-24,112.07598681438172
2001-01-25,112.53783466541915
2001-01-26,111.16304883453603
2001-01-29,110.67978393095204
2001-01-30,110.51885928679937
2001-01-31,112.16350991426593
2001-02-01,110.94779338212072
2001-02-02,111.69230712870596
2001-02-05,108.32583615986354
2001-02-06,109.45427824411891
2001-02-07,108.36303015515935
2001-02-08,110.1795684882456
2001-02-09,109.22004900698768
2001-02-12,108.60370214878236
2001-02-13,110.18938979908872
2001-02-14,109.50311779811015
2001-02-15,111.63303559792804
2001-02-16,110.4808534994917
2001-02-19,108.60253153363995
2001-02-20,110.05428872850968
2001-02-21,108.89941137758036
2001-02-22,107.16600972622267
2001-02-23,106.5812542623071
2001-02-26,105.973881077934
2001-02-27,104.30697017998779
2001-02-28,104.86064955130553
2001-03-01,102.02798807834806
2001-03-02,99.670241769572
2001-03-05,100.91545960244284
2001-03-06,101.44392651861091
2001-03-07,102.19975623638827
2001-03-08,101.25021285790534
2001-03-09,100.18516572794366
2001-03-12,98.33204404584235
2001-03-13,97.95147358409424
2001-03-14,99.22927560218986
2001-03-15,100.26532164058105
2001-03-16,100.88948433262037
2001-03-19,100.09625661830479
2001-03-20,98.62703526139994
2001-03-21,98.98479740231669
2001-03-22,98.95952426743001
2001-03-23,98.83051514763703
2001-03-26,99.73873309964927
2001-03-27,98.27669159025366
2001-03-28,99.13305314752319
2001-03-29,98.54441101480097
2001-03-30,97.87389693154115
2001-04-02,97.12326204216673
2001-04-03,95.23883063278238
2001-04-04,91.15242870640267
2001-04-05,92.17288737059943
2001-04-06,93.49535860185354
2001-04-09,91.6135013148538
2001-04-10,93.0629298445032
2001-04-11,96.09212290001187
2001-04-12,96.41391800167152
2001-04-13,96.44682700464963
2001-04-16,97.1187609302309
2001-04-17,96.33062078210975
2001-04-18,99.71645709979366
2001-04-19,101.86520697694851
2001-04-20,100.13349886386489
2001-04-23,99.63443259860081
2001-04-24,99.44826892230549
2001-04-25,98.88630306045901
2001-04-26,98.39876466938534
2001-04-27,98.70725901505072
2001-04-30,101.00180804516542
2001-05-01,100.82144058509425
2001-05-02,102.81039762391939
2001-05-03,103.09986931117147
2001-05-04,100.80788665900688
2001-05-07,102.1182009613222
2001-05-08,102.53513534113507
2001-05-09,102.6249951695532
2001-05-10,102.84873149437959
2001-05-11,103.5302940511351
2001-05-14,102.29975075158717
2001-05-15,101.29964953215057
2001-05-16,100.50127441130618
