Date,ACWI ex JAPAN GROWTH
2000-12-29,100.00000000000001
2001-01-01,99.9816609192402
2001-01-02,96.39888584272357
2001-01-03,100.05648752899828
2001-01-04,100.47850699465687
2001-01-05,97.83742212846823
2001-01-08,97.27564515108587
2001-01-09,98.21361499518463
2001-01-10,98.6466387034593
2001-01-11,99.71339866102676
2001-01-12,100.00476339831692
2001-01-15,100.64091489519656
2001-01-16,100.35785878455549
2001-01-17,102.52251197066208
2001-01-18,102.9869967592777
2001-01-19,104.0041437272697
2001-01-22,103.74645121031993
2001-01-23,104.10789801348082
2001-01-24,105.75583446576894
2001-01-25,105.13591726574703
2001-01-26,104.96150993867474
2001-01-29,105.53549152851649
2001-01-30,105.32242308379683
2001-01-31,104.84067903528687
2001-02-01,104.07088539458444
2001-02-02,102.67035690210311
2001-02-05,101.79133614757326
2001-02-06,102.77497646761374
2001-02-07,101.12937982189169
2001-02-08,101.23023754110969
2001-02-09,98.55416731494321
2001-02-12,99.40755368103497
2001-02-13,99.08033342532326
2001-02-14,98.91678010768773
2001-02-15,101.45047900518841
2001-02-16,97.68809817747135
2001-02-19,97.13721024726976
2001-02-20,96.40791591066083
2001-02-21,94.70111683795105
2001-02-22,94.26691158972557
2001-02-23,93.28118818579749
2001-02-26,94.55280785067157
2001-02-27,93.17155829005956
2001-02-28,92.16338728006417
2001-03-01,91.39610236841511
2001-03-02,89.9278606089658
2001-03-05,91.1358187649876
2001-03-06,91.97649884585215
2001-03-07,92.2865688652229
2001-03-08,91.4343938807478
2001-03-09,89.33807897058807
2001-03-12,85.80504570304217
2001-03-13,87.36729713247816
2001-03-14,86.13546426926277
2001-03-15,86.95196060266802
2001-03-16,85.6321834919366
2001-03-19,86.14133133196873
2001-03-20,84.97738850401137
2001-03-21,84.03695540169963
2001-03-22,84.0298253579111
2001-03-23,85.26757995987461
2001-03-26,86.41941332304629
2001-03-27,88.11198756086313
2001-03-28,86.78797185628586
2001-03-29,86.75155867592822
2001-03-30,87.17908101351033
2001-04-02,86.34028738453748
2001-04-03,82.97928716872771
2001-04-04,81.89029828761961
2001-04-05,85.57523755539016
2001-04-06,84.35357846765078
2001-04-09,84.87838434838814
2001-04-10,87.74883286991543
2001-04-11,88.28454760916235
2001-04-12,88.66894967590639
2001-04-13,88.67430490637439
2001-04-16,88.81550538192224
2001-04-17,89.51023907208018
2001-04-18,93.73799588172353
2001-04-19,93.8435630528987
2001-04-20,92.27886731500743
2001-04-23,90.90838019897377
2001-04-24,90.1557473562935
2001-04-25,90.9653883475021
2001-04-26,91.0616607714438
2001-04-27,93.15264099773606
2001-04-30,94.20619151515439
2001-05-01,94.7139441663642
2001-05-02,95.10135606515355
2001-05-03,93.28956978717247
2001-05-04,94.20900352562471
2001-05-07,94.59103668544705
2001-05-08,95.25283877121393
2001-05-09,94.47410674544588
2001-05-10,95.00594083803739
2001-05-11,94.82862860592023
2001-05-14,94.24484414706647
2001-05-15,94.16304151782296
2001-05-16,95.56199886398461
