Date,AC FAR EAST ex JAPAN ex HK GROWTH
2000-12-29,100.0
2001-01-01,99.59624539669326
2001-01-02,99.82511118483332
2001-01-03,98.19286020565507
2001-01-04,103.33833302056041
2001-01-05,105.82352039537018
2001-01-08,105.91985761884045
2001-01-09,109.0304047564301
2001-01-10,108.31152019754313
2001-01-11,105.35095057139893
2001-01-12,107.92821224731796
2001-01-15,109.92293192209357
2001-01-16,112.18624624654058
2001-01-17,114.07337164168231
2001-01-18,113.33045160489422
2001-01-19,117.06136027150188
2001-01-22,117.70724262445074
2001-01-23,117.01234092511837
2001-01-24,119.10771076164214
2001-01-25,119.58154252477428
2001-01-26,116.97043232183135
2001-01-29,116.37083131594979
2001-01-30,116.70006281138066
2001-01-31,119.95384410828707
2001-02-01,117.41494379253278
2001-02-02,118.99602622778849
2001-02-05,114.70456494692606
2001-02-06,115.89175377758414
2001-02-07,114.03941851669533
2001-02-08,116.75855038973678
2001-02-09,116.13429990855026
2001-02-12,115.16169566125927
2001-02-13,117.87480518717949
2001-02-14,116.69377416863136
2001-02-15,120.61914278795749
2001-02-16,119.07853601300323
2001-02-19,116.45085577189278
2001-02-20,118.8024479214664
2001-02-21,116.58076537408277
2001-02-22,113.71188980290313
2001-02-23,113.27614990469525
2001-02-26,112.57138108052588
2001-02-27,110.83067017918961
2001-02-28,110.57149682576095
2001-03-01,106.0901858703613
2001-03-02,102.69486967666127
2001-03-05,105.3796787323288
2001-03-06,106.32347359301299
2001-03-07,107.4458224621341
2001-03-08,106.64484918563888
2001-03-09,105.48166897082588
2001-03-12,103.23939648455689
2001-03-13,103.77808762364964
2001-03-14,105.62375689439813
2001-03-15,106.78695950146762
2001-03-16,107.09093741929127
2001-03-19,105.18486754733753
2001-03-20,103.37278508085853
2001-03-21,104.09807182904926
2001-03-22,104.51266396372907
2001-03-23,105.3048405481793
2001-03-26,106.2174855671926
2001-03-27,103.41197262153212
2001-03-28,104.04715206298518
2001-03-29,103.07563914633182
2001-03-30,103.10164384729802
2001-04-02,100.72359927923934
2001-04-03,97.37147093438983
2001-04-04,91.4002565569066
2001-04-05,92.39331111892122
2001-04-06,94.55870475066384
2001-04-09,91.51277113862282
2001-04-10,92.98172502042016
2001-04-11,96.94190793096527
2001-04-12,97.51396063978656
2001-04-13,97.57102861932937
2001-04-16,97.51466602273024
2001-04-17,96.64616111436007
2001-04-18,101.64423786412921
2001-04-19,104.55285168235102
2001-04-20,101.46441075042118
2001-04-23,102.09383611520714
2001-04-24,101.67620632807059
2001-04-25,101.37753933255928
2001-04-26,100.91811594922319
2001-04-27,101.22853490998409
2001-04-30,104.11734767473457
2001-05-01,103.69957670156728
2001-05-02,106.85120152781096
2001-05-03,107.31687994406857
2001-05-04,103.81311761784715
2001-05-07,105.19023732681578
2001-05-08,105.31853094019534
2001-05-09,105.03523607340024
2001-05-10,104.55016071146409
2001-05-11,105.63773010375483
2001-05-14,104.15731006452916
2001-05-15,102.10006399153727
2001-05-16,100.43455945018994
2001-05-17,103.55112629436056
2001-05-18,103.41869390539189
2001-05-21,103.75526981527588
2001-05-22,106.15785704765942
2001-05-23,108.35632324657306
2001-05-24,108.19818022498445
2001-05-25,107.46870661742811
2001-05-28,106.38716499011343
2001-05-29,107.30331000370865
2001-05-30,105.53289974226143
2001-05-31,105.271778641601
2001-06-01,104.6387687712218
2001-06-04,104.89735403249453
2001-06-05,104.7613367175047
2001-06-06,105.95259255871775
2001-06-07,106.5853202196851
2001-06-08,110.07302653411054
2001-06-11,110.32735967396188
2001-06-12,108.89047965255989
2001-06-13,108.87216667676455
2001-06-14,106.5027609972744
2001-06-15,105.82587086087885
2001-06-18,103.75268045421525
2001-06-19,104.1563225549234
2001-06-20,103.26848891477367
2001-06-21,103.10056937278127
2001-06-22,103.05692485201008
2001-06-25,101.69527024926731
2001-06-26,100.2943214945374
2001-06-27,100.68914935229907
2001-06-28,101.31590186100433
2001-06-29,103.97449618045088
2001-07-02,104.77022103534446
2001-07-03,105.54963322016951
2001-07-04,105.15663941082951
2001-07-05,105.72738754545459
2001-07-06,103.6247183174308
2001-07-09,100.63524059299765
2001-07-10,99.37205446925213
2001-07-11,97.22524113303298
2001-07-12,99.63457373998297
2001-07-13,98.59028074137414
2001-07-16,98.07546615685976
2001-07-17,98.16595791718638
2001-07-18,94.86794194874913
2001-07-19,95.30011900951173
2001-07-20,95.18926856724352
2001-07-23,94.49457208674023
2001-07-24,93.75417135932567
2001-07-25,94.4748145292708
2001-07-26,95.48899804437458
2001-07-27,97.09125606535687
2001-07-30,96.79082987560517
2001-07-31,98.69210291195354
2001-08-01,100.22417101141245
2001-08-02,101.06541655493645
2001-08-03,100.0704443601549
2001-08-06,99.83420520742673
2001-08-07,99.14433442205643
2001-08-08,99.79986518342147
2001-08-09,96.502904676152
2001-08-10,96.76603476142945
2001-08-13,97.2007084432997
2001-08-14,99.52371346965158
2001-08-15,98.2680394164005
2001-08-16,96.300878648194
2001-08-17,94.60142531461419
2001-08-20,92.58395727291665
2001-08-21,92.73194553479362
2001-08-22,90.66430759974321
2001-08-23,92.15831769778592
2001-08-24,90.8590530652034
2001-08-27,93.5537238198058
2001-08-28,93.47234671977341
2001-08-29,93.5575005240759
