Date,NIHONKABU IMI EQUAL WEIGHTED
1994-05-31,1000.0
1994-06-30,1063.8707318199258
1994-07-29,1030.7320423300794
1994-08-31,1031.844366113707
1994-09-30,1000.0034444176559
1994-10-31,1026.2804185027135
1994-11-30,962.1482641639612
1994-12-30,978.2654700284868
1995-01-31,930.0735797774079
1995-02-28,870.9957445076493
1995-03-31,940.694955065209
1995-04-28,982.2846788308325
1995-05-31,903.5121599249094
1995-06-30,855.810227124938
1995-07-31,930.00998778633
1995-08-31,916.8585329149953
1995-09-29,909.2232392010948
1995-10-31,864.4684368919753
1995-11-30,910.5103743637959
1995-12-29,953.8859036127378
1996-01-31,955.4966338683147
1996-02-29,943.1574777773045
1996-03-29,983.1493367918961
1996-04-30,1056.0723328739361
1996-05-31,1009.1199757030085
1996-06-28,1013.6868662973444
1996-07-31,962.8420162940188
1996-08-30,917.8003794783714
1996-09-30,942.4213030535592
1996-10-31,878.8805695344755
1996-11-29,873.84743308882
1996-12-31,797.5121736255426
1997-01-01,797.5121736255426
1997-01-02,800.0971346446967
1997-01-03,796.6199483022292
1997-01-06,803.352016226412
1997-01-07,791.5300654883605
1997-01-08,775.5277563819973
1997-01-09,750.2647355781174
1997-01-10,727.040013908331
1997-01-13,748.5245531280759
1997-01-14,749.0648867374674
1997-01-15,747.3382677131011
1997-01-16,758.8320444800587
1997-01-17,754.3537993056109
1997-01-20,734.8569346490248
1997-01-21,728.3818872105095
1997-01-22,736.7370845970648
1997-01-23,729.7980019750976
1997-01-24,723.1764130055435
1997-01-27,708.7757761676205
1997-01-28,707.4913650650248
1997-01-29,711.8353408982692
1997-01-30,702.8818122179526
1997-01-31,718.8973750682418
1997-02-03,715.6351139451776
1997-02-04,718.8718667509243
1997-02-05,701.7399475729959
1997-02-06,695.8012362892695
1997-02-07,681.9150243778154
1997-02-10,696.7142928556954
1997-02-11,695.3556235594804
1997-02-12,693.0382374548506
1997-02-13,692.8550168587831
1997-02-14,697.3277663181304
1997-02-17,700.1319999756438
1997-02-18,696.2602903739622
1997-02-19,696.9832572150675
1997-02-20,715.3583161318517
1997-02-21,718.5761176028354
1997-02-24,723.3368155064923
1997-02-25,725.3643138542931
1997-02-26,723.0699865265609
1997-02-27,728.1380902506372
1997-02-28,720.7872120239748
1997-03-03,713.9598785430046
1997-03-04,709.3691502539657
1997-03-05,703.7483373119927
1997-03-06,695.2542878441345
1997-03-07,694.4399121324296
1997-03-10,693.5670757366812
1997-03-11,693.8115566095914
1997-03-12,685.8813692967288
1997-03-13,678.5812574169474
1997-03-14,674.6323887027578
1997-03-17,675.5167489998408
1997-03-18,689.5497280405983
1997-03-19,687.8950921331948
1997-03-20,684.0499235203299
1997-03-21,694.1290749267911
1997-03-24,682.5670711442555
1997-03-25,685.8948792051635
1997-03-26,686.2058115854497
1997-03-27,681.477188867663
1997-03-28,680.0687482511986
1997-03-31,676.2789361420924
1997-04-01,673.0883937414881
1997-04-02,678.3781851335997
1997-04-03,676.5146744353971
1997-04-04,661.8470063084601
1997-04-07,639.8133584551948
1997-04-08,635.6412266317654
1997-04-09,620.6146699317295
1997-04-10,610.2517488600133
1997-04-11,615.9471308398453
1997-04-14,611.7303238652331
1997-04-15,618.1055392530798
1997-04-16,628.9732926053019
1997-04-17,638.838155639047
1997-04-18,656.0562983499789
1997-04-21,671.0097330704207
1997-04-22,669.4496483719316
1997-04-23,673.6467111692745
1997-04-24,670.8547567328977
1997-04-25,667.0652948062021
1997-04-28,663.1773229961337
1997-04-29,662.2355698649818
1997-04-30,674.2124080118176
1997-05-01,683.7209033363688
1997-05-02,686.3613442378849
1997-05-05,686.25304691719
1997-05-06,711.623563757277
1997-05-07,713.2540686751247
1997-05-08,717.7657645113563
1997-05-09,724.9873933187631
1997-05-12,752.8570711949401
1997-05-13,755.0134923303249
1997-05-14,761.4873805735017
1997-05-15,773.4996854756396
1997-05-16,788.7024072539036
1997-05-19,789.512217771
1997-05-20,804.2034528272071
1997-05-21,789.1516471430456
1997-05-22,778.1938193186821
1997-05-23,784.5976472152472
1997-05-26,778.9602953772286
1997-05-27,773.2899771624129
1997-05-28,791.944047630429
1997-05-29,788.871691021561
1997-05-30,782.8432667764934
1997-06-02,790.4892773318007
1997-06-03,796.2564872373893
1997-06-04,798.285122868259
1997-06-05,800.0610360453961
1997-06-06,801.3907970948555
1997-06-09,817.6682490855743
1997-06-10,823.6912132497704
1997-06-11,830.166270052004
1997-06-12,819.6040653948294
1997-06-13,812.8247769529219
1997-06-16,826.2303581661829
1997-06-17,826.3816715379825
1997-06-18,825.0010516417655
1997-06-19,818.8253234349269
1997-06-20,811.1152908979611
1997-06-23,803.3668644473522
1997-06-24,802.8649769196578
1997-06-25,818.3951880813606
1997-06-26,820.111267472471
1997-06-27,810.4462369045016
1997-06-30,811.4957798110546
1997-07-01,799.2865834328433
1997-07-02,802.0994262025664
1997-07-03,805.2534143969417
1997-07-04,797.2368438824924
1997-07-07,795.6306058998077
1997-07-08,795.3651336660594
1997-07-09,787.6090878281888
1997-07-10,786.4874714887565
1997-07-11,781.7527196241097
1997-07-14,785.2827094949428
1997-07-15,771.7465402649327
1997-07-16,772.5812982862793
1997-07-17,770.5546203328818
1997-07-18,771.8231213162273
1997-07-21,769.6576990576987
1997-07-22,765.3270613095392
1997-07-23,760.024990424426
1997-07-24,759.8610387119936
1997-07-25,757.6482997653203
1997-07-28,755.0741195573914
1997-07-29,749.1892989065907
1997-07-30,738.934278790707
1997-07-31,735.6036956790981
1997-08-01,721.7804586399421
1997-08-04,713.9808166479181
1997-08-05,701.5465016490944
1997-08-06,704.0320779501503
1997-08-07,697.1514874876552
1997-08-08,711.4621847600087
1997-08-11,694.0505637088654
1997-08-12,701.0942169344502
1997-08-13,705.2266164851818
1997-08-14,697.9436308021166
1997-08-15,704.4405509994078
1997-08-18,693.5921432469354
1997-08-19,691.7612641724764
1997-08-20,697.5150132405965
1997-08-21,700.9223102878723
1997-08-22,688.8851923563885
1997-08-25,680.6451910752993
1997-08-26,685.0707083399315
1997-08-27,674.7301126669954
1997-08-28,673.3227379560187
1997-08-29,658.1781443428928
1997-09-01,646.6382464493215
1997-09-02,647.3605395628875
1997-09-03,661.1065177213843
1997-09-04,658.4028533658228
1997-09-05,656.7058596866326
1997-09-08,655.2302464332994
1997-09-09,665.6668269937175
1997-09-10,665.1090235078284
1997-09-11,651.4478340811617
1997-09-12,636.5847501583413
1997-09-15,639.4428317637077
1997-09-16,631.4763773889078
1997-09-17,621.9021369367696
1997-09-18,611.1432110039201
1997-09-19,608.1710319053409
1997-09-22,607.3183524535962
1997-09-23,610.4924031022218
1997-09-24,620.0189710122794
1997-09-25,607.1899148237459
1997-09-26,586.0171711948304
1997-09-29,572.8045595781389
1997-09-30,573.9070679928794
1997-10-01,570.7229123044468
1997-10-02,559.1219215197812
1997-10-03,556.4472484253396
1997-10-06,566.6770360530052
1997-10-07,561.596367203411
1997-10-08,565.5379185859717
1997-10-09,561.2405607460595
1997-10-10,566.2900426321444
1997-10-13,554.9437742296342
1997-10-14,550.7395538721918
1997-10-15,554.5721114202925
1997-10-16,572.5806138418213
1997-10-17,568.4263791474409
1997-10-20,564.049815820058
1997-10-21,571.5340610054391
1997-10-22,588.5850475121714
1997-10-23,573.4388830235957
1997-10-24,581.0498344056622
1997-10-27,572.9827246856992
1997-10-28,564.5116995414701
1997-10-29,580.4123071964725
1997-10-30,570.0767801926652
1997-10-31,576.1392618271944
1997-11-03,573.6589868363002
1997-11-04,564.3422753534738
1997-11-05,554.5235919582709
1997-11-06,547.7139966139123
1997-11-07,526.6443299297414
1997-11-10,519.137815884785
1997-11-11,517.0932538511166
1997-11-12,502.21464614814226
1997-11-13,499.2009563531351
1997-11-14,486.4950982978892
1997-11-17,520.2461900355428
1997-11-18,526.6123052741347
1997-11-19,495.294129164818
1997-11-20,504.42831500034026
1997-11-21,517.5568289930503
1997-11-24,513.7788928596963
1997-11-25,479.632594770211
1997-11-26,473.84526841633374
