Date,CANADA IMI EQUAL WEIGHTED
1998-11-30,1000.0
1998-12-01,1001.594143393687
1998-12-02,994.7502932942542
1998-12-03,987.6991139534483
1998-12-04,1000.2159712514903
1998-12-07,996.0178332173562
1998-12-08,990.2116478673452
1998-12-09,989.0294715123675
1998-12-10,983.6823789602362
1998-12-11,980.4153722138768
1998-12-14,976.612164475618
1998-12-15,979.2197619622847
1998-12-16,987.5053218760816
1998-12-17,985.3797840738296
1998-12-18,994.1265133063604
1998-12-21,989.503042146719
1998-12-22,987.8346353056996
1998-12-23,990.28314372435
1998-12-24,994.8276615443715
1998-12-25,994.8276615443715
1998-12-28,994.2910015127587
1998-12-29,996.3957808181034
1998-12-30,999.6753395824227
1998-12-31,1023.0940984999462
1999-01-01,1023.0940984999461
1999-01-04,1033.9859510151452
1999-01-05,1046.984664152393
1999-01-06,1067.4325459149381
1999-01-07,1074.831226282618
1999-01-08,1083.0540362248976
1999-01-11,1092.3861726237242
1999-01-12,1079.9232395817726
1999-01-13,1051.4789288254058
1999-01-14,1050.913256388655
1999-01-15,1062.3010626318107
1999-01-18,1066.9187091724143
1999-01-19,1061.346290892492
1999-01-20,1058.6540725499335
1999-01-21,1057.3510672268576
1999-01-22,1051.5042963788626
1999-01-25,1050.7587812036809
1999-01-26,1044.507901005032
1999-01-27,1034.0134058783472
1999-01-28,1033.92180049813
1999-01-29,1044.4658931793642
1999-02-01,1052.5668028512218
1999-02-02,1041.9146713443763
1999-02-03,1040.7599795501349
1999-02-04,1048.9126352542924
1999-02-05,1049.7032561943593
1999-02-08,1045.7385547960337
1999-02-09,1024.766988229173
1999-02-10,1022.0297902357872
1999-02-11,1032.376071242722
1999-02-12,1026.0468730632524
1999-02-15,1024.9355154937311
1999-02-16,1011.2341082336728
1999-02-17,1001.0396534128901
1999-02-18,1010.1447969774697
1999-02-19,1012.9348572134246
1999-02-22,1015.2237684492911
1999-02-23,1004.8429163246013
1999-02-24,995.7324538914156
1999-02-25,989.7771248281097
1999-02-26,985.9930242679615
1999-03-01,978.0678321895339
1999-03-02,973.8411381301521
1999-03-03,965.6514443929918
1999-03-04,975.6132661718291
1999-03-05,994.0070991406371
1999-03-08,1005.274358165619
1999-03-09,1002.9079609866084
1999-03-10,1008.7972372253704
1999-03-11,1011.7638532998418
1999-03-12,1012.2180595599765
1999-03-15,1013.4643857745016
1999-03-16,1014.8297692480701
1999-03-17,1021.0323861112942
1999-03-18,1029.5236828305453
1999-03-19,1030.9377760332632
1999-03-22,1035.729697118914
1999-03-23,1020.650021748259
1999-03-24,1026.0059434014754
1999-03-25,1026.3496356781009
1999-03-26,1026.7455095947316
1999-03-29,1033.0335890448177
1999-03-30,1028.0514728022256
1999-03-31,1032.2355716509146
1999-04-01,1036.366349910609
1999-04-02,1041.303069075208
1999-04-05,1047.0522129995938
1999-04-06,1036.9909539808543
1999-04-07,1035.5054011712775
1999-04-08,1039.992892055882
1999-04-09,1034.975856478471
1999-04-12,1043.6076047813876
1999-04-13,1048.341583901019
1999-04-14,1050.913353725889
1999-04-15,1065.7603286227343
1999-04-16,1086.0442841166196
1999-04-19,1094.268805343066
1999-04-20,1083.179685910801
1999-04-21,1089.7281961552885
1999-04-22,1096.7271491316872
1999-04-23,1106.2457774919947
1999-04-26,1101.089769204803
1999-04-27,1104.68629025263
1999-04-28,1121.6320210765741
1999-04-29,1139.1711248039574
1999-04-30,1148.7416646440847
1999-05-03,1143.832465264304
1999-05-04,1147.7003204179402
1999-05-05,1150.853737357099
1999-05-06,1148.3523719274876
1999-05-07,1137.3444238962297
1999-05-10,1137.9827520414397
1999-05-11,1119.9094360601894
1999-05-12,1122.109856894853
1999-05-13,1126.733692777737
1999-05-14,1115.1279199986295
1999-05-17,1121.1944195824226
1999-05-18,1114.776698210847
1999-05-19,1105.1705594306948
1999-05-20,1102.9358872207426
1999-05-21,1108.677247112902
1999-05-24,1111.3854513047288
1999-05-25,1097.866066267044
1999-05-26,1091.5841208472964
1999-05-27,1092.184629550584
1999-05-28,1098.9806923296235
1999-05-31,1095.9775813602955
1999-06-01,1087.3897078538648
1999-06-02,1088.6126034738493
1999-06-03,1094.2952199805015
1999-06-04,1104.7546631911066
1999-06-07,1109.190881235236
1999-06-08,1102.0992061140494
1999-06-09,1098.8310943268452
1999-06-10,1104.7636978218432
1999-06-11,1106.1745970510194
1999-06-14,1103.9217332835894
1999-06-15,1100.9980498528291
1999-06-16,1103.1272215052627
1999-06-17,1103.0416635508257
1999-06-18,1108.2564279493827
1999-06-21,1104.9298726029654
1999-06-22,1104.9444416770657
1999-06-23,1104.7086262874516
1999-06-24,1104.2099913664185
1999-06-25,1114.0138168116796
1999-06-28,1113.0855306422166
1999-06-29,1109.253536604744
1999-06-30,1110.2982791916904
1999-07-01,1118.7638263019132
1999-07-02,1130.2525198959486
1999-07-05,1140.083231821127
1999-07-06,1135.9338529969307
1999-07-07,1131.0795582492538
1999-07-08,1134.1582227639203
1999-07-09,1137.310144744852
1999-07-12,1128.7708971792126
1999-07-13,1123.2782304855616
1999-07-14,1133.6570418328288
1999-07-15,1139.7864269864212
1999-07-16,1141.3640002990592
1999-07-19,1133.575780494687
1999-07-20,1123.1738189876119
1999-07-21,1112.606575826497
1999-07-22,1110.5270415661323
1999-07-23,1107.8417536632057
1999-07-26,1096.3542913293213
1999-07-27,1095.1896714274794
1999-07-28,1104.6236446139164
1999-07-29,1101.1957055371342
1999-07-30,1109.8256486521643
1999-08-02,1104.2215330603226
1999-08-03,1109.4590728406704
1999-08-04,1107.6701902316706
1999-08-05,1103.7065560052142
1999-08-06,1097.5069503742677
1999-08-09,1096.0893810223395
1999-08-10,1091.1426497936907
1999-08-11,1106.9442529747228
1999-08-12,1115.3272720564594
1999-08-13,1124.3693882988173
1999-08-16,1120.1454918754437
1999-08-17,1127.612573663248
1999-08-18,1126.4806195920926
1999-08-19,1135.3329446163984
1999-08-20,1130.2704107724057
1999-08-23,1129.9653143052444
1999-08-24,1122.5437171473338
1999-08-25,1120.3711686574552
1999-08-26,1111.1894766984794
1999-08-27,1117.2213361145577
1999-08-30,1116.1193495142022
1999-08-31,1110.3774010375032
1999-09-01,1114.4825605483934
1999-09-02,1105.064699805963
1999-09-03,1114.6263800376
1999-09-06,1115.2359093381942
1999-09-07,1114.1587124188532
1999-09-08,1118.785780811629
1999-09-09,1131.483988739759
1999-09-10,1139.9495652035948
1999-09-13,1139.5849708544254
1999-09-14,1138.132924067511
1999-09-15,1132.2475200718477
1999-09-16,1122.7174405415237
1999-09-17,1127.3980663717914
1999-09-20,1123.881197115778
1999-09-21,1119.705546786293
1999-09-22,1116.1781723944243
1999-09-23,1108.7913588888605
1999-09-24,1101.7044773716136
1999-09-27,1124.5892344026115
1999-09-28,1125.1687651222528
1999-09-29,1124.7466290639816
1999-09-30,1123.3142449307572
1999-10-01,1123.072306128821
1999-10-04,1126.598433962166
1999-10-05,1120.9692419197909
1999-10-06,1115.888291192552
1999-10-07,1117.0674571811537
1999-10-08,1114.7292939090783
1999-10-11,1115.1139627292398
1999-10-12,1113.7009112775613
1999-10-13,1104.8708483918829
1999-10-14,1096.6102550856974
1999-10-15,1079.384697545444
1999-10-18,1067.0353280595073
1999-10-19,1067.0323633775713
1999-10-20,1070.6905000421616
1999-10-21,1068.673583295566
1999-10-22,1081.43883609106
1999-10-25,1081.3525981426124
1999-10-26,1080.3627267187578
1999-10-27,1072.7230775398466
1999-10-28,1072.9870435167231
1999-10-29,1080.7743646505455
1999-11-01,1079.1923021880143
1999-11-02,1080.1541208406913
1999-11-03,1080.1407445708285
1999-11-04,1083.6859451884059
1999-11-05,1087.4896767687844
1999-11-08,1077.9349712628136
1999-11-09,1075.236942709768
1999-11-10,1085.1968308797086
1999-11-11,1092.0276574680006
1999-11-12,1100.2410848748482
1999-11-15,1100.786453322503
1999-11-16,1098.3212449584557
1999-11-17,1107.5428756166561
1999-11-18,1111.436721197555
1999-11-19,1108.446618156362
1999-11-22,1109.3250654895598
1999-11-23,1107.9445431171694
1999-11-24,1109.1065296181719
1999-11-25,1115.9806606830828
1999-11-26,1123.1641136919216
1999-11-29,1113.4119020622124
1999-11-30,1101.022321485351
1999-12-01,1103.1556243946372
1999-12-02,1102.9030738369056
1999-12-03,1110.2559455102335
1999-12-06,1110.9179868429696
1999-12-07,1113.5452493831262
1999-12-08,1109.0314594953402
1999-12-09,1112.7249551102789
1999-12-10,1120.4062166409908
1999-12-13,1122.471739169801
1999-12-14,1115.2128488236995
1999-12-15,1119.5581915293085
1999-12-16,1135.4797581582757
1999-12-17,1141.4086305435449
1999-12-20,1139.9443924124942
1999-12-21,1139.4032557703551
1999-12-22,1145.264711392492
1999-12-23,1160.411033237412
1999-12-24,1169.9611639943091
1999-12-27,1179.6732843640214
1999-12-28,1188.1815367365089
1999-12-29,1197.9535264177034
1999-12-30,1201.064032931336
1999-12-31,1208.0473470307977
2000-01-03,1214.063094170006
2000-01-04,1185.0505239887793
2000-01-05,1186.7454227459548
2000-01-06,1195.9452467079793
2000-01-07,1210.07208436483
2000-01-10,1231.0332683395413
2000-01-11,1215.1410531608512
2000-01-12,1218.8134993443919
2000-01-13,1223.6760896189608
