Date,JAPAN IMI HIGH DIVIDEND YIELD
2010-05-26,1000.0
2010-05-27,991.9381432505153
2010-05-28,990.3550451397236
2010-05-31,1001.3148428046434
2010-06-01,1001.7988598272148
2010-06-02,992.2479011112256
2010-06-03,1002.0678408906455
2010-06-04,1018.5698475173689
2010-06-07,1008.6605048187463
2010-06-08,1015.5998058926436
2010-06-09,997.1146148016477
2010-06-10,1001.0064832105598
2010-06-11,1001.7469400778509
2010-06-14,994.7392636870084
2010-06-15,999.9823425667022
2010-06-16,1009.41144330508
2010-06-17,1018.1670649790866
2010-06-18,1018.1710642541216
2010-06-21,1024.9968950391255
2010-06-22,1031.7531919203398
2010-06-23,1029.5875477235866
2010-06-24,1033.917257410678
2010-06-25,1032.7397224464191
2010-06-28,1028.9069269892136
2010-06-29,1048.6503075727055
2010-06-30,1033.849298336623
2010-07-01,1023.4971666258131
2010-07-02,1008.7868404422253
2010-07-05,1021.1002442860309
2010-07-06,1019.0930297904652
2010-07-07,1021.1448882740004
2010-07-08,1016.0154409231523
2010-07-09,1017.7713217736737
2010-07-12,1009.8795470905555
2010-07-13,1009.3995695604992
2010-07-14,1009.59402504915
2010-07-15,995.1442009687186
2010-07-16,988.2922077341567
2010-07-19,984.149858076407
2010-07-20,983.6368446134175
2010-07-21,988.0896886994824
2010-07-22,979.9763571034086
2010-07-23,990.8373066012858
2010-07-26,985.5073066592207
2010-07-27,978.1551589498472
2010-07-28,993.0226958878918
2010-07-29,985.217436561483
2010-07-30,979.880762296213
2010-08-02,967.9590089452905
2010-08-03,980.7936541683973
2010-08-04,972.5416026489353
2010-08-05,987.9846955358068
2010-08-06,992.494839825802
2010-08-09,989.3464146074148
2010-08-10,998.3159414331989
2010-08-11,1001.6815930786582
2010-08-12,991.0760707798506
2010-08-13,1001.6471372707298
2010-08-16,1009.9598317801548
2010-08-17,1006.1165235031256
2010-08-18,1015.838534103854
2010-08-19,1020.5938916085714
2010-08-20,1012.4612432327939
2010-08-23,1023.082472813028
2010-08-24,1034.1879305144776
2010-08-25,1021.4192982576976
2010-08-26,1014.8890254580712
2010-08-27,1016.8455924045182
2010-08-30,1034.7353993779077
2010-08-31,1019.7529957746897
2010-09-01,1013.4942504072807
2010-09-02,1022.984564711997
2010-09-03,1021.5504999143092
2010-09-06,1035.133972351964
2010-09-07,1051.5166903729141
2010-09-08,1036.5394959503449
2010-09-09,1042.1697803626166
2010-09-10,1043.0208733594209
2010-09-13,1037.784875647868
2010-09-14,1034.1224473232855
2010-09-15,1008.1298482571256
2010-09-16,992.2121225748743
2010-09-17,1001.9827173209907
2010-09-20,1000.2194422814748
2010-09-21,1001.2052453027047
2010-09-22,991.3506199156537
2010-09-23,999.3758432120985
2010-09-24,980.5403775363277
2010-09-27,990.1190454764761
2010-09-28,986.0194139945748
2010-09-29,984.2591186085442
2010-09-30,958.9266918498085
2010-10-01,956.7584454679737
2010-10-04,948.7566797678006
2010-10-05,954.861911440923
2010-10-06,958.8829725607987
2010-10-07,964.2481087817196
2010-10-08,958.8146138860318
2010-10-11,958.8356971283602
2010-10-12,949.1099910062869
2010-10-13,938.7747177268286
2010-10-14,945.8988616441984
2010-10-15,940.7061637645769
2010-10-18,955.4872120894365
2010-10-19,965.0375074215452
2010-10-20,953.2339731106118
2010-10-21,945.9112552216392
2010-10-22,949.7247755279748
2010-10-25,954.9508565784005
2010-10-26,954.0563842220786
2010-10-27,955.2761441217089
2010-10-28,951.4905090944326
2010-10-29,959.6281928259021
2010-11-01,954.9846275045247
2010-11-02,943.231856896211
2010-11-03,936.9904823894833
2010-11-04,943.1588886062814
2010-11-05,959.6374208406448
2010-11-08,974.9968693040057
2010-11-09,979.963801480254
2010-11-10,980.4216661894314
2010-11-11,985.1654385712174
2010-11-12,981.7880935416872
2010-11-15,984.3992235534582
2010-11-16,977.4415385677837
2010-11-17,985.3035845584964
2010-11-18,991.6072435365759
2010-11-19,990.1007793688215
2010-11-22,991.7860925459405
2010-11-23,1010.9803926836262
2010-11-24,1000.6330664725662
2010-11-25,996.5818280217607
2010-11-26,1003.8459005271889
2010-11-29,1014.5845812699115
2010-11-30,1018.0067544202174
2010-12-01,1013.6160470759775
2010-12-02,1015.7364436405264
2010-12-03,1016.9766490095767
2010-12-06,1024.8974807129252
2010-12-07,1014.8872745707436
2010-12-08,1019.9817764381514
2010-12-09,1030.2210713078582
2010-12-10,1027.447253267213
2010-12-13,1022.7219958472324
2010-12-14,1030.5048703563277
2010-12-15,1030.9562778737557
2010-12-16,1038.2328681790812
2010-12-17,1043.8048954229116
2010-12-20,1049.858927472438
2010-12-21,1056.1585505482376
2010-12-22,1060.0202214475507
2010-12-23,1067.6169666516469
2010-12-24,1061.2050498173367
2010-12-27,1061.4308896403181
2010-12-28,1070.3764128909233
2010-12-29,1076.290012640067
2010-12-30,1060.319019303289
2010-12-31,1058.0513201323297
2011-01-03,1054.6158183768105
2011-01-04,1065.138954147909
2011-01-05,1062.3035919031688
2011-01-06,1080.8838000092826
2011-01-07,1085.558670441549
2011-01-10,1092.5237132457983
2011-01-11,1083.924623996442
2011-01-12,1077.5804865441974
2011-01-13,1068.303048531536
2011-01-14,1061.3241264005248
2011-01-17,1069.2977923502915
2011-01-18,1060.5967175431406
2011-01-19,1064.5774592197026
2011-01-20,1053.2690611374903
2011-01-21,1034.3450925579466
2011-01-24,1037.9373115267897
2011-01-25,1048.768034545061
2011-01-26,1041.9695176338225
2011-01-27,1034.716485899776
2011-01-28,1041.6347188582347
2011-01-31,1033.5700380952846
2011-02-01,1038.5438866450318
2011-02-02,1046.3289652094631
2011-02-03,1059.713454303262
2011-02-04,1069.197860219544
2011-02-07,1069.997673136622
2011-02-08,1069.5667053201603
2011-02-09,1064.3135097916834
2011-02-10,1065.487248454228
2011-02-11,1066.8537849337395
2011-02-14,1083.3328098938182
2011-02-15,1077.0586519799938
2011-02-16,1079.2690401516065
2011-02-17,1091.9352479825327
2011-02-18,1087.958620687407
2011-02-21,1090.0403491961367
2011-02-22,1079.8580417455141
2011-02-23,1069.2188113414445
2011-02-24,1067.8388248877966
2011-02-25,1075.760553448586
2011-02-28,1074.4581785926307
2011-03-01,1082.5821172554954
2011-03-02,1065.984275895613
2011-03-03,1057.655306799727
2011-03-04,1060.2606072574526
2011-03-07,1053.8846752029285
2011-03-08,1051.7994173858565
2011-03-09,1058.9269351021544
2011-03-10,1052.1149237445934
2011-03-11,1050.937305018203
2011-03-14,987.5381550815707
2011-03-15,903.35714487806
2011-03-16,969.2674663408704
2011-03-17,978.0207725911222
2011-03-18,955.7066062905134
2011-03-21,952.6910042954377
2011-03-22,988.2918064834447
2011-03-23,992.4639380227825
2011-03-24,986.6113259953758
2011-03-25,997.8194463775707
2011-03-28,993.2617185579414
2011-03-29,990.58356159816
2011-03-30,991.1245513699482
2011-03-31,986.9081808023716
2011-04-01,962.347925171202
2011-04-04,963.3170491447733
2011-04-05,948.8153743002844
2011-04-06,924.5226896182545
2011-04-07,934.5916555909448
2011-04-08,938.182247120634
2011-04-11,945.1254094195641
2011-04-12,943.4766342421215
2011-04-13,938.7485711449833
2011-04-14,951.2526366476526
2011-04-15,948.7529204062739
2011-04-18,970.5262662225118
2011-04-19,954.630942695655
2011-04-20,947.4430993520258
2011-04-21,951.4462190023802
2011-04-22,946.1721280990778
2011-04-25,940.7004839765377
2011-04-26,935.6044856700462
2011-04-27,928.5085997917507
2011-04-28,943.822124621808
2011-04-29,946.7140882267423
2011-05-02,952.6396854969836
2011-05-03,958.6008693421963
2011-05-04,958.1204321119294
2011-05-05,984.059513915438
2011-05-06,981.0656357754439
2011-05-09,990.903418100489
2011-05-10,986.7570440976
2011-05-11,987.417185907097
2011-05-12,988.3044910501573
2011-05-13,976.739830298803
2011-05-16,961.5563919712081
2011-05-17,954.3205449011238
2011-05-18,957.3582804431427
2011-05-19,948.6063950127204
2011-05-20,955.1861727023716
2011-05-23,959.1552966407854
2011-05-24,950.1946548828695
2011-05-25,954.9253261907493
2011-05-26,966.9646885410347
2011-05-27,956.1703880396379
2011-05-30,958.1755502039446
2011-05-31,961.2854416884115
2011-06-01,963.3195353736029
2011-06-02,950.7835512349685
2011-06-03,937.697016627447
2011-06-06,931.6965623120224
2011-06-07,930.7702698562737
2011-06-08,942.7645418267143
2011-06-09,945.4679668484682
2011-06-10,960.9245988428507
2011-06-13,953.367902323597
2011-06-14,952.4975724352396
2011-06-15,963.1501330142875
2011-06-16,957.8340805808366
2011-06-17,947.4688131133455
2011-06-20,948.1124401215876
2011-06-21,955.0013036029887
2011-06-22,964.4857697820165
2011-06-23,971.7762853929347
2011-06-24,975.8944161163131
2011-06-27,953.8335143645822
2011-06-28,956.1641910712069
2011-06-29,966.8306836119074
2011-06-30,965.9626887850892
2011-07-01,969.1946857942919
2011-07-04,976.797730222044
2011-07-05,978.6954944186472
2011-07-06,999.01109882154
2011-07-07,987.7039454213623
2011-07-08,1006.551492680307
2011-07-11,1025.8123417521872
2011-07-12,1027.4102188045142
2011-07-13,1026.114969675726
2011-07-14,1022.4587548305245
2011-07-15,1028.7375594164298
2011-07-18,1035.205464072053
2011-07-19,1024.7055685445134
2011-07-20,1031.1930069135967
2011-07-21,1021.8481561164081
2011-07-22,1031.011993806318
2011-07-25,1026.4242808568345
2011-07-26,1027.1134309603967
2011-07-27,1030.9638754864384
2011-07-28,1027.065174783903
2011-07-29,1025.4602612511135
2011-08-01,1053.8892960780556
2011-08-02,1037.9659671158477
2011-08-03,1020.5989887082719
2011-08-04,1002.3267176945915
2011-08-05,982.8903233468297
2011-08-08,977.1031371460591
2011-08-09,963.0217521405525
2011-08-10,993.1853832564734
2011-08-11,983.0763146921878
2011-08-12,988.217156428846
2011-08-15,978.3617800030844
2011-08-16,981.3480679842132
2011-08-17,978.5207004842774
2011-08-18,986.4792886344661
2011-08-19,971.1124559123415
2011-08-22,960.6103735196651
2011-08-23,969.1371983827996
2011-08-24,958.1525688187724
2011-08-25,953.5551594147929
2011-08-26,961.4538892087822
2011-08-29,952.9122446972332
2011-08-30,969.6299175767322
2011-08-31,984.8356412439091
2011-09-01,996.5254120396572
2011-09-02,996.1349188181591
2011-09-05,992.9596553326306
2011-09-06,983.7751537952788
2011-09-07,991.2309851114961
2011-09-08,1001.791262956949
2011-09-09,1022.9977884906068
2011-09-12,1029.936852787659
2011-09-13,1032.164866349099
2011-09-14,1028.5921833482844
2011-09-15,1024.3565503027612
2011-09-16,1038.8713486326333
2011-09-19,1058.430365277259
2011-09-20,1044.2215195989706
2011-09-21,1049.6131957260507
2011-09-22,1057.0825952279072
2011-09-23,1053.589484060757
2011-09-26,1033.318142065675
2011-09-27,1036.9981161648402
2011-09-28,1052.3225055479463
2011-09-29,1047.0323823235672
2011-09-30,1061.8768292507875
2011-10-03,1069.1802721400188
2011-10-04,1055.7888835539434
2011-10-05,1038.3684243707914
2011-10-06,1044.1635944281772
2011-10-07,1041.6583339590823
2011-10-10,1029.626445628867
2011-10-11,1043.9129762780753
2011-10-12,1021.9777493970719
2011-10-13,1034.0606832891592
2011-10-14,1007.7800042815305
2011-10-17,1037.378879717688
2011-10-18,1027.99674013915
2011-10-19,1017.6682319412928
2011-10-20,1021.95905232579
2011-10-21,1010.5056664645356
2011-10-24,1023.454260188415
2011-10-25,1018.6102407487766
2011-10-26,1015.5994511939418
2011-10-27,1008.6726442750881
2011-10-28,1021.0783376743491
2011-10-31,1000.1470298029789
2011-11-01,1008.8391666187433
2011-11-02,986.0379864092182
2011-11-03,991.0247702452176
2011-11-04,1003.0787566168325
2011-11-07,1005.6036445037302
2011-11-08,995.1366829594784
2011-11-09,1025.0030024865484
2011-11-10,1009.013440680409
2011-11-11,999.6532259934021
2011-11-14,1014.619243865916
2011-11-15,1016.67649242885
2011-11-16,1011.1783382920448
2011-11-17,1013.1515117522658
2011-11-18,1003.5774706461937
2011-11-21,1009.4111473088851
2011-11-22,1004.6728018466829
2011-11-23,1010.0314430577408
2011-11-24,998.39017983947
2011-11-25,992.8583729755425
2011-11-28,984.2782056053505
2011-11-29,1004.6909650399167
2011-11-30,1001.4950278726136
2011-12-01,1008.239959155864
2011-12-02,1018.8759592099957
2011-12-05,1021.0627639704753
2011-12-06,1018.5518984332823
2011-12-07,1031.0729811597726
2011-12-08,1035.1110763465947
2011-12-09,1024.4609540554443
2011-12-12,1041.3971140383123
2011-12-13,1050.9769529034907
2011-12-14,1058.5061086918358
2011-12-15,1044.8454416300754
2011-12-16,1042.9876558032083
2011-12-19,1034.9302642294142
2011-12-20,1032.2492291627993
2011-12-21,1042.861851612063
2011-12-22,1040.5581389976164
2011-12-23,1042.4995308529653
2011-12-26,1047.3846050029829
2011-12-27,1046.1321435704583
2011-12-28,1055.0405914744329
2011-12-29,1064.0895530275513
2011-12-30,1078.748954998127
2012-01-02,1078.748954998127
2012-01-03,1075.4958167722332
2012-01-04,1102.461507489029
2012-01-05,1098.3080684935646
2012-01-06,1095.069529813646
2012-01-09,1096.81832075984
2012-01-10,1099.5349915183087
2012-01-11,1104.9244001761904
2012-01-12,1089.362467267198
2012-01-13,1105.1163487840113
2012-01-16,1093.496743392272
2012-01-17,1094.7125502379433
2012-01-18,1089.6851874814356
2012-01-19,1079.5361429748023
2012-01-20,1087.236002498864
2012-01-23,1078.8547805798007
2012-01-24,1080.8506408596656
2012-01-25,1079.9551572901853
2012-01-26,1076.0083144547698
2012-01-27,1093.1147739280361
2012-01-30,1096.6396844428227
2012-01-31,1094.299201793292
2012-02-01,1088.5466960065526
2012-02-02,1095.4559428688096
2012-02-03,1091.6455907895286
2012-02-06,1102.0035769142173
2012-02-07,1085.5995956992535
2012-02-08,1089.708227779785
2012-02-09,1080.769671798754
2012-02-10,1081.433198899945
2012-02-13,1086.090010120952
2012-02-14,1083.5446008770923
2012-02-15,1101.2200850455586
2012-02-16,1091.9046355641199
2012-02-17,1085.4135500578159
2012-02-20,1083.415991046352
2012-02-21,1082.4463465789454
2012-02-22,1086.7213799624403
2012-02-23,1085.2296010373639
2012-02-24,1068.1165294724603
2012-02-27,1079.8771908684882
2012-02-28,1081.7665745789448
2012-02-29,1080.7387148084508
2012-03-01,1081.703588211623
2012-03-02,1092.419472696553
2012-03-05,1093.0272899451493
2012-03-06,1109.0372689326653
2012-03-07,1100.4778326240473
2012-03-08,1092.4721176982514
2012-03-09,1101.5180439045753
2012-03-12,1099.9624814100482
2012-03-13,1095.9006128746146
2012-03-14,1095.2386223317164
2012-03-15,1101.9610115291448
2012-03-16,1094.8584883991448
2012-03-19,1093.550400336156
2012-03-20,1091.0719168354478
2012-03-21,1086.5092777239724
