Date,NIHONKABU IMI HIGH DIVIDEND YIELD
2008-05-30,1000.0
2008-06-02,1005.5369093085766
2008-06-03,986.690722913768
2008-06-04,1004.5691437705327
2008-06-05,990.7384397121441
2008-06-06,987.2815391705216
2008-06-09,960.1800688512412
2008-06-10,959.6730088176748
2008-06-11,966.6843012684632
2008-06-12,943.9328338532353
2008-06-13,947.7299794714859
2008-06-16,958.7835648202753
2008-06-17,958.3786852220875
2008-06-18,965.9526244205694
2008-06-19,946.5303158974014
2008-06-20,933.9576572121877
2008-06-23,933.6759651168171
2008-06-24,924.3400274869117
2008-06-25,927.3913849472558
2008-06-26,927.7694839524671
2008-06-27,921.168226044163
2008-06-30,924.0722163336803
2008-07-01,928.3524413839759
2008-07-02,909.6655331407486
2008-07-03,910.6589361650721
2008-07-04,909.3808582043298
2008-07-07,913.5219669171479
2008-07-08,900.1066419291988
2008-07-09,900.4910683770313
2008-07-10,900.5570673773875
2008-07-11,895.0795725672815
2008-07-14,879.2051171773204
2008-07-15,878.6815046868206
2008-07-16,880.0339634789366
2008-07-17,870.7147126899631
2008-07-18,858.3885748226849
2008-07-21,856.9650765182744
2008-07-22,877.4975235401974
2008-07-23,886.1700618625587
2008-07-24,906.6834362123815
2008-07-25,892.7314372485135
2008-07-28,893.5954090541939
2008-07-29,882.6482664661493
2008-07-30,905.7118051847476
2008-07-31,905.5365324217375
2008-08-01,895.0587482142208
2008-08-04,875.8357949379266
2008-08-05,887.245522604073
2008-08-06,900.1107512176958
2008-08-07,890.6526203680883
2008-08-08,906.1050470821607
2008-08-11,923.1101074095898
2008-08-12,923.4641843857729
2008-08-13,924.1441655836841
2008-08-14,911.4836582712054
2008-08-15,923.6460061165868
2008-08-18,931.2669357937737
2008-08-19,913.5820488398776
2008-08-20,908.8193480253278
2008-08-21,905.1556108777567
2008-08-22,893.4084127027211
2008-08-25,913.2152205961706
2008-08-26,913.2925339503691
2008-08-27,909.3425468711348
2008-08-28,909.1147141205521
2008-08-29,944.5548510764526
2008-09-01,939.5943114103098
2008-09-02,921.1940482337568
2008-09-03,939.2559024378971
2008-09-04,937.5575893423464
2008-09-05,939.876665782011
2008-09-08,949.0758854628798
2008-09-09,944.4603708364483
2008-09-10,949.2075191174541
2008-09-11,948.1603390805888
2008-09-12,931.9267960655206
2008-09-15,939.790643152789
2008-09-16,916.7894393982359
2008-09-17,923.9197451367
2008-09-18,891.4606957200308
2008-09-19,902.2562343849015
2008-09-22,907.0373108033433
2008-09-23,910.4471351361256
2008-09-24,914.2217674783278
2008-09-25,908.3984821712907
2008-09-26,910.5295075442162
2008-09-29,911.620565054325
2008-09-30,897.6632599764517
2008-10-01,910.8946824778077
2008-10-02,913.5457934517297
2008-10-03,888.4457480254832
2008-10-06,914.6572485690057
2008-10-07,867.180761821934
2008-10-08,810.4873858191169
2008-10-09,803.4001735887423
2008-10-10,754.3641794234416
2008-10-13,742.1943800592738
