Date,AUSTRALIA IMI HIGH DIVIDEND YIELD
2011-08-23,1071.9431197680885
2011-08-24,1083.2790597637868
2011-08-25,1086.6628450366743
2011-08-26,1092.1790994302523
2011-08-29,1100.2379371435106
2011-08-30,1107.000032608963
2011-08-31,1118.722063486679
2011-09-01,1140.7364032492485
2011-09-02,1117.2240819552983
2011-09-05,1092.3804763389303
2011-09-06,1072.733211559757
2011-09-07,1104.0416433439268
2011-09-08,1114.503862941277
2011-09-09,1124.070108443907
2011-09-12,1086.4307604043665
2011-09-13,1091.953566115201
2011-09-14,1066.088477763862
2011-09-15,1078.8550231146462
2011-09-16,1100.9922524409717
2011-09-19,1085.898731573585
2011-09-20,1083.9661029432632
2011-09-21,1087.867538994089
2011-09-22,1046.2483908010881
2011-09-23,1035.1000988216347
2011-09-26,1033.6837442102208
2011-09-27,1063.2424672122283
2011-09-28,1071.2662049028295
2011-09-29,1057.686916473054
2011-09-30,1061.8454481419435
2011-10-03,1044.908545704182
2011-10-04,1019.5122070902097
2011-10-05,1048.5797671433622
2011-10-06,1071.9356862671038
2011-10-07,1093.7869070126112
2011-10-10,1106.0927759891829
2011-10-11,1113.43949850274
2011-10-12,1118.4525894773728
2011-10-13,1129.1789287658185
2011-10-14,1126.8562659532272
2011-10-17,1142.8561180922525
2011-10-18,1126.6881038351928
2011-10-19,1138.2285495798296
2011-10-20,1127.0877263609182
2011-10-21,1128.9707600856398
2011-10-24,1167.4396194888236
2011-10-25,1157.96778288995
2011-10-26,1156.1069821144288
2011-10-27,1191.4536437796944
2011-10-28,1191.9132645430896
2011-10-31,1186.3749463649242
2011-11-01,1156.991979713189
2011-11-02,1137.9973786777691
2011-11-03,1138.603489484097
2011-11-04,1156.9504648311413
2011-11-07,1158.5427169200639
2011-11-08,1153.317017987606
2011-11-09,1163.2134483461311
2011-11-10,1132.535586459239
2011-11-11,1154.7221111471545
2011-11-14,1171.4325859379385
2011-11-15,1180.0778070376496
2011-11-16,1164.2946014917331
2011-11-17,1158.5526196147098
2011-11-18,1141.5440695579832
2011-11-21,1117.2085977939296
2011-11-22,1109.9053024479495
2011-11-23,1094.0059162192329
2011-11-24,1093.689639668164
2011-11-25,1081.0946713431404
2011-11-28,1103.7389169909832
2011-11-29,1129.06949022643
2011-11-30,1153.391642315178
2011-12-01,1166.5414467366309
2011-12-02,1197.944765880736
2011-12-05,1205.6919660967214
2011-12-06,1191.8278151014906
2011-12-07,1203.4713642611464
2011-12-08,1192.5563947522062
2011-12-09,1171.1637973357979
2011-12-12,1187.864642765477
2011-12-13,1192.2925325864894
2011-12-14,1179.879736323296
2011-12-15,1176.6357638760308
2011-12-16,1183.3908802490237
2011-12-19,1142.5164774396028
2011-12-20,1155.426595189369
2011-12-21,1173.0217921166156
2011-12-22,1163.209388184519
2011-12-23,1176.3702422124397
2011-12-26,1176.3702422124397
2011-12-27,1174.5175629443122
2011-12-28,1168.8248517895618
2011-12-29,1169.5374491110215
2011-12-30,1176.3935187568277
2012-01-02,1176.3935187568277
2012-01-03,1190.4243047971074
2012-01-04,1225.647693513184
2012-01-05,1215.9709278953853
2012-01-06,1213.640365484867
2012-01-09,1207.507698290269
2012-01-10,1223.5348417103928
2012-01-11,1229.691464357882
2012-01-12,1198.2476506819385
2012-01-13,1203.4920939613758
2012-01-16,1200.4871277058537
2012-01-17,1218.6640914696445
2012-01-18,1208.7225212118935
2012-01-19,1199.5139041884795
2012-01-20,1211.0131377657021
2012-01-23,1209.2154487036964
2012-01-24,1200.0841709480628
2012-01-25,1206.1231469171605
2012-01-26,1208.8288634488067
2012-01-27,1210.8073076444634
2012-01-30,1204.6035992878683
2012-01-31,1214.2894549874447
2012-02-01,1212.502061214467
2012-02-02,1221.827883670626
2012-02-03,1231.4084829687429
2012-02-06,1240.9138983517537
2012-02-07,1234.9351216517719
2012-02-08,1239.8612931982016
2012-02-09,1231.613873045563
2012-02-10,1223.2067216333742
2012-02-13,1236.6810898926526
2012-02-14,1224.9012933980239
2012-02-15,1231.0315221288215
2012-02-16,1223.1832747153478
2012-02-17,1218.7593404591148
2012-02-20,1234.1469298964944
2012-02-21,1244.0813493486792
2012-02-22,1246.0062445142103
2012-02-23,1244.6072150034818
2012-02-24,1244.2468491303187
2012-02-27,1250.079794248977
2012-02-28,1255.8065973991872
2012-02-29,1270.4333814544682
2012-03-01,1269.510705325638
2012-03-02,1285.4740485538018
2012-03-05,1271.7733468191946
2012-03-06,1256.5408758620433
2012-03-07,1241.9236432627815
2012-03-08,1236.5877526022277
2012-03-09,1258.7666765187496
2012-03-12,1237.7140465265404
2012-03-13,1269.1095213777003
2012-03-14,1276.8304667436387
2012-03-15,1283.3940194204633
2012-03-16,1277.9875248925164
2012-03-19,1286.2313099094793
2012-03-20,1267.1002981508655
2012-03-21,1259.9202712422514
2012-03-22,1257.7509546575668
2012-03-23,1271.9680257372802
2012-03-26,1269.5387718303896
2012-03-27,1275.0276841569057
2012-03-28,1286.2106782644719
2012-03-29,1286.6434402542113
2012-03-30,1293.8562625306486
2012-04-02,1295.9970465401498
2012-04-03,1285.2016159253149
2012-04-04,1294.4031169730454
2012-04-05,1298.317465823637
2012-04-06,1298.3174658236371
2012-04-09,1297.9500621226437
2012-04-10,1277.9865755502344
2012-04-11,1267.6415355076206
2012-04-12,1292.6358076083893
2012-04-13,1301.013719976713
2012-04-16,1295.2973930148512
2012-04-17,1293.1361743536193
2012-04-18,1306.2526230411318
2012-04-19,1307.1376615602583
2012-04-20,1303.47880189611
2012-04-23,1301.7755312882718
2012-04-24,1301.5436363566012
2012-04-25,1306.58098793577
2012-04-26,1312.9770505764027
2012-04-27,1314.8422553437308
2012-04-30,1321.7233025361368
2012-05-01,1321.9191340371685
2012-05-02,1327.0631887416448
2012-05-03,1318.2943262968754
2012-05-04,1306.0552231855106
2012-05-07,1287.0953602869688
2012-05-08,1289.9161823756258
2012-05-09,1277.2477061896313
2012-05-10,1290.7159516266022
2012-05-11,1281.4630042606896
2012-05-14,1292.2117401078688
2012-05-15,1299.7151974842063
2012-05-16,1282.170642682667
2012-05-17,1274.3624806229489
2012-05-18,1239.6782096028546
2012-05-21,1233.2597341141243
2012-05-22,1258.650676138222
2012-05-23,1234.4235047491165
2012-05-24,1240.2257463811322
2012-05-25,1242.84516971052
2012-05-28,1255.170294027573
2012-05-29,1262.10297793806
2012-05-30,1256.3857274827528
2012-05-31,1251.3617882423641
2012-06-01,1238.8231124846275
2012-06-04,1210.3565223976693
2012-06-05,1223.7964157212
2012-06-06,1239.8883652320658
2012-06-07,1262.8972748280962
2012-06-08,1251.9690202613958
2012-06-11,1254.5140808564515
2012-06-12,1271.3835742432552
2012-06-13,1264.936331078433
2012-06-14,1255.1009313668767
2012-06-15,1262.582617185506
2012-06-18,1282.564889028342
2012-06-19,1272.86441162635
2012-06-20,1262.2509189323052
2012-06-21,1257.77483114942
2012-06-22,1244.7424272324804
2012-06-25,1237.6005900182527
2012-06-26,1237.1362143842991
2012-06-27,1253.461483194917
2012-06-28,1252.0480716800942
2012-06-29,1271.4634052921424
2012-07-02,1286.4866697516889
2012-07-03,1289.576938534455
2012-07-04,1314.2256393164087
2012-07-05,1330.8595660811907
2012-07-06,1329.5317155192593
2012-07-09,1324.275866915413
2012-07-10,1319.3102360749685
2012-07-11,1316.3249782314206
2012-07-12,1306.5977739256537
2012-07-13,1313.8484894165586
2012-07-16,1321.5024273513254
2012-07-17,1337.8081038800706
2012-07-18,1338.0883396466604
2012-07-19,1367.02121005698
2012-07-20,1375.4973972520902
2012-07-23,1340.5532955582169
2012-07-24,1336.6692891614869
2012-07-25,1324.964183063099
2012-07-26,1342.2830478128813
2012-07-27,1360.529346144178
2012-07-30,1395.3077757265455
2012-07-31,1395.0106588146734
2012-08-01,1390.804225957177
2012-08-02,1401.758768087839
2012-08-03,1383.4489061430245
2012-08-06,1394.1020661303287
2012-08-07,1402.6321836991465
2012-08-08,1419.8006416715016
2012-08-09,1414.78626558296
2012-08-10,1402.9662376466001
2012-08-13,1397.6803006089256
2012-08-14,1405.5442366337431
2012-08-15,1412.1799538571931
2012-08-16,1413.2615047973095
2012-08-17,1410.702654527699
2012-08-20,1410.449344022781
2012-08-21,1410.1238892933006
2012-08-22,1405.1564338633445
2012-08-23,1385.9589471416273
2012-08-24,1381.403543125173
2012-08-27,1380.3095143234646
2012-08-28,1381.0842068734335
2012-08-29,1387.9758986045658
2012-08-30,1380.1209190089087
2012-08-31,1367.552070512685
2012-09-03,1356.3011649795924
2012-09-04,1353.9646885557834
2012-09-05,1329.4167184425755
2012-09-06,1356.4883152229634
2012-09-07,1356.6898660753902
2012-09-10,1348.2618471901994
2012-09-11,1344.6848200462143
2012-09-12,1347.578466019265
2012-09-13,1342.1954644411398
2012-09-14,1339.719768603317
2012-09-17,1321.6273335859125
2012-09-18,1319.8308638542692
2012-09-19,1327.599628929652
2012-09-20,1326.9796489749829
2012-09-21,1336.9196527723936
2012-09-24,1333.5287697654428
2012-09-25,1333.390313973174
2012-09-26,1336.426841435508
2012-09-27,1343.1506050366245
2012-09-28,1336.7026381517023
2012-10-01,1326.934292502983
2012-10-02,1333.5342543746162
2012-10-03,1334.3228021972354
2012-10-04,1325.3110077446197
2012-10-05,1330.8612539363312
2012-10-08,1335.933186951463
2012-10-09,1347.5127205501167
2012-10-10,1345.426045347429
2012-10-11,1345.7536976942383
2012-10-12,1337.7091150948136
2012-10-15,1337.1173575061653
2012-10-16,1339.157031544888
2012-10-17,1358.780662550952
2012-10-18,1364.6855203431787
2012-10-19,1374.5736001356922
2012-10-22,1357.5493435929704
2012-10-23,1363.1518839194698
2012-10-24,1357.3402830699374
2012-10-25,1365.648936893219
2012-10-26,1361.0704976475106
2012-10-29,1361.7946988092272
2012-10-30,1358.0595807059544
2012-10-31,1373.951778082178
2012-11-01,1361.6185857504574
2012-11-02,1365.4140534490082
2012-11-05,1365.1669293069224
2012-11-06,1371.7977472891555
2012-11-07,1375.7452677940735
2012-11-08,1369.4585808934796
2012-11-09,1369.6720754510877
2012-11-12,1380.5062576921207
2012-11-13,1365.4542485386953
2012-11-14,1358.2569875152665
2012-11-15,1345.7226960441367
2012-11-16,1357.2598883782914
2012-11-19,1364.3097090894173
2012-11-20,1370.5113312270353
2012-11-21,1352.477130279032
2012-11-22,1360.802134199746
2012-11-23,1363.0270539831488
2012-11-26,1369.6468961730607
2012-11-27,1384.194555891342
2012-11-28,1379.239374187225
2012-11-29,1361.7903336573968
2012-11-30,1362.2639074670603
2012-12-03,1362.853174649057
2012-12-04,1363.844582756412
2012-12-05,1374.2109434437707
2012-12-06,1387.3725524901893
2012-12-07,1394.446509206031
2012-12-10,1398.783637557358
2012-12-11,1406.6621417541837
2012-12-12,1416.144106304659
2012-12-13,1403.6595356189457
2012-12-14,1393.2840033486682
2012-12-17,1394.3735039580722
2012-12-18,1408.900171428277
2012-12-19,1412.8274719331475
2012-12-20,1411.004564751776
2012-12-21,1415.7039072976777
2012-12-24,1407.3037701222831
2012-12-25,1407.3037701222831
2012-12-26,1401.9934998757137
2012-12-27,1416.9012184376493
2012-12-28,1433.9397370232207
2012-12-31,1434.0060110233856
2013-01-01,1434.006011023386
2013-01-02,1472.888349408576
2013-01-03,1515.9944662354465
2013-01-04,1501.6559029111877
2013-01-07,1499.7207082526145
2013-01-08,1499.835878480422
2013-01-09,1502.9631810958922
2013-01-10,1498.1403619851128
2013-01-11,1480.3686347557548
2013-01-14,1491.7473767358151
2013-01-15,1492.529419122296
2013-01-16,1505.4181914404364
2013-01-17,1503.4149557505223
2013-01-18,1508.8262306612216
2013-01-21,1515.7352504685246
2013-01-22,1524.7527915615665
2013-01-23,1521.8921018863612
2013-01-24,1505.0198709630229
2013-01-25,1501.0568136666454
2013-01-28,1498.1555373748065
2013-01-29,1529.9221701174931
2013-01-30,1516.0057886542877
2013-01-31,1509.261777203306
2013-02-01,1497.2097858176246
2013-02-04,1522.06452138655
2013-02-05,1509.6668600801822
2013-02-06,1508.3128952762984
2013-02-07,1525.3891048093087
2013-02-08,1534.0439801776004
2013-02-11,1545.497334877548
2013-02-12,1555.0125004477716
2013-02-13,1575.4230197016252
2013-02-14,1615.336127194794
2013-02-15,1609.6305496992118
2013-02-18,1624.3856432957289
2013-02-19,1619.3995869093785
2013-02-20,1598.1140059265226
2013-02-21,1574.2823656573553
2013-02-22,1604.2559932113386
2013-02-25,1618.0603070117443
2013-02-26,1608.2051967810708
2013-02-27,1593.1031799653558
2013-02-28,1616.3241814545847
2013-03-01,1615.7528698561166
2013-03-04,1585.6199229378362
2013-03-05,1606.6236648703375
2013-03-06,1639.5616930454714
2013-03-07,1627.7249778808402
2013-03-08,1643.443191999547
2013-03-11,1652.3237383175408
2013-03-12,1637.5650600760532
2013-03-13,1640.1212350767964
2013-03-14,1625.5969027910648
2013-03-15,1642.507200417211
2013-03-18,1626.2395241667398
2013-03-19,1634.8653726881453
2013-03-20,1625.2264345678152
2013-03-21,1635.1470260969604
2013-03-22,1621.524978988353
2013-03-25,1650.3926534054667
2013-03-26,1663.351371331631
2013-03-27,1678.9575768669831
2013-03-28,1660.3110147011357
2013-03-29,1660.3110147011362
2013-04-01,1657.78460642206
2013-04-02,1663.4319262989518
2013-04-03,1658.683572150765
2013-04-04,1618.7813454280217
2013-04-05,1595.9151032791012
2013-04-08,1603.2277351834969
2013-04-09,1640.618582772317
2013-04-10,1656.303257752464
2013-04-11,1657.7843910463532
2013-04-12,1640.2656996654216
2013-04-15,1606.0243431610277
2013-04-16,1584.4967909892794
2013-04-17,1604.168245743071
2013-04-18,1564.0362690371614
2013-04-19,1567.0718564296592
2013-04-22,1579.810786696026
2013-04-23,1587.7630919886308
2013-04-24,1605.9231826408018
2013-04-25,1613.2305856779656
2013-04-26,1605.9634178314436
2013-04-29,1612.0789703134521
2013-04-30,1617.2494007312114
2013-05-01,1592.4651231009755
2013-05-02,1591.428850215007
2013-05-03,1608.3183362088732
2013-05-06,1616.3829483961
2013-05-07,1614.7054191669617
2013-05-08,1627.5263664923857
2013-05-09,1643.809823151209
2013-05-10,1628.344426402069
2013-05-13,1619.4760825533942
2013-05-14,1614.904011584363
2013-05-15,1594.0449484121016
2013-05-16,1556.8161320671193
2013-05-17,1538.8820648244632
2013-05-20,1555.5513967950874
2013-05-21,1547.96790832347
2013-05-22,1530.9451594608277
2013-05-23,1494.9810757023524
2013-05-24,1462.4351682553975
2013-05-27,1437.429238306361
2013-05-28,1449.1502687650916
2013-05-29,1447.1682826726578
2013-05-30,1427.767810965447
2013-05-31,1419.9527054641444
2013-06-03,1425.7706714453136
2013-06-04,1410.7528546740668
2013-06-05,1378.1939795434712
2013-06-06,1335.4670746904653
2013-06-07,1315.4354174283185
2013-06-10,1312.3987710257097
2013-06-11,1292.3982685672336
2013-06-12,1283.8455825277904
2013-06-13,1269.3379917963973
2013-06-14,1299.5409341059608
2013-06-17,1295.7149739749989
2013-06-18,1265.5792044508648
2013-06-19,1303.2581154937832
2013-06-20,1248.5837433267163
2013-06-21,1253.1310364005465
2013-06-24,1244.4197022463436
2013-06-25,1237.8200839736483
2013-06-26,1278.551512930382
2013-06-27,1286.810164521095
2013-06-28,1264.420160389806
2013-07-01,1244.771828608945
2013-07-02,1277.3540689845815
2013-07-03,1250.7029636386344
2013-07-04,1295.038655340943
2013-07-05,1313.123224070737
2013-07-08,1308.0734888311943
2013-07-09,1339.7974113329353
2013-07-10,1346.8322740670883
2013-07-11,1352.035701042432
2013-07-12,1349.4771512322563
2013-07-15,1356.6480280320611
2013-07-16,1366.2007442548
2013-07-17,1385.8726209316678
2013-07-18,1378.8428781989296
2013-07-19,1381.0571504163615
2013-07-22,1408.2296495065864
2013-07-23,1409.2586475551295
2013-07-24,1406.3650450770213
2013-07-25,1368.3739955481667
2013-07-26,1369.3304186859862
2013-07-29,1360.5716118672674
2013-07-30,1347.4712609385915
2013-07-31,1336.8726132439579
2013-08-01,1341.4997660907914
2013-08-02,1335.8309801788077
2013-08-05,1355.284517229887
2013-08-06,1348.0094630172443
2013-08-07,1329.5608009355983
2013-08-08,1345.1860729867406
2013-08-09,1362.5345046160787
2013-08-12,1398.4024336917328
2013-08-13,1440.147864216767
2013-08-14,1437.4938802804347
2013-08-15,1427.2821640510995
2013-08-16,1425.29359375325
2013-08-19,1433.7174602153434
2013-08-20,1401.4885582506965
2013-08-21,1406.0398331275107
2013-08-22,1407.1976558770657
2013-08-23,1423.9414970333712
2013-08-26,1437.1657501083919
2013-08-27,1412.1580765137614
2013-08-28,1395.3467219533572
2013-08-29,1401.6652024406262
2013-08-30,1422.0284131654103
2013-09-02,1461.7504361296726
2013-09-03,1500.5011801497858
2013-09-04,1525.9116225144214
2013-09-05,1526.43084293659
2013-09-06,1525.2013429789597
2013-09-09,1532.8747888172954
2013-09-10,1543.3794673116117
2013-09-11,1540.038679877316
2013-09-12,1521.6421702873351
2013-09-13,1501.6588511479827
2013-09-16,1515.556753073231
2013-09-17,1511.4590332676244
2013-09-18,1488.7747478088806
2013-09-19,1514.2856598629792
2013-09-20,1501.6538570534942
2013-09-23,1500.9540068732208
2013-09-24,1494.1075243736288
2013-09-25,1489.9161421323977
2013-09-26,1495.032627686003
2013-09-27,1486.060198812589
2013-09-30,1474.0438882865778
2013-10-01,1476.9601298753184
2013-10-02,1463.4029949729277
2013-10-03,1452.356982342621
2013-10-04,1456.9706862780358
2013-10-07,1427.163286788453
2013-10-08,1426.0047370409377
2013-10-09,1442.7153000843664
2013-10-10,1447.5757710974149
2013-10-11,1475.1427391045079
2013-10-14,1458.0266976767305
