Date,WORLD ex UK IMI
1994-05-31,325.27140256849395
1994-06-30,326.14679339184926
1994-07-29,329.4298387338685
1994-08-31,337.3672982415635
1994-09-30,329.5262375374296
1994-10-31,336.1927006110824
1994-11-30,320.13103103312613
1994-12-30,324.44077705697197
1995-01-31,318.99984812718867
1995-02-28,321.0446428535749
1995-03-31,335.6848321317228
1995-04-28,346.68673590322004
1995-05-31,346.83449398867606
1995-06-30,347.8672746100267
1995-07-31,365.4633677645221
1995-08-31,359.4625211431817
1995-09-29,368.41635549079103
1995-10-31,360.5691393896279
1995-11-30,373.3088244740073
1995-12-29,383.7391472403673
1996-01-31,389.5955145891243
1996-02-29,393.2467101628888
1996-03-29,400.05560912525203
1996-04-30,412.69386943027473
1996-05-31,413.5412170272397
1996-06-28,413.85661910271796
1996-07-31,395.5946231928813
1996-08-30,399.7964681949151
1996-09-30,414.4916428328875
1996-10-31,412.82945739136187
1996-11-29,432.524254608748
1996-12-31,423.96057534578273
1997-01-01,423.96382895617194
1997-01-02,421.4527574469236
1997-01-03,423.8863530065711
1997-01-06,425.28071804519885
1997-01-07,426.07211789842415
1997-01-08,424.0455388325345
1997-01-09,423.1682734581427
1997-01-10,421.21232956662647
1997-01-13,424.0761207450178
1997-01-14,426.82373820993587
1997-01-15,427.02788691685566
1997-01-16,429.2097437837168
1997-01-17,429.6696693296723
1997-01-20,427.7097265118782
1997-01-21,427.80316394407333
1997-01-22,429.80636082854585
1997-01-23,427.2510424316986
1997-01-24,424.27703639757635
1997-01-27,420.24463274507355
1997-01-28,420.0387971085235
1997-01-29,421.909351774782
1997-01-30,424.4303808994998
1997-01-31,427.71958213833074
1997-02-03,427.23928638592366
1997-02-04,427.97120867989
1997-02-05,423.8150356134443
1997-02-06,424.02220327735427
1997-02-07,424.84006976506544
1997-02-10,426.2409741007371
1997-02-11,426.1221486986067
1997-02-12,429.86537716775314
1997-02-13,432.99635866175396
1997-02-14,433.2942915287447
1997-02-17,432.85869118934176
1997-02-18,434.3782075118148
1997-02-19,433.25229969279576
1997-02-20,432.95620797616374
1997-02-21,433.49156397078383
1997-02-24,436.26670386075807
1997-02-25,437.7607773176214
1997-02-26,434.63355463985556
1997-02-27,432.37979910106674
1997-02-28,429.40845154928127
1997-03-03,429.3769207429282
1997-03-04,429.19214288134737
1997-03-05,431.6208116754888
1997-03-06,430.6532281896983
1997-03-07,432.49588436409243
1997-03-10,435.960940265614
1997-03-11,436.00492761134177
1997-03-12,432.51165358856656
1997-03-13,427.0395711257067
1997-03-14,427.6599430881892
1997-03-17,426.95728303821585
1997-03-18,426.21538039576876
1997-03-19,424.89350479744104
1997-03-20,422.3114582969151
1997-03-21,424.8469585284171
1997-03-24,424.7329689626432
1997-03-25,425.6982412099802
1997-03-26,427.3830629366316
1997-03-27,423.6287048078298
1997-03-28,423.2551740297659
1997-03-31,418.24783611889836
1997-04-01,415.4560530222509
1997-04-02,413.7126290993501
1997-04-03,412.9011123699248
1997-04-04,413.9332710542531
1997-04-07,413.82508879637356
1997-04-08,415.2802977483893
1997-04-09,413.13212326861577
1997-04-10,411.08449693967214
1997-04-11,405.7769839838892
1997-04-14,405.459955796351
1997-04-15,409.7902742547661
1997-04-16,413.20555308565525
1997-04-17,413.9605942030395
1997-04-18,416.33174026018764
1997-04-21,416.20346907510157
1997-04-22,418.5822382565189
1997-04-23,420.19971685459524
1997-04-24,419.66188274514855
1997-04-25,416.2714538708412
1997-04-28,417.33166282218474
1997-04-29,423.76342128637384
1997-04-30,428.15170335808403
1997-05-01,430.0971413130951
1997-05-02,435.37381409582156
1997-05-05,441.0487767829144
1997-05-06,444.6182980891715
1997-05-07,442.0426440063957
1997-05-08,444.209676997204
1997-05-09,447.24666155629274
1997-05-12,454.0329443381795
1997-05-13,453.7610719413601
1997-05-14,455.92565310814354
1997-05-15,458.40617545132807
1997-05-16,458.1626088832447
1997-05-19,458.06089114926795
1997-05-20,462.11619787438866
1997-05-21,461.2277208054049
1997-05-22,458.965995008992
1997-05-23,463.7656152078058
1997-05-26,463.5277787999278
1997-05-27,462.835571225185
1997-05-28,463.671713397427
1997-05-29,462.37772625282366
1997-05-30,461.1920594136863
1997-06-02,462.5755991089631
1997-06-03,463.3746679329549
1997-06-04,462.9672020064904
1997-06-05,464.8763079511542
1997-06-06,468.6021265102351
1997-06-09,472.60328498937594
1997-06-10,472.95027868563363
1997-06-11,475.21321114783336
1997-06-12,477.62147273694694
1997-06-13,480.1531394859901
1997-06-16,482.8190265713063
1997-06-17,482.0558014179381
1997-06-18,481.4704420669925
1997-06-19,484.30867465578086
1997-06-20,484.25024473114644
1997-06-23,479.54978343993093
1997-06-24,483.98765630605425
1997-06-25,486.05488013276624
1997-06-26,485.09841020919026
1997-06-27,484.1705097818926
1997-06-30,483.8446543203392
1997-07-01,485.02189935146623
1997-07-02,488.61708293618483
1997-07-03,493.4564401033551
1997-07-04,492.80270860349736
1997-07-07,493.14734630251854
1997-07-08,494.4430743709892
1997-07-09,491.89575900434454
1997-07-10,493.2529716991517
1997-07-11,494.28511354882
1997-07-14,495.5782045357953
1997-07-15,495.20203799182644
1997-07-16,500.72091333954836
1997-07-17,500.110151398133
1997-07-18,494.8128492583921
1997-07-21,492.012792461505
1997-07-22,497.9592660011626
1997-07-23,500.20027963306075
1997-07-24,500.40038941403213
1997-07-25,499.7608382064994
1997-07-28,499.2580581307726
1997-07-29,500.58216679726314
1997-07-30,503.2679852488608
1997-07-31,504.5785625458756
1997-08-01,500.18876261821873
1997-08-04,498.3206198479004
1997-08-05,497.18628363768795
