Date,WORLD ex EUROPE IMI
1994-05-31,361.3484453097217
1994-06-30,363.8119294851301
1994-07-29,364.59978637503787
1994-08-31,374.1367598683364
1994-09-30,366.1668482261422
1994-10-31,372.9431342592186
1994-11-30,354.187908727187
1994-12-30,359.38031281500173
1995-01-31,352.40421836019993
1995-02-28,353.08338754616244
1995-03-31,370.77154823134555
1995-04-28,382.55108234329083
1995-05-31,380.8997970725003
1995-06-30,380.66860483822546
1995-07-31,400.44724415673824
1995-08-31,396.995765625124
1995-09-29,406.5971482462666
1995-10-31,396.81422155837333
1995-11-30,414.51834235750243
1995-12-29,425.80504172825465
1996-01-31,432.9204551412647
1996-02-29,435.1427083937079
1996-03-29,442.8951204908146
1996-04-30,459.8244869749417
1996-05-31,459.38412706937606
1996-06-28,457.64199125394936
1996-07-31,434.7459063450292
1996-08-30,438.58060353026883
1996-09-30,457.2788636434452
1996-10-31,453.81698894796347
1996-11-29,476.09825149967963
1996-12-31,462.5041704194722
1997-01-01,462.5086358195798
1997-01-02,460.28874114525644
1997-01-03,463.7755799948248
1997-01-06,465.6025333407343
1997-01-07,466.3319966343825
1997-01-08,463.012834565208
1997-01-09,461.5386009645753
1997-01-10,458.9772247512534
1997-01-13,461.8240809147923
1997-01-14,465.0012706791813
1997-01-15,464.69846731606384
1997-01-16,467.10232461241173
1997-01-17,468.50417281643394
1997-01-20,466.4444869098423
1997-01-21,467.1200682806886
1997-01-22,469.7370412329269
1997-01-23,465.65383747008843
1997-01-24,461.73116817894373
1997-01-27,457.04584831094235
1997-01-28,456.98682444019533
1997-01-29,459.90564642778804
1997-01-30,462.3440919073436
1997-01-31,465.75044596751104
1997-02-03,465.44013511977016
1997-02-04,466.1370097313131
1997-02-05,459.69360611215774
1997-02-06,459.80229928816544
1997-02-07,461.2102626676508
1997-02-10,461.68251312909393
1997-02-11,462.5583147599744
1997-02-12,467.8045666449565
1997-02-13,471.7880536371225
1997-02-14,471.9220486040748
1997-02-17,472.0345343757493
1997-02-18,473.6316243333558
1997-02-19,472.6650630582328
1997-02-20,472.3664889440856
1997-02-21,472.91221238620835
1997-02-24,476.06696410696867
1997-02-25,477.28450039552064
1997-02-26,474.0540649967432
1997-02-27,470.9189500680133
1997-02-28,467.6885929601929
1997-03-03,468.0606074790735
1997-03-04,467.08438322839885
1997-03-05,469.8815266139124
1997-03-06,467.55321620557044
1997-03-07,469.96308560669746
1997-03-10,472.8223006705547
1997-03-11,472.7612417027739
1997-03-12,469.0209709368707
1997-03-13,462.1025578859663
1997-03-14,462.70042934239916
1997-03-17,462.4999425120704
1997-03-18,461.9777330018613
1997-03-19,460.0307224624032
1997-03-20,458.59840069512194
1997-03-21,460.66555648972445
1997-03-24,461.1005878156936
1997-03-25,461.3117551816205
1997-03-26,462.43884273255475
1997-03-27,455.49097864326114
1997-03-28,454.94668864872045
1997-03-31,447.5997554738858
1997-04-01,447.4527620394828
1997-04-02,445.4914131712799
1997-04-03,445.26662712454487
1997-04-04,446.56270079757513
1997-04-07,446.5291441506025
1997-04-08,448.4213665661458
1997-04-09,444.93168769106063
1997-04-10,442.23563581156805
1997-04-11,435.71610522536565
1997-04-14,436.06979061865144
1997-04-15,440.8618394636798
1997-04-16,445.2049932257076
1997-04-17,445.61660854013707
1997-04-18,448.71351382116984
1997-04-21,447.6847108573557
1997-04-22,451.57415788551464
1997-04-23,452.93763708459613
1997-04-24,452.02740426960736
1997-04-25,448.64080590568295
1997-04-28,450.4204766757773
1997-04-29,457.7850105041589
1997-04-30,463.3115441005785
1997-05-01,465.0329259820657
1997-05-02,472.1025334133766
1997-05-05,478.8832185750341
1997-05-06,482.76281101791153
1997-05-07,478.98534934580766
1997-05-08,481.0766410740761
1997-05-09,483.93362530311606
1997-05-12,492.7353412561213
1997-05-13,491.46754546966594
1997-05-14,493.9247072337054
1997-05-15,496.9911492630925
1997-05-16,495.6902212542852
1997-05-19,496.4993908128474
1997-05-20,501.8237249366023
1997-05-21,498.9407695424405
1997-05-22,496.3123710052009
1997-05-23,502.04394430777216
1997-05-26,501.7578505833341
1997-05-27,501.5096372991084
1997-05-28,503.9052214897137
1997-05-29,502.3830060318896
1997-05-30,502.84941926365235
1997-06-02,504.6886668059849
1997-06-03,504.9138252967746
1997-06-04,504.0081570697512
1997-06-05,505.9340766206696
1997-06-06,510.2581554849579
1997-06-09,514.4900195117982
1997-06-10,515.7244963698531
1997-06-11,518.1791040207278
1997-06-12,520.6382153312009
1997-06-13,523.7984656188379
1997-06-16,526.7684234272015
1997-06-17,526.884279701091
1997-06-18,525.3365395944342
1997-06-19,528.1076895133614
1997-06-20,527.706887622732
1997-06-23,520.3222662065161
1997-06-24,526.3672265729764
1997-06-25,527.3113522192317
1997-06-26,526.1797495577252
1997-06-27,525.4964601342075
1997-06-30,526.3268559652049
1997-07-01,526.1374561586221
1997-07-02,531.2709390480321
1997-07-03,536.1029325245534
1997-07-04,534.6933614839405
1997-07-07,533.1583226229207
1997-07-08,535.7522612018837
1997-07-09,531.5356528703728
1997-07-10,533.9032008275717
1997-07-11,535.7702124220851
1997-07-14,537.98409850884
1997-07-15,538.3268481503602
1997-07-16,543.8526145376965
1997-07-17,542.6601676325623
1997-07-18,537.2670448207655
1997-07-21,535.2497561123447
1997-07-22,542.0158716249533
1997-07-23,543.1891894424263
1997-07-24,544.9301808633745
1997-07-25,544.2325801158962
1997-07-28,543.4831565276064
1997-07-29,545.2398265886841
1997-07-30,548.162788122418
1997-07-31,549.7104822870102
1997-08-01,545.6293657925235
1997-08-04,545.2233071208165
1997-08-05,544.683672275937
1997-08-06,549.513656552306
1997-08-07,546.1512423860215
1997-08-08,542.4072970569961
1997-08-11,538.9419790531073
1997-08-12,536.4920383400356
1997-08-13,536.1614601654874
1997-08-14,535.6991862420487
1997-08-15,529.3356346319371
1997-08-18,530.293427588566
1997-08-19,533.8379483875015
1997-08-20,540.3014162439429
1997-08-21,536.0367975660411
1997-08-22,532.2939320025597
1997-08-25,530.8463581540904
1997-08-26,529.5908977038604
1997-08-27,527.9575875554556
1997-08-28,523.9361004430295
1997-08-29,519.5627544112848
1997-09-01,516.1369858263404
1997-09-02,525.3261136218398
1997-09-03,530.386686275972
1997-09-04,531.0462303679321
1997-09-05,531.467968705436
1997-09-08,532.9621558204774
1997-09-09,536.5421165850254
1997-09-10,531.6244106277929
1997-09-11,525.9726229237002
1997-09-12,527.8988125867506
1997-09-15,527.7057675822205
1997-09-16,535.0208221273357
