Date,WORLD ex USA IMI
1994-05-31,354.1918048164998
1994-06-30,360.9188467276617
1994-07-29,362.5651555939438
1994-08-31,369.0183107866496
1994-09-30,358.9552118529476
1994-10-31,368.6050264975113
1994-11-30,348.8878986318964
1994-12-30,352.8519063075771
1995-01-31,339.59849912386534
1995-02-28,334.6177159541837
1995-03-31,355.60878774510616
1995-04-28,368.17658785401574
1995-05-31,361.99423617607584
1995-06-30,356.58266604773456
1995-07-31,377.4571263791701
1995-08-31,364.87560825970223
1995-09-29,371.48496038983166
1995-10-31,361.8142076398273
1995-11-30,370.60992377538133
1995-12-29,384.26166592397965
1996-01-31,385.82850532142555
1996-02-29,387.6649694567468
1996-03-29,395.6991622871368
1996-04-30,410.40863640290115
1996-05-31,405.34128821902584
1996-06-28,407.23001158961097
1996-07-31,394.31463692104745
1996-08-30,395.3518673121982
1996-09-30,403.81012107966575
1996-10-31,399.65795746009917
1996-11-29,412.4496762159981
1996-12-31,405.5318208110742
1997-01-01,405.536334961034
1997-01-02,402.4398250000634
1997-01-03,402.2409866034698
1997-01-06,404.3465732164357
1997-01-07,403.3139442906698
1997-01-08,401.42481725670365
1997-01-09,397.6987516174624
1997-01-10,391.8995808243634
1997-01-13,396.7933648919671
1997-01-14,398.1338339278759
1997-01-15,399.41201070391577
1997-01-16,402.31376961519
1997-01-17,400.3870690922868
1997-01-20,395.96531913761504
1997-01-21,394.0790469693868
1997-01-22,395.5971131868064
1997-01-23,394.16175950726097
1997-01-24,392.1141064418815
1997-01-27,387.93538448176963
1997-01-28,387.21801718791045
1997-01-29,387.7881713401645
1997-01-30,387.5010874839985
1997-01-31,391.66923332617966
1997-02-03,391.0969529841106
1997-02-04,392.06719453352235
1997-02-05,390.8082166453983
1997-02-06,390.0136578963703
1997-02-07,388.0820975363046
1997-02-10,392.8615238162299
1997-02-11,391.74232973018246
1997-02-12,391.8549357440647
1997-02-13,392.892267713745
1997-02-14,394.2668420143582
1997-02-17,393.4278862197291
1997-02-18,392.4586375047525
1997-02-19,392.4629967500354
1997-02-20,396.0621836264875
1997-02-21,397.85452586095323
1997-02-24,399.91767017171543
1997-02-25,401.595995303886
1997-02-26,399.0265177862116
1997-02-27,399.80570398481314
1997-02-28,396.52032466048666
1997-03-03,394.52497764671443
1997-03-04,395.6337270390353
1997-03-05,395.03540735163267
1997-03-06,395.177131940118
1997-03-07,395.55653881347985
1997-03-10,398.0700517571449
1997-03-11,399.08848859920437
1997-03-12,395.6168009358202
1997-03-13,392.7009364231621
1997-03-14,392.87265655724576
1997-03-17,391.2067304244459
1997-03-18,392.39147822827493
1997-03-19,392.3693622341918
1997-03-20,387.5755797654727
1997-03-21,391.57972649937744
1997-03-24,389.5941118552533
1997-03-25,392.2410564605731
1997-03-26,394.8012714259323
1997-03-27,395.7789696355584
1997-03-28,395.3701410671233
1997-03-31,395.48463259291657
1997-04-01,389.6227889125924
1997-04-02,390.5065486422654
1997-04-03,388.8640190232969
1997-04-04,386.98184948559185
1997-04-07,384.23917068048536
1997-04-08,384.69947367089526
1997-04-09,383.5989251854216
1997-04-10,382.07027555797515
1997-04-11,381.4874637036832
1997-04-14,378.89364002365
1997-04-15,382.17586068776654
1997-04-16,384.6824776692981
1997-04-17,386.586228128026
1997-04-18,389.0743767676434
1997-04-21,392.5916108484038
1997-04-22,391.81907840072637
1997-04-23,394.38771918786045
1997-04-24,394.4117002292133
1997-04-25,391.7557175033539
1997-04-28,390.86614196845045
1997-04-29,393.59703772390316
1997-04-30,396.85018078911315
1997-05-01,400.43383919108146
1997-05-02,401.8177836947543
1997-05-05,403.5503144225796
1997-05-06,411.53688625376725
1997-05-07,412.0108346434701
1997-05-08,413.61124439782395
1997-05-09,417.0767548720669
1997-05-12,423.77664976001194
1997-05-13,425.53927293653254
1997-05-14,427.9329569794767
1997-05-15,429.56936505650737
1997-05-16,433.31408425498
