Date,EU IMI
2007-05-31,1000.0
2007-06-01,1006.5665804402344
2007-06-04,1008.5654253215911
2007-06-05,1005.8775871171782
2007-06-06,987.1853279810175
2007-06-07,973.7620667389042
2007-06-08,965.7339611325157
2007-06-11,974.3833667232203
2007-06-12,967.2061656440203
2007-06-13,970.427120082989
2007-06-14,985.8947834689045
2007-06-15,1002.099828011441
2007-06-18,1001.4204240563461
2007-06-19,998.8850750108828
2007-06-20,1003.1492760163004
2007-06-21,991.6629662285108
2007-06-22,990.9552421242828
2007-06-25,991.6135549193449
2007-06-26,986.6922192513795
2007-06-27,979.8237900758999
2007-06-28,992.2566885523062
2007-06-29,1000.3683030557116
2007-07-02,1005.636401370639
2007-07-03,1014.2455701690704
2007-07-04,1019.7767049071207
2007-07-05,1011.7208982792154
2007-07-06,1020.5984585499788
2007-07-09,1023.522183557424
2007-07-10,1018.4742407762043
2007-07-11,1019.1278948465409
2007-07-12,1031.2340544649855
2007-07-13,1036.1219043065405
2007-07-16,1037.1076556463397
2007-07-17,1033.4999052382846
2007-07-18,1024.02961544591
2007-07-19,1034.6526446588173
2007-07-20,1024.5356887629746
2007-07-23,1030.1909299740169
2007-07-24,1014.4714599140792
2007-07-25,997.190000211487
2007-07-26,969.3535445509663
2007-07-27,958.9344649678023
2007-07-30,958.9704611981084
2007-07-31,980.0765536234136
2007-08-01,962.9566165079864
2007-08-02,971.5084183135181
2007-08-03,965.4015223088975
2007-08-06,957.1589987476025
2007-08-07,967.9372967725058
2007-08-08,990.8245136476862
2007-08-09,965.128103194945
2007-08-10,933.5454741008267
2007-08-13,951.0008803825328
2007-08-14,936.6559877134792
2007-08-15,926.3123948623356
2007-08-16,887.6745436954726
2007-08-17,913.8183555988334
2007-08-20,917.2460563492853
2007-08-21,917.6817825456185
2007-08-22,937.0295184103434
2007-08-23,943.3418536759744
2007-08-24,950.9310936267215
2007-08-27,952.6751439334288
2007-08-28,935.6230580743363
2007-08-29,942.1365222973984
2007-08-30,952.9589406946894
2007-08-31,965.8888321537278
2007-09-03,967.5214506182855
2007-09-04,972.2002143832735
2007-09-05,958.9679095607986
2007-09-06,965.0023163827566
2007-09-07,948.4053549478652
2007-09-10,941.2596568454418
2007-09-11,960.775491900913
2007-09-12,966.2681675153057
2007-09-13,973.0839226588462
2007-09-14,960.2725895446155
2007-09-17,944.8775679295028
2007-09-18,959.1758468922505
2007-09-19,990.8500419115427
2007-09-20,993.4513795972294
2007-09-21,999.3659066896726
2007-09-24,998.5900441088475
2007-09-25,989.0131220429408
2007-09-26,996.0562107783303
2007-09-27,1006.5017487537303
2007-09-28,1010.6261382699579
2007-10-01,1019.5253680518335
2007-10-02,1018.5726119258608
2007-10-03,1020.6806087384974
2007-10-04,1021.6924048996044
2007-10-05,1030.2272857055714
2007-10-08,1021.7529689010719
2007-10-09,1029.1206958517785
2007-10-10,1035.9972798162084
2007-10-11,1048.1255908269045
2007-10-12,1043.9976707785631
2007-10-15,1037.7563006773219
2007-10-16,1025.5379718432634
