Date,EASEA INDEX (EAFE ex JAPAN) IMI
1994-05-31,222.89600107389197
1994-06-30,218.9981190816433
1994-07-29,229.53237768380356
1994-08-31,236.71967351410447
1994-09-30,229.0698492475967
1994-10-31,236.80872974847307
1994-11-30,226.2529273360066
1994-12-30,227.27030423017777
1995-01-31,223.5038076165808
1995-02-28,228.8723529052334
1995-03-31,237.72298601189303
1995-04-28,244.70869671476729
1995-05-31,251.00503588408014
1995-06-30,253.0237977067889
1995-07-31,265.63161434504804
1995-08-31,256.6733791362549
1995-09-29,264.68910594104244
1995-10-31,263.22356612747103
1995-11-30,263.6368087582555
1995-12-29,271.758864139968
1996-01-31,276.30362907424274
1996-02-29,282.06821986827373
1996-03-29,284.98337288161
1996-04-30,288.6444342253103
1996-05-31,293.1126356543094
1996-06-28,295.31326245664206
1996-07-31,289.45590762802914
1996-08-30,299.02089602235577
1996-09-30,304.24912349950995
1996-10-31,311.5814108048647
1996-11-29,326.6843423630051
1996-12-31,333.1522061667758
1997-01-01,333.15835547607503
1997-01-02,328.4732327234612
1997-01-03,329.0033286830145
1997-01-06,329.6330623065537
1997-01-07,330.43312630945223
1997-01-08,331.0960591864991
1997-01-09,331.45888178833707
1997-01-10,329.81553971608713
1997-01-13,331.8552737365195
1997-01-14,333.96273858993845
1997-01-15,335.89523859845536
1997-01-16,337.52112220021763
1997-01-17,336.47029760211393
1997-01-20,335.0701603489575
1997-01-21,333.8844998633989
1997-01-22,334.0858874371711
1997-01-23,334.2920541317857
1997-01-24,332.64663255249826
1997-01-27,330.6653441260723
1997-01-28,329.8136032048409
1997-01-29,329.3489456230471
1997-01-30,330.9923365691988
1997-01-31,332.92419127412387
1997-02-03,332.8492226363388
1997-02-04,333.6465162931349
1997-02-05,336.11119777126453
1997-02-06,336.2146464493018
1997-02-07,336.04179828799596
1997-02-10,338.77940411586513
1997-02-11,337.4903222259843
1997-02-12,337.0412929196718
1997-02-13,337.5463049784187
1997-02-14,337.9627498894945
1997-02-17,336.7790294377017
1997-02-18,336.37325101636424
1997-02-19,336.4615555416975
1997-02-20,336.7213905657769
1997-02-21,337.27662116079324
1997-02-24,339.103715486872
1997-02-25,340.9699306513951
1997-02-26,338.89831308526675
1997-02-27,338.6649991102984
1997-02-28,336.77618328451734
1997-03-03,335.59047967285744
1997-03-04,337.55064797325224
1997-03-05,337.83508091416167
1997-03-06,340.3198266434273
1997-03-07,340.3768538541972
1997-03-10,343.60419250031794
1997-03-11,344.2533713443351
1997-03-12,341.1421815133007
1997-03-13,339.59556415867326
1997-03-14,340.0748227513513
1997-03-17,337.921961672277
1997-03-18,336.22080075155486
1997-03-19,336.1661270325872
1997-03-20,330.761767240852
1997-03-21,333.2901992219403
1997-03-24,332.83145980243324
1997-03-25,336.0865597648484
1997-03-26,338.753337950684
1997-03-27,341.7019549693906
1997-03-28,342.0322405148934
1997-03-31,343.0470267768728
1997-04-01,335.2174166062265
1997-04-02,334.4120557915848
1997-04-03,332.2303260892262
1997-04-04,332.9596604818361
1997-04-07,333.02764464903606
1997-04-08,333.22484471069225
1997-04-09,334.69614424772874
1997-04-10,334.8005128393708
1997-04-11,332.9091355883085
1997-04-14,330.6815055417194
1997-04-15,333.29233229063044
1997-04-16,334.2767667971261
1997-04-17,335.6892002059046
1997-04-18,336.561142476846
1997-04-21,338.5970581634701
1997-04-22,337.9544595946511
1997-04-23,339.48879833700744
1997-04-24,339.71775111755653
1997-04-25,337.03478255981895
1997-04-28,336.67705142929793
1997-04-29,340.3040020878631
1997-04-30,341.1304061435176
1997-05-01,343.22116071418384
1997-05-02,343.5123607915999
1997-05-05,345.7303314342997
1997-05-06,349.9135306145017
1997-05-07,350.72834812085426
1997-05-08,351.8503988842184
1997-05-09,355.21990105435486
1997-05-12,357.44998319620305
1997-05-13,359.72340752216667
1997-05-14,361.2635755946086
1997-05-15,361.27289377945027
1997-05-16,362.8622127032018
1997-05-19,360.64576759077295
1997-05-20,360.9666552099057
1997-05-21,364.6809468209718
1997-05-22,363.2112590998681
1997-05-23,364.32916061007734
1997-05-26,365.4025213601491
1997-05-27,363.9079979789621
1997-05-28,362.4738643446071
1997-05-29,361.8918950568548
1997-05-30,357.9344211865413
1997-06-02,357.53114099232624
1997-06-03,358.5773665655011
1997-06-04,358.7580482182033
1997-06-05,360.28458241389984
1997-06-06,362.2722927720163
1997-06-09,365.56298636692236
1997-06-10,365.52685924807554
1997-06-11,365.9309040155707
1997-06-12,366.94903816084377
1997-06-13,368.37718012208194
1997-06-16,369.41291945450035
1997-06-17,366.5394498397396
1997-06-18,367.1529606052343
1997-06-19,369.80980546227426
1997-06-20,370.8691605125372
1997-06-23,372.55761864220017
1997-06-24,372.73050284777844
1997-06-25,376.6780025786212
1997-06-26,376.8548262219227
1997-06-27,375.13081469809873
1997-06-30,372.9792930487268
1997-07-01,377.7311689181372
1997-07-02,377.5051826258281
1997-07-03,383.7175575368387
