Date,EUROPE ex UK IMI
1994-05-31,217.5005229979558
1994-06-30,214.1609599593348
1994-07-29,223.8486310728861
1994-08-31,227.27954958758656
1994-09-30,220.05905965583594
1994-10-31,226.1752150541777
1994-11-30,217.8320089306842
1994-12-30,219.65860460270343
1995-01-31,218.45030630912876
1995-02-28,223.95209613506373
1995-03-31,230.05197497515192
1995-04-28,238.55017193121063
1995-05-31,243.3457814075401
1995-06-30,247.5758640502453
1995-07-31,258.7572845252371
1995-08-31,246.46926796484988
1995-09-29,253.3446447580512
1995-10-31,250.83090241561538
1995-11-30,250.28594279111718
1995-12-29,258.0216959265432
1996-01-31,260.4015365020788
1996-02-29,267.46415644056975
1996-03-29,271.5457529031508
1996-04-30,272.7291970898761
1996-05-31,276.7932586211016
1996-06-28,282.37388195680336
1996-07-31,276.8767415082103
1996-08-30,281.82353096209386
1996-09-30,285.58053115544226
1996-10-31,288.58500044730283
1996-11-29,300.7381804282559
1996-12-31,305.34594795763894
1997-01-01,305.34594795763894
1997-01-02,302.2095188897711
1997-01-03,301.8354185278065
1997-01-06,302.07454817633743
1997-01-07,302.97921622451105
1997-01-08,304.2917508897821
1997-01-09,304.9534196623137
1997-01-10,304.61558950083713
1997-01-13,307.3718077656943
1997-01-14,308.9000940185783
1997-01-15,310.3626617708176
1997-01-16,311.87455971781986
1997-01-17,309.95352800698515
1997-01-20,308.34599543410116
1997-01-21,306.9778905130446
1997-01-22,307.3403601978735
1997-01-23,308.74209817369234
1997-01-24,308.29780932654677
1997-01-27,306.11066672061867
1997-01-28,305.5483538780129
1997-01-29,304.6983999944352
1997-01-30,307.2932932948577
1997-01-31,310.11539340023916
1997-02-03,309.23184724994314
1997-02-04,310.0143645436216
1997-02-05,311.8239158299817
1997-02-06,312.2680810457422
1997-02-07,311.5597553254514
1997-02-10,315.223916448357
1997-02-11,312.6101409491983
1997-02-12,312.3815950231818
1997-02-13,313.20850056037773
1997-02-14,313.9032276293986
1997-02-17,312.1121761949358
1997-02-18,313.3585451544963
1997-02-19,311.8898575991115
1997-02-20,311.61522959705417
1997-02-21,312.09697912554947
1997-02-24,313.7750246976951
1997-02-25,315.8876337570704
