Date,PACIFIC ex JAPAN IMI
1994-05-31,274.8380088640295
1994-06-30,259.7366588825779
1994-07-29,272.3752135368882
1994-08-31,283.8947588477386
1994-09-30,277.76136271577434
1994-10-31,281.9299794642328
1994-11-30,261.16149626483605
1994-12-30,259.5913630173835
1995-01-31,240.98218566023994
1995-02-28,255.6073099374998
1995-03-31,258.20322853866224
1995-04-28,264.1315522235026
1995-05-31,277.7083799877876
1995-06-30,273.2146851890342
1995-07-31,286.946894837363
1995-08-31,283.3440776757081
1995-09-29,291.7815620741014
1995-10-31,291.48425200900726
1995-11-30,295.1478369919147
1995-12-29,304.9620136948396
1996-01-31,330.31237747282955
1996-02-29,333.2763443466723
1996-03-29,331.0037953631828
1996-04-30,338.364277968546
1996-05-31,340.2078342716202
1996-06-28,335.18722048664904
1996-07-31,318.78679060032937
1996-08-30,333.9073892231533
1996-09-30,342.34050579361843
1996-10-31,350.79803101268675
1996-11-29,374.7328243936676
1996-12-31,374.7513608763561
1997-01-01,374.8038178711448
1997-01-02,371.1901192881617
1997-01-03,371.34753839446125
1997-01-06,374.12742215526794
1997-01-07,374.5997324480015
1997-01-08,374.61962471412016
1997-01-09,372.174125778435
1997-01-10,371.0844150035633
1997-01-13,371.1317152715183
1997-01-14,370.9797212277257
1997-01-15,376.36442462483654
1997-01-16,376.991186505648
1997-01-17,379.17470142288767
1997-01-20,380.11890049589505
1997-01-21,377.40055237527275
1997-01-22,377.9693519703772
1997-01-23,376.7412845887518
1997-01-24,373.0555438317884
1997-01-27,371.05092609288675
1997-01-28,370.37992121496575
1997-01-29,370.9160527029888
1997-01-30,370.44236253892905
1997-01-31,370.35913915032086
1997-02-03,372.37253054631225
1997-02-04,371.15417912084905
1997-02-05,372.7085738107575
1997-02-06,373.6501756306772
1997-02-07,373.653801167845
1997-02-10,372.5076191321595
1997-02-11,371.75656981982786
1997-02-12,373.60497805437853
1997-02-13,375.40470820446524
1997-02-14,373.4188788271726
1997-02-17,374.40372928399364
1997-02-18,372.6232880326591
1997-02-19,372.2770514851708
1997-02-20,375.7817142755401
1997-02-21,376.69868922772326
1997-02-24,375.10965449405467
1997-02-25,376.5013974579902
1997-02-26,375.6675440037222
1997-02-27,375.15788658110966
1997-02-28,372.9576381822665
1997-03-03,373.65182664428045
1997-03-04,374.57157728142886
1997-03-05,372.8243136287949
1997-03-06,373.1817323225238
1997-03-07,372.5895787185382
1997-03-10,372.4204661727996
1997-03-11,373.567578449844
1997-03-12,370.80421417764825
1997-03-13,367.47719397027527
1997-03-14,363.72724874788224
1997-03-17,364.6089041837437
1997-03-18,360.0614022710315
1997-03-19,357.88585541084103
1997-03-20,355.2924152173556
1997-03-21,353.9424257368244
1997-03-24,358.3429036074961
1997-03-25,359.48420947323046
1997-03-26,358.0732090787896
1997-03-27,356.35291899633415
1997-03-28,356.6345345828136
1997-03-31,355.6264942695424
1997-04-01,348.3917358887351
1997-04-02,349.52194416125025
1997-04-03,347.79085523935015
1997-04-04,349.2112544207064
1997-04-07,350.2142693661257
1997-04-08,353.33522353679507
1997-04-09,354.6603479284312
1997-04-10,353.7447784164968
1997-04-11,353.8323068712503
1997-04-14,348.762974810471
1997-04-15,348.62341889715094
1997-04-16,352.0954797850397
1997-04-17,351.8897547400021
1997-04-18,354.20349430116175
1997-04-21,355.1126624283803
1997-04-22,354.6264582312047
1997-04-23,356.43322664530973
1997-04-24,355.07885031198174
1997-04-25,354.2010167802613
1997-04-28,352.3581423041387
1997-04-29,353.03153267996765
1997-04-30,356.9308714770325
1997-05-01,359.48090447718926
1997-05-02,360.76829107750524
1997-05-05,364.04106159743503
1997-05-06,366.96680125705353
1997-05-07,368.0927911761719
1997-05-08,368.2977545864256
1997-05-09,371.93445134116234
1997-05-12,374.37285663284
1997-05-13,374.8003382108941
1997-05-14,376.8662965687423
1997-05-15,373.8644598495199
1997-05-16,374.002796204955
1997-05-19,373.7546583593582
1997-05-20,375.3059055673325
1997-05-21,377.7886510441572
1997-05-22,377.78438103464197
1997-05-23,376.64084197064795
1997-05-26,380.66299138311956
1997-05-27,379.2171961351256
1997-05-28,379.3400075148249
1997-05-29,377.9710205948826
1997-05-30,381.3197318926984
1997-06-02,385.53590076717444
1997-06-03,383.1711622589094
1997-06-04,383.98956405522006
1997-06-05,383.795106800841
1997-06-06,382.2448681367106
1997-06-09,382.47306898056735
1997-06-10,381.56280107948606
1997-06-11,379.49286952227334
1997-06-12,372.95489323881293
1997-06-13,374.9523262416723
1997-06-16,378.1489201281524
1997-06-17,378.946478490894
1997-06-18,377.9760601118093
1997-06-19,382.3214507556421
1997-06-20,390.08176082712146
1997-06-23,390.1746923407084
1997-06-24,387.83415054587937
1997-06-25,390.2004177830619
1997-06-26,390.2975936718722
1997-06-27,388.9471996744984
1997-06-30,391.7769508370302
1997-07-01,392.91804435701323
1997-07-02,393.6646307341736
1997-07-03,392.394946956036
1997-07-04,388.540769002983
1997-07-07,387.61432111152345
1997-07-08,386.6283997642687
1997-07-09,384.02922313002443
1997-07-10,384.502871417218
1997-07-11,388.6364330250399
1997-07-14,386.4070194764121
1997-07-15,384.43727990965743
1997-07-16,382.3392970894508
1997-07-17,384.65683106342675
1997-07-18,386.93472994801505
1997-07-21,386.97071227090004
1997-07-22,386.1967455110682
1997-07-23,390.41893995166333
1997-07-24,390.4606358630066
1997-07-25,391.5709154956208
1997-07-28,393.36800447944273
1997-07-29,395.987772606031
1997-07-30,397.7988805155384
1997-07-31,401.2068936523306
1997-08-01,399.8731659095033
1997-08-04,398.331631495703
1997-08-05,397.5783750386144
1997-08-06,399.96984587906826
1997-08-07,399.1553057168199
1997-08-08,396.7297936186985
1997-08-11,391.465476296107
1997-08-12,389.0457624359756
1997-08-13,388.91985096643316
1997-08-14,387.27537514750776
1997-08-15,385.38397926186684
1997-08-18,382.0299523000311
1997-08-19,376.4977707351999
1997-08-20,383.95325536619276
1997-08-21,383.85785897615
1997-08-22,381.07925353049427
1997-08-25,384.3598183246446
1997-08-26,383.0928170400771
1997-08-27,381.0275857947652
1997-08-28,369.4048049135346
1997-08-29,357.86352239513815
1997-09-01,348.1176946659907
1997-09-02,347.6462442295944
1997-09-03,360.49384876806255
1997-09-04,356.77065413568215
1997-09-05,363.74967566497696
1997-09-08,369.9559952882363
1997-09-09,375.38993452831744
1997-09-10,371.94680825523716
1997-09-11,364.2344137061886
1997-09-12,364.9181642462136
1997-09-15,367.8584153398194
1997-09-16,364.3334698616207
1997-09-17,365.3928598944771
1997-09-18,365.05023918078615
1997-09-19,366.68752241682347
1997-09-22,364.1342584920976
1997-09-23,364.932598508372
1997-09-24,365.18232703728734
1997-09-25,371.40109845313714
1997-09-26,370.9206741606066
1997-09-29,369.56030321512674
1997-09-30,372.65464992437984
1997-10-01,372.7793360865591
1997-10-02,372.96627194161897
1997-10-03,371.0929427843153
1997-10-06,366.4935224951135
1997-10-07,365.43848375070786
1997-10-08,367.36255684524986
1997-10-09,362.61699168094503
1997-10-10,362.08440103677816
1997-10-13,358.7676866654686
1997-10-14,355.75959415416196
1997-10-15,348.6940605804099
1997-10-16,350.59379829581786
1997-10-17,350.0063053695547
1997-10-20,340.9869563728607
1997-10-21,333.0435170742724
1997-10-22,320.5264807715846
1997-10-23,302.8221204231878
1997-10-24,304.9750901983939
1997-10-27,293.9205626390252
1997-10-28,269.5907184754687
1997-10-29,295.27395574299567
1997-10-30,290.3678508815011
1997-10-31,296.9117053604282
1997-11-03,311.3694621275066
1997-11-04,307.52838314505095
1997-11-05,304.99462132086546
1997-11-06,302.92911626248105
1997-11-07,294.98005314146104
1997-11-10,293.0592109558705
1997-11-11,293.6618164810682
1997-11-12,288.335710495969
1997-11-13,289.25842568360275
1997-11-14,290.32258346767134
1997-11-17,296.6111606484298
1997-11-18,293.71796206249394
1997-11-19,288.19307053970465
1997-11-20,286.46536896656085
1997-11-21,296.26200838926553
1997-11-24,296.50531953885496
1997-11-25,290.3255210100637
1997-11-26,293.31173681382995
1997-11-27,293.41722759245823
1997-11-28,293.9158639468137
1997-12-01,296.68809350454865
1997-12-02,302.3903394671001
1997-12-03,302.86703766874825
1997-12-04,304.49654923297686
1997-12-05,306.1495451224589
1997-12-08,310.3196933659504
1997-12-09,306.44901813509205
1997-12-10,300.7583270830667
1997-12-11,290.80727540309863
1997-12-12,289.6973492488836
1997-12-15,285.5303897302294
1997-12-16,282.8300808174375
1997-12-17,290.2631548035852
1997-12-18,292.8494227374783
1997-12-19,287.1576141466316
1997-12-22,283.2613481909414
1997-12-23,288.3098621831295
1997-12-24,286.6485031751436
1997-12-25,286.6475821364214
1997-12-26,286.42510115586504
1997-12-29,288.538349481011
1997-12-30,291.642473468365
1997-12-31,292.94543134421616
1998-01-01,293.0437917534212
1998-01-02,291.2599080061029
1998-01-05,286.72404471616176
1998-01-06,282.1143793619584
1998-01-07,275.2936091246772
1998-01-08,268.37761252213306
1998-01-09,262.4409792021765
1998-01-12,247.19938768029317
1998-01-13,257.6673036935867
1998-01-14,266.1855508546262
1998-01-15,259.7261448153924
1998-01-16,267.28753044329005
1998-01-19,276.9123572130652
1998-01-20,275.92282861812146
1998-01-21,272.716027723933
1998-01-22,265.8672298154108
1998-01-23,266.6900192910898
1998-01-26,269.1304194824343
1998-01-27,272.23342524316496
1998-01-28,273.7719722707705
1998-01-29,274.4819173796693
1998-01-30,276.851704879868
1998-02-02,295.0727585509555
1998-02-03,292.84026177449937
1998-02-04,290.0161180049802
1998-02-05,292.2489483789629
1998-02-06,292.7322014723654
1998-02-09,297.98634744737456
1998-02-10,299.89927734755173
1998-02-11,300.8793925105211
1998-02-12,297.5807359510556
1998-02-13,290.8064708635027
1998-02-16,283.268650294687
1998-02-17,288.9682617614355
1998-02-18,294.9432560473367
1998-02-19,296.76444634985785
1998-02-20,295.0029776386738
1998-02-23,295.0492197733332
1998-02-24,295.44236100053354
1998-02-25,297.9637448718984
1998-02-26,304.71251788186316
1998-02-27,309.82642535684687
1998-03-02,308.1914198370677
1998-03-03,306.5076798954403
1998-03-04,304.2840228277235
1998-03-05,294.833962528161
1998-03-06,295.9548481358626
1998-03-09,296.09163345840955
1998-03-10,297.6633536453634
1998-03-11,300.03844826616046
1998-03-12,300.9271348204598
1998-03-13,304.8347595437156
1998-03-16,303.8267722115927
1998-03-17,307.00231354373824
1998-03-18,305.465726227702
1998-03-19,309.67973278200515
1998-03-20,310.73752551651756
1998-03-23,311.75980848076944
1998-03-24,313.78190235451234
1998-03-25,315.0892846684178
1998-03-26,313.5775869982597
1998-03-27,313.199889096855
1998-03-30,306.8434478496886
1998-03-31,306.1480472082907
1998-04-01,303.48467534017146
1998-04-02,300.65092975911745
1998-04-03,299.46655629455944
1998-04-06,300.84898307500214
1998-04-07,300.43012400949334
1998-04-08,303.21933260580494
1998-04-09,304.44737078980376
1998-04-10,304.45512523619936
1998-04-13,304.0648598098088
1998-04-14,303.6158386252765
1998-04-15,304.4601643602526
1998-04-16,302.8467299379783
1998-04-17,301.5858583265477
1998-04-20,301.58006665833074
1998-04-21,300.7706399362123
1998-04-22,300.26204684223444
1998-04-23,301.22283363699796
1998-04-24,299.01616485163737
1998-04-27,293.46566270029183
1998-04-28,292.32339585516524
1998-04-29,290.145995845394
1998-04-30,290.4827941631718
1998-05-01,294.0649990527926
1998-05-04,291.30282740437065
1998-05-05,287.1077038843192
1998-05-06,283.8244954011181
1998-05-07,280.65236962957067
1998-05-08,281.9104987255965
1998-05-11,282.27889531132826
1998-05-12,279.2445087747514
1998-05-13,272.3541762242466
1998-05-14,271.9961717436657
1998-05-15,273.0851172182628
1998-05-18,268.6434087055537
1998-05-19,269.7333954575319
1998-05-20,270.14726321895427
1998-05-21,273.81932350345346
1998-05-22,273.413448372851
1998-05-25,270.96266709034074
1998-05-26,270.283374647296
1998-05-27,262.6695028376608
1998-05-28,262.17036207874486
1998-05-29,262.84130967294595
1998-06-01,255.16374280328102
1998-06-02,254.33564221535872
1998-06-03,255.6341543640256
1998-06-04,252.66623210260667
1998-06-05,248.4329300575007
1998-06-08,245.67623020941127
1998-06-09,242.39194942188146
1998-06-10,233.18061344903097
1998-06-11,230.84103418041084
1998-06-12,232.19897890496583
1998-06-15,225.91598131261222
1998-06-16,225.8148365198077
1998-06-17,236.97216973166186
1998-06-18,246.11846072228144
1998-06-19,250.40905420864013
1998-06-22,242.78019841639772
1998-06-23,242.2151912001984
1998-06-24,243.1284186019706
1998-06-25,245.31639336520405
1998-06-26,246.20738853633765
1998-06-29,244.95259565200908
1998-06-30,250.14517844132408
1998-07-01,253.3865136510569
1998-07-02,257.7637515249879
1998-07-03,256.8356604931186
1998-07-06,255.5390425370191
1998-07-07,256.74551675381963
1998-07-08,257.33481438451463
1998-07-09,255.04582546280326
1998-07-10,251.2248598987679
1998-07-13,248.34002028358202
1998-07-14,253.38549460319263
1998-07-15,256.9966151086624
1998-07-16,262.66882984564404
1998-07-17,262.52258854954135
1998-07-20,261.40508336521145
1998-07-21,259.9537499516568
1998-07-22,255.2588462760501
1998-07-23,252.26321362082592
1998-07-24,253.46877844675606
1998-07-27,247.3954612250227
1998-07-28,247.68586086860154
1998-07-29,244.71951801905897
1998-07-30,246.72632386898914
1998-07-31,245.72898427077953
1998-08-03,239.55833879299507
1998-08-04,241.3375170195953
1998-08-05,239.4651633678178
1998-08-06,234.49563408982715
1998-08-07,231.8276482541936
1998-08-10,231.24162173910096
1998-08-11,225.46684275899534
1998-08-12,226.09091756716185
1998-08-13,222.81957740122635
1998-08-14,228.55519606773623
1998-08-17,225.29546152511443
1998-08-18,226.57888330843613
1998-08-19,234.7818601675641
1998-08-20,235.66867005254667
1998-08-21,230.93420512096353
1998-08-24,229.81980071118704
1998-08-25,231.72824624393985
1998-08-26,230.10641868401837
1998-08-27,224.45990963115034
1998-08-28,222.58575872659432
1998-08-31,216.57717143307437
1998-09-01,215.57151166390537
1998-09-02,220.027948809233
1998-09-03,219.23359374654498
1998-09-04,222.16608594978027
1998-09-07,234.2951103606405
1998-09-08,234.59294685519566
