Date,WORLD ex AUSTRALIA IMI
1994-05-31,314.756817122723
1994-06-30,315.8428963176039
1994-07-29,319.9771937375956
1994-08-31,328.542651497187
1994-09-30,320.5391012076123
1994-10-31,328.0735104329927
1994-11-30,312.47724463303325
1994-12-30,316.3254060077956
1995-01-31,311.4942317168622
1995-02-28,313.31110253567385
1995-03-31,328.753093540532
1995-04-28,338.90421666917456
1995-05-31,339.87837140800923
1995-06-30,340.92846402025293
1995-07-31,358.2077587877971
1995-08-31,352.0815091225902
1995-09-29,361.37843537114566
1995-10-31,354.380626944716
1995-11-30,365.95947993424465
1995-12-29,376.2449234403245
1996-01-31,381.2551722864124
1996-02-29,384.86920732181795
1996-03-29,391.39815389939974
1996-04-30,403.47576335150393
1996-05-31,405.01169138300565
1996-06-28,405.2037920559085
1996-07-31,388.6682081210829
1996-08-30,394.0209178988631
1996-09-30,408.13056538694605
1996-10-31,408.261363949897
1996-11-29,427.87219399504403
1996-12-31,421.63540071810365
1997-01-01,421.6380291612529
1997-01-02,418.45045571684227
1997-01-03,421.0109445345047
1997-01-06,422.33975740818454
1997-01-07,423.1595168404983
1997-01-08,421.2763558091094
1997-01-09,420.5844581618693
1997-01-10,418.23519643779366
1997-01-13,421.0027275787806
1997-01-14,424.0116404151132
1997-01-15,424.3225580719664
1997-01-16,426.5621400158643
1997-01-17,426.89691515014755
1997-01-20,424.8715931673813
1997-01-21,425.01548736870245
1997-01-22,426.81120420337976
1997-01-23,424.2945725503806
1997-01-24,421.2110210068624
1997-01-27,417.3757580622013
1997-01-28,417.0850425968597
1997-01-29,418.75076583837057
1997-01-30,421.1369729745096
1997-01-31,424.2407615287837
1997-02-03,423.8361890720685
1997-02-04,424.78892835366867
1997-02-05,421.41005918556016
1997-02-06,421.4407632403715
1997-02-07,422.2904578126166
1997-02-10,423.88418130299027
1997-02-11,423.9145204194374
1997-02-12,427.0805420322345
1997-02-13,429.67057174416306
1997-02-14,430.1012337335068
1997-02-17,429.57282757917557
1997-02-18,430.5460945517259
1997-02-19,429.9832037361551
1997-02-20,429.6985606624652
1997-02-21,430.18190786871924
1997-02-24,433.12039455372656
1997-02-25,434.61381016779535
1997-02-26,431.67811036091274
1997-02-27,429.54927857501815
1997-02-28,426.7801596396051
1997-03-03,426.47642410128776
1997-03-04,426.5563354226528
1997-03-05,428.67343931525977
1997-03-06,428.1052677474595
1997-03-07,429.75892461416726
1997-03-10,432.99975580940196
1997-03-11,433.1105409061584
1997-03-12,429.47147133114686
1997-03-13,424.42113516747423
1997-03-14,425.27967878495764
1997-03-17,424.1927848334403
1997-03-18,423.5120723323708
1997-03-19,422.378325240736
1997-03-20,419.22415575054896
1997-03-21,421.7841446888201
1997-03-24,421.5658696644737
1997-03-25,423.06832891109065
1997-03-26,425.029316726042
1997-03-27,421.7273435083523
1997-03-28,421.46907683108236
1997-03-31,417.07483194256713
1997-04-01,414.2101741166386
1997-04-02,412.50312568597
1997-04-03,411.55135100161215
1997-04-04,412.6630763333635
1997-04-07,412.6195076656984
1997-04-08,413.72961076279114
1997-04-09,411.8867758300583
1997-04-10,410.17904858631937
1997-04-11,405.0229972799718
1997-04-14,404.7008414945806
1997-04-15,408.99776324046803
1997-04-16,412.0882901079586
1997-04-17,412.9347710385441
1997-04-18,415.14376178444127
1997-04-21,415.2470918774465
1997-04-22,417.5670124992086
1997-04-23,418.96685518311983
1997-04-24,418.54217527480733
1997-04-25,415.18461890518324
1997-04-28,416.31954578510494
1997-04-29,422.6806183376875
1997-04-30,426.4630178109144
1997-05-01,428.326375556298
1997-05-02,433.07395910695357
1997-05-05,438.3848133923742
1997-05-06,442.56041719676085
1997-05-07,440.3327435189796
1997-05-08,442.1879280512287
1997-05-09,445.26362625566213
1997-05-12,451.93555440079234
1997-05-13,452.01879135475167
1997-05-14,454.19758305035447
1997-05-15,456.4542886901565
1997-05-16,456.2358125362872
1997-05-19,455.8627656960947
1997-05-20,459.47538476282597
1997-05-21,458.86472693534944
1997-05-22,456.4949067876037
1997-05-23,460.9552171426304
1997-05-26,460.92836775095435
1997-05-27,460.25740262417156
1997-05-28,461.2267002819025
1997-05-29,460.0103612313066
1997-05-30,458.41570809759696
1997-06-02,459.20737123300074
1997-06-03,459.94912938803094
1997-06-04,459.3817907686512
1997-06-05,461.3316861225689
1997-06-06,465.16489546725694
1997-06-09,469.35875548064945
1997-06-10,470.13806998745804
1997-06-11,472.1440876057306
1997-06-12,474.58167499253835
1997-06-13,477.14717969435554
1997-06-16,479.37096608924895
1997-06-17,478.1262424520649
1997-06-18,477.43092254640186
1997-06-19,480.1317019147604
1997-06-20,479.77995903435914
1997-06-23,475.58001529547727
1997-06-24,479.87790340853553
1997-06-25,482.01480365152776
1997-06-26,481.35171172198676
1997-06-27,480.2696984412158
1997-06-30,479.64141646068475
1997-07-01,481.4568873080987
1997-07-02,484.67991411900573
1997-07-03,490.6072207906538
1997-07-04,490.01502765047115
1997-07-07,490.3058742164821
1997-07-08,491.26293989331765
1997-07-09,488.77589508889
1997-07-10,490.10127342301735
1997-07-11,491.49565204612145
1997-07-14,493.12265061505747
1997-07-15,492.85563928114385
1997-07-16,498.4690799071122
1997-07-17,497.63237827176965
1997-07-18,492.23044515801087
1997-07-21,489.26650502769104
1997-07-22,494.9780232457982
1997-07-23,497.3407274813079
1997-07-24,497.2275016339444
1997-07-25,496.26878753522044
1997-07-28,494.9198726907345
1997-07-29,496.0373587523229
1997-07-30,498.9041690782347
1997-07-31,500.1272640515835
1997-08-01,496.1141872042513
1997-08-04,494.27446248362367
1997-08-05,493.61532161174165
1997-08-06,497.73290572766024
1997-08-07,496.7939028274417
1997-08-08,493.83518294388927
1997-08-11,491.36927351549485
1997-08-12,489.8849841927809
1997-08-13,488.8275900683103
1997-08-14,487.4821051758379
1997-08-15,483.1655757477325
1997-08-18,482.46545961013146
1997-08-19,486.4464704456521
1997-08-20,490.89305984020103
1997-08-21,488.41306464739307
1997-08-22,484.7887541472509
1997-08-25,483.6492365540753
1997-08-26,482.5500975299814
1997-08-27,481.36769032218047
1997-08-28,477.88128177347187
1997-08-29,474.08775107266587
1997-09-01,472.50350357429653
1997-09-02,479.83370284339105
1997-09-03,484.00642948360473
1997-09-04,484.43059068442307
1997-09-05,485.7314492293489
1997-09-08,486.28686968999597
1997-09-09,488.3942959474515
1997-09-10,484.1712792780072
1997-09-11,479.30131329932095
1997-09-12,481.71963459293005
1997-09-15,482.91415378570036
1997-09-16,488.8675795470394
1997-09-17,489.83352215146294
1997-09-18,491.35175696612043
1997-09-19,492.24197529484877
1997-09-22,494.3522241638922
1997-09-23,493.8367260038977
1997-09-24,496.3214670569124
1997-09-25,494.7433875324313
1997-09-26,495.97509612131114
1997-09-29,498.0838819642744
1997-09-30,498.1857578105613
1997-10-01,500.4314008790793
1997-10-02,501.6117496165958
1997-10-03,503.9994445768494
1997-10-06,506.28517780995264
1997-10-07,508.37829608104556
1997-10-08,506.9975635260643
1997-10-09,503.7942021018196
1997-10-10,502.619492832509
1997-10-13,503.0717224999296
1997-10-14,502.42899433368325
1997-10-15,501.50618254894704
1997-10-16,500.9817091443204
1997-10-17,494.6360861182575
1997-10-20,495.5120375147243
1997-10-21,500.4828502087973
1997-10-22,499.50431714799464
1997-10-23,487.89042433849454
1997-10-24,486.4411291147075
1997-10-27,465.3620514421099
1997-10-28,469.02222287916805
1997-10-29,476.82835796543503
1997-10-30,469.8231905961302
1997-10-31,474.1394356226499
1997-11-03,481.96229453839214
1997-11-04,482.40418685121864
1997-11-05,483.00258006524723
1997-11-06,480.83747026700263
1997-11-07,472.72569231181063
1997-11-10,470.2216880192297
1997-11-11,470.7368482474038
1997-11-12,461.81042613937706
1997-11-13,463.7711215733119
1997-11-14,465.29692715848836
1997-11-17,477.2338942451689
1997-11-18,477.1699477251012
1997-11-19,473.863450143641
1997-11-20,480.53455175670877
1997-11-21,484.44006843179585
1997-11-24,478.241031356841
1997-11-25,474.01809896191617
1997-11-26,474.464266516643
1997-11-27,476.3831514718487
1997-11-28,477.7621315992226
1997-12-01,484.53705556055365
1997-12-02,485.1281827250698
1997-12-03,485.93724452050776
1997-12-04,485.4862744570694
1997-12-05,487.8668021507587
1997-12-08,487.8523059872095
1997-12-09,486.7583131187328
1997-12-10,484.29310421594664
1997-12-11,475.9650643615812
1997-12-12,474.9732952167741
1997-12-15,476.09877258134003
1997-12-16,478.6611097658659
1997-12-17,483.2964486920923
1997-12-18,479.26650890860515
1997-12-19,472.2840330972503
1997-12-22,471.0545782320988
1997-12-23,469.3277390322674
1997-12-24,467.92439567356377
1997-12-25,468.0071697443932
1997-12-26,469.1375047029279
1997-12-29,475.9046504663195
1997-12-30,482.2156053446762
1997-12-31,482.41079602516726
1998-01-01,482.4181704820953
1998-01-02,482.97457023770096
1998-01-05,483.69461696146914
1998-01-06,479.6290416962836
1998-01-07,478.53821268664444
1998-01-08,475.119127196914
1998-01-09,464.964573511175
1998-01-12,461.05281467539555
1998-01-13,467.843471900944
1998-01-14,472.1715849915437
1998-01-15,470.6810430040578
1998-01-16,479.09302303653254
1998-01-19,481.6021912703096
1998-01-20,485.9211816889861
1998-01-21,485.9352041631505
1998-01-22,484.31826301608265
1998-01-23,485.2321292021965
1998-01-26,486.8535353742565
1998-01-27,491.25847552822745
1998-01-28,494.83669174338974
1998-01-29,496.1774368547223
1998-01-30,493.8847044166001
1998-02-02,502.41135664191063
1998-02-03,505.6545257532318
1998-02-04,507.6440474760432
1998-02-05,510.2075409881903
1998-02-06,512.6871798015839
1998-02-09,511.4716023132683
1998-02-10,514.6594964743283
1998-02-11,515.5092416588897
1998-02-12,516.0022783250706
1998-02-13,512.5238301097093
1998-02-16,512.8826534496524
1998-02-17,514.4568053413693
1998-02-18,517.6264078392023
1998-02-19,516.0641958651745
1998-02-20,517.3207402744638
1998-02-23,520.0577474954396
1998-02-24,516.5108087666468
1998-02-25,521.4807279459059
1998-02-26,525.3576163969789
1998-02-27,528.057628383922
1998-03-02,531.5578887757232
1998-03-03,532.3662779428785
1998-03-04,528.432264329855
1998-03-05,522.0947549352821
1998-03-06,530.1658843846122
1998-03-09,530.468620584192
1998-03-10,534.0503397772584
1998-03-11,534.622252734505
1998-03-12,535.204266131988
1998-03-13,539.4287578092791
1998-03-16,541.0693183366493
1998-03-17,543.6214211264227
1998-03-18,542.7664361900471
1998-03-19,545.0769798486532
1998-03-20,547.8257302009737
1998-03-23,548.2965633329565
1998-03-24,551.4155085736005
1998-03-25,553.2406998254305
1998-03-26,553.7511077281476
1998-03-27,552.4902605993132
1998-03-30,548.1660532873585
1998-03-31,550.6694581415395
1998-04-01,553.2241683143925
1998-04-02,554.5146932445123
1998-04-03,555.0972728863322
1998-04-06,557.0935673697315
1998-04-07,554.5149674125634
1998-04-08,554.2065332942868
1998-04-09,559.924007465121
1998-04-10,560.0093280805186
1998-04-13,559.3648241029521
1998-04-14,564.2987016329248
1998-04-15,566.2229775356253
1998-04-16,558.8770042237303
1998-04-17,561.1918877597881
1998-04-20,563.3606908018872
1998-04-21,565.3678694117923
1998-04-22,565.6344463377922
1998-04-23,560.2451404682694
1998-04-24,556.1079636180724
1998-04-27,543.3768502448517
1998-04-28,545.2356220321892
1998-04-29,548.1835249168277
1998-04-30,556.3370753735908
1998-05-01,559.9766001688834
1998-05-04,563.2899212534973
1998-05-05,561.1039797247283
1998-05-06,558.023521228412
1998-05-07,552.6260711130116
1998-05-08,556.4851660960445
1998-05-11,558.4184883507013
1998-05-12,558.4080893276931
1998-05-13,558.9847378516183
1998-05-14,557.7682043336082
1998-05-15,555.1977929568384
1998-05-18,550.2071648967546
1998-05-19,554.3031906889387
1998-05-20,558.8648302235441
1998-05-21,560.1866384503164
1998-05-22,559.3328313252591
1998-05-25,559.1956831710853
1998-05-26,555.184456836628
1998-05-27,549.1864289743669
1998-05-28,550.2573048842806
1998-05-29,549.5086575107899
1998-06-01,546.5155673170595
1998-06-02,548.7416489747241
1998-06-03,548.3563681614106
1998-06-04,550.9866510772055
1998-06-05,555.5647805856383
1998-06-08,557.4596670584206
1998-06-09,557.8637897051206
1998-06-10,552.441591008927
1998-06-11,544.0078007804672
1998-06-12,540.6814996577625
1998-06-15,529.6998679388024
1998-06-16,535.1355452881827
1998-06-17,546.6308781334305
1998-06-18,548.2323946410542
1998-06-19,547.4302287947289
1998-06-22,544.4366555275207
1998-06-23,548.4566556421256
1998-06-24,552.4369632543467
1998-06-25,554.575016410461
1998-06-26,554.0035532377657
1998-06-29,557.3937862539782
1998-06-30,559.511723069496
1998-07-01,565.8873221237816
1998-07-02,565.1700110048422
1998-07-03,566.8752324991198
1998-07-06,569.8227913400947
1998-07-07,570.5731084531608
1998-07-08,573.4023800162231
1998-07-09,569.3483595602804
1998-07-10,569.1925368882856
1998-07-13,572.2842844681644
1998-07-14,578.1589923677417
1998-07-15,578.8610040726757
1998-07-16,582.1714986607675
1998-07-17,585.0067720137249
1998-07-20,586.6792288778865
1998-07-21,579.4795723372797
1998-07-22,573.9899743875519
1998-07-23,566.0016592349283
1998-07-24,566.2434958084897
1998-07-27,562.1190723020835
1998-07-28,558.4494764185977
1998-07-29,555.7339504974807
1998-07-30,561.8932698502572
1998-07-31,554.7090193826594
1998-08-03,547.6077498654275
1998-08-04,536.7673352017985
1998-08-05,535.6177620509842
1998-08-06,536.0303406518752
1998-08-07,538.7060969054177
1998-08-10,532.5575466740808
1998-08-11,520.9486398886803
1998-08-12,528.1979650388879
1998-08-13,523.5447083684503
1998-08-14,521.1353401698269
1998-08-17,524.3902478384538
1998-08-18,534.2847389375197
1998-08-19,535.0962073806924
1998-08-20,532.440360631786
1998-08-21,521.4276946107818
1998-08-24,522.7847149551712
