Date,WORLD IMI
1994-05-31,311.1899230426236
1994-06-30,311.99191237293866
1994-07-29,316.23706524490217
1994-08-31,324.75771638887034
1994-09-30,316.74437476647057
1994-10-31,324.14243755055264
1994-11-30,308.7907656398867
1994-12-30,312.65041284914827
1995-01-31,307.6185143436623
1995-02-28,309.50219867240327
1995-03-31,324.4792538869934
1995-04-28,334.67719929969235
1995-05-31,335.50758703914164
1995-06-30,336.464490229039
1995-07-31,353.744308337689
1995-08-31,347.94372958178434
1995-09-29,357.03322132670917
1995-10-31,350.1285621138
1995-11-30,361.4962945512624
1995-12-29,371.63465673288084
1996-01-31,376.7318631083376
1996-02-29,380.4278698617673
1996-03-29,386.7703250266603
1996-04-30,398.8007518834644
1996-05-31,400.28385786083385
1996-06-28,400.34053050512017
1996-07-31,383.9806388511093
1996-08-30,389.597206809869
1996-09-30,403.408634237189
1996-10-31,403.74366775548674
1996-11-29,423.1180043481064
1996-12-31,417.00573727930697
1997-01-01,417.0082935937617
1997-01-02,413.8310173364102
1997-01-03,416.3023483353801
1997-01-06,417.5924110094291
1997-01-07,418.3711017160955
1997-01-08,416.50271913616126
1997-01-09,415.83584327931857
1997-01-10,413.5563738034626
1997-01-13,416.24243409740626
1997-01-14,419.18126574550115
1997-01-15,419.49541458935863
1997-01-16,421.69131057135394
1997-01-17,422.0395683867627
1997-01-20,420.0741836166307
1997-01-21,420.1655244774169
1997-01-22,421.90879683803155
1997-01-23,419.42417436557116
1997-01-24,416.4065746211236
1997-01-27,412.6643971732992
1997-01-28,412.30824898118203
1997-01-29,413.9708892322768
1997-01-30,416.256540291355
1997-01-31,419.26599474393277
1997-02-03,418.9235281557595
1997-02-04,419.7726409628992
1997-02-05,416.54554081036116
1997-02-06,416.6070928086163
1997-02-07,417.44545928365415
1997-02-10,418.95237287901784
1997-02-11,419.02388898662997
1997-02-12,422.1279252488266
1997-02-13,424.8146954536089
1997-02-14,425.1836872347508
1997-02-17,424.7099320409055
1997-02-18,425.67223968251926
1997-02-19,425.1027462863749
1997-02-20,424.82496395787774
1997-02-21,425.35830698941265
1997-02-24,428.24558539238274
1997-02-25,429.73177570569476
1997-02-26,426.826997732189
1997-02-27,424.72913860469083
1997-02-28,421.97544002926503
1997-03-03,421.684122873668
1997-03-04,421.818096186776
1997-03-05,423.8407761251196
1997-03-06,423.35018205174873
1997-03-07,424.9642154335226
1997-03-10,428.16495403514887
1997-03-11,428.33226355733103
1997-03-12,424.7716559055248
1997-03-13,419.8372720717012
1997-03-14,420.63079631323006
1997-03-17,419.55704863293465
1997-03-18,418.76425456155255
1997-03-19,417.60170458010964
1997-03-20,414.5733093522107
1997-03-21,417.0364241193449
1997-03-24,416.88333211004164
1997-03-25,418.3078769379958
1997-03-26,420.2231009308683
1997-03-27,417.045795362305
1997-03-28,416.8151017148513
1997-03-31,412.5376690223567
1997-04-01,409.58986241960804
1997-04-02,407.9226816548566
1997-04-03,406.9666076389747
1997-04-04,408.02973091953385
1997-04-07,407.9804999975373
1997-04-08,409.1140186351099
1997-04-09,407.39264274959675
1997-04-10,405.74153402529043
1997-04-11,400.73012574000234
1997-04-14,400.31520083794936
1997-04-15,404.509963148367
1997-04-16,407.53897543404474
1997-04-17,408.4029234565212
1997-04-18,410.642412345272
1997-04-21,410.77018928159544
1997-04-22,413.05033902881684
1997-04-23,414.4697530870066
1997-04-24,414.0499692443086
1997-04-25,410.791894899556
1997-04-28,411.89904344918114
1997-04-29,418.1376972964959
1997-04-30,421.8438697059024
1997-05-01,423.6848966006519
1997-05-02,428.3131115571908
1997-05-05,433.4438910412597
1997-05-06,437.5301698050777
1997-05-07,435.35861900106283
1997-05-08,437.1674579008601
1997-05-09,440.21419710243055
1997-05-12,446.7062219535089
1997-05-13,446.8035193432078
1997-05-14,448.9196700487596
1997-05-15,451.0763587253858
1997-05-16,450.8844331874924
1997-05-19,450.5036744222229
1997-05-20,454.0014520050474
1997-05-21,453.5347070411115
1997-05-22,451.2225643564628
1997-05-23,455.46383448681576
