Date,PACIFIC IMI
1994-05-31,735.4063316555656
1994-06-30,768.0459784407017
1994-07-29,748.2443191313461
1994-08-31,754.1694673628408
1994-09-30,734.7944792063008
1994-10-31,751.1944540816983
1994-11-30,703.3865120806539
1994-12-30,713.9474580509076
1995-01-31,671.444511690449
1995-02-28,642.1520980045764
1995-03-31,693.5432492560866
1995-04-28,721.3092336196023
1995-05-31,684.8462185486757
1995-06-30,657.4018376489851
1995-07-31,702.7472204046784
1995-08-31,680.013375827898
1995-09-29,685.4396078241828
1995-10-31,655.0909078443595
1995-11-30,685.3013234617308
1995-12-29,715.788839105649
1996-01-31,715.8365113295221
1996-02-29,707.9292482012316
1996-03-29,727.4355931650706
1996-04-30,771.2824587596555
1996-05-31,740.5170519628781
1996-06-28,741.7094404507095
1996-07-31,706.8202802657847
1996-08-30,687.5103415051451
1996-09-30,704.977629075605
1996-10-31,669.0013358217724
1996-11-29,679.3583061444524
1996-12-31,638.9785763198221
1997-01-01,638.9969631649055
1997-01-02,639.3750437200608
1997-01-03,637.2171635042189
1997-01-06,643.8249768395282
1997-01-07,637.1746621688371
1997-01-08,628.5610244873646
1997-01-09,612.6570748325837
1997-01-10,595.1954725947003
1997-01-13,607.2768420886198
1997-01-14,605.9686059013846
1997-01-15,606.7592388612794
1997-01-16,612.4554161057092
1997-01-17,608.6512476822884
1997-01-20,596.8011105855264
1997-01-21,592.7278134973627
1997-01-22,597.9759424371383
1997-01-23,592.2235703568377
1997-01-24,588.3462954642124
1997-01-27,577.6900445679962
1997-01-28,576.6962304990315
1997-01-29,580.1177661006684
1997-01-30,574.5141541173557
1997-01-31,584.083082182186
1997-02-03,582.3769898044553
1997-02-04,583.2205882628081
1997-02-05,573.1128941429938
1997-02-06,570.8841470974692
1997-02-07,564.1214692142427
1997-02-10,574.0193086738566
1997-02-11,572.8791545339212
1997-02-12,574.7588145340474
1997-02-13,576.8884433713034
1997-02-14,580.0156909211332
1997-02-17,580.5034812946326
1997-02-18,577.4323577846924
1997-02-19,576.8788245712856
1997-02-20,590.9266097887447
1997-02-21,596.1524120566816
1997-02-24,598.0488792922915
1997-02-25,599.5445803261844
1997-02-26,596.2542200974061
1997-02-27,599.6690966807064
1997-02-28,592.3128217487615
1997-03-03,588.6760735836023
1997-03-04,587.7092804998692
1997-03-05,583.6331105145396
1997-03-06,577.3521547735601
1997-03-07,577.9648701567169
1997-03-10,577.8710576762901
1997-03-11,580.1955471026605
1997-03-12,575.3146264294505
1997-03-13,568.7019856841321
1997-03-14,566.3703340907645
1997-03-17,567.1926256039129
1997-03-18,574.7067461565135
1997-03-19,574.7412271717957
1997-03-20,571.3269230216661
1997-03-21,578.4755912844247
1997-03-24,573.2437738015608
1997-03-25,574.6162230357552
1997-03-26,576.4106472045152
1997-03-27,573.6894925129218
1997-03-28,571.6299083086013
1997-03-31,570.0072692824212
1997-04-01,566.8557064177195
1997-04-02,573.1529727302008
1997-04-03,572.6465963746426
1997-04-04,564.7157569816411
1997-04-07,554.7584043909899
1997-04-08,557.129281216352
1997-04-09,549.9550693090521
1997-04-10,544.1133872866792
1997-04-11,548.4236068103564
1997-04-14,543.2961308994962
1997-04-15,547.2741328650345
1997-04-16,554.5573637465682
1997-04-17,557.1342451174979
1997-04-18,564.6232590984752
1997-04-21,572.4376504933538
1997-04-22,570.4785178453186
1997-04-23,576.0119346596317
1997-04-24,575.0018313481875
1997-04-25,572.7900684789581
1997-04-28,569.9882311839688
1997-04-29,569.5865438870762
1997-04-30,579.5960561558345
1997-05-01,587.2947469177592
1997-05-02,590.3213871613344
