Date,EAFE ex ISRAEL IMI
2010-05-26,1000.0
2010-05-27,1026.9863472151676
2010-05-28,1032.8829842668833
2010-05-31,1031.4811018295784
2010-06-01,1031.7668541635642
2010-06-02,1020.8540070450052
2010-06-03,1040.0434626803708
2010-06-04,1018.9742989972309
2010-06-07,995.4037631508425
2010-06-08,992.3175382034789
2010-06-09,1008.0835866295255
2010-06-10,1025.6261195725967
2010-06-11,1031.5487521410005
2010-06-14,1055.214576658258
2010-06-15,1062.5897184998573
2010-06-16,1068.677123176379
2010-06-17,1071.2523630864323
2010-06-18,1074.7332520270772
2010-06-21,1089.6713066733762
2010-06-22,1078.720298315149
2010-06-23,1064.9521662655598
2010-06-24,1058.0136650166864
2010-06-25,1047.8180652179572
2010-06-28,1056.7985542448353
2010-06-29,1024.6230551748913
2010-06-30,1021.9288291163389
2010-07-01,1014.2247083946331
2010-07-02,1022.097356948533
2010-07-05,1017.5061607260986
2010-07-06,1047.017874559729
2010-07-07,1053.2241591932827
2010-07-08,1068.9669272330282
2010-07-09,1072.268873860547
2010-07-12,1071.7809281178004
2010-07-13,1089.5312289614521
2010-07-14,1099.1861528671723
2010-07-15,1097.8204779909563
2010-07-16,1085.1856882294421
2010-07-19,1077.4868724350267
2010-07-20,1072.252565675974
2010-07-21,1076.4957200515516
2010-07-22,1095.160299815424
2010-07-23,1101.2962016879912
2010-07-26,1114.0764384842128
2010-07-27,1118.4179213747025
2010-07-28,1124.0310551681057
2010-07-29,1126.9211176015656
2010-07-30,1118.6817011165283
2010-08-02,1150.1426071247124
2010-08-03,1157.4580704418477
2010-08-04,1147.88403152174
2010-08-05,1151.31143105057
2010-08-06,1155.4879707582882
2010-08-09,1160.6772831604112
2010-08-10,1141.6868093731616
2010-08-11,1109.4076742055634
2010-08-12,1100.9852014867267
2010-08-13,1099.6342471488194
2010-08-16,1106.0121300016458
2010-08-17,1115.8462603828893
2010-08-18,1115.6195402657916
2010-08-19,1109.800638192189
2010-08-20,1086.5383800048671
2010-08-23,1090.242053390892
2010-08-24,1079.1743173708228
2010-08-25,1064.0007989430665
2010-08-26,1079.0971603716375
2010-08-27,1084.8349031765074
2010-08-30,1089.05900740916
2010-08-31,1083.7313784350185
2010-09-01,1113.4618901292456
2010-09-02,1118.6000800623524
2010-09-03,1128.6036969892657
2010-09-06,1138.2318629682645
2010-09-07,1126.5125329976584
2010-09-08,1129.530598537236
2010-09-09,1141.0117489097531
2010-09-10,1139.8763243965168
2010-09-13,1158.6816883246602
2010-09-14,1166.6996283227597
2010-09-15,1165.1829696671095
2010-09-16,1160.8987926173866
2010-09-17,1159.0128306051022
2010-09-20,1172.3387390471853
2010-09-21,1172.3840932792707
2010-09-22,1180.796193140294
2010-09-23,1176.3054300238045
2010-09-24,1190.8415288935573
2010-09-27,1193.727158939987
2010-09-28,1197.0006362126546
2010-09-29,1198.9678772003667
2010-09-30,1191.890017132201
2010-10-01,1197.2653491840933
2010-10-04,1188.4046838149416
2010-10-05,1211.0748549492043
2010-10-06,1225.4682970204492
2010-10-07,1230.9604784646117
2010-10-08,1229.786577409323
2010-10-11,1230.972790628972
2010-10-12,1219.394632667604
2010-10-13,1239.1045225590826
2010-10-14,1253.4829160404672
2010-10-15,1245.496705109391
2010-10-18,1246.032484287353
2010-10-19,1228.7859758280063
2010-10-20,1241.8325720516814
2010-10-21,1246.3535631174097
2010-10-22,1240.1726734698152
2010-10-25,1250.655595998785
2010-10-26,1237.9740719971603
2010-10-27,1221.9642933035866
2010-10-28,1235.236357505737
2010-10-29,1235.5889849907167
2010-11-01,1236.5782151506746
2010-11-02,1248.8002059941068
2010-11-03,1244.4728030763576
2010-11-04,1280.1731657625824
2010-11-05,1277.7039226930333
2010-11-08,1272.7399678823115
2010-11-09,1278.256582915772
2010-11-10,1254.4198781421744
2010-11-11,1254.8048660748436
2010-11-12,1248.2232181786717
2010-11-15,1247.2593590373617
2010-11-16,1222.4513088916317
2010-11-17,1225.6779138866207
2010-11-18,1246.1085048132363
2010-11-19,1244.7454631409946
2010-11-22,1238.8783327652197
2010-11-23,1214.4760550849069
2010-11-24,1216.9890438217958
2010-11-25,1220.495426214779
2010-11-26,1203.5277108254297
2010-11-29,1185.4996093055372
2010-11-30,1177.6161406720246
2010-12-01,1197.1655017361932
2010-12-02,1224.2248485408688
2010-12-03,1241.884443952667
2010-12-06,1238.3994255004309
2010-12-07,1248.4095261759076
2010-12-08,1239.6328248880482
2010-12-09,1243.9365667599554
2010-12-10,1246.5188091295358
2010-12-13,1264.4363269324563
2010-12-14,1269.148185586113
2010-12-15,1259.5116218491607
2010-12-16,1252.2271508938031
2010-12-17,1246.940945030027
2010-12-20,1249.203332138442
2010-12-21,1263.460178920733
2010-12-22,1263.879743603419
2010-12-23,1265.292414761911
2010-12-24,1266.186695182422
2010-12-27,1262.7360449445005
2010-12-28,1266.6078873848217
2010-12-29,1272.7408435499942
2010-12-30,1270.4003444542502
2010-12-31,1277.9464711337862
2011-01-03,1278.8700176321026
2011-01-04,1285.5447921293935
2011-01-05,1269.0690127026112
2011-01-06,1269.6465024003694
2011-01-07,1266.5550820133149
2011-01-10,1256.7551382121926
2011-01-11,1263.792143134771
2011-01-12,1284.9669663047907
2011-01-13,1303.2858062463588
2011-01-14,1300.6918405972401
2011-01-17,1297.064814815723
2011-01-18,1312.9282825591617
2011-01-19,1313.835507199093
2011-01-20,1287.6905223406154
2011-01-21,1299.6377539802345
2011-01-24,1310.977946233625
2011-01-25,1309.3496616963282
2011-01-26,1316.9622687541846
2011-01-27,1320.3881976297057
2011-01-28,1305.0743764776073
2011-01-31,1306.2643105332415
2011-02-01,1328.6402247323338
2011-02-02,1337.2311560425376
2011-02-03,1326.7015106060828
2011-02-04,1327.6348414162903
2011-02-07,1335.5145638401725
2011-02-08,1346.2715357608179
2011-02-09,1341.780544817069
2011-02-10,1329.5768334376041
2011-02-11,1328.1580257112666
2011-02-14,1331.700763379655
2011-02-15,1334.8892262681236
2011-02-16,1340.051429846647
2011-02-17,1350.5379230840335
2011-02-18,1354.7926234524584
2011-02-21,1345.1307129539875
2011-02-22,1333.6902251648442
2011-02-23,1326.507106443977
2011-02-24,1320.9579065468104
2011-02-25,1334.3658297200338
2011-02-28,1348.2738260743483
2011-03-01,1348.6386554969577
2011-03-02,1339.6754996302948
2011-03-03,1345.3728121300826
2011-03-04,1348.1036233425623
2011-03-07,1342.0807323063416
2011-03-08,1335.2187836343346
2011-03-09,1336.2578976076716
2011-03-10,1309.5981759131987
2011-03-11,1302.5790179995622
2011-03-14,1280.1188352701638
2011-03-15,1231.5295130828677
2011-03-16,1236.2920402785544
2011-03-17,1258.232067408549
2011-03-18,1269.1182168546763
2011-03-21,1289.2510726978878
2011-03-22,1302.9828785604702
2011-03-23,1299.862310610817
2011-03-24,1313.2956702884721
2011-03-25,1313.1540948741313
2011-03-28,1309.2381805415314
2011-03-29,1306.2770802148614
