Date,EAFE IMI
1994-05-31,369.73333836484596
1994-06-30,377.90967767411667
1994-07-29,379.23277576880656
1994-08-31,385.5826004608024
1994-09-30,374.28613023843604
1994-10-31,384.9981828473042
1994-11-30,364.4693537533468
1994-12-30,368.6069850661576
1995-01-31,354.9091760838184
1995-02-28,348.9539328092688
1995-03-31,371.15826043696035
1995-04-28,384.44530894024905
1995-05-31,377.18119197603477
1995-06-30,371.10540966419154
1995-07-31,393.3438727806193
1995-08-31,379.7120047191972
1995-09-29,386.8817389241159
1995-10-31,376.64458408496233
1995-11-30,385.6257855904648
1995-12-29,400.213688243076
1996-01-31,401.21845690283567
1996-02-29,403.18928017336975
1996-03-29,411.6023919998971
1996-04-30,426.84140373495
1996-05-31,421.0610956310337
1996-06-28,423.70536733020066
1996-07-31,410.26737295137724
1996-08-30,410.5134740559704
1996-09-30,419.0599053550704
1996-10-31,413.1674163493741
1996-11-29,425.7943795583491
1996-12-31,418.81624478439767
1997-01-01,418.82114445407757
1997-01-02,415.58502814869814
1997-01-03,415.3385517747132
1997-01-06,417.53166373391235
1997-01-07,416.12775219695055
1997-01-08,414.07285888784367
1997-01-09,409.85056962509526
1997-01-10,403.4124847137563
1997-01-13,408.66356056071527
1997-01-14,409.9735313890217
1997-01-15,411.1898825294316
1997-01-16,414.1338108867528
1997-01-17,411.92247484654547
1997-01-20,407.14851463166303
1997-01-21,405.2638368158118
1997-01-22,406.939496405794
1997-01-23,405.5078937841523
1997-01-24,403.4158267886362
1997-01-27,398.8446855003443
1997-01-28,397.93567078846104
1997-01-29,398.53418253572534
1997-01-30,398.21760002065844
1997-01-31,402.640927741285
1997-02-03,401.8551486769253
1997-02-04,402.8747588816837
1997-02-05,401.64045860963523
1997-02-06,400.9533562617789
1997-02-07,398.7806720697076
1997-02-10,404.0666522204108
1997-02-11,402.7728096060382
1997-02-12,402.78412094187604
1997-02-13,403.63821412459725
1997-02-14,405.1213288177209
1997-02-17,404.21803388732974
1997-02-18,403.1575140511966
1997-02-19,403.09798012097855
1997-02-20,407.16450687670397
1997-02-21,409.08440577498607
1997-02-24,411.2826654345627
1997-02-25,413.07614216600854
1997-02-26,410.5188627413171
1997-02-27,411.41578465395753
1997-02-28,407.92357611270853
1997-03-03,405.8089819713681
1997-03-04,406.98747902040196
1997-03-05,406.1731397634755
1997-03-06,406.231712619676
1997-03-07,406.52410871334456
1997-03-10,409.0927894774196
1997-03-11,410.18987144026227
1997-03-12,406.5269755576239
1997-03-13,403.6518019515589
1997-03-14,403.72993669873904
1997-03-17,402.1648003713964
1997-03-18,403.5595218140927
1997-03-19,403.75786351450955
1997-03-20,398.6893545207324
1997-03-21,403.00951101990506
1997-03-24,400.5932121176758
1997-03-25,403.48389169897746
1997-03-26,406.30499288463386
1997-03-27,408.02491430495064
1997-03-28,407.63776544737715
1997-03-31,408.0674053795817
1997-04-01,401.632061963264
1997-04-02,402.76683944390265
1997-04-03,401.05549809727637
1997-04-04,399.09423528385776
1997-04-07,396.0378184105035
1997-04-08,396.5769971927985
1997-04-09,395.4463584603245
1997-04-10,393.8655123097562
1997-04-11,393.64588770714045
1997-04-14,390.86022158366836
1997-04-15,394.1608377448326
1997-04-16,396.7753946900255
1997-04-17,398.70327917184505
1997-04-18,401.41414512016877
1997-04-21,405.3024310751922
1997-04-22,404.2495765507895
1997-04-23,406.9533660391733
1997-04-24,406.9753940572738
1997-04-25,404.2595809424049
1997-04-28,403.32387101699226
1997-04-29,406.02406238912425
1997-04-30,409.2913685352887
1997-05-01,413.0142051819534
1997-05-02,414.02375051512223
1997-05-05,415.7647389755222
1997-05-06,424.4407492128082
1997-05-07,425.01461030479766
1997-05-08,426.678397792178
1997-05-09,430.2969622548966
1997-05-12,437.435667988643
1997-05-13,439.3591207578215
1997-05-14,441.92967540731024
1997-05-15,443.57648196052565
1997-05-16,447.4788791286681
1997-05-19,445.5334517253962
1997-05-20,448.53492535737405
1997-05-21,447.86535449043873
1997-05-22,444.4281811318586
1997-05-23,447.25554704835923
1997-05-26,447.1760161954043
1997-05-27,444.77938556030733
1997-05-28,447.15365558628764
1997-05-29,446.01071044704935
1997-05-30,440.7042541246928
1997-06-02,442.15216258264604
1997-06-03,443.979994322383
1997-06-04,444.7076541063564
1997-06-05,446.4465149736745
1997-06-06,447.8163839090001
1997-06-09,453.7171130187375
1997-06-10,454.59573155428353
1997-06-11,456.44952802150107
1997-06-12,455.24363202275686
1997-06-13,455.74646688094106
1997-06-16,459.6125699520121
1997-06-17,456.84537553793524
1997-06-18,457.14783571510094
1997-06-19,458.1138538623967
1997-06-20,457.8114713099866
1997-06-23,458.0846511988648
1997-06-24,459.06498473090164
1997-06-25,466.11243144665434
1997-06-26,466.80355377469226
1997-06-27,462.9696134015013
1997-06-30,462.1758794150741
1997-07-01,463.09189582393407
1997-07-02,463.58544822961034
1997-07-03,469.28701611122
1997-07-04,468.0298887533734
1997-07-07,469.9591791447431
1997-07-08,468.48354547343826
1997-07-09,468.00268805922667
1997-07-10,467.6289031064154
1997-07-11,468.1252014223775
1997-07-14,469.6736884276039
1997-07-15,465.63487895415847
1997-07-16,470.73895078659285
1997-07-17,471.66190378631126
1997-07-18,468.0377192314324
1997-07-21,464.4317100998877
1997-07-22,466.08146163807066
1997-07-23,469.0689142059499
1997-07-24,467.28638671007593
1997-07-25,466.03926810189984
1997-07-28,464.64598963889966
1997-07-29,464.3437774996847
1997-07-30,464.47377148105676
1997-07-31,465.70943228347613
1997-08-01,460.6277544573975
1997-08-04,455.6143255606445
1997-08-05,452.6010535805076
1997-08-06,456.85302560418825
1997-08-07,458.5311878015865
1997-08-08,461.357388241952
1997-08-11,456.1057461992514
1997-08-12,457.4020930772121
1997-08-13,456.5972950201546
1997-08-14,452.965093651629
1997-08-15,454.46927902904906
1997-08-18,449.30448354246886
1997-08-19,450.4401846274165
1997-08-20,452.53614417662664
1997-08-21,453.7754656324923
1997-08-22,448.16538724925357
1997-08-25,446.4660960136519
1997-08-26,447.0920975153794
1997-08-27,443.939347016388
1997-08-28,440.9540449553517
1997-08-29,434.64613865112455
1997-09-01,431.6000886679188
1997-09-02,434.08851623720466
1997-09-03,441.0567808596497
1997-09-04,440.48558568908226
1997-09-05,442.70061664091105
1997-09-08,442.3110648875218
1997-09-09,444.946400956856
1997-09-10,442.5265287607705
1997-09-11,436.2513535481261
1997-09-12,435.2055265049832
1997-09-15,438.71868205605915
1997-09-16,439.22004043147007
1997-09-17,441.2249942676327
1997-09-18,442.1655654794235
1997-09-19,442.61670114265576
