Date,FAR EAST IMI
1994-05-31,874.0899480417919
1994-06-30,917.3304058818645
1994-07-29,890.5702991256434
1994-08-31,896.1389796061279
1994-09-30,873.9172255491699
1994-10-31,893.6193129136593
1994-11-30,835.3861034905536
1994-12-30,847.7646018859342
1995-01-31,797.1766889632395
1995-02-28,759.426714167297
1995-03-31,823.8616431225545
1995-04-28,855.4124039627337
1995-05-31,810.8110256214545
1995-06-30,777.0667223780997
1995-07-31,829.6943760228464
1995-08-31,800.1859066528868
1995-09-29,806.4409698563144
1995-10-31,768.9565106535241
1995-11-30,806.0400500929746
1995-12-29,843.0251136861764
1996-01-31,841.1998679075136
1996-02-29,829.7584498625513
1996-03-29,853.9698086902873
1996-04-30,906.3998916121682
1996-05-31,868.4691233438454
1996-06-28,870.7691131305604
1996-07-31,829.1847270265158
1996-08-30,801.5479229822535
1996-09-30,822.6781384168182
1996-10-31,775.6533322241222
1996-11-29,786.0448823071234
1996-12-31,735.9275494248874
1997-01-01,735.950529386348
1997-01-02,737.0289828148196
1997-01-03,734.4540483127168
1997-01-06,742.6520568493967
1997-01-07,734.4295330063183
1997-01-08,724.0137035362807
1997-01-09,704.0788316812665
1997-01-10,682.2173239502345
1997-01-13,697.4028047233463
1997-01-14,695.6585795264035
1997-01-15,696.4751169316366
1997-01-16,703.4263558637501
1997-01-17,698.4692891645141
1997-01-20,683.6151762442582
1997-01-21,678.9632447484383
1997-01-22,685.5558758185359
1997-01-23,678.7675446449238
1997-01-24,674.1613751083612
1997-01-27,661.0005914513038
1997-01-28,660.3985657666186
1997-01-29,664.2783916073528
1997-01-30,657.5238428847775
1997-01-31,669.5990594737804
1997-02-03,667.0894123425787
1997-02-04,668.862002221496
1997-02-05,655.7589201432208
1997-02-06,652.7374891537875
1997-02-07,644.2524123477309
1997-02-10,656.9542248109711
1997-02-11,655.2147036081897
1997-02-12,657.3328229625579
1997-02-13,658.5224781996809
1997-02-14,662.880914840449
1997-02-17,663.1723247905913
1997-02-18,659.2322465408492
1997-02-19,658.7208215382084
1997-02-20,676.2666130260789
1997-02-21,682.3579576382384
1997-02-24,684.4451751033137
1997-02-25,686.0820439573537
1997-02-26,682.4136567069971
1997-02-27,686.9849637388875
1997-02-28,678.2379496353885
1997-03-03,673.5637147402373
1997-03-04,671.8487120426087
1997-03-05,667.068623022638
1997-03-06,658.7146163319417
1997-03-07,659.3970554835372
1997-03-10,658.9340239793121
1997-03-11,661.3818763187346
1997-03-12,655.4538962641972
1997-03-13,647.4799526261301
1997-03-14,644.9712736383032
1997-03-17,646.13129486544
1997-03-18,656.6325117959607
1997-03-19,657.194734490049
1997-03-20,652.6100246179772
1997-03-21,661.677452298974
1997-03-24,654.667778622779
1997-03-25,656.6896536040722
1997-03-26,658.9033762826044
1997-03-27,655.0974519507595
1997-03-28,652.3624617783632
1997-03-31,650.3676188651752
1997-04-01,647.776004676797
1997-04-02,655.6908271664392
1997-04-03,655.3111544002421
1997-04-04,645.5642365680615
1997-04-07,633.1825398393042
1997-04-08,635.7123829611967
1997-04-09,626.1502265865597
1997-04-10,618.7513840769467
1997-04-11,624.091013644494
1997-04-14,618.5289673346251
1997-04-15,623.3756369951273
