Date,EMU IMI
1994-05-31,225.26990413417235
1994-06-30,221.10497135890668
1994-07-29,233.21839033652887
1994-08-31,236.99410113618188
1994-09-30,227.9153390684755
1994-10-31,233.86909963284108
1994-11-30,224.52836626672848
1994-12-30,225.6729809400602
1995-01-31,224.07875014317622
1995-02-28,229.05587744515103
1995-03-31,235.31737256146047
1995-04-28,243.59174514215772
1995-05-31,247.56710360196442
1995-06-30,250.75781913163718
1995-07-31,263.15808257036275
1995-08-31,249.55788125268705
1995-09-29,252.11239094530438
1995-10-31,248.22976884613908
1995-11-30,246.84655494500655
1995-12-29,255.1970518879256
1996-01-31,261.46747446866175
1996-02-29,266.7697912774285
1996-03-29,268.0233842397002
1996-04-30,270.979113457083
1996-05-31,276.7041458955919
1996-06-28,281.1556562898432
1996-07-31,275.89292480955424
1996-08-30,278.49787798394726
1996-09-30,283.569533789297
1996-10-31,286.19342170324273
1996-11-29,299.7135419714904
1996-12-31,305.8908855764111
1997-01-01,305.8908855764111
1997-01-02,302.3217134566797
1997-01-03,301.93037102418594
1997-01-06,302.40116095374185
1997-01-07,303.2483781150593
1997-01-08,304.29203140663407
1997-01-09,304.9032795878688
1997-01-10,305.3642090951414
1997-01-13,308.09991605495236
1997-01-14,309.73457023441404
1997-01-15,311.3828621618767
1997-01-16,312.93331582271014
1997-01-17,311.36918102410004
1997-01-20,310.2380561163277
1997-01-21,308.51063974108547
1997-01-22,308.5393579244721
1997-01-23,309.9776364928205
1997-01-24,308.98935146252586
1997-01-27,306.74077501427706
1997-01-28,305.9157049309061
1997-01-29,305.084621366569
1997-01-30,307.66530444393374
1997-01-31,309.8839531429111
1997-02-03,308.7163446004184
1997-02-04,309.74834571124586
1997-02-05,312.1935410618671
1997-02-06,312.44510668272795
1997-02-07,311.7140006970332
1997-02-10,315.05713923338544
1997-02-11,312.19179192770804
1997-02-12,311.9391790799041
1997-02-13,313.01121478960187
1997-02-14,313.7843576072922
1997-02-17,311.5844198930151
1997-02-18,313.02415865458414
1997-02-19,310.8661028422318
1997-02-20,310.53087183107607
1997-02-21,310.5814714157269
1997-02-24,313.10399385937217
1997-02-25,315.6818591209296
1997-02-26,312.80059531996136
1997-02-27,313.3250579376238
1997-02-28,310.9871137826485
1997-03-03,310.26441985611217
1997-03-04,312.0955044292783
1997-03-05,313.1723187447907
1997-03-06,315.6770954764738
1997-03-07,315.6355482206645
1997-03-10,320.30537838086786
1997-03-11,320.7626634048861
1997-03-12,317.58924160999356
1997-03-13,315.8192316192897
1997-03-14,316.84285246937355
1997-03-17,315.1641452993161
1997-03-18,313.7496013393439
1997-03-19,314.1676802522447
1997-03-20,308.9201577595241
1997-03-21,312.7338339595655
1997-03-24,311.0815692557
1997-03-25,314.00653246680514
1997-03-26,317.0568448664026
1997-03-27,321.2306213161222
1997-03-28,321.1613027533991
1997-03-31,322.0862899293819
1997-04-01,313.7093639855511
1997-04-02,312.77966217365724
1997-04-03,309.9645629980913
1997-04-04,310.275970737955
1997-04-07,309.8585143348869
1997-04-08,310.3063908330433
1997-04-09,311.89125653619044
1997-04-10,311.1480933765051
1997-04-11,308.8220547387275
1997-04-14,306.66213157758835
1997-04-15,309.79152680422516
1997-04-16,311.10712114510386
1997-04-17,312.8112193453884
1997-04-18,312.4973442706962
1997-04-21,314.3489581136182
1997-04-22,312.4811020381214
1997-04-23,315.06601691164957
1997-04-24,314.9108412468038
1997-04-25,312.24316039535967
1997-04-28,311.4058894923507
1997-04-29,315.1532621015827
1997-04-30,316.6640135863391
1997-05-01,319.2862008056864
1997-05-02,319.19452011490023
1997-05-05,321.7681248502972
1997-05-06,324.3467784600884
1997-05-07,324.16075570429757
1997-05-08,326.2442476951496
1997-05-09,329.6880027496853
1997-05-12,331.45691800966625
1997-05-13,333.595299237408
1997-05-14,334.5914026364425
1997-05-15,334.93160939318415
1997-05-16,337.244439184016
1997-05-19,334.85130188988063
1997-05-20,334.85730084823956
1997-05-21,339.0208327711359
1997-05-22,337.5625356435296
1997-05-23,339.80210779009155
1997-05-26,339.07649560244477
1997-05-27,338.1309924509473
1997-05-28,334.75592542904997
1997-05-29,334.0510112433087
1997-05-30,328.84350955010893
1997-06-02,328.42897275300436
1997-06-03,330.6391834600538
1997-06-04,331.64662911137356
1997-06-05,333.96555383439767
1997-06-06,335.8057622260933
1997-06-09,338.4639247731928
1997-06-10,336.3675371556469
1997-06-11,338.5372269460715
1997-06-12,341.0053131616468
1997-06-13,341.7757001679026
1997-06-16,343.931066590616
1997-06-17,340.76221246981504
1997-06-18,342.44811679899703
1997-06-19,344.43627855908574
1997-06-20,345.2414831008566
1997-06-23,347.3794244592766
1997-06-24,347.7195257489299
1997-06-25,352.677717593417
1997-06-26,352.17310979498586
1997-06-27,350.3908685088114
1997-06-30,347.57410563057323
1997-07-01,352.8769453048119
1997-07-02,352.4399298174055
1997-07-03,356.43732983393426
1997-07-04,357.3825243004038
1997-07-07,362.045563806155
1997-07-08,359.2330901725274
1997-07-09,361.3810837182198
1997-07-10,360.1158604075561
1997-07-11,359.52660417046394
1997-07-14,358.3906363814139
1997-07-15,355.9733078475015
1997-07-16,361.5068819936974
1997-07-17,362.65397960970665
1997-07-18,357.9988257423431
1997-07-21,353.86670889298125
1997-07-22,357.6324609662667
1997-07-23,362.1490935819475
1997-07-24,358.12498791040986
1997-07-25,358.38149026521006
1997-07-28,358.4875305247151
1997-07-29,358.80044070785453
1997-07-30,360.5410328825946
1997-07-31,361.64204435601795
1997-08-01,355.8670576950897
1997-08-04,350.3858785692494
1997-08-05,347.4762585166881
1997-08-06,351.88498209230175
1997-08-07,355.9079557683011
1997-08-08,355.3233516385685
1997-08-11,352.2761782657857
1997-08-12,353.0670699949036
1997-08-13,351.986227757566
1997-08-14,348.1730061005036
1997-08-15,349.2498322155827
1997-08-18,344.77149392388674
1997-08-19,348.73942609514194
1997-08-20,349.3076228657334
1997-08-21,351.22460091888723
1997-08-22,347.2591278329854
1997-08-25,346.9885357364915
1997-08-26,345.47076267796325
1997-08-27,344.0933271825849
1997-08-28,342.9806845065445
1997-08-29,338.87073573419804
1997-09-01,340.9954240097513
1997-09-02,344.78452210576665
1997-09-03,349.06785370670843
1997-09-04,348.0629879538107
1997-09-05,351.4935400592014
