Date,MSCI WORLD 30 Index
2000-05-31,1000.0
2000-06-01,1022.6579304891958
2000-06-02,1056.8211081353218
2000-06-05,1056.301515647275
2000-06-06,1054.2480485178671
2000-06-07,1058.2836370938676
2000-06-08,1054.0827888584108
2000-06-09,1049.730686451344
2000-06-12,1047.6408493212034
2000-06-13,1060.7745881358067
2000-06-14,1062.7376742920283
2000-06-15,1063.516852615029
2000-06-16,1060.431566444638
2000-06-19,1074.603176486778
2000-06-20,1079.4445092802157
2000-06-21,1080.0580743926073
2000-06-22,1063.1469628571842
2000-06-23,1056.6233835618598
2000-06-26,1060.310934705941
2000-06-27,1055.0981924415396
2000-06-28,1059.7335420334612
2000-06-29,1039.8403541656282
2000-06-30,1056.8372653734139
2000-07-03,1067.1412416069543
2000-07-04,1065.5738646745504
2000-07-05,1046.0102490010227
2000-07-06,1053.6987805856572
2000-07-07,1074.5429681508028
2000-07-10,1073.836043043644
2000-07-11,1070.7205854119482
2000-07-12,1079.3945602929357
2000-07-13,1078.0644618747285
2000-07-14,1086.0472818053613
2000-07-17,1091.0825559137716
2000-07-18,1071.64789356181
2000-07-19,1065.3766205937357
2000-07-20,1075.603554038727
2000-07-21,1055.8539474962856
2000-07-24,1047.6014714294085
2000-07-25,1048.6814058178431
2000-07-26,1042.7488454599365
2000-07-27,1031.4727894785929
2000-07-28,1007.8761255517019
2000-07-31,1017.5738469751866
2000-08-01,1016.6172046450871
2000-08-02,1011.2510132053751
2000-08-03,1013.0588236247147
2000-08-04,1019.5006254632282
2000-08-07,1023.4409652674887
2000-08-08,1027.388268756391
2000-08-09,1029.1026333755096
2000-08-10,1021.1914984475108
2000-08-11,1023.8049999043099
2000-08-14,1036.6320458473976
2000-08-15,1033.4340150057617
2000-08-16,1029.993653223014
2000-08-17,1035.6235505180919
2000-08-18,1034.281561132385
2000-08-21,1034.9024252615627
2000-08-22,1035.292635922413
2000-08-23,1042.7252512366053
2000-08-24,1045.8139864748848
2000-08-25,1048.3157841796663
2000-08-28,1057.296451349513
2000-08-29,1057.043306035775
2000-08-30,1047.75847377294
2000-08-31,1056.5887762979296
2000-09-01,1070.633928477298
2000-09-04,1073.4639325094292
2000-09-05,1057.5053450914247
2000-09-06,1039.685640943024
2000-09-07,1050.2685592877733
