Date,EUROPE IMI
1994-05-31,213.24030175842407
1994-06-30,211.11399183741818
1994-07-29,221.2414588299927
1994-08-31,227.70193989563407
1994-09-30,219.86435662226634
1994-10-31,228.11226765442524
1994-11-30,219.2200981360946
1994-12-30,220.6206805959079
1995-01-31,219.14937482432228
1995-02-28,223.06325787712407
1995-03-31,232.80475794029715
1995-04-28,239.89967045808862
1995-05-31,245.03558830536946
1995-06-30,248.0341643192297
1995-07-31,260.37764969734013
1995-08-31,250.65760083910877
1995-09-29,258.54757001614945
1995-10-31,256.91265889136264
1995-11-30,256.8275897772798
1995-12-29,264.62270692918605
1996-01-31,266.0230266706733
1996-02-29,272.1608050186164
1996-03-29,275.82904662745074
1996-04-30,278.9129082352846
1996-05-31,283.72888463175485
1996-06-28,286.9858221134415
1996-07-31,282.75293992843126
1996-08-30,291.4083348705942
1996-09-30,296.1101343215425
1996-10-31,303.2150569391612
1996-11-29,316.8620993472374
1996-12-31,324.25450023825783
1997-01-01,324.2535588262483
1997-01-02,319.4415216734307
1997-01-03,320.0242650913241
1997-01-06,320.32637937075083
1997-01-07,321.1692517940266
1997-01-08,321.92340320103773
1997-01-09,322.704857454787
1997-01-10,320.9914931685865
1997-01-13,323.31409992804265
1997-01-14,325.74470374582506
1997-01-15,327.14259976927747
1997-01-16,328.9058101243218
1997-01-17,327.37806683455915
1997-01-20,325.63727547671704
1997-01-21,324.69109989029846
1997-01-22,324.8357290355145
1997-01-23,325.2555558986023
1997-01-24,323.92950838963674
1997-01-27,321.96752242310265
1997-01-28,321.095446981358
1997-01-29,320.4842523127791
1997-01-30,322.4322763986313
1997-01-31,324.6507990173246
1997-02-03,324.2608977614591
1997-02-04,325.3564114342047
1997-02-05,327.93922624275757
1997-02-06,327.9152228897662
1997-02-07,327.7170700587007
1997-02-10,331.0198614521293
1997-02-11,329.6596237534743
1997-02-12,328.8670746766789
1997-02-13,329.17257137678865
1997-02-14,329.9485953828554
1997-02-17,328.44662170979046
1997-02-18,328.2519166327656
1997-02-19,328.4052452311677
1997-02-20,328.1723415248729
1997-02-21,328.66851231430417
1997-02-24,330.99792451682066
1997-02-25,332.9214289300502
1997-02-26,330.6785701341143
1997-02-27,330.48895766501334
1997-02-28,328.6620882840296
1997-03-03,327.2019011575382
1997-03-04,329.3038893819107
1997-03-05,329.89309764786174
1997-03-06,332.6795874168006
1997-03-07,332.8342088136576
1997-03-10,336.54914273434997
1997-03-11,337.1175849351177
1997-03-12,333.97762212420713
1997-03-13,332.71402427154584
1997-03-14,333.83344983967754
1997-03-17,331.23530978881917
1997-03-18,329.98185311544574
1997-03-19,330.2514260989855
1997-03-20,324.4597050560777
1997-03-21,327.5606992074643
1997-03-24,326.3612992299133
1997-03-25,329.9152393243968
1997-03-26,333.18623619829293
1997-03-27,336.8283764934649
1997-03-28,337.1635766144383
1997-03-31,338.48045771250855
1997-04-01,330.61995620761525
1997-04-02,329.52412817284977
1997-04-03,327.2901173393999
1997-04-04,327.9079279587511
1997-04-07,327.83209471555386
1997-04-08,327.57953023443406
1997-04-09,329.06192390171407
1997-04-10,329.32139735464875
1997-04-11,327.14199529803295
1997-04-14,325.3661201941212
1997-04-15,328.3776670235856
1997-04-16,328.97367056279415
1997-04-17,330.6230992072719
1997-04-18,331.2675260027862
1997-04-21,333.4602612454312
1997-04-22,332.79866375266243
1997-04-23,334.27945062579295
1997-04-24,334.7492558678974
1997-04-25,331.8102258414584
1997-04-28,331.6828978407964
1997-04-29,335.73485509651357
1997-04-30,336.08441347992476
1997-05-01,338.0887214117631
1997-05-02,338.2251993280913
1997-05-05,340.2646182354123
1997-05-06,344.6081088227728
1997-05-07,345.368999192415
1997-05-08,346.62289445535873
1997-05-09,349.92553894126155
1997-05-12,352.1065596414386
1997-05-13,354.64515008033555
1997-05-14,356.09300056004764
1997-05-15,356.5627152909655
1997-05-16,358.36181137519355
1997-05-19,355.86123470037444
1997-05-20,355.9912239760566
1997-05-21,359.8654595193472
1997-05-22,358.1827199938744
1997-05-23,359.6383622474504
1997-05-26,360.25190634888725
1997-05-27,358.76142976371335
1997-05-28,357.09992660892163
1997-05-29,356.6429607721904
1997-05-30,351.5974737046607
1997-06-02,350.48504783762013
1997-06-03,352.0491861840444
1997-06-04,352.1301705067359
1997-06-05,353.9103005883213
1997-06-06,356.42853151149774
1997-06-09,360.1664910413138
1997-06-10,360.26553147585577
1997-06-11,361.04825634648984
1997-06-12,363.22493615753524
1997-06-13,364.5543079243687
1997-06-16,365.2503878089837
1997-06-17,361.8351539354768
1997-06-18,362.6872053042425
1997-06-19,365.0644091786425
1997-06-20,365.0864966655926
1997-06-23,367.00722722030395
1997-06-24,367.5651465706545
1997-06-25,371.7256633989858
1997-06-26,371.9133893226955
1997-06-27,370.14506680306766
1997-06-30,367.24446176052544
1997-07-01,372.513009657582
1997-07-02,372.1397664657274
1997-07-03,379.45070461135117
1997-07-04,380.15929039175916
1997-07-07,383.3585067470448
1997-07-08,381.1854831594838
1997-07-09,382.08353824550215
1997-07-10,381.37200395658346
1997-07-11,381.80409680711176
1997-07-14,381.8455365326712
1997-07-15,380.2316864822156
1997-07-16,385.45346891523775
1997-07-17,385.5229645457902
1997-07-18,380.88902909335957
1997-07-21,376.35659746131716
1997-07-22,379.55732023331166
1997-07-23,383.9440622198543
1997-07-24,380.47493475960965
1997-07-25,379.2697286258098
1997-07-28,377.1909279334437
1997-07-29,377.3412793873554
1997-07-30,379.85666860807504
1997-07-31,380.375899154802
1997-08-01,376.702186102183
1997-08-04,372.32862343358136
1997-08-05,371.53112705858695
1997-08-06,373.9586382969959
1997-08-07,377.4178266713608
1997-08-08,375.9936341528453
1997-08-11,375.40190030035035
1997-08-12,375.6870960086669
1997-08-13,373.374386597809
1997-08-14,370.61537149535656
1997-08-15,370.7219556458282
1997-08-18,366.6310645172046
1997-08-19,371.02186259453975
1997-08-20,371.53777770473823
1997-08-21,372.80058278013985
1997-08-22,369.56663847138645
1997-08-25,369.1955861774197
1997-08-26,368.41781685142274
1997-08-27,368.0132825581019
1997-08-28,365.7476267479003
1997-08-29,363.04315877556854
1997-09-01,364.80955446872355
1997-09-02,367.88858355704696
