Date,EAFE ex UK IMI
1994-05-31,415.7245095724864
1994-06-30,426.23505571341224
1994-07-29,424.55745933024946
1994-08-31,428.93661081601994
1994-09-30,417.10107741124597
1994-10-31,427.14080316143964
1994-11-30,403.6404425966202
1994-12-30,408.8183495271239
1995-01-31,391.7326660232724
1995-02-28,383.8379616359637
1995-03-31,407.31560047504297
1995-04-28,423.18343229508184
1995-05-31,412.1151749402459
1995-06-30,404.19541400202337
1995-07-31,428.45449380072205
1995-08-31,412.19403707550913
1995-09-29,418.49123368143006
1995-10-31,405.30662327544275
1995-11-30,416.5372211650266
1995-12-29,432.9558352646985
1996-01-31,434.45526915774894
1996-02-29,435.84087859878906
1996-03-29,445.79940686918013
1996-04-30,463.1901736744721
1996-05-31,454.0385856276172
1996-06-28,457.95215130902756
1996-07-31,441.2263444832516
1996-08-30,436.9115347093281
1996-09-30,445.9092140779878
1996-10-31,434.02113182369624
1996-11-29,445.4837483311349
1996-12-31,432.98751376993096
1997-01-01,432.9945391050455
1997-01-02,431.19925374060745
1997-01-03,430.1432367216876
1997-01-06,432.7944796076731
1997-01-07,430.8430974226883
1997-01-08,428.4037486655014
1997-01-09,422.7970488597133
1997-01-10,415.97430526515086
1997-01-13,422.27336003711105
1997-01-14,422.734058153629
1997-01-15,423.9484783382338
1997-01-16,427.05127468006066
1997-01-17,424.40880869110646
1997-01-20,418.91675377309167
1997-01-21,416.51847647675663
1997-01-22,418.73205891060144
1997-01-23,417.43155555540505
1997-01-24,415.6856249375673
1997-01-27,410.2825799191459
1997-01-28,409.5544161980428
1997-01-29,410.31785822391373
1997-01-30,409.8207867043148
1997-01-31,415.20771450077126
1997-02-03,414.0088048807022
1997-02-04,414.817219821729
1997-02-05,412.10855544803866
1997-02-06,411.53946643041303
1997-02-07,408.5297940886983
1997-02-10,414.5734214764661
1997-02-11,412.5101134366962
1997-02-12,413.0812095338453
1997-02-13,414.40557166953454
1997-02-14,416.0262459091875
1997-02-17,415.09420346069595
1997-02-18,414.7056334336774
1997-02-19,413.5794253682769
1997-02-20,418.7423716095531
1997-02-21,421.02717797723335
1997-02-24,422.79390167777893
1997-02-25,424.6794676291501
1997-02-26,421.7416554943746
1997-02-27,423.0881546380584
1997-02-28,418.9426489193893
1997-03-03,416.9133059353449
1997-03-04,417.676183250216
1997-03-05,416.99102803906527
1997-03-06,416.1655723331939
1997-03-07,416.6011133241052
1997-03-10,419.5647795266451
1997-03-11,420.63762718883646
1997-03-12,417.10476716750327
1997-03-13,413.6224542037306
1997-03-14,413.13826094299105
1997-03-17,412.24906232311037
1997-03-18,414.3226709947033
1997-03-19,414.53361368966154
1997-03-20,409.90939580257145
1997-03-21,414.85861032676655
1997-03-24,411.9410051279942
1997-03-25,414.2150583466721
1997-03-26,416.7669499062011
1997-03-27,418.51974330483847
1997-03-28,417.78441199092845
1997-03-31,417.87221722906895
1997-04-01,410.8796903230989
1997-04-02,412.5808197604575
1997-04-03,410.98912134470646
1997-04-04,408.17492458669534
1997-04-07,404.2132827787132
1997-04-08,405.2895577970585
1997-04-09,403.39622726964046
1997-04-10,400.9831331275607
1997-04-11,401.38001366025276
1997-04-14,398.1940779537748
1997-04-15,401.54271479874205
1997-04-16,404.87436161899376
1997-04-17,406.8388817886828
1997-04-18,409.9483551723057
1997-04-21,414.25430437735844
1997-04-22,412.5465408328725
1997-04-23,416.0046965173851
1997-04-24,415.8870744327666
1997-04-25,413.0361362624361
1997-04-28,411.4685399093594
1997-04-29,413.6530185244118
1997-04-30,418.2671078969737
1997-05-01,422.69522454512366
1997-05-02,424.1544867189862
1997-05-05,426.1776396711096
1997-05-06,434.9100728265744
1997-05-07,435.3272974024005
1997-05-08,437.7208533750089
1997-05-09,441.4558466463259
1997-05-12,449.3751626902083
1997-05-13,450.97255809477826
1997-05-14,453.7578704665516
1997-05-15,455.96491205642434
1997-05-16,460.81280618141244
1997-05-19,459.06721150516915
1997-05-20,463.132740965741
1997-05-21,461.5021103462294
1997-05-22,457.89134514206484
1997-05-23,461.54526217962115
1997-05-26,460.8434646815284
1997-05-27,458.0285950480907
1997-05-28,460.5176631606225
1997-05-29,459.0740130854242
1997-05-30,453.52553248172956
1997-06-02,456.42442963045636
1997-06-03,458.7276882850453
1997-06-04,460.11468726269123
1997-06-05,461.84446338329366
1997-06-06,462.62256806801065
1997-06-09,468.77451157590633
1997-06-10,468.6039007294805
1997-06-11,471.2862259059931
1997-06-12,469.20524853558135
1997-06-13,469.18142172275
1997-06-16,474.54453173463355
1997-06-17,472.22642469376467
1997-06-18,473.02452973759836
1997-06-19,473.93219940535283
1997-06-20,474.0344615531952
1997-06-23,474.1332626448873
1997-06-24,474.97255605296516
1997-06-25,483.19165965944387
1997-06-26,483.60977164723784
1997-06-27,479.3945572971002
1997-06-30,478.9355110782115
1997-07-01,478.2874530544571
1997-07-02,478.9474494909462
1997-07-03,482.57166029907825
1997-07-04,481.1595412052864
1997-07-07,483.9310298764961
1997-07-08,482.70781521313256
1997-07-09,482.4277448264072
1997-07-10,481.79590166212955
1997-07-11,481.334702586525
1997-07-14,482.56518017755593
1997-07-15,477.5273943618413
1997-07-16,482.62166788666275
1997-07-17,484.2823981870866
1997-07-18,480.8111922994135
1997-07-21,477.3628341884492
1997-07-22,478.83786659276404
1997-07-23,481.7582422493707
1997-07-24,480.2437923828771
1997-07-25,479.44238548519223
1997-07-28,479.6025580088832
1997-07-29,479.18552256137764
1997-07-30,478.34319651744784
1997-07-31,479.84604394293325
1997-08-01,473.5855104925579
1997-08-04,467.69603077012215
1997-08-05,462.9858068368673
1997-08-06,468.96838146183325
1997-08-07,470.7648173947337
1997-08-08,475.54180102084496
1997-08-11,467.5172376222364
1997-08-12,469.1727177161391
1997-08-13,469.2567059995062
1997-08-14,464.34447421241737
1997-08-15,466.6944540085297
1997-08-18,460.6711433930641
1997-08-19,460.97617188878445
1997-08-20,463.7880187795844
1997-08-21,465.3673395861571
1997-08-22,458.4495481634208
1997-08-25,456.38025144370215
1997-08-26,456.87281552557386
1997-08-27,452.6188177718943
1997-08-28,449.71356873698335
1997-08-29,441.84806292179036
1997-09-01,437.67791171740856
1997-09-02,440.6384020355509
1997-09-03,449.6400214662797
1997-09-04,448.3995875912094
1997-09-05,451.12591007726104
1997-09-08,450.86364226917334
1997-09-09,454.2432450175697
1997-09-10,452.25872784509636
1997-09-11,445.21075785008065
1997-09-12,442.6475731184847
1997-09-15,446.405307599364
1997-09-16,446.50437431016036
1997-09-17,447.7204875134299
1997-09-18,447.300795454675
1997-09-19,448.7116507637569
1997-09-22,450.12884399712163
1997-09-23,450.8364732595353
1997-09-24,459.405392135098
1997-09-25,458.6567777170378
1997-09-26,455.9670137237045
1997-09-29,455.37175167440057
1997-09-30,457.2825200813628
1997-10-01,457.5361054977949
1997-10-02,456.8509495471734
1997-10-03,458.82206594114643
1997-10-06,460.1506354637782
1997-10-07,458.4976225107456
1997-10-08,459.9828314478661
1997-10-09,454.248784889476
1997-10-10,453.3442143707769
1997-10-13,452.138837144908
1997-10-14,450.2517111627559
1997-10-15,450.3279520060494
1997-10-16,455.1492321705018
1997-10-17,448.294115521322
1997-10-20,443.5119654705934
1997-10-21,444.65511549476196
1997-10-22,445.20892673306815
1997-10-23,431.96214557206065
1997-10-24,432.938191176427
1997-10-27,423.5936490603068
1997-10-28,410.45544935168266
1997-10-29,426.297384451768
1997-10-30,420.5531329715358
1997-10-31,422.88644858344367
1997-11-03,426.51365139776317
1997-11-04,425.84812792874664
1997-11-05,425.190301875136
1997-11-06,422.6190181069804
1997-11-07,412.68725481876476
1997-11-10,409.66402261456113
1997-11-11,409.6246246261516
1997-11-12,401.54551537891
1997-11-13,401.8141354720414
1997-11-14,397.74390766150964
1997-11-17,413.04855063353375
1997-11-18,417.7148083713512
1997-11-19,407.4168210166878
1997-11-20,413.27453398453423
1997-11-21,420.09693740385563
1997-11-24,416.29603931662723
1997-11-25,405.78939524088
1997-11-26,406.54437175690674
1997-11-27,410.7591711163799
1997-11-28,411.91576931876955
1997-12-01,415.5962566295718
1997-12-02,417.640690555497
1997-12-03,416.05607367865883
1997-12-04,414.65121128232227
1997-12-05,414.0516203098158
1997-12-08,413.14977790351605
1997-12-09,415.3592937420836
1997-12-10,414.44915595698956
1997-12-11,405.69715801545993
1997-12-12,404.3902269846135
1997-12-15,403.340508293998
1997-12-16,404.466574423296
1997-12-17,415.3150220916575
1997-12-18,412.03349107799437
1997-12-19,401.7504205193681
1997-12-22,395.13320396399536
1997-12-23,397.7010894928448
1997-12-24,397.97737174310794
1997-12-25,398.17180907252686
1997-12-26,398.84362364432724
1997-12-29,403.1341657709794
1997-12-30,407.84450235058364
1997-12-31,407.2607455923577
1998-01-01,407.27618276620433
1998-01-02,406.61667612038815
1998-01-05,405.76999808682837
1998-01-06,402.9771484606402
1998-01-07,403.6668965174185
1998-01-08,401.0961211010167
1998-01-09,396.9196716886049
1998-01-12,384.7081705539285
1998-01-13,390.4191801889232
1998-01-14,396.38232871576014
1998-01-15,395.5935958069857
1998-01-16,406.93700865124146
1998-01-19,412.59286815470267
1998-01-20,413.3562879725375
1998-01-21,417.1579100696411
1998-01-22,417.56540406109326
1998-01-23,422.8847582685101
1998-01-26,427.491465649144
1998-01-27,430.80134532792846
1998-01-28,432.82936004719244
1998-01-29,430.7445971061965
1998-01-30,428.01007104989304
1998-02-02,433.36234384575243
1998-02-03,436.47227277610625
1998-02-04,438.6477125953604
1998-02-05,444.8667126540223
1998-02-06,445.3357132446303
1998-02-09,444.99173002834004
1998-02-10,447.5339323426428
1998-02-11,447.9440814759052
1998-02-12,446.90395024413596
1998-02-13,439.9339370332111
1998-02-16,439.1891401564701
1998-02-17,441.4891990970226
1998-02-18,442.5544232983063
1998-02-19,440.9833898181717
1998-02-20,440.50179886662187
1998-02-23,443.8458354648219
1998-02-24,440.88331927173647
1998-02-25,443.35955332713866
1998-02-26,448.139751827127
1998-02-27,453.7127776530988
1998-03-02,461.1847892459728
1998-03-03,460.2121651554252
1998-03-04,455.49905897817155
1998-03-05,448.071471564028
1998-03-06,453.6787495477227
1998-03-09,455.38833698210664
1998-03-10,456.028385922182
1998-03-11,453.180068817945
1998-03-12,453.2216445919416
1998-03-13,462.72376915924536
1998-03-16,460.5994646205326
1998-03-17,464.51005683166267
1998-03-18,458.16771218255485
1998-03-19,459.2551896941577
1998-03-20,461.9690381853435
1998-03-23,463.58010774129923
1998-03-24,465.0402382082471
1998-03-25,470.26208718197915
1998-03-26,472.1643945965668
1998-03-27,471.30709357560636
1998-03-30,463.12382482476505
1998-03-31,463.72505635247506
1998-04-01,463.9957433804049
1998-04-02,461.0935908126369
1998-04-03,461.32575470497477
1998-04-06,467.2082570898899
1998-04-07,467.8422655724504
1998-04-08,471.3726471792685
1998-04-09,478.0008783441003
1998-04-10,478.1998097769594
1998-04-13,477.21573321582287
1998-04-14,482.19416708662726
1998-04-15,484.3671488890647
1998-04-16,474.45783202099966
1998-04-17,473.77266728242734
1998-04-20,477.2465491213963
1998-04-21,480.40258996423125
1998-04-22,479.0803693055325
1998-04-23,475.4861528912684
1998-04-24,473.28267205879223
1998-04-27,460.5731894495615
1998-04-28,462.1807468544005
1998-04-29,461.82851289935064
1998-04-30,468.85276441141474
1998-05-01,471.8834628857498
1998-05-04,478.39848458710713
1998-05-05,477.939596995563
1998-05-06,475.8077033243678
1998-05-07,471.1840803350411
1998-05-08,472.5800203413561
1998-05-11,477.71446285013866
1998-05-12,474.5733652594373
1998-05-13,473.7763195819451
1998-05-14,472.81575171218446
1998-05-15,472.54668717866195
1998-05-18,465.3511862158963
1998-05-19,471.18561740653416
1998-05-20,476.95234528473827
1998-05-21,481.579603591147
1998-05-22,482.4508084023085
1998-05-25,482.2169910796553
1998-05-26,482.2554986475104
1998-05-27,472.88819661195305
1998-05-28,471.8053536351785
1998-05-29,472.4506938449929
1998-06-01,467.3866370595159
1998-06-02,470.81445435452775
1998-06-03,473.89474569615226
1998-06-04,473.75671476195987
1998-06-05,473.3521881342153
1998-06-08,474.35146917731237
1998-06-09,473.3009298542087
1998-06-10,466.7105597723971
1998-06-11,459.497089249056
1998-06-12,452.7489948829586
1998-06-15,441.6713977715737
1998-06-16,446.2496224959655
1998-06-17,460.00945757672946
1998-06-18,464.51002167997564
1998-06-19,467.0462204773429
1998-06-22,458.30480311149546
1998-06-23,458.16544748263294
1998-06-24,458.64034215753736
1998-06-25,463.92059371222206
1998-06-26,460.82285083035026
1998-06-29,464.2012605950568
1998-06-30,471.504463758988
1998-07-01,477.7537433882165
1998-07-02,476.591642887879
