Date,KOKUSAI INDEX (WORLD ex JP) IMI
1994-05-31,236.35422828712024
1994-06-30,230.7207194150381
1994-07-29,239.60010926107995
1994-08-31,248.75809568988092
1994-09-30,242.79929779495578
1994-10-31,248.45316408353793
1994-11-30,238.32461156220748
1994-12-30,240.69648120686054
1995-01-31,241.28294930064015
1995-02-28,249.37630968553145
1995-03-31,257.30277322200936
1995-04-28,264.21741710711797
1995-05-31,272.34790327457637
1995-06-30,277.9077622183817
1995-07-31,290.1430631039583
1995-08-31,287.4155772951179
1995-09-29,297.15252161602336
1995-10-31,294.7358978187229
1995-11-30,302.37229115213876
1995-12-29,308.9940348903951
1996-01-31,316.23246400697695
1996-02-29,321.9176963202366
1996-03-29,325.4603634349316
1996-04-30,331.72435219612953
1996-05-31,338.8283704538585
1996-06-28,338.38216301531145
1996-07-31,325.18425932278853
1996-08-30,335.73066122767824
1996-09-30,348.62559349971804
1996-10-31,355.823892275685
1996-11-29,377.16407828966055
1996-12-31,377.38675782810935
1997-01-01,377.38961627000015
1997-01-02,373.5480975207235
1997-01-03,376.7003934043822
1997-01-06,377.15883232771847
1997-01-07,379.2186714028912
1997-01-08,378.6355356514203
1997-01-09,380.5169263561305
1997-01-10,380.94945888456465
1997-01-13,381.8459069654626
1997-01-14,385.34854419866383
1997-01-15,385.891588198467
1997-01-16,387.3893910973485
1997-01-17,388.5756550389045
1997-01-20,388.50472406152767
1997-01-21,389.15122783479165
1997-01-22,390.2181529150925
1997-01-23,388.3705257201616
1997-01-24,385.44975534199995
1997-01-27,383.00514909630493
1997-01-28,382.7395913049938
1997-01-29,384.0330809254735
1997-01-30,387.53669140080234
1997-01-31,389.2245061350476
1997-02-03,389.2637829982104
1997-02-04,389.99050870682925
1997-02-05,388.24680597936833
1997-02-06,388.76331773384345
1997-02-07,390.8838195292506
1997-02-10,390.7662085323025
1997-02-11,390.9994989368741
1997-02-12,394.2539326684206
1997-02-13,396.99523986945985
1997-02-14,396.7384951587622
1997-02-17,396.1840485586197
1997-02-18,397.6881263066506
1997-02-19,397.12708070046205
1997-02-20,394.57176901294645
1997-02-21,394.3091273626881
1997-02-24,397.10738063764154
1997-02-25,398.5926273354646
1997-02-26,395.8699993582974
1997-02-27,392.89443846261156
1997-02-28,390.9693425100338
1997-03-03,391.32304136376985
1997-03-04,391.6986821771103
1997-03-05,394.5665254653657
1997-03-06,395.1400952948479
1997-03-07,396.8009388022547
1997-03-10,400.3855785817
1997-03-11,400.23586867879095
1997-03-12,396.9401334469
1997-03-13,392.3773318151321
1997-03-14,393.44207612951254
1997-03-17,392.15152282454585
1997-03-18,389.66281232955
1997-03-19,388.221787112403
1997-03-20,385.2741357569165
1997-03-21,386.6891294232204
1997-03-24,387.7106530119359
1997-03-25,389.13341748656904
1997-03-26,390.87229653711375
1997-03-27,387.6913738234655
1997-03-28,387.8119438173716
1997-03-31,383.2532367705928
1997-04-01,380.0615331251414
1997-04-02,377.1647550300716
1997-04-03,376.0773712758684
1997-04-04,378.7441187300806
1997-04-07,380.4969226352902
1997-04-08,381.54210650869214
1997-04-09,380.95864526655976
1997-04-10,380.0803355620922
1997-04-11,373.7280532981748
1997-04-14,373.8489559525576
1997-04-15,377.83195203792275
1997-04-16,380.1559109482297
1997-04-17,380.65691439564233
1997-04-18,381.99020225409095
1997-04-21,380.8184749843923
1997-04-22,383.68137414199015
1997-04-23,384.4091804821179
1997-04-24,384.0331518508361
1997-04-25,380.7240826953887
1997-04-28,382.33995401612367
1997-04-29,389.42865931197616
1997-04-30,392.05696263233006
1997-05-01,392.9212759864148
1997-05-02,397.6451418422307
1997-05-05,403.39979940921313
1997-05-06,404.86595733116275
1997-05-07,402.48174486065494
1997-05-08,404.05786275587496
1997-05-09,406.92441001764325
1997-05-12,411.06908864240273
1997-05-13,411.1137014214988
1997-05-14,412.70025274206984
1997-05-15,414.15929622376615
1997-05-16,412.41247128950846
1997-05-19,412.09013673313734
1997-05-20,414.406684445068
1997-05-21,415.99583847318706
1997-05-22,414.7267146503887
1997-05-23,418.34579409856735
1997-05-26,418.9304707107461
1997-05-27,418.8483936461343
1997-05-28,417.8669443942174
1997-05-29,416.9732227849635
1997-05-30,416.5208316562082
