Date,NORDIC COUNTRIES IMI
2007-05-31,1000.0
2007-06-01,1006.7163855179792
2007-06-04,1008.429821207635
2007-06-05,1009.0480731157593
2007-06-06,997.1962938113343
2007-06-07,971.1327640788846
2007-06-08,963.7213416431648
2007-06-11,972.0139021842954
2007-06-12,955.0936403700989
2007-06-13,958.6682842345696
2007-06-14,976.4061996988277
2007-06-15,992.2167890476636
2007-06-18,994.768648400611
2007-06-19,993.0736265743583
2007-06-20,1005.3417104817053
2007-06-21,990.653420877163
2007-06-22,992.7458306516627
2007-06-25,988.2386051490502
2007-06-26,982.8161019735437
2007-06-27,975.3350396401783
2007-06-28,994.5929608997661
2007-06-29,998.8071856346539
2007-07-02,1012.8567433734836
2007-07-03,1025.8387687389222
2007-07-04,1033.5016579367655
2007-07-05,1028.3617693091746
2007-07-06,1033.327075603286
2007-07-09,1038.5061787306074
2007-07-10,1038.2840257996204
2007-07-11,1042.461685737685
2007-07-12,1057.7692578247295
2007-07-13,1062.6430223159102
2007-07-16,1065.760694626832
2007-07-17,1059.2751992731294
2007-07-18,1054.9923168181297
2007-07-19,1063.107181607378
2007-07-20,1053.524693542827
2007-07-23,1054.5896930308884
2007-07-24,1038.145975449439
2007-07-25,1015.7571234583875
2007-07-26,987.3904117612914
2007-07-27,980.7231894575142
2007-07-30,990.406676265048
2007-07-31,1004.6245171859525
2007-08-01,981.6770507656366
2007-08-02,1001.4742459838052
2007-08-03,993.6948051981459
2007-08-06,978.5005625181371
2007-08-07,984.2737065559214
2007-08-08,1013.27020488081
2007-08-09,980.3510243728135
2007-08-10,948.1108858221822
2007-08-13,968.5699851552279
2007-08-14,958.4421397367066
2007-08-15,937.1986181963781
2007-08-16,894.2087827735078
2007-08-17,922.921516813192
2007-08-20,933.9131097063696
2007-08-21,928.7961465190581
2007-08-22,952.4404695192902
2007-08-23,959.5860734031926
2007-08-24,972.1873734682839
2007-08-27,971.3180334991874
2007-08-28,950.2922989544328
2007-08-29,963.4344870454531
2007-08-30,974.9920921207499
2007-08-31,986.767529950329
2007-09-03,989.66747532591
2007-09-04,995.8169422860205
2007-09-05,984.4738570367621
2007-09-06,992.6112473078214
2007-09-07,976.4981575087811
2007-09-10,966.6393204111256
2007-09-11,990.9541556686692
2007-09-12,997.0585957842035
2007-09-13,1006.4647434027535
2007-09-14,997.4970887523982
2007-09-17,985.567757785062
2007-09-18,998.0252383677264
2007-09-19,1041.7960924480071
2007-09-20,1043.4455608178516
2007-09-21,1050.8611096205957
2007-09-24,1047.7282447096907
2007-09-25,1036.0466296960396
2007-09-26,1047.5377213217441
2007-09-27,1061.0431853206035
2007-09-28,1069.0886277465884
2007-10-01,1076.1024599895059
2007-10-02,1067.6785869203181
2007-10-03,1066.6247936350373
2007-10-04,1060.9304303066285
2007-10-05,1073.3873445683341
2007-10-08,1065.2464170204305
2007-10-09,1070.9600769881943
2007-10-10,1081.9234251840899
2007-10-11,1104.507665204476
2007-10-12,1091.3274060461029
2007-10-15,1087.7620199184857
2007-10-16,1052.8444331343744
2007-10-17,1063.5119426983945
2007-10-18,1060.461989098828
2007-10-19,1049.6676198579894
2007-10-22,1019.134864564405
2007-10-23,1051.3332689838553
2007-10-24,1040.6122605412825
2007-10-25,1061.941752535876
2007-10-26,1073.6266456902724
2007-10-29,1080.0196437297843
2007-10-30,1074.9070829715806
2007-10-31,1086.2448629636835
2007-11-01,1069.5999331256303
2007-11-02,1063.6988463718283
2007-11-05,1063.3890857888725
2007-11-06,1084.0174713419296
2007-11-07,1092.325840953239
2007-11-08,1082.174560149853
2007-11-09,1054.1691243682565
2007-11-12,1035.7623563550062
2007-11-13,1033.7909130658593
2007-11-14,1048.0403077475041
2007-11-15,1024.7193842420563
2007-11-16,1011.9675700506834
2007-11-19,988.1581240004746
2007-11-20,1010.4861584351463
2007-11-21,983.7429217448686
2007-11-22,987.2948223777189
2007-11-23,997.5886623659724
2007-11-26,1009.2956963664279
2007-11-27,992.6301208210742
2007-11-28,1017.76542938788
2007-11-29,1022.9514145931587
2007-11-30,1024.806904135586
2007-12-03,1023.3242575012129
2007-12-04,1006.9539903156802
2007-12-05,1019.9442434203106
2007-12-06,1020.8802652253473
2007-12-07,1029.5551021248032
2007-12-10,1041.9397739223925
2007-12-11,1040.8432914714094
2007-12-12,1041.1156892491904
2007-12-13,1009.4622757601792
2007-12-14,996.7677752857825
2007-12-17,964.6640172444107
2007-12-18,960.4304553716132
2007-12-19,959.3673189553367
2007-12-20,959.4626874530547
2007-12-21,981.3470139403271
2007-12-24,982.9000500471515
2007-12-25,982.9000500471515
2007-12-26,991.4530252163462
2007-12-27,996.1044257796341
2007-12-28,1010.5347351466539
2007-12-31,1005.4788778367747
2008-01-01,1005.4788778367747
2008-01-02,999.3941866562833
2008-01-03,997.6915337722004
2008-01-04,971.7928731642149
2008-01-07,952.9932342575188
2008-01-08,963.6025747849458
2008-01-09,936.2669694877851
2008-01-10,927.7645622691817
2008-01-11,923.8323810040442
2008-01-14,942.3765585167647
2008-01-15,910.5178067745048
2008-01-16,881.2578944819197
2008-01-17,880.8185787244768
2008-01-18,863.7785036553752
2008-01-21,809.8145298712471
2008-01-22,841.6083960465043
2008-01-23,816.4002282908282
2008-01-24,873.2228691271076
2008-01-25,886.7473644937867
2008-01-28,872.7984650356614
2008-01-29,886.3662832284302
2008-01-30,887.4053696100702
2008-01-31,882.5032335368784
2008-02-01,908.6089618447683
2008-02-04,919.4677448016419
2008-02-05,878.3036848690169
2008-02-06,882.9329495907546
2008-02-07,855.0238378516362
2008-02-08,859.3560081764907
2008-02-11,856.0751982347889
2008-02-12,897.1984078580196
2008-02-13,899.1835597111243
2008-02-14,909.349130669103
2008-02-15,901.232784124474
2008-02-18,919.7539244578352
2008-02-19,931.1803011127855
2008-02-20,913.7233975231117
2008-02-21,931.7201827456535
2008-02-22,922.3646430868121
2008-02-25,937.8947691721194
2008-02-26,953.8172645963399
2008-02-27,972.1742642223672
2008-02-28,963.107433578069
2008-02-29,948.1670224661568
2008-03-03,935.8713690053678
2008-03-04,920.9562937138816
2008-03-05,941.1965240487833
2008-03-06,934.7202911315792
2008-03-07,919.0494871017802
2008-03-10,902.9633722005435
2008-03-11,907.3570411275957
2008-03-12,928.0367735531802
2008-03-13,920.1377376483055
2008-03-14,911.539340366495
2008-03-17,885.8920612422453
2008-03-18,912.636843777804
2008-03-19,890.7133965624466
2008-03-20,865.7523223273581
2008-03-21,865.7523223273581
2008-03-24,864.5345855798384
2008-03-25,911.5787467168925
2008-03-26,922.3302505964663
2008-03-27,938.741193624618
2008-03-28,939.0518639246409
2008-03-31,945.6822373815561
2008-04-01,960.1969781575193
2008-04-02,971.1532238659039
2008-04-03,965.7820431059283
2008-04-04,972.065192560788
2008-04-07,986.6152616968748
2008-04-08,976.4235537736391
2008-04-09,975.1371622680512
2008-04-10,971.3822717143286
2008-04-11,960.3037258761146
2008-04-14,953.7719108369431
2008-04-15,957.1623914974585
2008-04-16,987.379606429646
2008-04-17,955.9405359225432
2008-04-18,954.7482215284992
2008-04-21,964.5143277565692
2008-04-22,969.6948762301151
2008-04-23,970.5412768967525
2008-04-24,952.4727072453239
2008-04-25,969.9270375572215
2008-04-28,978.1980577983911
2008-04-29,963.0436599100832
2008-04-30,972.2356788660755
2008-05-01,963.8941651983608
2008-05-02,978.168469272659
2008-05-05,984.0674662967922
2008-05-06,987.2966756672959
2008-05-07,994.552007574793
2008-05-08,997.6788058875079
