Date,MSCI PACIFIC 1000 Index
2000-05-31,1000.0
2000-06-01,1004.8337427156793
2000-06-02,1022.9798369892076
2000-06-05,1055.5014084085735
2000-06-06,1069.65273946168
2000-06-07,1065.3998147638326
2000-06-08,1058.0138034882887
2000-06-09,1054.484881973377
2000-06-12,1057.8226164083082
2000-06-13,1044.795315222971
2000-06-14,1033.7078427236204
2000-06-15,1013.1234979944714
2000-06-16,1016.7040918874218
2000-06-19,1034.146101369535
2000-06-20,1052.055167484782
2000-06-21,1067.5002777180698
2000-06-22,1070.641776239133
2000-06-23,1060.8366216050665
2000-06-26,1043.087784481694
2000-06-27,1059.6939407060652
2000-06-28,1064.064637487737
2000-06-29,1078.1049790041116
2000-06-30,1069.5455596960676
2000-07-03,1075.9051044607336
2000-07-04,1074.8130828794283
2000-07-05,1065.864148881008
2000-07-06,1054.230337006716
2000-07-07,1057.0005866035442
2000-07-10,1075.204048894784
2000-07-11,1073.907093661743
2000-07-12,1059.6894816352483
2000-07-13,1043.7167389094718
2000-07-14,1047.2841533870512
2000-07-17,1040.9653947136674
2000-07-18,1023.3900591541144
2000-07-19,1022.831693839564
2000-07-20,1022.95822931708
2000-07-21,1008.9170599627743
2000-07-24,998.237152086163
2000-07-25,992.1418152430409
2000-07-26,992.8820105608307
2000-07-27,977.5442322412026
2000-07-28,959.2148722607473
2000-07-31,958.0571161741667
2000-08-01,974.2863622827027
2000-08-02,980.570597263901
2000-08-03,975.8827112170727
2000-08-04,967.8443952902386
2000-08-07,979.0344764400453
2000-08-08,977.7412867358363
2000-08-09,989.8315568704536
2000-08-10,988.5279485174337
2000-08-11,993.339222617596
2000-08-14,987.929829662167
2000-08-15,996.3942494185371
2000-08-16,999.9286120825686
2000-08-17,989.9838459867361
2000-08-18,995.9671307706692
2000-08-21,987.3804307181949
2000-08-22,999.9862940776601
2000-08-23,1011.6397926155222
2000-08-24,1017.4507556400021
2000-08-25,1029.460169766108
2000-08-28,1038.4090993258462
2000-08-29,1039.5896701443758
2000-08-30,1024.775239207513
2000-08-31,1018.7451370442672
2000-09-01,1026.4441036711223
2000-09-04,1026.0448491271243
2000-09-05,1016.3425673769667
2000-09-06,1009.3014310710106
2000-09-07,1014.7268946195932
2000-09-08,1019.2520585075387
2000-09-11,999.7345678471062
2000-09-12,987.7772466823761
