Date,ACWI ex PERU IMI
1995-05-31,1000.0
1995-06-30,1002.4149914051968
1995-07-31,1051.4328906516046
1995-08-31,1033.3160302355388
1995-09-29,1058.002582840997
1995-10-31,1036.780215448772
1995-11-30,1066.1130390411492
1995-12-29,1097.1579123352737
1996-01-31,1116.9290106191715
1996-02-29,1125.9324924555815
1996-03-29,1143.4268631193486
1996-04-30,1179.2796789324004
1996-05-31,1182.2252031902203
1996-06-28,1182.829609403179
1996-07-31,1131.8886761730703
1996-08-30,1149.2984405387597
1996-09-30,1187.2316241064357
1996-10-31,1185.2396909519402
1996-11-29,1238.782493770238
1996-12-31,1222.40397061709
1997-01-01,1222.4174896978802
1997-01-02,1213.719099601581
1997-01-03,1220.7348554529901
1997-01-06,1224.8393665102437
1997-01-07,1227.9117921779548
1997-01-08,1224.0362372010811
1997-01-09,1222.576748895336
1997-01-10,1216.9164059087404
1997-01-13,1224.369397675017
1997-01-14,1232.739598103739
1997-01-15,1234.6212050990055
1997-01-16,1240.548912787746
1997-01-17,1241.929962136543
1997-01-20,1237.1956032208664
1997-01-21,1237.1745276305385
1997-01-22,1242.0262653974198
1997-01-23,1235.6669786592279
1997-01-24,1227.4620811627483
1997-01-27,1217.6677343291462
1997-01-28,1216.568894473096
1997-01-29,1220.4308035214092
1997-01-30,1227.0626476244845
1997-01-31,1235.329178906802
1997-02-03,1234.851394380748
1997-02-04,1237.2081727411694
1997-02-05,1229.117189629581
1997-02-06,1229.7069149894833
1997-02-07,1232.4686904905104
1997-02-10,1236.95624321139
1997-02-11,1237.318898630058
1997-02-12,1246.7352790154805
1997-02-13,1254.3528044587965
1997-02-14,1255.2466260575602
1997-02-17,1254.5178411758102
1997-02-18,1257.0383228378353
1997-02-19,1256.09218040606
1997-02-20,1255.4653946656495
1997-02-21,1257.0212468195523
1997-02-24,1265.3209873489666
1997-02-25,1270.0948593582666
1997-02-26,1261.5642574893502
1997-02-27,1254.8405156666558
1997-02-28,1247.8313103918063
1997-03-03,1246.8485057880214
1997-03-04,1246.9169814631275
1997-03-05,1252.1339581343004
1997-03-06,1250.8601401565388
1997-03-07,1255.566338594113
1997-03-10,1264.6207613219722
1997-03-11,1265.4715055498145
1997-03-12,1255.4766100610257
1997-03-13,1241.9671885183823
1997-03-14,1243.5472568266848
1997-03-17,1240.653856336627
1997-03-18,1238.3420747051855
1997-03-19,1234.9935942184095
1997-03-20,1226.9438856667753
1997-03-21,1232.7124328508378
1997-03-24,1231.8774778301824
1997-03-25,1235.9831532292142
1997-03-26,1241.4916977011198
1997-03-27,1232.9774813892857
1997-03-28,1232.3040091968835
1997-03-31,1219.5157725454594
1997-04-01,1211.044875728299
1997-04-02,1206.7922999816615
1997-04-03,1203.855292321669
1997-04-04,1206.9541538203275
1997-04-07,1207.1002361886915
1997-04-08,1210.2795830370014
1997-04-09,1206.0698019342335
1997-04-10,1200.947237246864
1997-04-11,1186.8957952858298
1997-04-14,1184.639460493046
1997-04-15,1195.6247244349447
1997-04-16,1204.0264735007938
1997-04-17,1206.159857814537
1997-04-18,1212.00882468513
1997-04-21,1213.0157910904093
1997-04-22,1219.1098816520916
1997-04-23,1223.5406789190833
1997-04-24,1222.0898581725392
1997-04-25,1213.212093635671
1997-04-28,1215.7468235424733
1997-04-29,1231.9799013019167
1997-04-30,1242.3777688960631
1997-05-01,1247.3918126913804
1997-05-02,1259.7134771411465
1997-05-05,1273.6322434043454
1997-05-06,1284.771501366207
1997-05-07,1278.7615847643426
1997-05-08,1283.6713941985886
1997-05-09,1291.8032377144007
1997-05-12,1308.4673703923872
1997-05-13,1308.5622794218625
1997-05-14,1313.7171112836866
1997-05-15,1318.9926799785746
1997-05-16,1318.716522413206
1997-05-19,1318.033720117277
1997-05-20,1327.8350103110915
1997-05-21,1326.9567066126133
1997-05-22,1320.8824963904917
1997-05-23,1332.5823677269202
1997-05-26,1332.889441467093
1997-05-27,1331.0731898943473
1997-05-28,1333.9312491313644
1997-05-29,1331.1823561803274
1997-05-30,1327.6601834606158
1997-06-02,1330.8570008070449
1997-06-03,1332.9347099918982
1997-06-04,1331.3674042550822
1997-06-05,1336.5449561360447
1997-06-06,1347.115182867306
1997-06-09,1358.3592728350175
1997-06-10,1360.7228761463512
1997-06-11,1365.9951706269076
1997-06-12,1373.222502580606
1997-06-13,1379.8861266493434
1997-06-16,1386.4171879574033
1997-06-17,1383.3155511778573
1997-06-18,1381.6405185183867
1997-06-19,1388.7655757673112
1997-06-20,1388.61113012461
1997-06-23,1378.0509852204386
1997-06-24,1389.367098774537
1997-06-25,1395.2562448337767
1997-06-26,1393.2481083726493
1997-06-27,1390.5217430253588
1997-06-30,1389.3363440372284
1997-07-01,1395.0028293974694
1997-07-02,1404.2389759385019
1997-07-03,1419.99053379613
1997-07-04,1418.9049713932225
