Date,ACWI ex POLAND IMI
1994-05-31,1000.0
1994-06-30,1001.840111955985
1994-07-29,1017.5864945932404
1994-08-31,1050.993210220129
1994-09-30,1027.7479482259448
1994-10-31,1050.0302037117337
1994-11-30,999.6008005126569
1994-12-30,1008.7839003058848
1995-01-31,988.3164687762558
1995-02-28,994.0201823791737
1995-03-31,1038.9221744897084
1995-04-28,1070.9268530066288
1995-05-31,1077.799097404253
1995-06-30,1080.3801614531656
1995-07-31,1133.2488074254838
1995-08-31,1113.7424040302997
1995-09-29,1140.2907711575754
1995-10-31,1117.4091012330223
1995-11-30,1149.0226393486207
1995-12-29,1182.511579360078
1996-01-31,1203.7810592711376
1996-02-29,1213.4584168168765
1996-03-29,1232.2638612631765
1996-04-30,1270.919664008825
1996-05-31,1274.0806715252586
1996-06-28,1274.7010919608763
1996-07-31,1219.8656719205826
1996-08-30,1238.6135656586066
1996-09-30,1279.4646814816435
1996-10-31,1277.3003515980674
1996-11-29,1334.9401198511036
1996-12-31,1317.2753848463142
1997-01-01,1317.2899489217314
1997-01-02,1307.9247592899653
1997-01-03,1315.4985183577987
1997-01-06,1319.9262180200174
1997-01-07,1323.2335252650776
1997-01-08,1319.063759665308
1997-01-09,1317.484656854863
1997-01-10,1311.3833098403804
1997-01-13,1319.4136561799005
1997-01-14,1328.4524292469105
1997-01-15,1330.4768870226374
1997-01-16,1336.8478581688669
1997-01-17,1338.3408170825358
1997-01-20,1333.2412537064072
1997-01-21,1333.211965751394
1997-01-22,1338.4406396586392
1997-01-23,1331.5888952434218
1997-01-24,1322.741551489154
1997-01-27,1312.178295270299
1997-01-28,1311.0027517498984
1997-01-29,1315.172851291206
1997-01-30,1322.3243535789156
1997-01-31,1331.2377923584475
1997-02-03,1330.7131403998815
1997-02-04,1333.2690362713167
1997-02-05,1324.5566899700223
1997-02-06,1325.173196575187
1997-02-07,1328.1266302746212
1997-02-10,1332.9500615827642
1997-02-11,1333.3410616715814
1997-02-12,1343.4877581941648
1997-02-13,1351.6958516020989
1997-02-14,1352.6516802786434
1997-02-17,1351.8725532723242
1997-02-18,1354.5890901406265
1997-02-19,1353.584626105012
1997-02-20,1352.9105040218628
1997-02-21,1354.5891687459089
1997-02-24,1363.534762654305
1997-02-25,1368.695847658342
1997-02-26,1359.5105385466081
1997-02-27,1352.279687030385
1997-02-28,1344.7361594408644
1997-03-03,1343.6816318482533
1997-03-04,1343.7629912839773
1997-03-05,1349.389029580582
1997-03-06,1348.0235974773234
1997-03-07,1353.1025648199309
1997-03-10,1362.8611068870234
1997-03-11,1363.7827261842624
1997-03-12,1353.0024611192655
1997-03-13,1338.4479376294416
1997-03-14,1340.167132899026
1997-03-17,1337.0438886170423
1997-03-18,1334.5504072419583
1997-03-19,1330.9446561427062
1997-03-20,1322.2812959782927
1997-03-21,1328.5048969102093
1997-03-24,1327.6013373534563
1997-03-25,1332.0280176738493
1997-03-26,1337.9721252239644
1997-03-27,1328.7895477445227
1997-03-28,1328.0641269740083
1997-03-31,1314.3067816351058
1997-04-01,1305.190950345733
1997-04-02,1300.6271525606712
1997-04-03,1297.4599787019708
1997-04-04,1300.806916178342
1997-04-07,1300.9902620971911
1997-04-08,1304.417506062287
1997-04-09,1299.8837903302
1997-04-10,1294.3489325083945
1997-04-11,1279.2202000770735
1997-04-14,1276.7971537836709
1997-04-15,1288.6312808338253
1997-04-16,1297.6732724832768
1997-04-17,1299.9842173722636
1997-04-18,1306.2804963557498
1997-04-21,1307.347955655991
1997-04-22,1313.9153361564338
1997-04-23,1318.6883381624148
1997-04-24,1317.1222633021912
1997-04-25,1307.5691539737759
1997-04-28,1310.3123846888107
1997-04-29,1327.8107388317499
1997-04-30,1339.0161930099807
1997-05-01,1344.417990513883
1997-05-02,1357.6973091068242
1997-05-05,1372.686157763486
1997-05-06,1384.680796396047
1997-05-07,1378.2051771973022
1997-05-08,1383.5017621743013
1997-05-09,1392.259020110944
1997-05-12,1410.232837762751
1997-05-13,1410.3419046142883
1997-05-14,1415.89351338721
1997-05-15,1421.5659645952646
1997-05-16,1421.2573753912868
1997-05-19,1420.5191115576229
1997-05-20,1431.084654038426
1997-05-21,1430.151554658369
1997-05-22,1423.6242801805895
1997-05-23,1436.2460097610876
