Date,ACWI ex HONG KONG IMI
1994-05-31,1000.0
1994-06-30,1003.4211794522924
1994-07-29,1018.197303613107
1994-08-31,1051.3236128072206
1994-09-30,1028.0778148702
1994-10-31,1050.7607261902851
1994-11-30,1001.6385025792528
1994-12-30,1011.4484638005616
1995-01-31,992.2384127554441
1995-02-28,996.1478414041405
1995-03-31,1041.5364771584884
1995-04-28,1074.46923136987
1995-05-31,1079.4500601159182
1995-06-30,1082.209714034392
1995-07-31,1135.5212113199902
1995-08-31,1116.233761525116
1995-09-29,1142.2389474443096
1995-10-31,1118.790279843717
1995-11-30,1150.8431330645337
1995-12-29,1184.4467166593624
1996-01-31,1203.8246607455285
1996-02-29,1213.7819595325414
1996-03-29,1233.040979732816
1996-04-30,1272.076700070503
1996-05-31,1274.7050159387247
1996-06-28,1275.7700537869302
1996-07-31,1220.851955584786
1996-08-30,1239.199022749622
1996-09-30,1279.5098115468697
1996-10-31,1276.2652170512397
1996-11-29,1332.607800698608
1996-12-31,1314.7604424829242
1997-01-01,1314.7722297982714
1997-01-02,1305.6135257906678
1997-01-03,1313.2630311502303
1997-01-06,1317.428356899374
1997-01-07,1320.7408441395094
1997-01-08,1316.4616624453388
1997-01-09,1315.287660583069
1997-01-10,1309.1513548582684
1997-01-13,1317.1958521255806
1997-01-14,1326.3733640509984
1997-01-15,1327.7205096370446
1997-01-16,1334.1738867213107
1997-01-17,1335.682054064399
1997-01-20,1330.4700670705627
1997-01-21,1330.6101242058708
1997-01-22,1335.893093926236
1997-01-23,1329.1092195592996
1997-01-24,1320.4997294507464
1997-01-27,1309.9184407389198
1997-01-28,1308.492730956893
1997-01-29,1312.8981607192777
1997-01-30,1320.2069521244669
1997-01-31,1329.2743865854868
1997-02-03,1328.5779789399726
1997-02-04,1331.0341444712565
1997-02-05,1321.9860239029963
1997-02-06,1322.6220086482642
1997-02-07,1325.6301109993221
1997-02-10,1330.660561212547
1997-02-11,1331.3322536544788
1997-02-12,1341.6299787874768
1997-02-13,1350.3417045721042
1997-02-14,1351.580627957802
1997-02-17,1350.755311818058
1997-02-18,1353.6526691224487
1997-02-19,1352.6358261320315
1997-02-20,1351.3974620258916
1997-02-21,1353.034553489269
1997-02-24,1362.2373067009064
1997-02-25,1367.31729968954
1997-02-26,1357.9237366864083
1997-02-27,1350.4902374293315
1997-02-28,1343.0219340815916
1997-03-03,1341.7236681513332
1997-03-04,1341.8402760557515
1997-03-05,1347.6843124038962
1997-03-06,1346.3700957756878
1997-03-07,1351.671316735174
1997-03-10,1361.711225123459
1997-03-11,1362.7087109007987
1997-03-12,1351.997705254404
1997-03-13,1337.5126258011012
1997-03-14,1339.5619042816725
1997-03-17,1336.1549477667277
1997-03-18,1333.7875668739894
1997-03-19,1330.2502692405192
1997-03-20,1321.7756706309817
1997-03-21,1328.066238251296
1997-03-24,1326.7209824794236
1997-03-25,1331.171396040826
1997-03-26,1337.3032275735488
1997-03-27,1328.3252479422044
1997-03-28,1327.5883271713694
1997-03-31,1313.5969317204722
1997-04-01,1305.058937965254
1997-04-02,1300.3308695911105
1997-04-03,1297.2218629909792
1997-04-04,1300.3874375151531
1997-04-07,1300.4526004129716
1997-04-08,1303.7685957365088
1997-04-09,1299.1249849851035
1997-04-10,1293.5866809916583
1997-04-11,1277.9960822176736
1997-04-14,1275.8546554609861
1997-04-15,1287.8930262738725
1997-04-16,1296.731951393915
1997-04-17,1299.1927188095524
1997-04-18,1305.5085416883317
1997-04-21,1306.4987752262543
1997-04-22,1313.2670617467911
1997-04-23,1317.968909173266
1997-04-24,1316.3732745198881
1997-04-25,1306.8052622269227
1997-04-28,1309.6453517862656
1997-04-29,1327.4254136081647
1997-04-30,1338.4059406803156
1997-05-01,1343.5645142574997
1997-05-02,1357.0030685690626
1997-05-05,1371.7127854127468
1997-05-06,1383.6645769064673
1997-05-07,1377.0711118784923
1997-05-08,1382.3045306481508
1997-05-09,1390.9892442914168
1997-05-12,1409.1747014687796
1997-05-13,1409.288904921645
1997-05-14,1414.6273714274478
1997-05-15,1420.4337436456913
1997-05-16,1420.1352309061594
1997-05-19,1419.25707358203
1997-05-20,1429.8259572494776
1997-05-21,1428.8546690897444
1997-05-22,1422.2082606160486
1997-05-23,1434.892829279563
1997-05-26,1434.8280771875072
1997-05-27,1432.9622525332047
1997-05-28,1436.1373599036583
1997-05-29,1433.4190317908983
1997-05-30,1429.1680457357618
1997-06-02,1432.201542769109
1997-06-03,1434.785529992355
1997-06-04,1432.9114802088466
1997-06-05,1438.569431235508
1997-06-06,1450.3823995880075
1997-06-09,1462.7085608602467
1997-06-10,1465.5893366237824
1997-06-11,1471.5315994146574
1997-06-12,1480.3715050906794
1997-06-13,1487.3776011049931
1997-06-16,1494.0268274468765
1997-06-17,1490.7222789995142
1997-06-18,1488.9512905908532
1997-06-19,1496.1877359553353
1997-06-20,1494.9232762567892
1997-06-23,1483.5039905840724
1997-06-24,1496.078465201071
1997-06-25,1502.3614513662326
1997-06-26,1500.0663037575325
1997-06-27,1497.0009394425726
1997-06-30,1495.6908910984375
1997-07-01,1501.8978747500778
1997-07-02,1512.022057338148
1997-07-03,1529.598336807748
1997-07-04,1528.9120346352101
1997-07-07,1529.4689345967115
1997-07-08,1532.598983683776
1997-07-09,1525.6392705094775
1997-07-10,1528.9075833558632
1997-07-11,1531.2947128302496
1997-07-14,1534.1864871678542
1997-07-15,1530.4043259773846
1997-07-16,1547.9576922796819
1997-07-17,1544.892279022288
1997-07-18,1528.2392473683217
1997-07-21,1519.350097045831
1997-07-22,1536.8159352284595
1997-07-23,1543.901382621825
1997-07-24,1544.2273479161722
1997-07-25,1542.046052188778
1997-07-28,1539.1599302105383
1997-07-29,1543.19806956406
1997-07-30,1551.0162214769541
1997-07-31,1553.8867824469457
1997-08-01,1540.701774193889
1997-08-04,1535.4469005814015
1997-08-05,1533.0808932774607
1997-08-06,1545.575933368784
1997-08-07,1541.5891226962888
1997-08-08,1532.4273694029303
1997-08-11,1524.1798659909023
1997-08-12,1519.2537007035492
1997-08-13,1515.5377649063435
1997-08-14,1511.193840192779
1997-08-15,1498.2733171239001
1997-08-18,1493.726512905585
1997-08-19,1506.174665006599
1997-08-20,1519.0539283449982
1997-08-21,1512.9018036546343
1997-08-22,1501.331394799345
1997-08-25,1497.1703248806002
1997-08-26,1493.6583548568929
1997-08-27,1489.4776491517566
1997-08-28,1476.816677819733
1997-08-29,1464.1834026720146
1997-09-01,1458.3858020964094
1997-09-02,1480.208850924809
1997-09-03,1491.3585310358676
1997-09-04,1493.3371647426413
1997-09-05,1500.3008178845114
1997-09-08,1503.251328043622
1997-09-09,1509.180378281856
1997-09-10,1495.6089446977865
1997-09-11,1480.509281985987
1997-09-12,1487.6379700674777
1997-09-15,1489.8377192029916
1997-09-16,1506.7309981646845
1997-09-17,1510.2417621043658
1997-09-18,1514.7341521257044
1997-09-19,1517.9585617336938
1997-09-22,1523.796895337115
1997-09-23,1522.3821317987167
1997-09-24,1529.487618093251
1997-09-25,1524.3821637509911
1997-09-26,1527.9378381978067
1997-09-29,1533.7529610126312
1997-09-30,1534.4919291734775
1997-10-01,1540.4202283569543
1997-10-02,1544.2570765826476
1997-10-03,1550.5125630005712
1997-10-06,1557.2423568941513
1997-10-07,1563.004391582851
1997-10-08,1559.8722389932936
1997-10-09,1552.3836622018516
1997-10-10,1549.4423362900195
1997-10-13,1550.802420293805
1997-10-14,1549.668848013515
1997-10-15,1546.7318047318277
1997-10-16,1544.1245163070591
1997-10-17,1524.715297219177
1997-10-20,1526.4461703962809
1997-10-21,1542.622929648086
1997-10-22,1540.4235748795472
1997-10-23,1505.281821112896
1997-10-24,1497.566166735382
1997-10-27,1429.8822943665318
1997-10-28,1438.1042393275643
1997-10-29,1460.1456721458642
1997-10-30,1437.2600864724586
1997-10-31,1450.5765164131121
1997-11-03,1477.0355573217253
1997-11-04,1480.5230505289014
1997-11-05,1482.4314762513993
1997-11-06,1475.7683295933696
1997-11-07,1449.093391657489
1997-11-10,1441.7993841904115
1997-11-11,1442.7036591925691
1997-11-12,1414.2776598195917
1997-11-13,1419.0774377633772
1997-11-14,1423.1427003797173
1997-11-17,1457.9958262701439
1997-11-18,1456.4533879409685
1997-11-19,1446.0721222408401
1997-11-20,1463.990004109625
1997-11-21,1477.305520472529
1997-11-24,1457.4654177273617
1997-11-25,1444.5293970442983
1997-11-26,1445.8773388614081
1997-11-27,1452.4113224176513
1997-11-28,1455.8363055122347
1997-12-01,1474.093611669562
1997-12-02,1476.132287028706
1997-12-03,1478.9344315019707
1997-12-04,1478.429616668052
1997-12-05,1485.102339070328
1997-12-08,1486.3281911343338
1997-12-09,1481.753389155196
1997-12-10,1474.0227845675058
1997-12-11,1447.3697436544285
1997-12-12,1443.1149139729937
1997-12-15,1447.1208710009955
1997-12-16,1455.2497500462762
1997-12-17,1470.1390221257927
1997-12-18,1458.440459763615
1997-12-19,1436.9334756460987
1997-12-22,1433.8335850383164
1997-12-23,1428.556771249173
1997-12-24,1424.5182841438107
1997-12-25,1424.7457029289199
1997-12-26,1429.3287954758766
1997-12-29,1449.9173148542116
1997-12-30,1468.6878107248635
1997-12-31,1469.620116235202
1998-01-01,1469.645282803341
1998-01-02,1471.0864218211518
1998-01-05,1472.710392080932
1998-01-06,1458.711323891243
1998-01-07,1454.7170617379916
1998-01-08,1442.8286743174467
1998-01-09,1411.9910899684076
1998-01-12,1398.5516672498895
1998-01-13,1419.4254934552662
1998-01-14,1432.9477428347698
1998-01-15,1428.4149768046511
1998-01-16,1454.3592187740865
1998-01-19,1463.7292581982056
1998-01-20,1475.2166865285576
1998-01-21,1474.5178073287627
1998-01-22,1469.0595897960295
1998-01-23,1471.184491691026
1998-01-26,1476.6443362332116
1998-01-27,1489.3356586303003
1998-01-28,1499.8916822703472
1998-01-29,1504.0920589662558
1998-01-30,1499.4246983875257
1998-02-02,1524.5868163037983
1998-02-03,1535.0216682138316
1998-02-04,1539.8352934410093
1998-02-05,1548.153848307889
1998-02-06,1555.593911764724
1998-02-09,1552.0168583247773
1998-02-10,1562.0941645105981
1998-02-11,1565.3185632612779
1998-02-12,1565.1857898416315
1998-02-13,1554.5958260550735
1998-02-16,1554.4415635782107
1998-02-17,1560.3676038855704
1998-02-18,1569.2185664426904
1998-02-19,1565.961340531867
1998-02-20,1569.2950642138646
1998-02-23,1577.4595782094427
1998-02-24,1567.756924897238
1998-02-25,1582.4693851618767
1998-02-26,1594.7800853571166
1998-02-27,1603.2926548542862
1998-03-02,1615.1699280417263
1998-03-03,1616.1228991913179
1998-03-04,1604.1535365702618
1998-03-05,1584.3316567680238
1998-03-06,1607.9492455010022
1998-03-09,1608.65054740403
1998-03-10,1620.021722126427
1998-03-11,1622.3056391170985
1998-03-12,1624.4319338855742
1998-03-13,1637.57198352372
1998-03-16,1641.9545928469793
1998-03-17,1649.5252191551704
1998-03-18,1646.7206443364678
1998-03-19,1653.4057486368738
1998-03-20,1661.632994055008
1998-03-23,1664.3073961276423
1998-03-24,1672.8526585262189
1998-03-25,1678.3906896161552
1998-03-26,1680.1620570117752
1998-03-27,1677.065018840879
1998-03-30,1663.6547165932304
1998-03-31,1670.7977381492642
1998-04-01,1677.9104351535675
1998-04-02,1681.5729071746923
1998-04-03,1682.8656286435375
1998-04-06,1689.8861951849112
1998-04-07,1682.66835782384
1998-04-08,1681.8191747543297
1998-04-09,1698.227626547615
1998-04-10,1698.454459837588
1998-04-13,1696.603547951149
1998-04-14,1710.8507822590113
1998-04-15,1717.391507541645
1998-04-16,1695.9922528843874
1998-04-17,1702.8775400527895
1998-04-20,1709.0086022125765
1998-04-21,1714.9505156576095
