Date,ACWI ex AUSTRALIA IMI
2007-05-31,1000.0
2007-06-01,1006.2084318879092
2007-06-04,1008.9614623002359
2007-06-05,1005.7786147306344
2007-06-06,995.1552509191655
2007-06-07,981.2406758387251
2007-06-08,981.400076178137
2007-06-11,985.1766793153886
2007-06-12,977.3164789930129
2007-06-13,984.2406594313561
2007-06-14,993.7286238433908
2007-06-15,1003.9865371062767
2007-06-18,1005.006969492167
2007-06-19,1005.0457568881176
2007-06-20,999.9982907700215
2007-06-21,999.9050758988673
2007-06-22,992.9031687388969
2007-06-25,989.4738298354188
2007-06-26,985.8680862994587
2007-06-27,986.9237279806973
2007-06-28,992.2749206204
2007-06-29,995.7648196884966
2007-07-02,1005.489985108377
2007-07-03,1011.2632677952265
2007-07-04,1013.5558224585114
2007-07-05,1011.9258646433359
2007-07-06,1016.9321191107989
2007-07-09,1020.4315705041224
2007-07-10,1012.795785953523
2007-07-11,1014.1971656932885
2007-07-12,1027.6532514791036
2007-07-13,1033.5758983858889
2007-07-16,1032.0689396179068
2007-07-17,1030.682082378306
2007-07-18,1025.8235880810057
2007-07-19,1032.9036665683957
2007-07-20,1025.963782346857
2007-07-23,1028.7065801167757
2007-07-24,1014.2729877306003
2007-07-25,1009.2472220674568
2007-07-26,986.8883228328075
2007-07-27,971.2866219657484
2007-07-30,977.4134501845236
2007-07-31,979.7897707395933
2007-08-01,972.045553851556
2007-08-02,977.0936447939658
2007-08-03,963.4224796415568
2007-08-06,968.3697469654119
2007-08-07,973.8193087956662
2007-08-08,990.774426974903
2007-08-09,970.1137027436606
2007-08-10,955.2920922229271
2007-08-13,960.2874077303237
2007-08-14,946.3219687587258
2007-08-15,931.8138598608226
2007-08-16,916.3003586962258
2007-08-17,930.3572047013647
2007-08-20,937.6628780141529
2007-08-21,940.4843513418674
2007-08-22,953.7501442645506
2007-08-23,958.6793360641624
2007-08-24,966.7471083546881
2007-08-27,965.3527333175083
2007-08-28,948.6746134652998
2007-08-29,958.6316929728548
2007-08-30,961.4950753850419
2007-08-31,975.7632980748076
2007-09-03,976.8118911779346
2007-09-04,982.3989733855379
2007-09-05,972.3924782659594
2007-09-06,977.1049805199773
2007-09-07,964.7941405629236
2007-09-10,958.6057325565196
2007-09-11,971.7551918511706
2007-09-12,973.976661592942
2007-09-13,979.6326149185379
2007-09-14,978.4819516158602
2007-09-17,970.499070882316
2007-09-18,986.7201131401499
2007-09-19,1005.9428210909364
2007-09-20,1005.9154641156897
2007-09-21,1009.1851713236717
2007-09-24,1008.4373442456849
2007-09-25,1006.8584680823632
2007-09-26,1012.0678786682822
2007-09-27,1022.0848726769187
2007-09-28,1023.2189147781352
2007-10-01,1033.439075399032
2007-10-02,1036.601153561461
2007-10-03,1034.4377760074353
2007-10-04,1034.5315328209742
2007-10-05,1044.9909810746155
2007-10-08,1040.3801659647613
2007-10-09,1048.1412963553485
2007-10-10,1050.710024907227
2007-10-11,1054.3229804396678
2007-10-12,1053.436630814169
2007-10-15,1048.704183642243
2007-10-16,1038.4791577368617
2007-10-17,1041.782264347555
2007-10-18,1042.8934930091134
2007-10-19,1025.4061426443554
2007-10-22,1016.6325982816488
2007-10-23,1029.954686039594
2007-10-24,1026.1647767456327
2007-10-25,1031.6341623124385
2007-10-26,1046.7085863218442
2007-10-29,1056.1005413180853
2007-10-30,1050.967119968432
2007-10-31,1062.716855929887
2007-11-01,1044.674629234983
2007-11-02,1040.499972326197
2007-11-05,1031.4945881820129
2007-11-06,1042.6644145672635
2007-11-07,1029.2441294772314
2007-11-08,1023.3919913332223
2007-11-09,1010.2875531359604
2007-11-12,994.6078778305091
2007-11-13,1009.1180243718163
2007-11-14,1015.6030505296281
2007-11-15,1001.8909108266128
2007-11-16,998.0883647046579
2007-11-19,980.8724119323547
2007-11-20,989.2433070101733
2007-11-21,970.4254311469635
2007-11-22,972.6438172439032
2007-11-23,984.3076388851279
2007-11-26,977.148851396274
2007-11-27,981.1225067077703
2007-11-28,1000.660884040167
2007-11-29,1007.6826729598496
2007-11-30,1014.54519081789
2007-12-03,1010.6581363239449
2007-12-04,1004.7005963773588
2007-12-05,1016.5726310197975
2007-12-06,1025.6554289439875
2007-12-07,1028.9549945704273
2007-12-10,1034.7074229535096
2007-12-11,1021.8446916229299
2007-12-12,1023.3389427728463
2007-12-13,1008.8504696895246
2007-12-14,996.7581143834079
2007-12-17,976.738871913711
2007-12-18,980.0695061692433
2007-12-19,978.536170619438
2007-12-20,981.4835373158514
2007-12-21,996.3270607077479
2007-12-24,1003.2441514072484
2007-12-25,1004.9263168662194
2007-12-26,1008.8112375933372
2007-12-27,1004.0196738733048
2007-12-28,1006.7243287174149
2007-12-31,1003.3744674797696
2008-01-01,1003.4393567629025
2008-01-02,996.4590200061974
2008-01-03,994.3201314188806
2008-01-04,974.7511390513536
2008-01-07,969.820954151769
2008-01-08,964.3001243331328
2008-01-09,966.1289406312427
2008-01-10,965.6502127876312
2008-01-11,956.9308571917577
2008-01-14,965.3965517224962
2008-01-15,942.9971305750314
2008-01-16,925.7241217207373
2008-01-17,913.1482968972105
2008-01-18,906.8385019544799
2008-01-21,878.2363970250078
2008-01-22,874.664769591418
2008-01-23,879.333934884212
2008-01-24,904.4423707505997
2008-01-25,905.7101275964283
