Date,GOLDEN DRAGON IMI
2007-05-31,1000.0
2007-06-01,1008.4748345973653
2007-06-04,1012.9521039194791
2007-06-05,1017.7295316243195
2007-06-06,1018.327998560614
2007-06-07,1018.5620168065277
2007-06-08,1008.4594093303181
2007-06-11,1014.2583578952585
2007-06-12,1016.3181858577641
2007-06-13,1014.5720675593352
2007-06-14,1029.1015995877337
2007-06-15,1040.7650475991063
2007-06-18,1056.726771314907
2007-06-19,1057.2526817238615
2007-06-20,1069.2455580264939
2007-06-21,1084.5854212080271
2007-06-22,1087.1502112670175
2007-06-25,1084.6868967030825
2007-06-26,1077.972995522805
2007-06-27,1073.7947920463248
2007-06-28,1082.7892097241358
2007-06-29,1080.3664104143124
2007-07-02,1084.223084842982
2007-07-03,1103.4040096229953
2007-07-04,1110.4877962810526
2007-07-05,1118.5127896827964
2007-07-06,1127.3083530819254
2007-07-09,1150.707744586127
2007-07-10,1154.840984964495
2007-07-11,1142.1041917010277
2007-07-12,1148.012757313454
2007-07-13,1162.2228434529734
2007-07-16,1152.7185494763892
2007-07-17,1160.3849173536248
2007-07-18,1149.7709375708744
2007-07-19,1154.9607464198782
2007-07-20,1175.0494886789293
2007-07-23,1182.9152198332094
2007-07-24,1196.1778862028334
2007-07-25,1192.7188520504592
2007-07-26,1180.6328271999248
2007-07-27,1138.3294865074
2007-07-30,1139.9505904992027
2007-07-31,1165.3682451998454
2007-08-01,1120.613916544745
2007-08-02,1119.5568481624402
2007-08-03,1127.1550498016406
2007-08-06,1098.0578408586666
2007-08-07,1089.464739843951
2007-08-08,1122.5327906612133
2007-08-09,1129.7085521590996
2007-08-10,1094.920007013884
2007-08-13,1096.216341321474
2007-08-14,1097.8466912955607
2007-08-15,1060.9986091525714
2007-08-16,1011.0901942327316
2007-08-17,990.6956806671167
2007-08-20,1053.6122757647108
2007-08-21,1063.8462857058341
2007-08-22,1082.8333920907723
2007-08-23,1116.1362814207828
2007-08-24,1115.6045287202205
2007-08-27,1147.6138115649126
2007-08-28,1141.3799251585633
2007-08-29,1121.6601628202054
2007-08-30,1143.3462785409004
2007-08-31,1172.509831762106
2007-09-03,1172.90808275113
2007-09-04,1170.7406539675424
2007-09-05,1174.8374630442918
2007-09-06,1182.1896040664794
2007-09-07,1184.4949882023602
2007-09-10,1183.0878156160727
2007-09-11,1182.4864783073826
2007-09-12,1195.2991915534908
2007-09-13,1196.1272325902564
2007-09-14,1214.6899215280598
2007-09-17,1200.631985118149
2007-09-18,1200.87892896942
2007-09-19,1232.5437853253065
2007-09-20,1243.2764838350467
2007-09-21,1254.8956331028114
2007-09-24,1280.917595801454
2007-09-25,1278.0841315951227
2007-09-26,1285.6474692115721
2007-09-27,1317.054911812564
2007-09-28,1327.4801826123685
2007-10-01,1331.088034881054
2007-10-02,1375.2758439545742
2007-10-03,1350.0167487507454
2007-10-04,1321.115902230031
2007-10-05,1352.614008848117
2007-10-08,1354.2009923205992
2007-10-09,1363.4322034236445
2007-10-10,1379.079038573407
2007-10-11,1409.0644691447903
2007-10-12,1392.050420334972
2007-10-15,1415.6934378726864
2007-10-16,1405.350352382436
2007-10-17,1410.4070950060714
2007-10-18,1421.3259708135272
2007-10-19,1420.6101830501793
2007-10-22,1373.7179785370554
2007-10-23,1408.7782298035204
2007-10-24,1405.4259711656189
2007-10-25,1421.839139161879
2007-10-26,1440.734330446607
2007-10-29,1484.1020077375283
2007-10-30,1482.0535367378397
2007-10-31,1470.148342206151
2007-11-01,1471.2105254576052
2007-11-02,1425.2817885393952
2007-11-05,1377.2895282642744
2007-11-06,1387.6292601290834
2007-11-07,1399.2453185313818
2007-11-08,1350.6232885338713
2007-11-09,1348.543876045105
2007-11-12,1289.6444471377736
2007-11-13,1290.3702363476705
2007-11-14,1346.9656509001957
2007-11-15,1332.0039105761073
2007-11-16,1290.2364182154363
2007-11-19,1281.2667839214423
2007-11-20,1291.7048232598556
2007-11-21,1247.3233189040407
2007-11-22,1224.7863358830557
2007-11-23,1226.5785733397088
2007-11-26,1270.5681589892495
2007-11-27,1252.4421137123531
2007-11-28,1256.1741890812493
2007-11-29,1300.679316920549
2007-11-30,1318.316786477757
2007-12-03,1320.6373128762707
2007-12-04,1326.6085418635873
2007-12-05,1344.08252853258
2007-12-06,1350.4167509578824
2007-12-07,1333.2592423154683
2007-12-10,1313.93804308216
2007-12-11,1335.3015013156619
2007-12-12,1304.128706511953
2007-12-13,1263.3733237124657
2007-12-14,1248.745721632175
2007-12-17,1202.1154858639436
2007-12-18,1202.045687101697
2007-12-19,1226.1894927729022
2007-12-20,1220.8943913433918
2007-12-21,1243.8009623926941
2007-12-24,1271.9261503816049
2007-12-25,1273.2346331835602
2007-12-26,1272.5111390449156
2007-12-27,1276.3399646487258
2007-12-28,1266.3961705698416
2007-12-31,1287.1053734359728
2008-01-01,1287.1053734359728
2008-01-02,1272.006100551536
2008-01-03,1245.1013238669527
2008-01-04,1267.2359915555667
2008-01-07,1239.287114753037
2008-01-08,1239.814813908436
2008-01-09,1261.0213586740367
2008-01-10,1250.54946626045
2008-01-11,1241.4846622128102
2008-01-14,1231.9377181347875
2008-01-15,1223.2604623968011
2008-01-16,1164.9997979529232
2008-01-17,1175.7214533128758
2008-01-18,1179.6064272839221
2008-01-21,1131.54959535897
2008-01-22,1038.5541800914664
2008-01-23,1093.4991312268705
2008-01-24,1084.6537612759146
2008-01-25,1143.8730192969365
2008-01-28,1098.7559629335005
2008-01-29,1109.483904460398
2008-01-30,1087.209520972788
2008-01-31,1085.123358081171
2008-02-01,1112.1976290483615
2008-02-04,1145.818351153191
2008-02-05,1143.9419040496707
2008-02-06,1103.3094063217247
2008-02-07,1103.4193610089271
2008-02-08,1103.4480501721432
2008-02-11,1080.0183576704635
2008-02-12,1084.8203303766227
2008-02-13,1093.6380041948537
2008-02-14,1133.9634457184775
2008-02-15,1143.0419247784366
2008-02-18,1135.0027359573855
2008-02-19,1152.6988983860679
2008-02-20,1130.772162305525
2008-02-21,1140.40261408773
2008-02-22,1132.6577205383212
