Date,ACWI ex NEW ZEALAND IMI
1994-05-31,1000.0
1994-06-30,1001.9528115752232
1994-07-29,1017.6842298582562
1994-08-31,1051.0486927604518
1994-09-30,1027.8223028971931
1994-10-31,1050.0537237884907
1994-11-30,999.5659526867252
1994-12-30,1008.8079808193022
1995-01-31,988.2825258660432
1995-02-28,993.9583207965824
1995-03-31,1038.8527553150514
1995-04-28,1070.7531671799084
1995-05-31,1077.6696932979667
1995-06-30,1080.3265409201433
1995-07-31,1133.1610731550713
1995-08-31,1113.689343677402
1995-09-29,1140.2625698178197
1995-10-31,1117.2168109269803
1995-11-30,1148.9309109694193
1995-12-29,1182.437672241556
1996-01-31,1203.7836729216795
1996-02-29,1213.4490504954026
1996-03-29,1232.2222210370153
1996-04-30,1270.9414128524384
1996-05-31,1274.2220306702322
1996-06-28,1274.815526126962
1996-07-31,1219.798813781154
1996-08-30,1238.5119613641352
1996-09-30,1279.439758971898
1996-10-31,1277.0660243728514
1996-11-29,1334.7366791035222
1996-12-31,1317.047958649947
1997-01-01,1317.0625434880071
1997-01-02,1307.683236225632
1997-01-03,1315.259267658625
1997-01-06,1319.661850944085
1997-01-07,1322.9641283519932
1997-01-08,1318.8144619969946
1997-01-09,1317.2349584784017
1997-01-10,1311.1315277295623
1997-01-13,1319.1856450569182
1997-01-14,1328.23614213199
1997-01-15,1330.234122951335
1997-01-16,1336.6119623089608
1997-01-17,1338.1034883692257
1997-01-20,1332.9886695473926
1997-01-21,1332.9826219369083
1997-01-22,1338.220044851979
1997-01-23,1331.402099187654
1997-01-24,1322.579949409088
1997-01-27,1312.0292559074442
1997-01-28,1310.861301636569
1997-01-29,1315.0077956812133
1997-01-30,1322.1541377555334
1997-01-31,1331.092199622539
1997-02-03,1330.5882317442272
1997-02-04,1333.1862094526095
1997-02-05,1324.4664380613704
1997-02-06,1325.1015120415884
1997-02-07,1328.0968057056323
1997-02-10,1332.9249717157238
1997-02-11,1333.3250226726286
1997-02-12,1343.4766461361899
1997-02-13,1351.6517681164864
1997-02-14,1352.640168907591
1997-02-17,1351.8556042600487
1997-02-18,1354.5935374522587
1997-02-19,1353.5863846955726
1997-02-20,1352.8953079362702
1997-02-21,1354.5958801200388
1997-02-24,1363.5385209152732
1997-02-25,1368.7198707379962
1997-02-26,1359.5388810231625
1997-02-27,1352.3195593204362
1997-02-28,1344.7443574321392
1997-03-03,1343.6515692357004
1997-03-04,1343.7066349126153
1997-03-05,1349.3530970847123
1997-03-06,1347.9790182087706
1997-03-07,1353.0540309718192
1997-03-10,1362.8409873702515
1997-03-11,1363.7696428189927
1997-03-12,1352.9775135831624
1997-03-13,1338.431296170112
1997-03-14,1340.1627510468697
1997-03-17,1337.034445845218
1997-03-18,1334.5662961716412
1997-03-19,1330.9599069488295
1997-03-20,1322.2695795003726
1997-03-21,1328.468546523184
1997-03-24,1327.569989908969
1997-03-25,1332.0075745328718
1997-03-26,1337.970594519728
1997-03-27,1328.7373970637911
1997-03-28,1328.0120441638908
1997-03-31,1314.2349980341874
1997-04-01,1305.1102888030214
1997-04-02,1300.5193514105706
1997-04-03,1297.3535089056638
1997-04-04,1300.7143339799284
1997-04-07,1300.9055770361413
1997-04-08,1304.344405706309
1997-04-09,1299.7975227340673
1997-04-10,1294.244322322913
1997-04-11,1279.0834865186293
1997-04-14,1276.659272016661
1997-04-15,1288.5122549545756
1997-04-16,1297.5642011681507
1997-04-17,1299.8666080373541
1997-04-18,1306.1659636514705
1997-04-21,1307.2376629237904
1997-04-22,1313.8140031341559
1997-04-23,1318.6007252583465
1997-04-24,1317.034470143908
1997-04-25,1307.4544077889225
1997-04-28,1310.1997421819506
1997-04-29,1327.713985592581
1997-04-30,1338.9244508508498
1997-05-01,1344.3418755401524
1997-05-02,1357.6239053897618
1997-05-05,1372.640595732061
1997-05-06,1384.6348471115327
1997-05-07,1378.1268836744173
1997-05-08,1383.4306950808943
1997-05-09,1392.20390826159
1997-05-12,1410.1794834580012
1997-05-13,1410.2881668263917
1997-05-14,1415.8494820239268
1997-05-15,1421.5252576822957
1997-05-16,1421.2228525687367
1997-05-19,1420.5013773089206
1997-05-20,1431.092501068969
1997-05-21,1430.1463387148792
1997-05-22,1423.5955021501204
1997-05-23,1436.2426432625612
1997-05-26,1436.5586803793283
