Date,KUKJE (ACWI ex KOREA) IMI
2002-05-31,1000.0
2002-06-03,985.8786566517036
2002-06-04,980.7479994023394
2002-06-05,981.1973169331565
2002-06-06,970.7095099298934
2002-06-07,966.1088778763253
2002-06-10,967.0547723234456
2002-06-11,958.6954146754317
2002-06-12,956.6690578949165
2002-06-13,946.7801932613577
2002-06-14,938.5121787660023
2002-06-17,957.8306631728595
2002-06-18,959.3847374959257
2002-06-19,945.8623220173581
2002-06-20,936.5343262935451
2002-06-21,927.8125727427324
2002-06-24,925.6169404909529
2002-06-25,920.0226047624919
2002-06-26,916.0342251844185
2002-06-27,927.0969298529023
2002-06-28,938.9395514033349
2002-07-01,927.3034763016203
2002-07-02,907.4977054637645
2002-07-03,903.1935386225064
2002-07-04,906.6873391375817
2002-07-05,933.9973071373039
2002-07-08,930.7006334539486
2002-07-09,919.0714536737147
2002-07-10,893.0248046488986
2002-07-11,885.8665089950617
2002-07-12,884.0573031594749
2002-07-15,872.5065713212464
2002-07-16,864.0477910704858
2002-07-17,872.8979882304881
2002-07-18,864.7246322992239
2002-07-19,837.5208627466718
2002-07-22,808.7110299846214
2002-07-23,787.8149404356797
2002-07-24,806.9431713756175
2002-07-25,812.5150771679547
2002-07-26,814.9741748915026
2002-07-29,850.1297336887955
2002-07-30,856.1277960702905
2002-07-31,858.7064780827341
2002-08-01,836.3689963817224
2002-08-02,825.2386270344823
2002-08-05,802.071540276576
2002-08-06,815.8621453938678
2002-08-07,827.1476525409704
2002-08-08,849.1231736539418
2002-08-09,856.6635579750638
2002-08-12,850.3864563990179
2002-08-13,841.5090326414105
2002-08-14,858.2377826433149
2002-08-15,869.4961825953711
2002-08-16,871.6597167593584
2002-08-19,885.1729439614554
2002-08-20,875.2253975444788
2002-08-21,885.940038838336
2002-08-22,896.0771061526937
2002-08-23,881.6030954897583
2002-08-26,885.9279104675387
2002-08-27,883.3921189216302
2002-08-28,864.9628345114655
2002-08-29,861.3512098700213
2002-08-30,861.4187509335273
2002-09-02,857.7575226969097
2002-09-03,830.005670982471
2002-09-04,836.5506635652584
2002-09-05,828.2924374248934
2002-09-06,840.3522979288468
2002-09-09,842.9027311665106
2002-09-10,849.8697912623716
2002-09-11,853.8751863356259
2002-09-12,835.9128606075407
2002-09-13,832.1064394153024
2002-09-16,829.3013930733189
2002-09-17,819.5437985359432
2002-09-18,810.8793859664645
2002-09-19,795.3905850869177
2002-09-20,793.8180361525204
2002-09-23,779.9028462689207
2002-09-24,768.1135560564074
2002-09-25,780.6572492681363
2002-09-26,798.0916266772562
2002-09-27,785.2361893553307
2002-09-30,772.3718386441004
2002-10-01,788.6752061885472
2002-10-02,781.8971531956212
2002-10-03,773.7997140709356
2002-10-04,758.898764940276
2002-10-07,743.9312222785127
2002-10-08,746.7938049433167
2002-10-09,733.0466028381194
2002-10-10,750.6261527988862
2002-10-11,777.6302075807985
2002-10-14,779.4050886346752
2002-10-15,814.0945384873083
2002-10-16,800.1228146970442
2002-10-17,816.7584920953274
2002-10-18,818.9806361046392
2002-10-21,827.6574590804727
2002-10-22,818.8509832418139
2002-10-23,817.9118789775525
2002-10-24,814.9803958570998
2002-10-25,823.6290377172551
2002-10-28,823.8191158155653
2002-10-29,810.9708300230411
2002-10-30,820.9695596510311
2002-10-31,823.0648463631773
2002-11-01,830.9002093211926
2002-11-04,842.3854182116578
2002-11-05,849.0938859720164
2002-11-06,851.5755160854487
2002-11-07,839.1456748772224
2002-11-08,832.4501973791863
2002-11-11,818.024294752833
2002-11-12,824.4421977882121
2002-11-13,821.343976575284
2002-11-14,835.3496935456828
2002-11-15,841.984448879791
2002-11-18,838.3105438326261
2002-11-19,834.5580488065305
2002-11-20,842.5080129829785
2002-11-21,861.1695231288361
2002-11-22,861.2087418139289
2002-11-25,861.2756715105221
