Date,AC ASIA ex JAPAN+CHINA A ONSHORE IMI
2005-02-28,1093.6037649053485
2005-03-01,1094.4967982857406
2005-03-02,1085.1390728387496
2005-03-03,1088.82176111796
2005-03-04,1084.306327111235
2005-03-07,1088.066894132052
2005-03-08,1089.8798249440808
2005-03-09,1096.5388279185627
2005-03-10,1089.6741421849072
2005-03-11,1096.8165426912628
2005-03-14,1091.8358297803743
2005-03-15,1074.4153468726784
2005-03-16,1077.8792413613896
2005-03-17,1070.7464871586606
2005-03-18,1068.348883626997
2005-03-21,1067.081019157771
2005-03-22,1058.3510550746466
2005-03-23,1048.2655295353118
2005-03-24,1042.596197440573
2005-03-25,1047.3392414644854
2005-03-28,1046.952848785237
2005-03-29,1030.3053945153297
2005-03-30,1027.111033626488
2005-03-31,1039.5395806870893
2005-04-01,1053.780169447052
2005-04-04,1049.832447139932
2005-04-05,1048.6424504539395
2005-04-06,1052.8430331159432
2005-04-07,1054.5431629330635
2005-04-08,1059.2005116759956
2005-04-11,1055.2026439648419
2005-04-12,1053.0120517303853
2005-04-13,1060.4574180065085
2005-04-14,1046.1993132864932
2005-04-15,1032.114647555953
2005-04-18,1008.799496720142
2005-04-19,1016.7734561892763
2005-04-20,1017.9806263678532
2005-04-21,1020.3462364482499
2005-04-22,1025.999779348299
2005-04-25,1028.5255519109094
2005-04-26,1032.7187682465346
2005-04-27,1025.148677077005
2005-04-28,1025.7833536592727
2005-04-29,1022.6508122365631
2005-05-02,1023.2736316459946
2005-05-03,1024.1113628039095
2005-05-04,1033.6679051347355
2005-05-05,1042.1384968259413
2005-05-06,1047.836505959425
2005-05-09,1045.5201153177577
2005-05-10,1044.2219399327223
2005-05-11,1036.3747335682424
2005-05-12,1035.3745268460473
2005-05-13,1034.8855105981352
2005-05-16,1031.0027370286668
2005-05-17,1027.1499035086852
2005-05-18,1028.1078539404846
2005-05-19,1038.8394265548377
2005-05-20,1038.7634103587504
2005-05-23,1033.6735316417735
2005-05-24,1038.2596635671262
2005-05-25,1029.956308868068
2005-05-26,1030.1219600842385
2005-05-27,1040.0248570103515
2005-05-30,1045.7074244515004
2005-05-31,1044.1557319493916
2005-06-01,1039.1950595310452
2005-06-02,1040.5007729275592
2005-06-03,1049.1701044904987
2005-06-06,1055.329667169056
2005-06-07,1053.8519389859682
2005-06-08,1064.4135116356638
2005-06-09,1065.2889839404963
2005-06-10,1067.7885688863596
2005-06-13,1067.8378172301973
2005-06-14,1064.5709906346092
2005-06-15,1070.5638805707874
2005-06-16,1072.0267632755874
2005-06-17,1076.2685727120931
2005-06-20,1077.801269870442
2005-06-21,1074.757572148401
2005-06-22,1087.0529683311163
2005-06-23,1090.4569511717477
2005-06-24,1086.8595731843577
2005-06-27,1082.2784021183527
2005-06-28,1079.5816893001613
2005-06-29,1075.5740139190434
2005-06-30,1074.274184048556
2005-07-01,1076.1674465565586
2005-07-04,1073.9089801377909
2005-07-05,1066.0595655001223
2005-07-06,1069.3712041267634
2005-07-07,1063.8071314211734
2005-07-08,1060.2143076672687
2005-07-11,1078.712264614864
2005-07-12,1088.5841238550934
2005-07-13,1092.9494629765388
2005-07-14,1102.754615511708
2005-07-15,1098.817185268867
2005-07-18,1102.5872646377202
2005-07-19,1107.0142377952543
2005-07-20,1110.3708821107866
2005-07-21,1116.256589423774
2005-07-22,1127.0935123504084
2005-07-25,1131.1901261049711
2005-07-26,1127.6335791672675
2005-07-27,1128.4620569265903
2005-07-28,1135.876511716959
2005-07-29,1137.9205629244113
2005-08-01,1141.8661354589979
2005-08-02,1152.7783904259554
2005-08-03,1159.7899398416762
2005-08-04,1158.9674948057166
2005-08-05,1153.4542358289104
2005-08-08,1148.9525167075928
2005-08-09,1151.2805567773887
2005-08-10,1157.9602208494055
2005-08-11,1164.6439631944484
2005-08-12,1164.745672798505
2005-08-15,1158.8357157575633
2005-08-16,1153.4992280683477
2005-08-17,1153.4444098615668
2005-08-18,1136.0542576725088
2005-08-19,1129.692679687829
2005-08-22,1142.0711389462629
2005-08-23,1134.4998482869598
2005-08-24,1123.6607281923748
2005-08-25,1124.8023240956327
2005-08-26,1125.7739161078648
2005-08-29,1108.2364690742152
2005-08-30,1110.261199562964
2005-08-31,1112.809531645498
2005-09-01,1128.4626988682626
2005-09-02,1137.4826670836921
2005-09-05,1138.8959490316468
2005-09-06,1138.6307330761106
2005-09-07,1145.7401099453268
2005-09-08,1146.836253807555
2005-09-09,1148.198779824777
2005-09-12,1155.5241665365327
2005-09-13,1154.9179030366695
2005-09-14,1157.8658303367351
2005-09-15,1155.183371230706
2005-09-16,1150.2485687644428
2005-09-19,1150.5430555379326
2005-09-20,1162.0799691581783
2005-09-21,1158.2632116477737
2005-09-22,1148.3657652717945
2005-09-23,1137.1735235334984
2005-09-26,1147.2658245575947
2005-09-27,1146.1301893404059
2005-09-28,1150.81398848246
2005-09-29,1162.2744694707735
2005-09-30,1165.5917084506996
2005-10-03,1165.0508663162138
2005-10-04,1173.278488098223
2005-10-05,1167.5950795157662
2005-10-06,1149.486427853441
2005-10-07,1149.1606830216906
2005-10-10,1155.8356357043303
2005-10-11,1158.540220983669
2005-10-12,1141.0287857886042
2005-10-13,1129.091198481497
2005-10-14,1122.9114027770404
2005-10-17,1112.181846462337
2005-10-18,1113.7151777631325
2005-10-19,1088.3914197370088
2005-10-20,1092.43827398752
2005-10-21,1099.050418238895
2005-10-24,1093.753756002237
2005-10-25,1093.1801698377649
2005-10-26,1092.0432157709554
2005-10-27,1083.9211684504749
2005-10-28,1072.0434591547132
2005-10-31,1089.9103808600194
2005-11-01,1103.6524593851568
2005-11-02,1116.5617553211066
2005-11-03,1117.8082077774968
2005-11-04,1119.6441083949255
2005-11-07,1112.296422991603
2005-11-08,1114.8430277510618
2005-11-09,1124.1378206149718
2005-11-10,1126.149923815118
2005-11-11,1140.795212695293
2005-11-14,1140.366540867655
2005-11-15,1136.4175198012863
2005-11-16,1139.6619586184772
2005-11-17,1142.7734181387227
2005-11-18,1153.1278069655946
2005-11-21,1151.377110942233
2005-11-22,1138.7682379124158
2005-11-23,1160.2147715012077
2005-11-24,1164.0003427931968
2005-11-25,1163.586744092366
2005-11-28,1169.3971778402897
2005-11-29,1161.8784827562731
2005-11-30,1167.9255800900128
2005-12-01,1171.5642361549412
2005-12-02,1177.9230394159215
2005-12-05,1183.4167889357627
2005-12-06,1185.0346510024078
2005-12-07,1191.351936368507
2005-12-08,1185.421785281631
2005-12-09,1188.8179297748904
2005-12-12,1195.201089274547
2005-12-13,1199.7023824504777
2005-12-14,1203.5330157180902
2005-12-15,1207.5788826699763
2005-12-16,1207.0632856491789
2005-12-19,1220.4521071429854
2005-12-20,1218.9005055366845
2005-12-21,1224.787143707614
2005-12-22,1222.7639338640884
2005-12-23,1231.7683504850913
2005-12-26,1233.537562730395
2005-12-27,1238.1065150576014
2005-12-28,1235.8130901972766
2005-12-29,1246.2166527790591
2005-12-30,1244.7756204126508
2006-01-02,1244.0420757693657
2006-01-03,1261.120095981718
2006-01-04,1282.124360207061
2006-01-05,1295.0371921444212
2006-01-06,1302.3452621558265
2006-01-09,1317.7398235974597
2006-01-10,1309.5094173808886
2006-01-11,1307.8851643501894
2006-01-12,1316.4037359126214
2006-01-13,1313.3835993160512
2006-01-16,1316.8642217215668
2006-01-17,1302.0413753407427
2006-01-18,1280.79358157395
2006-01-19,1295.7401561612394
2006-01-20,1287.0254834442467
2006-01-23,1273.4471054880917
2006-01-24,1290.0841672007662
2006-01-25,1306.5861794864136
2006-01-26,1308.9758951077256
2006-01-27,1324.5079554562415
2006-01-30,1323.5172027179044
2006-01-31,1332.0437580180128
2006-02-01,1328.9281541709965
2006-02-02,1321.672791053552
2006-02-03,1307.308484419595
2006-02-06,1327.8931822651666
2006-02-07,1325.2033753473643
2006-02-08,1305.6530055889727
2006-02-09,1308.5497131350623
2006-02-10,1316.622558906593
2006-02-13,1306.5624172772293
2006-02-14,1315.1073239368886
2006-02-15,1305.5339793839692
2006-02-16,1309.402365943712
2006-02-17,1314.2494718011278
2006-02-20,1324.7563805176753
2006-02-21,1322.6860845049418
2006-02-22,1313.9325620137788
2006-02-23,1323.7387562235185
2006-02-24,1329.5446043944994
2006-02-27,1336.957984265106
2006-02-28,1334.655618843448
2006-03-01,1340.8915306638544
2006-03-02,1343.87937335877
2006-03-03,1328.9841448316552
2006-03-06,1332.7527886435782
2006-03-07,1309.7304320275807
2006-03-08,1296.963049762088
2006-03-09,1299.0287889752212
2006-03-10,1305.0884531690238
2006-03-13,1316.9965251866417
2006-03-14,1312.6155808370318
2006-03-15,1324.795786031169
2006-03-16,1327.4066392438276
2006-03-17,1333.2878476492442
2006-03-20,1341.1476544644588
2006-03-21,1334.2663774640744
2006-03-22,1316.84391683529
2006-03-23,1319.6313864617825
2006-03-24,1322.066844602754
2006-03-27,1335.1629693796021
2006-03-28,1338.3015502356398
2006-03-29,1340.6659661420929
2006-03-30,1349.1364986317506
2006-03-31,1360.8263156873984
2006-04-03,1379.835645650245
2006-04-04,1390.888167164212
2006-04-05,1398.6834842102767
2006-04-06,1415.609011640904
2006-04-07,1416.7460493625476
2006-04-10,1415.3012363094053
2006-04-11,1410.1943223234382
2006-04-12,1399.634530286021
2006-04-13,1405.797626769756
2006-04-14,1419.9558917966933
2006-04-17,1426.7129663645526
2006-04-18,1437.8383359915704
2006-04-19,1455.7244597289987
2006-04-20,1461.5026593437758
2006-04-21,1467.980233586835
2006-04-24,1462.7601685424586
2006-04-25,1448.85669762616
2006-04-26,1465.368659906472
2006-04-27,1466.6515515367244
2006-04-28,1461.0498436489297
2006-05-01,1463.9386263029785
2006-05-02,1479.9273815242932
2006-05-03,1492.3055557454827
2006-05-04,1496.0264016534977
2006-05-05,1498.6000431726507
2006-05-08,1528.4038335517412
2006-05-09,1522.1411104601361
2006-05-10,1522.3661176369103
2006-05-11,1522.285859963104
2006-05-12,1512.961810055603
2006-05-15,1474.2384579175186
2006-05-16,1453.0152868509422
2006-05-17,1478.991560157448
2006-05-18,1435.8449745797182
2006-05-19,1435.694934130301
2006-05-22,1391.8890913149046
2006-05-23,1391.7755534878852
2006-05-24,1385.555170304488
2006-05-25,1368.8594705646203
2006-05-26,1389.8883555112207
2006-05-29,1397.1976409172987
2006-05-30,1391.9148771115656
2006-05-31,1385.0802806861636
2006-06-01,1373.9323939360618
2006-06-02,1391.6245834387582
2006-06-05,1382.2105583693594
2006-06-06,1375.8297002477766
2006-06-07,1338.854439368685
2006-06-08,1290.0112299241596
2006-06-09,1303.6986473064492
2006-06-12,1298.9750751074967
2006-06-13,1263.943476331683
2006-06-14,1267.3840911508075
2006-06-15,1278.4457552226436
2006-06-16,1321.1762868966878
2006-06-19,1312.2591873686504
2006-06-20,1290.8794107168922
2006-06-21,1291.873167907028
2006-06-22,1312.3975907378833
2006-06-23,1309.0733448365781
2006-06-26,1313.9355142248621
2006-06-27,1322.156979693074
2006-06-28,1317.7730260287751
2006-06-29,1335.8974140479338
2006-06-30,1374.6617058729032
2006-07-03,1383.4057896971408
2006-07-04,1386.4189844531759
2006-07-05,1373.2702182731507
2006-07-06,1373.3737156557086
2006-07-07,1375.7754106224966
2006-07-10,1386.9241900481513
2006-07-11,1380.6795861663431
2006-07-12,1382.9130793210097
2006-07-13,1362.0912582483618
2006-07-14,1337.841838496507
2006-07-17,1318.9010232116575
2006-07-18,1314.730433941572
2006-07-19,1308.4708203993455
2006-07-20,1345.4468525483865
2006-07-21,1343.747737440394
2006-07-24,1337.2479977144158
2006-07-25,1351.4381544176545
2006-07-26,1354.5250298037815
2006-07-27,1371.6243992017019
2006-07-28,1369.903648891069
2006-07-31,1367.2089467044532
2006-08-01,1360.0167955671352
2006-08-02,1364.1533416528619
2006-08-03,1365.2310133146316
2006-08-04,1362.396905153796
2006-08-07,1358.9901178794164
2006-08-08,1373.9013403619597
2006-08-09,1387.2624507514674
2006-08-10,1387.4196285941177
2006-08-11,1384.8853537930372
2006-08-14,1384.27763046822
2006-08-15,1385.689112301133
2006-08-16,1403.7230921820776
2006-08-17,1411.0536193823207
2006-08-18,1411.694444661997
2006-08-21,1395.2512425222078
2006-08-22,1406.228620253859
2006-08-23,1399.3780632718433
2006-08-24,1390.6777934175755
2006-08-25,1392.150096749505
2006-08-28,1388.3913098888938
2006-08-29,1402.5829556227495
2006-08-30,1409.8727753640612
2006-08-31,1415.3848216474482
2006-09-01,1421.5858758660695
2006-09-04,1440.6193324089406
2006-09-05,1440.061222688636
2006-09-06,1436.0528358576246
2006-09-07,1427.7595699311435
2006-09-08,1429.9308561111286
2006-09-11,1414.9510575743377
2006-09-12,1413.1223465954708
2006-09-13,1422.1866999607942
2006-09-14,1428.0350827146458
2006-09-15,1436.1063510872455
2006-09-18,1456.6417433795814
2006-09-19,1458.0614747379168
2006-09-20,1458.146730076895
2006-09-21,1467.0190078968164
2006-09-22,1456.4484551770631
2006-09-25,1457.4177324966292
2006-09-26,1449.9097744430487
2006-09-27,1464.2687049835854
2006-09-28,1466.7616183483035
2006-09-29,1466.7045557085894
2006-10-02,1470.9133666782989
2006-10-03,1472.5416057078323
2006-10-04,1459.7818840790017
2006-10-05,1473.8991907665047
2006-10-06,1474.3056014021129
2006-10-09,1458.77487871685
2006-10-10,1466.7910268171731
2006-10-11,1466.0943817547372
2006-10-12,1470.3878225854596
2006-10-13,1487.5546407363279
2006-10-16,1493.7744953826996
2006-10-17,1488.6050607937093
2006-10-18,1489.4190712737372
2006-10-19,1488.0423684129805
2006-10-20,1496.0834363548354
2006-10-23,1489.1654996831894
2006-10-24,1497.1386023407458
2006-10-25,1500.2948226447595
2006-10-26,1510.6557236046185
2006-10-27,1509.3187697309875
2006-10-30,1504.549917788215
2006-10-31,1510.7190940860348
2006-11-01,1522.4875574719497
2006-11-02,1533.2720495610704
2006-11-03,1540.6771613125543
2006-11-06,1540.3767975197684
2006-11-07,1552.6540062699087
2006-11-08,1547.445214735118
2006-11-09,1560.892341115223
2006-11-10,1561.886592749249
2006-11-13,1558.2667749598252
2006-11-14,1568.457966539468
2006-11-15,1577.6697098395084
2006-11-16,1583.9419233732892
2006-11-17,1586.4151695411945
2006-11-20,1582.9626689117445
2006-11-21,1592.9748782910706
2006-11-22,1613.5646098281022
2006-11-23,1618.3428207688535
2006-11-24,1620.5117037907235
2006-11-27,1629.1634458708781
2006-11-28,1602.9641884714615
2006-11-29,1620.7313742671897
2006-11-30,1641.3523851761636
2006-12-01,1646.0526748445416
2006-12-04,1651.8900390316262
2006-12-05,1664.5394141043685
2006-12-06,1670.181047351422
2006-12-07,1665.8343343040706
2006-12-08,1642.4431555793808
2006-12-11,1645.4221742342133
2006-12-12,1632.8152587219731
2006-12-13,1632.2003962604026
2006-12-14,1656.9487563983141
2006-12-15,1670.3405226348218
2006-12-18,1684.1479845256374
2006-12-19,1660.3114360407988
2006-12-20,1683.6336634846411
2006-12-21,1679.0453480969068
2006-12-22,1683.2721288045038
2006-12-25,1686.6129382119684
2006-12-26,1689.0006447936732
2006-12-27,1709.6920074247519
2006-12-28,1718.3764228338584
2006-12-29,1730.5029976371834
2007-01-01,1730.502994018256
2007-01-02,1751.1824950651376
2007-01-03,1748.5994348641482
2007-01-04,1730.1525862876067
2007-01-05,1724.4333882477133
2007-01-08,1712.7082323996535
2007-01-09,1718.1642265589662
2007-01-10,1698.9392986414418
2007-01-11,1696.2385472842793
2007-01-12,1715.5977217435527
2007-01-15,1747.6898675724804
2007-01-16,1757.255771553919
2007-01-17,1752.4720130130183
2007-01-18,1762.5019726797611
2007-01-19,1762.8815211823496
2007-01-22,1784.01429837004
2007-01-23,1782.222015419458
2007-01-24,1799.148958999069
2007-01-25,1783.02061129448
2007-01-26,1768.8465729007812
2007-01-29,1771.0818924554223
2007-01-30,1774.5881807299536
2007-01-31,1748.8191060067184
2007-02-01,1765.9544672142788
2007-02-02,1778.4465891275743
2007-02-05,1781.299696682119
2007-02-06,1796.7213931040562
2007-02-07,1806.1387388404494
2007-02-08,1811.5027345955964
2007-02-09,1811.1738639808345
2007-02-12,1802.7188039814591
2007-02-13,1789.4988585649462
2007-02-14,1810.6316855981977
2007-02-15,1838.2997922624693
2007-02-16,1843.669953116725
2007-02-19,1842.7438363137837
2007-02-20,1842.2705618417713
2007-02-21,1845.8157432172334
2007-02-22,1849.2864440434737
2007-02-23,1846.110321863016
2007-02-26,1850.5359953451753
2007-02-27,1805.8621243725124
2007-02-28,1774.581709009816
2007-03-01,1753.179737382241
2007-03-02,1750.0597218025828
2007-03-05,1682.8225682433547
2007-03-06,1717.211818273975
2007-03-07,1728.812416956811
2007-03-08,1761.169547875331
2007-03-09,1762.9373657729313
2007-03-12,1783.381302059384
2007-03-13,1785.5155208244366
2007-03-14,1744.770911264861
2007-03-15,1768.1093826220165
2007-03-16,1763.1297029274967
2007-03-19,1783.1535884844973
2007-03-20,1791.3523245667466
2007-03-21,1808.1088362740095
2007-03-22,1827.1070699603608
2007-03-23,1828.528760468061
2007-03-26,1837.8423676239465
2007-03-27,1839.8677143780972
2007-03-28,1826.3675785611647
2007-03-29,1834.1372025550447
2007-03-30,1840.3503016773757
2007-04-02,1844.7033746217412
2007-04-03,1865.0826331560704
2007-04-04,1889.382187776456
2007-04-05,1896.049545072728
2007-04-06,1899.5903737345448
2007-04-09,1917.3890468633895
2007-04-10,1925.848553107306
2007-04-11,1939.5063842573509
2007-04-12,1943.831904779623
2007-04-13,1943.537144557953
2007-04-16,1969.6960233549642
2007-04-17,1970.5434590644543
2007-04-18,1976.9230478398413
2007-04-19,1929.909074926017
2007-04-20,1967.7701600182827
2007-04-23,1992.0495162451386
2007-04-24,2000.8381528443574
2007-04-25,1996.8798689272637
2007-04-26,2009.0972476125673
2007-04-27,1994.2733783718077
2007-04-30,1993.8051187230271
2007-05-01,1993.2302073568032
2007-05-02,2001.9513514559542
2007-05-03,2019.8132256298277
2007-05-04,2038.578998474474
2007-05-07,2050.382601014589
2007-05-08,2056.8288516107923
2007-05-09,2063.9184683289695
2007-05-10,2071.075330955884
2007-05-11,2059.2358197012372
2007-05-14,2088.0165113419143
2007-05-15,2061.895178933251
2007-05-16,2084.4145633160942
2007-05-17,2101.9648976882922
2007-05-18,2095.435852432061
2007-05-21,2115.85340380352
2007-05-22,2131.3293807389064
2007-05-23,2141.66643380761
2007-05-24,2135.4375905065112
2007-05-25,2132.4859165770895
2007-05-28,2149.827698684875
2007-05-29,2163.8503314288564
2007-05-30,2118.8142776773007
2007-05-31,2144.3020507339897
2007-06-01,2141.1842626290045
2007-06-04,2118.296162509337
2007-06-05,2133.027600558813
2007-06-06,2135.2853554579688
2007-06-07,2150.739083033524
2007-06-08,2130.81654507005
2007-06-11,2148.9087354673725
2007-06-12,2170.6642322734665
2007-06-13,2173.8192272244182
2007-06-14,2197.545903275131
2007-06-15,2213.494608840616
2007-06-18,2253.7812673735307
2007-06-19,2262.6958765556224
2007-06-20,2259.6061552799583
2007-06-21,2276.7833902469692
2007-06-22,2251.4808528709455
2007-06-25,2220.779273865985
2007-06-26,2217.302565080339
2007-06-27,2218.353768437817
2007-06-28,2210.46238063807
2007-06-29,2197.5145795992153
2007-07-02,2213.9985736431427
2007-07-03,2253.999149992958
2007-07-04,2258.019111799006
2007-07-05,2240.7623223546334
2007-07-06,2276.0535912784057
2007-07-09,2319.6041013015624
2007-07-10,2320.026427609482
2007-07-11,2308.5633691283965
2007-07-12,2324.993574959776
2007-07-13,2357.236851733397
2007-07-16,2329.7013453491645
2007-07-17,2345.916400827494
2007-07-18,2329.7659297452515
2007-07-19,2341.584034970729
2007-07-20,2390.9824678632704
2007-07-23,2424.163675265363
2007-07-24,2439.715209453588
2007-07-25,2447.805265771027
2007-07-26,2430.229102213251
2007-07-27,2362.936423714949
2007-07-30,2380.8819988752525
2007-07-31,2422.39223228861
2007-08-01,2323.534537066159
2007-08-02,2341.103740039565
2007-08-03,2372.5555879022468
2007-08-06,2341.167668069624
2007-08-07,2336.186181186422
2007-08-08,2379.0615304089765
2007-08-09,2393.372947024487
2007-08-10,2323.8593644014563
2007-08-13,2332.634253157536
2007-08-14,2333.2440183223107
2007-08-15,2290.294290622965
2007-08-16,2185.7709983030245
2007-08-17,2142.6020365651007
2007-08-20,2265.557363897602
2007-08-21,2270.428240426565
2007-08-22,2310.8716036866176
2007-08-23,2362.349747846151
2007-08-24,2370.0521811966287
2007-08-27,2409.605628579604
2007-08-28,2409.148329266514
2007-08-29,2382.6174966798803
2007-08-30,2418.6915349957894
2007-08-31,2467.123216273082
2007-09-03,2486.344120394315
2007-09-04,2475.378868754158
2007-09-05,2482.9771178619562
2007-09-06,2504.6069267998355
2007-09-07,2493.0035634539645
2007-09-10,2489.2226226429284
2007-09-11,2462.775857250833
2007-09-12,2477.569690712163
2007-09-13,2504.746381549144
2007-09-14,2533.404704990372
2007-09-17,2529.1323040895713
2007-09-18,2523.228080269871
2007-09-19,2579.801284798002
2007-09-20,2602.805355795377
2007-09-21,2615.5735236266687
2007-09-24,2650.215430622477
2007-09-25,2639.2197687282423
2007-09-26,2638.145600717533
2007-09-27,2684.710082229555
2007-09-28,2716.3211486757687
2007-10-01,2731.2970615571126
2007-10-02,2785.15294803589
2007-10-03,2769.9592687569757
2007-10-04,2743.5528471986972
2007-10-05,2768.905792276868
2007-10-08,2779.243901232329
2007-10-09,2798.915127199735
2007-10-10,2826.7399879913355
2007-10-11,2866.2612900039844
2007-10-12,2831.0450550143355
2007-10-15,2865.7370139272603
2007-10-16,2853.4614822587764
2007-10-17,2841.427600469991
2007-10-18,2824.9671999516822
2007-10-19,2808.5493338972065
2007-10-22,2727.735745038659
2007-10-23,2788.8079805550633
2007-10-24,2783.9167500444278
2007-10-25,2786.2014217230294
2007-10-26,2829.8805179337933
2007-10-29,2902.923330140753
2007-10-30,2906.2956011365095
2007-10-31,2920.7417103397743
2007-11-01,2905.3586042244897
2007-11-02,2836.1548726491446
2007-11-05,2780.5934330752666
2007-11-06,2799.5764111189274
2007-11-07,2814.4275142248994
2007-11-08,2726.197562083034
2007-11-09,2717.9609017339662
2007-11-12,2632.6859004366565
2007-11-13,2627.970051783891
2007-11-14,2723.9819089670214
2007-11-15,2693.594746322305
2007-11-16,2643.517295946919
2007-11-19,2630.4009200233522
2007-11-20,2636.0678392178597
2007-11-21,2557.887711779481
2007-11-22,2506.1735576617407
2007-11-23,2522.101354362443
2007-11-26,2583.270991013673
2007-11-27,2557.454760201989
2007-11-28,2545.7097538713833
2007-11-29,2620.6196537288015
2007-11-30,2640.0079607524126
2007-12-03,2650.3440773886623
2007-12-04,2670.377694410059
2007-12-05,2709.372724121282
2007-12-06,2721.6478661332103
2007-12-07,2718.162331466195
2007-12-10,2709.306987096758
2007-12-11,2741.115821626585
2007-12-12,2709.5567185704876
2007-12-13,2648.6346205192267
2007-12-14,2638.572759070853
2007-12-17,2553.0807780433997
2007-12-18,2549.389843297223
2007-12-19,2581.93734208649
2007-12-20,2582.26891607813
2007-12-21,2622.8946008313487
2007-12-24,2681.9093943036964
2007-12-25,2687.1638028785696
2007-12-26,2700.3492366620267
2007-12-27,2720.2999176862163
2007-12-28,2711.9468282507605
2007-12-31,2733.169985042653
2008-01-01,2734.2172146270973
2008-01-02,2726.1016275025313
2008-01-03,2710.9593888992413
2008-01-04,2744.7183750527015
2008-01-07,2721.6633615642295
2008-01-08,2713.416780366174
2008-01-09,2751.3729380413024
2008-01-10,2736.2453354906897
2008-01-11,2726.6642224687043
2008-01-14,2721.878688398947
2008-01-15,2701.5780294524643
2008-01-16,2607.8342726510364
2008-01-17,2602.2786788887993
2008-01-18,2601.762373561989
2008-01-21,2477.3365525229788
2008-01-22,2307.130006593724
2008-01-23,2409.864904839328
2008-01-24,2423.472727701556
2008-01-25,2513.8089868144316
2008-01-28,2408.739655195689
2008-01-29,2431.310458910708
2008-01-30,2392.7090941194692
2008-01-31,2384.624453061743
2008-02-01,2403.9949348068913
2008-02-04,2507.3667095688984
2008-02-05,2505.407287205505
2008-02-06,2459.798050986394
2008-02-07,2451.987999112642
2008-02-08,2449.7415834588683
2008-02-11,2398.659104717557
2008-02-12,2406.280375376083
2008-02-13,2403.661122090404
2008-02-14,2480.081331841897
2008-02-15,2487.1041506027714
2008-02-18,2495.8776438966274
2008-02-19,2532.931834263113
2008-02-20,2485.6955052727008
2008-02-21,2501.0581499104946
2008-02-22,2464.136802974624
2008-02-25,2453.8410328438513
2008-02-26,2466.340213827866
2008-02-27,2519.293182643136
2008-02-28,2527.849375889378
2008-02-29,2517.1791483632937
2008-03-03,2476.676789230942
2008-03-04,2453.254877917982
2008-03-05,2444.7378768595913
2008-03-06,2472.8217386500005
2008-03-07,2415.2519077561137
2008-03-10,2354.4779719825233
2008-03-11,2374.1088294712986
2008-03-12,2375.28749758301
2008-03-13,2288.918738380073
2008-03-14,2270.7065387235275
2008-03-17,2162.5297010664835
2008-03-18,2144.472210212352
2008-03-19,2195.634914739513
2008-03-20,2196.818480449883
2008-03-21,2215.4665261597515
2008-03-24,2224.5670148723775
2008-03-25,2298.105121637703
2008-03-26,2303.9961786219783
2008-03-27,2274.3925934357812
2008-03-28,2322.698583526747
2008-03-31,2282.087252481748
2008-04-01,2249.256631417297
2008-04-02,2277.943812039024
2008-04-03,2303.8974189564933
2008-04-04,2300.2879283116818
2008-04-07,2351.4423197148317
2008-04-08,2340.885429108895
2008-04-09,2300.7265104056846
2008-04-10,2331.315985628579
2008-04-11,2358.1163142988576
2008-04-14,2286.4417693094883
2008-04-15,2300.750143412738
2008-04-16,2301.6098652529067
2008-04-17,2305.75074737965
2008-04-18,2280.1841673962053
2008-04-21,2307.1164337604837
2008-04-22,2312.0692396117956
2008-04-23,2347.102415639565
2008-04-24,2399.8033750959203
