Date,ACWI ex FINLAND IMI
1994-05-31,1000.0
1994-06-30,1001.9251205632052
1994-07-29,1017.4544114832647
1994-08-31,1050.7171186049618
1994-09-30,1027.378699860185
1994-10-31,1049.4649927812666
1994-11-30,999.2475453958945
1994-12-30,1008.3507467599869
1995-01-31,987.8977503989216
1995-02-28,993.6305370815275
1995-03-31,1038.701360828542
1995-04-28,1070.4373055775336
1995-05-31,1077.273825686892
1995-06-30,1079.5615599615746
1995-07-31,1132.2079639858216
1995-08-31,1112.7638417519433
1995-09-29,1139.2492148573847
1995-10-31,1116.79968157529
1995-11-30,1148.5538700974594
1995-12-29,1182.5619387274471
1996-01-31,1204.0149680687507
1996-02-29,1213.626595030891
1996-03-29,1232.5232229210696
1996-04-30,1271.213265297895
1996-05-31,1274.0665530338376
1996-06-28,1274.795899086789
1996-07-31,1219.7443833524878
1996-08-30,1238.2272028456373
1996-09-30,1279.2500565279838
1996-10-31,1276.9497782641768
1996-11-29,1334.4700118760074
1996-12-31,1316.5973058420761
1997-01-01,1316.6119070831207
1997-01-02,1307.2501676663667
1997-01-03,1314.8344263366937
1997-01-06,1319.2993286464543
1997-01-07,1322.5696269419777
1997-01-08,1318.2902943234506
1997-01-09,1316.714298208273
1997-01-10,1310.6100092665847
1997-01-13,1318.5794148788577
1997-01-14,1327.6128455280223
1997-01-15,1329.6520415622222
1997-01-16,1336.020878957001
1997-01-17,1337.5738071801777
1997-01-20,1332.3998516477516
1997-01-21,1332.428996183488
1997-01-22,1337.6636061815525
1997-01-23,1330.758788554325
1997-01-24,1321.9491199244696
1997-01-27,1311.4133252409201
1997-01-28,1310.2270862577748
1997-01-29,1314.4543782666326
1997-01-30,1321.5710372119563
1997-01-31,1330.40614179732
1997-02-03,1329.9254844170946
1997-02-04,1332.4748010236895
1997-02-05,1323.7174638559725
1997-02-06,1324.3767795843733
1997-02-07,1327.341748512927
1997-02-10,1332.1126370878474
1997-02-11,1332.4996440600326
1997-02-12,1342.6913058938565
1997-02-13,1350.9228928068226
1997-02-14,1351.889020936201
1997-02-17,1351.139025817815
1997-02-18,1353.8666077790813
1997-02-19,1352.877070449384
1997-02-20,1352.125480025325
1997-02-21,1353.844551720857
1997-02-24,1362.802774937339
1997-02-25,1367.8921271791464
1997-02-26,1358.6757551704345
1997-02-27,1351.4308473662247
1997-02-28,1343.908758194104
1997-03-03,1342.955191065251
1997-03-04,1342.9709389598565
1997-03-05,1348.5883137048352
1997-03-06,1347.1592344661788
1997-03-07,1352.215568068006
1997-03-10,1361.9667819196777
1997-03-11,1362.8516945886026
1997-03-12,1352.0936790373805
1997-03-13,1337.5277684960404
1997-03-14,1339.2125406998023
1997-03-17,1336.1132983626192
1997-03-18,1333.6909300081443
1997-03-19,1330.113667631469
1997-03-20,1321.518571037955
