Date,ACWI IMI WITH CHINA ALL SHARES
2009-07-20,1238.094052145607
2009-07-21,1247.8944411911277
2009-07-22,1248.741992618977
2009-07-23,1272.83959284813
2009-07-24,1276.5988987392827
2009-07-27,1284.0385129946885
2009-07-28,1280.57217724438
2009-07-29,1271.816104646359
2009-07-30,1290.6350578028828
2009-07-31,1299.8798209054225
2009-08-03,1326.9826450986275
2009-08-04,1328.1770335860813
2009-08-05,1322.1416390146028
2009-08-06,1318.9484710229806
2009-08-07,1322.8318898654938
2009-08-10,1320.3294357703392
2009-08-11,1307.2539318103766
2009-08-12,1315.9840322099915
2009-08-13,1332.9120603551105
2009-08-14,1324.0991739797942
2009-08-17,1284.6118187784523
2009-08-18,1297.8521232419805
2009-08-19,1302.7874866542168
2009-08-20,1319.8583018725917
2009-08-21,1340.6087467337036
2009-08-24,1351.714309215899
2009-08-25,1353.9705964080404
2009-08-26,1349.2112473439004
2009-08-27,1346.8913719870302
2009-08-28,1356.9011860597343
2009-08-31,1344.2139822585248
2009-09-01,1324.0565810816902
2009-09-02,1313.7513482067895
2009-09-03,1323.1378356425369
2009-09-04,1337.8048539891902
2009-09-07,1350.7208365732658
2009-09-08,1368.7422018005382
2009-09-09,1377.881040796186
2009-09-10,1388.6506626950058
2009-09-11,1395.3068873533452
2009-09-14,1393.2388192397202
2009-09-15,1397.605805077965
2009-09-16,1421.3306192912166
2009-09-17,1426.790594732167
2009-09-18,1423.0447262949979
2009-09-21,1412.4720263736156
2009-09-22,1427.9417338702265
2009-09-23,1420.5329899238848
2009-09-24,1401.9785511842829
2009-09-25,1394.691422747919
2009-09-28,1407.131094097192
2009-09-29,1406.6149318580722
2009-09-30,1408.5451400458744
2009-10-01,1380.5152681525776
2009-10-02,1364.278448777792
2009-10-05,1377.3436793832284
2009-10-06,1404.9691319850629
2009-10-07,1407.4359391871644
2009-10-08,1425.5567798907146
2009-10-09,1430.4750294991238
2009-10-12,1437.5647569659411
2009-10-13,1434.0947351768084
2009-10-14,1460.3290016940464
2009-10-15,1465.103413687439
2009-10-16,1452.00561033961
2009-10-19,1469.8712144482201
2009-10-20,1463.918771872235
2009-10-21,1459.9116002647074
2009-10-22,1458.8754834565887
2009-10-23,1449.1530297684787
2009-10-26,1433.9980899915863
2009-10-27,1419.6504616525517
2009-10-28,1388.3881555068488
2009-10-29,1409.4982393122657
2009-10-30,1385.3736339624763
2009-11-02,1388.0458131301705
2009-11-03,1382.3958315239433
2009-11-04,1398.6569151970757
2009-11-05,1414.3898217438996
2009-11-06,1419.6391885720284
2009-11-09,1451.526687366966
2009-11-10,1450.718896601457
2009-11-11,1458.7612615348362
2009-11-12,1445.2440494157147
2009-11-13,1453.0074433632985
2009-11-16,1476.5188159862612
2009-11-17,1469.5172637175904
2009-11-18,1472.0787372042614
2009-11-19,1447.9880686513643
2009-11-20,1440.8214713729349
2009-11-23,1464.67928031183
2009-11-24,1456.7092572747317
2009-11-25,1469.4015812351367
2009-11-26,1448.344993284486
2009-11-27,1433.0320663754783
2009-11-30,1440.7870262429356
2009-12-01,1469.9646599819125
2009-12-02,1474.8169155878907
2009-12-03,1471.8885445035419
2009-12-04,1470.635683711604
2009-12-07,1466.9424714454633
2009-12-08,1450.0879223864156
2009-12-09,1445.8066189795088
2009-12-10,1451.297530068162
2009-12-11,1454.7778028294654
2009-12-14,1466.840984892756
2009-12-15,1458.7383430076252
2009-12-16,1466.920708457829
2009-12-17,1441.6794891236698
2009-12-18,1439.4221500539697
2009-12-21,1451.3853259748375
2009-12-22,1456.332933989507
2009-12-23,1466.6884043498303
2009-12-24,1475.2944888822226
2009-12-25,1474.7490146713678
2009-12-28,1481.4201082785025
2009-12-29,1483.4681635198176
2009-12-30,1476.9627922302911
2009-12-31,1475.342507475259
2010-01-01,1475.342507475259
2010-01-04,1501.462179480209
2010-01-05,1507.6590073009004
2010-01-06,1510.1283610632765
2010-01-07,1508.3177173163608
2010-01-08,1514.8927319620025
2010-01-11,1526.6794732499368
2010-01-12,1516.6200432139794
2010-01-13,1517.5585564360779
2010-01-14,1525.236608058431
2010-01-15,1511.880160816603
2010-01-18,1514.9690358459445
2010-01-19,1520.8907357511853
2010-01-20,1497.3103629942652
2010-01-21,1475.4026965825756
2010-01-22,1453.274952676235
2010-01-25,1451.3151773318548
2010-01-26,1440.2286673357523
2010-01-27,1435.1012519281055
2010-01-28,1424.8174201590018
2010-01-29,1413.7828435339463
2010-02-01,1424.2905651981284
2010-02-02,1442.5227707687172
2010-02-03,1439.0135269805457
2010-02-04,1398.864434130085
2010-02-05,1381.3616568640666
2010-02-08,1376.8421772704155
2010-02-09,1389.1251336767687
2010-02-10,1391.008350907252
2010-02-11,1401.2527363092606
2010-02-12,1401.2306760670565
2010-02-15,1401.8001294117742
2010-02-16,1422.0881553589686
2010-02-17,1434.4311362375067
2010-02-18,1439.6782959754346
2010-02-19,1433.1692991759078
2010-02-22,1441.1005207211624
2010-02-23,1428.1957148525375
2010-02-24,1432.4662260803063
2010-02-25,1421.4225658169794
2010-02-26,1433.5838351042814
2010-03-01,1445.0879186058448
2010-03-02,1457.5127870705946
2010-03-03,1467.861047304272
2010-03-04,1464.9249943039927
2010-03-05,1484.0459818928416
2010-03-08,1491.0538738774912
2010-03-09,1490.745723552199
2010-03-10,1499.2998070294216
2010-03-11,1501.5204206885924
2010-03-12,1506.9990191994514
2010-03-15,1499.1324682431466
2010-03-16,1513.597511490349
2010-03-17,1526.7518827397746
2010-03-18,1519.6126235745166
2010-03-19,1512.1846446439913
2010-03-22,1514.5626054809075
2010-03-23,1523.6874639537446
2010-03-24,1511.7375814006855
2010-03-25,1512.0707449136585
2010-03-26,1514.9849046978918
2010-03-29,1526.4106318512893
2010-03-30,1528.3044461328834
2010-03-31,1527.5365480193032
2010-04-01,1544.009611938063
2010-04-02,1544.9710730555337
2010-04-05,1552.8208041327532
2010-04-06,1555.002177948485
2010-04-07,1551.1096924340968
2010-04-08,1547.5245113063147
2010-04-09,1562.35093734309
2010-04-12,1568.4951513613532
2010-04-13,1563.6005813353459
2010-04-14,1581.5974104636025
2010-04-15,1584.7105528225964
2010-04-16,1560.9869626094771
2010-04-19,1550.0322976513803
2010-04-20,1564.6663620629033
2010-04-21,1564.4152442114307
2010-04-22,1557.443077449513
2010-04-23,1566.1706583846785
2010-04-26,1571.7073337243512
2010-04-27,1539.9233187408493
2010-04-28,1527.7310607581544
2010-04-29,1545.4051359883188
2010-04-30,1535.2159410879847
2010-05-03,1538.4116481893514
2010-05-04,1500.6407907582154
2010-05-05,1481.809519674544
2010-05-06,1441.2569181351425
2010-05-07,1407.2839820743982
2010-05-10,1474.8989729531095
2010-05-11,1464.9779861405605
2010-05-12,1483.5627013594958
2010-05-13,1479.114979979998
2010-05-14,1444.815800201372
2010-05-17,1430.9920106394418
2010-05-18,1425.8709217305359
2010-05-19,1402.1654526037992
2010-05-20,1360.0469307420256
2010-05-21,1372.1936023388664
2010-05-24,1363.626149947499
2010-05-25,1339.1257798197298
2010-05-26,1350.330437012832
2010-05-27,1390.5938266967544
2010-05-28,1388.2586018750246
2010-05-31,1389.2764960724585
2010-06-01,1372.8188576697157
2010-06-02,1384.862806639713
2010-06-03,1401.1981589141012
2010-06-04,1364.4812194498054
2010-06-07,1337.9879349307362
2010-06-08,1342.3061124960632
2010-06-09,1349.3482014621532
2010-06-10,1379.5184138288846
2010-06-11,1388.190451648572
2010-06-14,1402.9534593494195
2010-06-15,1423.6027621350895
2010-06-16,1427.1602262585159
2010-06-17,1429.3577147231829
2010-06-18,1433.0492680699756
2010-06-21,1443.376973116742
2010-06-22,1424.3276524437863
2010-06-23,1412.854043905333
2010-06-24,1396.7516521338132
2010-06-25,1393.8646905057944
2010-06-28,1397.5223647278006
2010-06-29,1353.1038261550991
2010-06-30,1344.2220595292968
2010-07-01,1336.3521606141871
2010-07-02,1337.5789039759513
2010-07-05,1334.5625676434709
2010-07-06,1356.1943651789684
2010-07-07,1378.9748160667607
2010-07-08,1395.656071001805
2010-07-09,1406.0791617102523
2010-07-12,1405.5390191771594
2010-07-13,1426.3096819807322
2010-07-14,1431.4686621032417
2010-07-15,1430.1169062378535
2010-07-16,1402.608659975389
2010-07-19,1401.554939032713
2010-07-20,1408.7744095223247
2010-07-21,1405.1498968480926
2010-07-22,1431.6500915721736
2010-07-23,1442.5392850485575
2010-07-26,1458.1555521618768
2010-07-27,1459.664283151039
2010-07-28,1457.6641859835213
2010-07-29,1457.5812492063976
2010-07-30,1453.6547075769745
2010-08-02,1487.583641682983
2010-08-03,1487.1619750653672
2010-08-04,1488.063852886076
2010-08-05,1488.1772373716617
2010-08-06,1487.906824840574
2010-08-09,1495.973231746451
2010-08-10,1477.4870147122645
2010-08-11,1437.828625622121
2010-08-12,1428.7309143733446
2010-08-13,1427.0169071388268
2010-08-16,1431.8557616116111
2010-08-17,1448.3548612831955
2010-08-18,1449.8251991741129
2010-08-19,1435.6945526807629
2010-08-20,1419.9436417403729
2010-08-23,1418.4430322132591
2010-08-24,1400.7587771832868
2010-08-25,1393.436212049519
2010-08-26,1397.7581415575403
2010-08-27,1412.6384684426596
2010-08-30,1406.9160457288506
2010-08-31,1403.2222377094683
2010-09-01,1441.1555202017264
2010-09-02,1451.7483936226906
2010-09-03,1467.4950150471125
2010-09-06,1474.7756616479646
2010-09-07,1459.4065197713146
2010-09-08,1465.0170973529707
2010-09-09,1474.3451589555784
2010-09-10,1477.86124451564
2010-09-13,1500.114712568286
2010-09-14,1504.4407794145081
2010-09-15,1505.821405813005
2010-09-16,1501.5930123403646
2010-09-17,1502.2870797384676
2010-09-20,1521.4351619832366
2010-09-21,1519.0698245388505
2010-09-22,1520.481086208968
2010-09-23,1512.1269167289115
2010-09-24,1535.9014644445476
2010-09-27,1535.8214538523214
2010-09-28,1541.1812262624262
2010-09-29,1543.3814513194493
2010-09-30,1539.7967236129598
2010-10-01,1547.5074847217388
2010-10-04,1538.1415782502847
2010-10-05,1565.6672766925712
2010-10-06,1574.2466484978147
2010-10-07,1574.7595931617293
2010-10-08,1579.5774105090338
2010-10-11,1582.3784338425207
2010-10-12,1578.126213367458
2010-10-13,1598.403648537171
2010-10-14,1604.4288949139716
2010-10-15,1600.6532722994857
2010-10-18,1603.6965347378482
2010-10-19,1579.9811535574545
2010-10-20,1595.3801440573238
2010-10-21,1599.3189419412638
2010-10-22,1597.9042826659725
2010-10-25,1608.5318847136778
2010-10-26,1602.244723986244
2010-10-27,1587.668032347556
2010-10-28,1595.9417153836596
2010-10-29,1598.17980816916
2010-11-01,1602.5669817917249
2010-11-02,1615.4647019425202
2010-11-03,1616.9435200453868
2010-11-04,1653.8124814860976
2010-11-05,1656.9538035139362
2010-11-08,1653.9297193137986
2010-11-09,1650.7923657974459
2010-11-10,1641.2244083088033
2010-11-11,1637.0916487730406
2010-11-12,1618.5267880906047
2010-11-15,1616.6310693847001
2010-11-16,1587.6006175309283
2010-11-17,1588.5403147283282
2010-11-18,1614.0529907826296
2010-11-19,1616.3665488345853
2010-11-22,1613.7348125468905
2010-11-23,1586.317023732256
2010-11-24,1601.2972823663938
2010-11-25,1604.3054434432847
2010-11-26,1586.2604209037725
2010-11-29,1576.1800765435316
2010-11-30,1567.076048321944
2010-12-01,1597.050437063685
2010-12-02,1623.6001605966953
2010-12-03,1636.4836994188818
2010-12-06,1635.7449304252061
2010-12-07,1642.1931723481732
2010-12-08,1635.7979895706146
2010-12-09,1640.7499071425896
2010-12-10,1647.204977611157
2010-12-13,1658.9455542081469
2010-12-14,1662.929228718214
2010-12-15,1652.6546800990457
2010-12-16,1651.6897504775864
2010-12-17,1650.7826748806688
2010-12-20,1651.6924272936335
2010-12-21,1667.645473550619
2010-12-22,1670.6824401503518
2010-12-23,1670.52439087081
2010-12-24,1671.0516791199188
2010-12-27,1668.916874107657
2010-12-28,1671.4077582557118
2010-12-29,1678.366916235501
2010-12-30,1678.3410640146597
2010-12-31,1683.5176242230038
2011-01-03,1695.258849867064
2011-01-04,1696.0950184612973
2011-01-05,1691.2191407471933
2011-01-06,1688.2567694384913
2011-01-07,1684.0840985831003
2011-01-10,1675.945200583141
2011-01-11,1684.9494473085451
2011-01-12,1706.6413697533403
2011-01-13,1714.102299001666
2011-01-14,1717.3608494923021
2011-01-17,1713.882093856978
2011-01-18,1724.3319552088728
2011-01-19,1716.1134919025112
2011-01-20,1695.4573309730065
2011-01-21,1701.6424910453036
2011-01-24,1711.9736930119423
2011-01-25,1710.2968319650915
2011-01-26,1721.4252452688522
2011-01-27,1725.0581753873353
2011-01-28,1700.8137960061167
2011-01-31,1706.2215623719112
2011-02-01,1733.66281803182
2011-02-02,1737.2351200966964
2011-02-03,1734.1001617378633
2011-02-04,1735.8336906059003
2011-02-07,1745.022149814601
2011-02-08,1753.6948656120674
2011-02-09,1744.845618813328
2011-02-10,1736.5902951427424
2011-02-11,1741.094688341654
2011-02-14,1749.553667021464
2011-02-15,1748.1550567445754
2011-02-16,1758.1264845649916
2011-02-17,1767.4159222125743
2011-02-18,1772.4139840871887
2011-02-21,1767.5736491675116
2011-02-22,1739.763484115267
2011-02-23,1728.6023061614
2011-02-24,1723.9545931968846
2011-02-25,1743.8995102360163
2011-02-28,1757.2457165064166
2011-03-01,1746.2580935021015
2011-03-02,1743.7576748018266
2011-03-03,1762.8292649048828
2011-03-04,1761.8761682121062
2011-03-07,1750.0865733076685
2011-03-08,1753.7630935318778
2011-03-09,1752.5738996000923
2011-03-10,1718.6360934437198
2011-03-11,1718.8152291964589
2011-03-14,1704.4456467552213
2011-03-15,1666.1311923136718
2011-03-16,1655.7639856533142
2011-03-17,1675.3956552868196
2011-03-18,1686.6735823333493
2011-03-21,1712.5214619322096
2011-03-22,1718.5575890940966
2011-03-23,1720.0961378197683
2011-03-24,1736.1348682198386
2011-03-25,1740.8988026183072
2011-03-28,1735.148516863458
2011-03-29,1740.0244621189076
2011-03-30,1757.528643441981
2011-03-31,1759.2779864013316
2011-04-01,1769.4826200231685
2011-04-04,1776.523181149803
2011-04-05,1775.2350594345644
2011-04-06,1782.8029717223776
2011-04-07,1778.2085750572487
2011-04-08,1785.585635342148
2011-04-11,1780.5945122099024
2011-04-12,1759.0466805356764
2011-04-13,1766.9096796564568
2011-04-14,1765.0450722136768
2011-04-15,1767.3292896033754
2011-04-18,1740.221785678267
2011-04-19,1749.072211289661
2011-04-20,1783.8275423197617
2011-04-21,1798.9528767357506
2011-04-22,1798.9862714667843
2011-04-25,1794.343562306884
2011-04-26,1804.370577396799
2011-04-27,1809.6245417628998
2011-04-28,1824.0637712030984
2011-04-29,1829.5823860032556
2011-05-02,1832.9407731578308
2011-05-03,1818.4698080325209
2011-05-04,1802.3118602540999
2011-05-05,1783.956984110339
2011-05-06,1789.0739548240101
2011-05-09,1784.3720912723677
2011-05-10,1800.3214327470218
2011-05-11,1790.149734369009
2011-05-12,1779.8749662802468
2011-05-13,1770.4607437366433
2011-05-16,1760.653409937254
2011-05-17,1751.5190792425465
2011-05-18,1768.748410111267
2011-05-19,1772.3358156741938
2011-05-20,1762.7669862109942
2011-05-23,1730.9265083187659
2011-05-24,1735.1529831246378
2011-05-25,1739.157934163979
2011-05-26,1750.646870867901
2011-05-27,1766.4504483537135
2011-05-30,1766.6755805557564
2011-05-31,1789.2809133112958
2011-06-01,1767.9641083150846
2011-06-02,1755.2302366136096
2011-06-03,1748.3382768257895
2011-06-06,1734.9605590606645
2011-06-07,1738.6732676492616
2011-06-08,1725.06239458007
2011-06-09,1730.6551200936708
2011-06-10,1706.37660173514
2011-06-13,1704.9539795271328
2011-06-14,1727.429552543296
2011-06-15,1701.7113710951044
2011-06-16,1685.3844787294026
2011-06-17,1691.9682900314747
2011-06-20,1691.685774194395
2011-06-21,1718.4816074261819
2011-06-22,1716.9075560584392
2011-06-23,1695.7317054042617
2011-06-24,1691.6247380123154
2011-06-27,1697.6943492987282
2011-06-28,1716.5963814755094
2011-06-29,1738.4322610223908
2011-06-30,1760.768101208531
2011-07-01,1777.6201829117138
2011-07-04,1785.9666466841443
2011-07-05,1783.3848325069039
2011-07-06,1778.932808768471
2011-07-07,1792.5188860648548
2011-07-08,1781.6392360848085
2011-07-11,1745.1791219297475
2011-07-12,1732.0040712893742
2011-07-13,1750.9793324787427
2011-07-14,1739.1584819405514
2011-07-15,1742.1852081689483
2011-07-18,1721.058354953112
2011-07-19,1744.6843405945006
2011-07-20,1754.421156004217
2011-07-21,1776.7783292062938
2011-07-22,1785.0132763560748
2011-07-25,1774.0159352254739
2011-07-26,1777.0364066689183
2011-07-27,1748.752203230163
2011-07-28,1740.5435807188278
2011-07-29,1731.8657058245587
2011-08-01,1724.3666228377665
2011-08-02,1687.7505727453647
2011-08-03,1676.2136560571028
2011-08-04,1606.9995855292968
2011-08-05,1581.6940716099957
2011-08-08,1498.472058784469
2011-08-09,1532.275827976596
2011-08-10,1498.038121546255
2011-08-11,1541.7845405722094
2011-08-12,1557.9644483206973
2011-08-15,1591.2031417023957
2011-08-16,1582.0920579971714
2011-08-17,1587.3347165016237
2011-08-18,1520.872716457023
2011-08-19,1496.9812840195732
2011-08-22,1495.02194610952
2011-08-23,1530.0662621483082
2011-08-24,1540.7453747252673
2011-08-25,1524.3367711771054
2011-08-26,1535.7734840224782
2011-08-29,1574.6555588488698
2011-08-30,1582.9672653161317
2011-08-31,1603.2914202331485
2011-09-01,1593.8554257775102
2011-09-02,1558.8447927937352
2011-09-05,1528.594910130747
2011-09-06,1514.5944558522172
2011-09-07,1556.0439494694047
2011-09-08,1551.722273940615
2011-09-09,1508.541558427897
2011-09-12,1491.007074735679
2011-09-13,1503.728847393469
2011-09-14,1513.0593131797707
2011-09-15,1542.2253825823202
2011-09-16,1552.5994833833429
2011-09-19,1524.5482332729975
2011-09-20,1528.859671272306
2011-09-21,1498.9572738044312
2011-09-22,1432.5294623888917
2011-09-23,1434.5684238865026
2011-09-26,1446.7219366402112
2011-09-27,1490.167530800881
2011-09-28,1469.6691919525144
2011-09-29,1478.3638738105055
2011-09-30,1446.7495021784653
2011-10-03,1406.2434823667747
2011-10-04,1404.1446626987258
2011-10-05,1429.1435805590438
2011-10-06,1466.1334930738262
2011-10-07,1471.420937364059
2011-10-10,1508.978447479949
2011-10-11,1514.8915110717737
2011-10-12,1537.6682919126024
2011-10-13,1532.685221902611
2011-10-14,1552.9160923803527
2011-10-17,1537.1806115828183
2011-10-18,1540.6931057639135
2011-10-19,1538.4837147558708
2011-10-20,1523.9611305435778
2011-10-21,1556.9340057814702
2011-10-24,1585.1529624750697
2011-10-25,1567.8794997871812
2011-10-26,1575.1107271271098
2011-10-27,1639.2463453584269
2011-10-28,1646.313980995173
2011-10-31,1602.188755394343
2011-11-01,1548.7030268737396
2011-11-02,1568.1933891598192
2011-11-03,1588.1066141025854
2011-11-04,1587.9677034081853
2011-11-07,1589.712611669008
2011-11-08,1601.8808398451129
2011-11-09,1559.798511152529
2011-11-10,1552.4828987148844
2011-11-11,1586.1081732278014
2011-11-14,1575.4324632199332
2011-11-15,1570.9383227602589
2011-11-16,1554.704329115729
2011-11-17,1534.750128247672
2011-11-18,1524.984886810295
2011-11-21,1490.20128093241
2011-11-22,1485.472268804243
2011-11-23,1452.3778523336816
2011-11-24,1449.7164613788727
2011-11-25,1444.4000912443184
2011-11-28,1488.973287709712
2011-11-29,1499.1189477041833
2011-11-30,1553.4378653389879
2011-12-01,1559.2061590316937
2011-12-02,1563.2484270785899
2011-12-05,1577.7228450595896
2011-12-06,1568.3601058475629
2011-12-07,1573.7133205861412
2011-12-08,1544.9563439204758
2011-12-09,1557.283826508215
2011-12-12,1534.3849123110392
2011-12-13,1520.3899753427634
2011-12-14,1494.3744037249412
2011-12-15,1497.0571499290577
2011-12-16,1503.9340498568708
2011-12-19,1487.2035551549582
2011-12-20,1522.9714194977423
2011-12-21,1526.431063035704
2011-12-22,1537.2943308432036
2011-12-23,1548.776398001857
2011-12-26,1549.237401160099
2011-12-27,1549.404262982521
2011-12-28,1529.3662914434522
2011-12-29,1540.6691247031692
2011-12-30,1547.199960612839
2012-01-02,1551.060729600383
2012-01-03,1578.1062127736739
2012-01-04,1574.2805352972412
2012-01-05,1566.2574944623993
2012-01-06,1559.7718463654082
2012-01-09,1562.6190443168523
2012-01-10,1584.103909817908
2012-01-11,1581.2136032873589
2012-01-12,1586.001059625276
2012-01-13,1578.27202555425
2012-01-16,1579.2537701478163
2012-01-17,1594.3985561911013
2012-01-18,1608.633962117913
2012-01-19,1623.3623104241879
2012-01-20,1627.4461445145482
2012-01-23,1636.0800550182257
2012-01-24,1629.9316425899308
2012-01-25,1638.1972786645395
2012-01-26,1649.3629922434238
2012-01-27,1646.095070447862
2012-01-30,1635.4165848424805
2012-01-31,1640.7398132649766
2012-02-01,1662.925220636813
2012-02-02,1669.4904291643081
2012-02-03,1686.8739291993825
2012-02-06,1686.440086663587
2012-02-07,1691.2718539463444
2012-02-08,1698.0997504831223
2012-02-09,1701.6845306671305
2012-02-10,1681.381572608355
2012-02-13,1695.0741268051402
2012-02-14,1687.490090407076
2012-02-15,1691.2981176116548
2012-02-16,1696.170949435535
2012-02-17,1707.4787403979185
2012-02-20,1717.825286667676
2012-02-21,1715.2747874759204
2012-02-22,1709.339255779385
2012-02-23,1715.5151051674031
2012-02-24,1724.2395557139434
2012-02-27,1719.7663561396685
2012-02-28,1727.2573231011443
2012-02-29,1723.9790947158724
2012-03-01,1729.9018745067906
2012-03-02,1723.65737609349
2012-03-05,1713.3883523535608
2012-03-06,1677.6746972932233
2012-03-07,1684.0658117387698
2012-03-08,1709.9842531141255
2012-03-09,1714.6581731483795
2012-03-12,1709.640778659919
2012-03-13,1735.0396646098832
2012-03-14,1730.2957568911297
2012-03-15,1739.902468214691
2012-03-16,1747.0619915678308
2012-03-19,1752.3924334898477
2012-03-20,1738.9749657279365
2012-03-21,1734.1316054731099
2012-03-22,1723.1097203700074
2012-03-23,1728.2670189461144
2012-03-26,1746.5520738550942
2012-03-27,1747.2626526839877
2012-03-28,1734.528505826957
2012-03-29,1724.0762800607483
2012-03-30,1733.2668182124944
2012-04-02,1748.4226577320837
2012-04-03,1742.1034590503273
2012-04-04,1709.7316528258254
2012-04-05,1708.211616501758
2012-04-06,1707.2022430028826
2012-04-09,1694.0783900127017
2012-04-10,1668.0001027163198
2012-04-11,1677.20348896561
2012-04-12,1700.2940659092098
2012-04-13,1683.4812396312414
2012-04-16,1680.3211303536918
2012-04-17,1702.8668440458541
2012-04-18,1700.7604074948865
