Date,ACWI ex DENMARK IMI
1994-05-31,1000.0
1994-06-30,1001.7147696130661
1994-07-29,1017.3514182849514
1994-08-31,1051.124287614031
1994-09-30,1027.814727166603
1994-10-31,1050.1238043333158
1994-11-30,999.6420734221253
1994-12-30,1008.7440635313397
1995-01-31,988.1221449702196
1995-02-28,993.7235112294621
1995-03-31,1038.7812356211077
1995-04-28,1070.7870065632922
1995-05-31,1077.5225178049689
1995-06-30,1080.188760712836
1995-07-31,1132.9689267736878
1995-08-31,1113.6215272529537
1995-09-29,1140.23923169225
1995-10-31,1117.2709409357938
1995-11-30,1149.0200339694666
1995-12-29,1182.5395762268427
1996-01-31,1203.8227077135875
1996-02-29,1213.4687894687038
1996-03-29,1232.4510631124738
1996-04-30,1271.2944014026955
1996-05-31,1274.3856406019722
1996-06-28,1274.9689764143343
1996-07-31,1219.815216700738
1996-08-30,1238.4410234075426
1996-09-30,1279.472854944114
1996-10-31,1277.0765979972664
1996-11-29,1334.8219778706796
1996-12-31,1316.9283431064841
1997-01-01,1316.9429597994533
1997-01-02,1307.5590840906814
1997-01-03,1315.1571575108437
1997-01-06,1319.5525466576062
1997-01-07,1322.8185406078526
1997-01-08,1318.647905453465
1997-01-09,1317.0726522937216
1997-01-10,1310.921353274027
1997-01-13,1318.9007765595102
1997-01-14,1327.9745358479809
1997-01-15,1329.9249783935402
1997-01-16,1336.3114055622395
1997-01-17,1337.910583511763
1997-01-20,1332.8399304895752
1997-01-21,1332.871006125028
1997-01-22,1338.1360522504767
1997-01-23,1331.2402394216658
1997-01-24,1322.3670776839458
1997-01-27,1311.783312167329
1997-01-28,1310.6278435079585
1997-01-29,1314.7799091990119
1997-01-30,1321.9115826119992
1997-01-31,1330.7512988018732
1997-02-03,1330.1856973713193
1997-02-04,1332.7292966679386
1997-02-05,1323.9826025800846
1997-02-06,1324.614308168856
1997-02-07,1327.6226333968668
1997-02-10,1332.41537266108
1997-02-11,1332.9048926514306
1997-02-12,1343.060532385921
1997-02-13,1351.2539371160851
1997-02-14,1352.184838036387
1997-02-17,1351.4299149715173
1997-02-18,1354.0996491669596
1997-02-19,1353.0519897322567
1997-02-20,1352.3538284486644
1997-02-21,1354.0512134622957
1997-02-24,1363.081752152661
1997-02-25,1368.2916787954719
1997-02-26,1359.1340518029017
1997-02-27,1351.9321966045113
1997-02-28,1344.3573864008763
1997-03-03,1343.2599213396416
1997-03-04,1343.328521825532
1997-03-05,1348.9797022398557
1997-03-06,1347.5647953623618
1997-03-07,1352.6815136462424
1997-03-10,1362.4115070927735
1997-03-11,1363.2181003418186
1997-03-12,1352.4380298068209
1997-03-13,1337.8667942538675
1997-03-14,1339.5382041776907
1997-03-17,1336.3808563800706
1997-03-18,1333.882395069009
1997-03-19,1330.258839436375
1997-03-20,1321.6861232415383
1997-03-21,1327.9308117354926
1997-03-24,1327.0667970552254
1997-03-25,1331.4963595580416
1997-03-26,1337.4407468590389
1997-03-27,1328.1771310607496
1997-03-28,1327.4458307519778
1997-03-31,1313.6105173234955
1997-04-01,1304.5554317958151
1997-04-02,1299.954359064296
1997-04-03,1296.8936722757494
1997-04-04,1300.2539086843606
1997-04-07,1300.5115537404504
1997-04-08,1303.9184745123353
1997-04-09,1299.3628551796905
1997-04-10,1293.7583576279778
1997-04-11,1278.55823141707
1997-04-14,1276.1857868499992
1997-04-15,1288.1015222085475
1997-04-16,1297.1655091058776
1997-04-17,1299.4482010990948
1997-04-18,1305.7113357491032
1997-04-21,1306.735954868736
1997-04-22,1313.3105967970303
1997-04-23,1318.080285404046
1997-04-24,1316.492884598967
1997-04-25,1306.9180515164724
1997-04-28,1309.6835493471215
1997-04-29,1327.2102701750575
1997-04-30,1338.5069189938254
1997-05-01,1343.842553743998
1997-05-02,1357.1895550695376
1997-05-05,1372.2244466794662
1997-05-06,1384.1363200177843
1997-05-07,1377.6316493202444
1997-05-08,1382.8995780392654
1997-05-09,1391.6384169509415
1997-05-12,1409.6545553322783
1997-05-13,1409.696430444162
1997-05-14,1415.2620068270019
1997-05-15,1420.881361189073
1997-05-16,1420.462634037476
1997-05-19,1419.7707592221047
1997-05-20,1430.3252565217313
1997-05-21,1429.3817061587135
1997-05-22,1422.8816252230752
1997-05-23,1435.5029934488953
1997-05-26,1435.808529013166
1997-05-27,1433.919023448985
1997-05-28,1437.0265863808584
1997-05-29,1434.0866616412347
1997-05-30,1430.3749339542344
1997-06-02,1433.9035864222517
1997-06-03,1436.1279232624536
1997-06-04,1434.3771264322172
1997-06-05,1439.9662367276183
1997-06-06,1451.3790032172988
1997-06-09,1463.4301887276351
1997-06-10,1465.9841598869386
1997-06-11,1471.6857017344028
1997-06-12,1479.495717315535
1997-06-13,1486.7350966989106
1997-06-16,1493.764193262947
1997-06-17,1490.4519516815062
1997-06-18,1488.6117608549148
1997-06-19,1496.29311020443
1997-06-20,1496.1380413669583
1997-06-23,1484.6654439529698
1997-06-24,1496.9292362796125
1997-06-25,1503.318575952254
1997-06-26,1501.1906406008154
1997-06-27,1498.2775467743443
1997-06-30,1496.9844457657844
1997-07-01,1503.0293149677134
1997-07-02,1513.025962120693
1997-07-03,1530.060098800489
1997-07-04,1528.8503719580071
1997-07-07,1529.3657970548109
1997-07-08,1532.3215682479229
1997-07-09,1525.208288881525
1997-07-10,1528.59918319275
1997-07-11,1531.5537013186895
1997-07-14,1534.638202942524
1997-07-15,1530.9955999114197
1997-07-16,1547.871830257824
1997-07-17,1544.7756903814325
1997-07-18,1528.5587481012808
1997-07-21,1519.9533515093292
1997-07-22,1537.0926595190142
1997-07-23,1544.4828196975657
1997-07-24,1544.9405309806173
1997-07-25,1542.8181679504971
1997-07-28,1540.064797448299
1997-07-29,1544.0948322811735
1997-07-30,1552.1966105926783
1997-07-31,1555.5791193759349
1997-08-01,1542.7760237951932
1997-08-04,1537.622584600094
1997-08-05,1535.4867311685118
1997-08-06,1548.201266183828
1997-08-07,1544.3468024356307
1997-08-08,1535.1303011277134
1997-08-11,1526.7333335655237
1997-08-12,1521.7092976935155
1997-08-13,1518.0802829475451
1997-08-14,1513.8769817948757
1997-08-15,1500.5022271223
1997-08-18,1496.1286760386183
1997-08-19,1507.3484046200556
1997-08-20,1520.8426984357457
1997-08-21,1514.371748169868
1997-08-22,1502.7024260471362
1997-08-25,1498.9835251235036
1997-08-26,1495.4314869124883
1997-08-27,1491.4331660670434
1997-08-28,1477.7720734211468
1997-08-29,1464.2744254456331
1997-09-01,1457.4882983545115
1997-09-02,1479.2171655764148
1997-09-03,1491.7604546514044
1997-09-04,1493.0086483406926
1997-09-05,1500.4281038815845
1997-09-08,1503.7859831795856
1997-09-09,1510.0120794197903
1997-09-10,1496.3318448616262
1997-09-11,1480.72611523454
1997-09-12,1487.968392163275
1997-09-15,1490.4446283016666
1997-09-16,1506.8058957335707
1997-09-17,1510.2277426860726
1997-09-18,1514.602046351217
1997-09-19,1517.6385862376992
1997-09-22,1522.9312723964144
1997-09-23,1521.4483601658837
1997-09-24,1528.3965834402456
1997-09-25,1523.8570659217914
1997-09-26,1527.1911512944146
1997-09-29,1532.8973038941253
1997-09-30,1533.811444194752
1997-10-01,1539.6880056125297
1997-10-02,1543.3682547684903
1997-10-03,1549.5282445094135
1997-10-06,1555.669401798624
1997-10-07,1561.4849563227122
1997-10-08,1558.4717412007672
1997-10-09,1550.3282386293142
1997-10-10,1547.4876448472403
1997-10-13,1548.3367602294918
1997-10-14,1546.7545598052786
