Date,AC ASIA ex JP IMI WITH PARTIAL A SHARES
2011-07-29,2566.620673828731
2011-08-30,2268.7276101367906
2011-08-31,2308.092263551884
2011-09-29,2016.432742950094
2011-09-30,1993.3994591516318
2011-10-28,2248.7392215103514
2011-10-31,2226.4799422240717
2011-11-29,2049.5184046388868
2011-11-30,2040.6395348001613
2011-12-29,2043.5869491724684
2011-12-30,2046.4329559868415
2012-01-30,2231.0515814433475
2012-01-31,2263.1116151223887
2012-02-28,2377.4943153336517
2012-02-29,2408.598259718616
2012-03-29,2317.162567093913
2012-03-30,2330.168466656902
2012-04-27,2303.4634031954965
2012-04-30,2326.061007840299
2012-05-30,2116.067045013863
2012-05-31,2110.651755351234
2012-06-28,2120.110025256113
2012-06-29,2169.2904280594053
2012-07-30,2185.964524584146
2012-07-31,2217.037525367933
2012-08-30,2211.9277540047283
2012-08-31,2213.07209463423
2012-09-27,2345.2332648767083
2012-09-28,2367.2149930444757
2012-10-30,2343.81386612184
2012-10-31,2358.2274370274035
2012-11-29,2408.023567779162
2012-11-30,2421.8876774771315
2012-12-28,2499.2237811192067
2012-12-31,2501.938460581427
2013-01-30,2558.55978014799
2013-01-31,2550.618289965333
2013-02-27,2527.73249619003
2013-02-28,2553.81746261723
2013-03-28,2505.710576720965
2013-03-29,2511.80645110945
2013-04-29,2533.193778045737
2013-04-30,2558.0706332819022
2013-05-30,2552.291244169248
2013-05-31,2537.570997208581
2013-06-27,2327.297033111438
2013-06-28,2378.6033678790754
2013-07-30,2435.327671486847
2013-07-31,2419.023154891586
2013-08-29,2358.392702393247
2013-08-30,2381.5200619533166
2013-09-27,2544.684587413124
2013-09-30,2513.11477089117
2013-10-30,2630.444230400167
2013-10-31,2615.883062329659
2013-11-28,2605.5028620640787
2013-11-29,2617.702482180952
2013-12-30,2584.212523338691
2013-12-31,2593.201649190413
2014-01-01,2593.2358979781334
2014-01-02,2574.7361362324873
2014-01-03,2539.562725350937
2014-01-06,2522.96466143136
2014-01-07,2520.4014064137314
2014-01-08,2538.3233509396505
2014-01-09,2523.184190950734
2014-01-10,2526.4516355755673
2014-01-13,2545.440894448336
2014-01-14,2539.128086422818
2014-01-15,2544.4196587027564
2014-01-16,2547.270378909313
2014-01-17,2547.86965676485
2014-01-20,2539.7127006153514
2014-01-21,2544.3550532508734
2014-01-22,2552.101718111337
2014-01-23,2528.0179265983834
2014-01-24,2504.1684398734988
2014-01-27,2450.9810001468313
2014-01-28,2458.685538805824
2014-01-29,2481.646506438233
2014-01-30,2473.594291584615
2014-01-31,2474.914088787978
2014-02-03,2460.3417073163423
2014-02-04,2423.603168986881
2014-02-05,2415.1537616845376
2014-02-06,2434.5037918804355
2014-02-07,2460.2742813372283
2014-02-10,2461.524133925991
2014-02-11,2485.0611305232824
2014-02-12,2510.4897539089143
2014-02-13,2495.7661314995757
2014-02-14,2513.411778622857
2014-02-17,2533.743672327073
2014-02-18,2531.046010403047
2014-02-19,2536.307300560818
2014-02-20,2513.1479326098024
2014-02-21,2533.5277684054818
2014-02-24,2518.6304811652867
2014-02-25,2522.1795738915266
2014-02-26,2535.713337033573
2014-02-27,2554.1241230562164
2014-02-28,2560.678880225687
2014-03-03,2540.4073704598413
2014-03-04,2542.257774538562
2014-03-05,2553.6748251238832
2014-03-06,2577.7502583042733
2014-03-07,2581.2515094514047
2014-03-10,2551.6435774584206
2014-03-11,2560.359234667258
2014-03-12,2529.2406011043213
2014-03-13,2530.171402625259
2014-03-14,2511.6475129591036
2014-03-17,2517.758488824439
2014-03-18,2527.499224805417
2014-03-19,2522.734161941452
2014-03-20,2482.8128159549765
2014-03-21,2497.938697418461
2014-03-24,2523.2659786729228
2014-03-25,2518.462710778161
2014-03-26,2541.276890669416
2014-03-27,2545.8759952098017
2014-03-28,2567.99559969474
2014-03-31,2585.744404190001
2014-04-01,2611.2859079768077
2014-04-02,2623.4667205151263
2014-04-03,2622.9748072675675
2014-04-04,2619.8469891523378
2014-04-07,2616.959705037034
2014-04-08,2631.311338398296
2014-04-09,2654.382048113217
2014-04-10,2670.9287850492515
2014-04-11,2656.813012427787
2014-04-14,2650.811391064611
2014-04-15,2637.7920460685673
2014-04-16,2639.002485723145
2014-04-17,2647.9397168604505
2014-04-18,2653.5665155709285
2014-04-21,2650.8995061193227
2014-04-22,2649.780945552073
2014-04-23,2639.0224359454487
2014-04-24,2642.3415466644087
2014-04-25,2611.0027606097165
2014-04-28,2604.427521073339
2014-04-29,2618.322009183016
2014-04-30,2602.3877297888184
2014-05-01,2602.7834379405645
2014-05-02,2616.321100651196
2014-05-05,2610.7561370719854
2014-05-06,2613.4135493653616
2014-05-07,2596.2530861971436
2014-05-08,2600.5955094731507
2014-05-09,2604.9131886182486
2014-05-12,2622.469068914357
2014-05-13,2639.3777291218234
2014-05-14,2665.3438408228494
2014-05-15,2672.4559194068984
2014-05-16,2675.2908702482277
2014-05-19,2683.780563597044
2014-05-20,2677.8363776896185
2014-05-21,2679.214837518421
2014-05-22,2701.4441154492147
2014-05-23,2708.2902543994132
2014-05-26,2704.549396792074
2014-05-27,2697.4331606870487
2014-05-28,2715.228680174488
2014-05-29,2710.1364843242595
2014-05-30,2703.0680801177314
2014-06-02,2706.8180818881997
2014-06-03,2725.6909072342237
2014-06-04,2716.0735772706225
2014-06-05,2722.116454864275
2014-06-06,2724.328793436914
2014-06-09,2734.4008956289917
2014-06-10,2753.6415077327806
2014-06-11,2752.593635904507
2014-06-12,2748.7363512011466
2014-06-13,2740.8289115373063
2014-06-16,2738.277081266252
2014-06-17,2737.4170327522493
2014-06-18,2726.999701603377
2014-06-19,2733.5207530579905
2014-06-20,2723.3697074761153
2014-06-23,2710.946572727601
2014-06-24,2726.099596636844
2014-06-25,2719.6969164292796
2014-06-26,2745.687873414912
2014-06-27,2747.5984074047733
2014-06-30,2764.9216743469306
2014-07-01,2766.3366217382595
2014-07-02,2800.9422108893064
2014-07-03,2806.0547828593863
2014-07-04,2810.3162981382434
2014-07-07,2815.318037899026
2014-07-08,2813.2758723035827
2014-07-09,2793.753165984952
2014-07-10,2803.8505755475844
2014-07-11,2786.8598608142047
2014-07-14,2794.927606023449
2014-07-15,2806.046483135246
2014-07-16,2806.1180369788517
2014-07-17,2805.5755004723655
2014-07-18,2801.2011637999008
2014-07-21,2805.264430523748
2014-07-22,2829.590359413946
2014-07-23,2845.42643431523
2014-07-24,2852.586257169368
2014-07-25,2850.880718902349
2014-07-28,2858.6872612543307
2014-07-29,2868.4972853486806
2014-07-30,2878.4459149152126
2014-07-31,2861.538804880738
2014-08-01,2832.242077937278
2014-08-04,2853.07431836905
2014-08-05,2845.7802589911885
2014-08-06,2832.499578910512
2014-08-07,2817.822825458478
2014-08-08,2800.5412300407215
2014-08-11,2832.444582751674
2014-08-12,2841.6116425943815
2014-08-13,2863.0609492187295
2014-08-14,2867.8042343130505
2014-08-15,2872.8191940668657
2014-08-18,2869.603401383423
2014-08-19,2889.4606222536545
2014-08-20,2893.1198378569034
2014-08-21,2874.951638314109
2014-08-22,2894.9214898408627
2014-08-25,2891.9399422697416
2014-08-26,2891.2518577806795
2014-08-27,2900.0475865710027
2014-08-28,2889.522249223672
2014-08-29,2885.3691614538284
2014-09-01,2894.6813036605513
2014-09-02,2882.370737621637
2014-09-03,2911.4594324796626
2014-09-04,2914.028246044386
2014-09-05,2905.698428311794
2014-09-08,2911.1492586295285
2014-09-09,2907.536397662331
2014-09-10,2877.9356557580263
2014-09-11,2864.145778576453
2014-09-12,2858.906802158907
2014-09-15,2835.1678368463045
2014-09-16,2812.605325177633
2014-09-17,2837.939848274186
2014-09-18,2826.149196259918
2014-09-19,2832.357885075551
2014-09-22,2807.5034280645
2014-09-23,2792.794706770358
2014-09-24,2799.888640828267
2014-09-25,2782.2744543458375
2014-09-26,2774.647041876442
2014-09-29,2743.2698104686565
2014-09-30,2728.9099753336054
2014-10-01,2718.927115326687
2014-10-02,2708.636423776391
2014-10-03,2721.1204111577886
2014-10-06,2727.8901826766223
2014-10-07,2731.591593811692
2014-10-08,2705.692193355899
2014-10-09,2729.6622832141757
2014-10-10,2696.4720889354503
2014-10-13,2674.707810759689
2014-10-14,2675.2864968823083
2014-10-15,2673.553914143902
2014-10-16,2649.583923195769
2014-10-17,2648.5804557838073
2014-10-20,2679.307219023133
2014-10-21,2678.5119895696207
2014-10-22,2707.5235828018917
2014-10-23,2703.1428687560224
2014-10-24,2695.2864724885294
2014-10-27,2687.859976947294
2014-10-28,2710.4110757544054
2014-10-29,2750.127341023188
2014-10-30,2742.613589281164
2014-10-31,2766.541052282619
2014-11-03,2759.429477006639
2014-11-04,2748.8096477992735
2014-11-05,2732.3343710690383
2014-11-06,2726.7570218581263
2014-11-07,2716.362650132307
2014-11-10,2746.245734340384
2014-11-11,2743.500532610178
2014-11-12,2743.6076891520074
2014-11-13,2750.630343204209
2014-11-14,2747.016762573012
2014-11-17,2730.3216585851183
2014-11-18,2723.2790064800456
2014-11-19,2716.9181316294057
2014-11-20,2712.285996138283
2014-11-21,2724.143254607011
2014-11-24,2756.689641912167
2014-11-25,2754.0020037788554
2014-11-26,2770.548702041745
2014-11-27,2775.1432625969073
2014-11-28,2770.7800441814084
2014-12-01,2723.54490218023
2014-12-02,2737.3067791842104
2014-12-03,2730.016416861451
2014-12-04,2751.0251801191635
2014-12-05,2753.8474014495623
2014-12-08,2741.696915009045
2014-12-09,2712.597711091839
2014-12-10,2714.422038914376
2014-12-11,2689.1554445889046
2014-12-12,2686.2906340256386
2014-12-15,2666.723029064021
2014-12-16,2640.3130577790566
2014-12-17,2623.1552670093897
2014-12-18,2642.498124257266
2014-12-19,2670.038162054099
2014-12-22,2696.7312171872227
2014-12-23,2683.1930990016313
2014-12-24,2685.960012022643
2014-12-25,2684.275593076139
2014-12-26,2692.5382750181893
2014-12-29,2715.8465784719624
2014-12-30,2705.459887982465
2014-12-31,2719.634759410389
2015-01-01,2719.7094870988967
2015-01-02,2733.311724466145
2015-01-05,2713.481103471514
2015-01-06,2677.0979545455825
2015-01-07,2686.6611045497593
2015-01-08,2719.7140234485146
2015-01-09,2735.4570540879577
2015-01-12,2738.3043404916457
2015-01-13,2748.441640887511
2015-01-14,2740.2240471712958
2015-01-15,2759.5394419563613
2015-01-16,2745.7066707700515
2015-01-19,2729.401715431325
2015-01-20,2744.7751786133044
2015-01-21,2781.4316973992477
2015-01-22,2790.577744064818
2015-01-23,2823.7634239464837
2015-01-26,2825.623391631739
2015-01-27,2830.7253221444885
2015-01-28,2830.1467654042553
2015-01-29,2800.9550899810743
2015-01-30,2785.4196267780208
2015-02-02,2780.399976225456
2015-02-03,2793.5994014956577
2015-02-04,2814.7961306285147
2015-02-05,2805.9744355367084
2015-02-06,2804.049278398808
2015-02-09,2782.0446655415985
2015-02-10,2782.566565313271
2015-02-11,2781.483885643865
2015-02-12,2780.4010118334763
2015-02-13,2812.906128262583
2015-02-16,2810.7657195235784
2015-02-17,2811.9023364281293
2015-02-18,2817.187010566425
2015-02-19,2818.510758891224
2015-02-20,2817.6195449453844
2015-02-23,2812.2393716780016
2015-02-24,2820.620784330366
2015-02-25,2839.310164546206
2015-02-26,2844.5729712573366
2015-02-27,2838.837144253741
2015-03-02,2844.5222789492013
2015-03-03,2843.27819175114
2015-03-04,2830.534649706435
2015-03-05,2817.1120931005244
2015-03-06,2828.1641140114507
2015-03-09,2797.844852386468
2015-03-10,2771.1193258013645
2015-03-11,2757.487246915809
2015-03-12,2771.226831113311
2015-03-13,2766.2193635493804
2015-03-16,2766.1472059794764
2015-03-17,2784.693880828626
2015-03-18,2800.26507017119
2015-03-19,2830.7518218703053
2015-03-20,2825.301852545017
2015-03-23,2839.2324467872586
2015-03-24,2843.959585907874
2015-03-25,2845.4432132324905
2015-03-26,2822.5921852802758
2015-03-27,2820.0042420763157
2015-03-30,2849.9473784841803
2015-03-31,2862.181484744329
2015-04-01,2875.2044716651885
2015-04-02,2901.572846222945
2015-04-03,2906.438556627818
2015-04-06,2921.3532739365455
2015-04-07,2927.4753497926135
2015-04-08,2985.4796764976522
2015-04-09,3017.266419055708
2015-04-10,3043.0379313621693
2015-04-13,3082.0282544413626
2015-04-14,3063.6198183556335
2015-04-15,3054.738107165419
2015-04-16,3089.0408157009383
2015-04-17,3083.8492227629586
2015-04-20,3045.332603582049
2015-04-21,3069.4351017473127
2015-04-22,3092.658449577467
2015-04-23,3099.5800055890168
2015-04-24,3110.996645708206
2015-04-27,3129.8314795367523
2015-04-28,3125.4002675079014
2015-04-29,3108.382628648602
2015-04-30,3085.8507039434185
2015-05-01,3085.393553228467
2015-05-04,3096.4111340126633
2015-05-05,3071.6795760621394
2015-05-06,3047.3627187219154
2015-05-07,2999.085994017162
2015-05-08,3026.3493959936773
2015-05-11,3042.0862955478574
2015-05-12,3017.352157846908
2015-05-13,3026.7538303685214
2015-05-14,3035.606152343402
2015-05-15,3057.764818965136
2015-05-18,3059.997352790754
2015-05-19,3075.338549034274
2015-05-20,3067.186920492538
2015-05-21,3055.9890398698
2015-05-22,3087.8603435035766
2015-05-25,3085.2907676915374
2015-05-26,3090.315974292635
2015-05-27,3066.883804637444
2015-05-28,3033.679100121203
2015-05-29,3029.7137286679385
2015-06-01,3037.5407097250372
2015-06-02,3009.9769883059835
2015-06-03,3009.902792327901
2015-06-04,2993.570033480407
2015-06-05,2982.3137188644682
2015-06-08,2961.1654086279236
2015-06-09,2925.6426727848207
2015-06-10,2931.6206022833253
2015-06-11,2937.8106547086854
2015-06-12,2955.0128589964374
2015-06-15,2922.876426034368
2015-06-16,2896.4788743240692
2015-06-17,2918.3720341003714
2015-06-18,2927.937778525374
2015-06-19,2922.921978582858
2015-06-22,2954.3302582990964
2015-06-23,2976.9260127308034
2015-06-24,2981.6880950418317
2015-06-25,2969.493951247872
2015-06-26,2933.927096230418
2015-06-29,2868.0702985455905
2015-06-30,2906.976109145524
2015-07-01,2914.70779840464
2015-07-02,2905.1310343243285
2015-07-03,2880.96122463869
2015-07-06,2809.0038740267473
2015-07-07,2771.317880896625
2015-07-08,2669.223300084574
2015-07-09,2734.022757385379
2015-07-10,2773.6468165457077
2015-07-13,2811.3865121614426
2015-07-14,2797.874884306794
2015-07-15,2788.5793316324066
2015-07-16,2800.296224640251
2015-07-17,2817.246938507048
2015-07-20,2807.160711120209
2015-07-21,2815.372131908135
2015-07-22,2799.22842548661
2015-07-23,2792.5036623741976
2015-07-24,2767.1050760638327
2015-07-27,2694.8490655452842
2015-07-28,2693.9809709461283
2015-07-29,2709.7233232820704
2015-07-30,2696.5486198094527
2015-07-31,2707.0992746831757
2015-08-03,2678.854103217298
2015-08-04,2689.2312758388134
2015-08-05,2691.857694974073
2015-08-06,2677.5714896884524
2015-08-07,2683.725092921749
2015-08-10,2691.900533178157
2015-08-11,2658.2033440997097
2015-08-12,2598.146669831056
2015-08-13,2616.574305767583
2015-08-14,2619.7480452063382
2015-08-17,2591.2958652957295
2015-08-18,2561.5020001048124
2015-08-19,2541.7226295933638
2015-08-20,2502.0462012924972
2015-08-21,2445.227365395024
2015-08-24,2310.72004377015
2015-08-25,2347.813332670901
2015-08-26,2349.873623014633
2015-08-27,2421.108877651753
2015-08-28,2444.7678712801016
2015-08-31,2437.6839828019665
2015-09-01,2396.1947235683783
2015-09-02,2379.952997466918
2015-09-03,2385.0516504707534
2015-09-04,2359.2617311355943
2015-09-07,2334.527472763326
2015-09-08,2374.56143442394
2015-09-09,2454.0151858147647
2015-09-10,2432.1351121870066
2015-09-11,2431.849706412387
2015-09-14,2436.222724326481
2015-09-15,2421.9858596370864
2015-09-16,2466.8517156602516
2015-09-17,2481.609292655296
2015-09-18,2504.9424881692307
2015-09-21,2472.051936155197
2015-09-22,2467.6592064398014
2015-09-23,2412.7026317674568
2015-09-24,2402.366227848121
2015-09-25,2398.935369809407
2015-09-28,2391.474807444962
2015-09-29,2364.8429034159863
2015-09-30,2401.790807179845
2015-10-01,2416.5650228254567
2015-10-02,2437.4847945643537
2015-10-05,2475.213918336767
2015-10-06,2491.5372725087345
2015-10-07,2552.305366683409
2015-10-08,2544.3555757106974
2015-10-09,2568.0134767450613
2015-10-12,2599.4004732979247
2015-10-13,2578.4606324995216
2015-10-14,2567.8794308848264
2015-10-15,2618.663882818337
2015-10-16,2624.63525632038
2015-10-19,2632.6103867799593
2015-10-20,2624.600340219892
2015-10-21,2617.4533837135173
2015-10-22,2607.9938644452577
2015-10-23,2643.2104995654668
2015-10-26,2645.027859647365
2015-10-27,2636.8862553182385
2015-10-28,2622.5214149080375
2015-10-29,2593.265566661906
2015-10-30,2588.861893168225
2015-11-02,2582.4816964166184
2015-11-03,2605.7085779955787
2015-11-04,2642.8404110207107
2015-11-05,2630.377544678206
2015-11-06,2613.074799392654
2015-11-09,2583.9441807780713
2015-11-10,2549.7882893704245
2015-11-11,2544.0490828032052
2015-11-12,2560.1436450795068
2015-11-13,2525.291960533517
2015-11-16,2493.9492521761963
2015-11-17,2519.1286023438865
2015-11-18,2506.0813477542943
2015-11-19,2547.5397036266477
2015-11-20,2566.763319284185
2015-11-23,2560.2294104808248
2015-11-24,2561.3797990244534
2015-11-25,2563.5355239568567
2015-11-26,2567.774316086246
2015-11-27,2531.6124722934833
2015-11-30,2510.24189787454
2015-12-01,2545.636954972866
2015-12-02,2544.980554230078
2015-12-03,2533.3993770222764
2015-12-04,2521.885676441137
2015-12-07,2518.792787369373
2015-12-08,2484.4609556096316
2015-12-09,2467.056154066623
2015-12-10,2462.579872428744
2015-12-11,2432.6980692044976
2015-12-14,2416.926273977223
2015-12-15,2429.4327921252057
2015-12-16,2467.5259722778464
2015-12-17,2488.4565027731983
2015-12-18,2471.0883663392533
2015-12-21,2483.862212316766
2015-12-22,2493.2822629212583
2015-12-23,2509.731379963407
2015-12-24,2512.7246110455208
2015-12-25,2514.587890521826
2015-12-28,2499.220607635711
2015-12-29,2504.6400449098733
2015-12-30,2495.2520795687583
2015-12-31,2500.739423388505
2016-01-01,2501.427831967848
2016-01-04,2421.8816115061445
2016-01-05,2421.8504235667133
2016-01-06,2400.458114529909
2016-01-07,2331.3935468245936
2016-01-08,2343.4935169899923
2016-01-11,2288.501362892208
2016-01-12,2282.4777702613706
2016-01-13,2299.7958313360773
2016-01-14,2279.18861808884
2016-01-15,2245.8136598738133
2016-01-18,2231.7352146235853
2016-01-19,2266.6295819024117
2016-01-20,2200.664029850258
2016-01-21,2178.10951428547
2016-01-22,2236.4482418521384
2016-01-25,2259.821770163983
2016-01-26,2220.871416568773
2016-01-27,2234.4481435760476
2016-01-28,2239.487302701884
2016-01-29,2291.8998175521806
2016-02-01,2291.936418637479
2016-02-02,2268.238654783256
2016-02-03,2229.4186712158594
2016-02-04,2265.462380634621
2016-02-05,2274.3758716075713
2016-02-08,2268.7132887752723
2016-02-09,2262.843088294186
2016-02-10,2261.790069079706
2016-02-11,2207.053600475051
2016-02-12,2190.384614684458
2016-02-15,2236.589705729573
2016-02-16,2260.393590132013
2016-02-17,2252.179111710477
2016-02-18,2287.352898944832
2016-02-19,2286.2903257295525
2016-02-22,2302.024462129217
2016-02-23,2292.026154624508
2016-02-24,2275.697343452491
2016-02-25,2255.766910999123
2016-02-26,2282.9775648302666
2016-02-29,2270.807666626076
2016-03-01,2303.283106969158
2016-03-02,2354.301287680786
2016-03-03,2375.97657105385
2016-03-04,2400.5644837064124
2016-03-07,2405.928471222223
2016-03-08,2386.3964373216454
2016-03-09,2382.964079362676
2016-03-10,2390.8777222981216
2016-03-11,2419.144735458011
2016-03-14,2438.8611151770515
2016-03-15,2415.058370824832
2016-03-16,2416.9665981178305
2016-03-17,2458.676954352578
2016-03-18,2489.3748945964317
2016-03-21,2497.6739668281975
2016-03-22,2500.973260378712
2016-03-23,2490.903054376015
2016-03-24,2467.656149342767
2016-03-25,2464.1352818232117
2016-03-28,2457.5368339937454
2016-03-29,2462.4809764553656
2016-03-30,2512.402311135414
2016-03-31,2519.5128811467607
2016-04-01,2491.233502274099
2016-04-04,2498.518286680405
2016-04-05,2468.6685523305964
2016-04-06,2467.5075837221984
2016-04-07,2470.1538167013277
2016-04-08,2474.872291480491
2016-04-11,2489.850303803693
2016-04-12,2499.311915234746
2016-04-13,2539.7827584314778
2016-04-14,2546.2465950608157
2016-04-15,2551.271287832044
2016-04-18,2542.6229866355648
2016-04-19,2563.031785987303
2016-04-20,2547.1475959843515
2016-04-21,2563.912390262267
2016-04-22,2545.0912063034393
2016-04-25,2529.689829686537
2016-04-26,2532.1713175121076
2016-04-27,2527.835536889196
2016-04-28,2518.7910360100623
2016-04-29,2502.889402734084
2016-05-02,2495.5119470416817
2016-05-03,2472.1219915475544
2016-05-04,2450.4990908345044
2016-05-05,2446.563939559858
2016-05-06,2428.080466998225
2016-05-09,2419.0133862426233
2016-05-10,2423.518703408705
2016-05-11,2420.2737809607097
2016-05-12,2415.5040750550925
2016-05-13,2389.8337680259287
2016-05-16,2397.5428538364145
2016-05-17,2417.875957312416
2016-05-18,2396.135769378868
2016-05-19,2369.221583126199
2016-05-20,2378.167990036879
2016-05-23,2394.024378190808
2016-05-24,2383.8928729379822
2016-05-25,2421.207487953986
2016-05-26,2430.789632980312
2016-05-27,2455.3232991832683
2016-05-30,2454.470620018092
2016-05-31,2466.3651952986547
2016-06-01,2464.0702483600126
2016-06-02,2472.04007193085
2016-06-03,2480.9147132855774
2016-06-06,2498.1348172607422
2016-06-07,2534.900185215246
2016-06-08,2542.9026639199265
2016-06-09,2537.2699622311925
2016-06-10,2511.313951031132
2016-06-13,2460.127462030864
2016-06-14,2456.321411518257
2016-06-15,2467.0618756804306
2016-06-16,2442.152220675188
2016-06-17,2452.1525806372215
2016-06-20,2485.3698037874133
2016-06-21,2497.5939007904835
2016-06-22,2510.8944067903944
2016-06-23,2515.7220385909445
2016-06-24,2438.118273122372
2016-06-27,2434.4769588962095
2016-06-28,2451.9949753994993
2016-06-29,2489.9945936716367
2016-06-30,2526.6630169302334
2016-07-01,2540.175248540988
2016-07-04,2558.2734169555406
2016-07-05,2535.8154726754724
2016-07-06,2503.8808001772386
2016-07-07,2527.8165463887685
2016-07-08,2516.448733287238
2016-07-11,2563.529391913284
2016-07-12,2584.488026648002
2016-07-13,2595.4165172147077
2016-07-14,2613.053489624301
2016-07-15,2624.4736089625653
2016-07-18,2629.9089545165316
2016-07-19,2626.1190083263223
2016-07-20,2633.5411907044486
2016-07-21,2639.8407454394433
2016-07-22,2636.704969752851
2016-07-25,2636.839503164569
2016-07-26,2649.3180687600175
2016-07-27,2656.3201010950747
2016-07-28,2663.1812400961803
2016-07-29,2642.3253287708917
2016-08-01,2678.5753181703044
2016-08-02,2667.8276570361595
2016-08-03,2633.5657032618333
2016-08-04,2645.3328369266123
2016-08-05,2677.7052815017223
2016-08-08,2704.520677819707
2016-08-09,2710.234196447194
2016-08-10,2721.3591642936562
2016-08-11,2724.500599920539
2016-08-12,2737.5419892864943
2016-08-15,2750.530305913037
2016-08-16,2755.698262855639
2016-08-17,2737.835826144102
2016-08-18,2754.968812549069
2016-08-19,2738.641237948729
2016-08-22,2723.5058907481775
2016-08-23,2732.441294604817
2016-08-24,2718.287269552903
2016-08-25,2724.0362949291884
2016-08-26,2729.1969736664096
2016-08-29,2714.0989840537736
2016-08-30,2731.942510740423
2016-08-31,2726.8311912673626
2016-09-01,2722.68569273942
2016-09-02,2735.2530817582447
2016-09-05,2771.8001361676456
2016-09-06,2805.1196353748796
2016-09-07,2813.6773733710497
2016-09-08,2820.240702359716
2016-09-09,2794.7751625633036
2016-09-12,2722.9108573144745
2016-09-13,2716.2427012718344
2016-09-14,2714.915080284233
2016-09-15,2727.035790081605
2016-09-16,2727.843259833392
2016-09-19,2760.9966203309436
2016-09-20,2760.5900497974994
2016-09-21,2780.2204725279007
2016-09-22,2810.6098307739167
2016-09-23,2807.6044153780854
2016-09-26,2772.3539781461195
2016-09-27,2795.431991696159
2016-09-28,2793.707507569964
2016-09-29,2798.5647105628777
2016-09-30,2768.4603303229537
2016-10-03,2792.354565374751
2016-10-04,2804.1169657308196
2016-10-05,2802.2662254587412
2016-10-06,2810.785541981321
2016-10-07,2796.1838671897126
2016-10-10,2800.4941203815933
2016-10-11,2766.4311024180947
2016-10-12,2753.53898179743
2016-10-13,2718.122741452685
2016-10-14,2732.9792421450115
2016-10-17,2720.057944683462
2016-10-18,2756.9648766859905
2016-10-19,2764.381978173723
2016-10-20,2766.23761910895
2016-10-21,2757.5968244151027
2016-10-24,2777.6809080191774
2016-10-25,2776.3103053883206
2016-10-26,2752.991837956419
2016-10-27,2738.281338836879
2016-10-28,2728.7043594609268
2016-10-31,2723.5910270569084
2016-11-01,2733.0817900433553
2016-11-02,2692.9450472845197
2016-11-03,2685.3855025363423
2016-11-04,2678.066192130173
2016-11-07,2698.4097898293953
2016-12-08,2676.906968225006
2017-04-03,2950.271738314467
2017-04-04,2945.55874249175
2017-04-05,2963.6712704153697
2017-04-06,2950.1164298880863
2017-04-07,2947.231153940252
2017-04-10,2939.025251302987
2017-04-11,2926.5839108210257
2017-04-12,2939.5048563434275
2017-04-13,2950.317935230576
2017-04-14,2941.3372133358225
2017-04-17,2936.696425111723
2017-04-18,2918.9838900462446
2017-04-19,2908.9655596104394
2017-04-20,2925.4164125691036
2017-04-21,2938.3489207492016
2017-04-24,2950.6683954418963
2017-04-25,2990.6329758062006
2017-04-26,3000.5821076206466
2017-04-27,2998.592874235712
2017-04-28,2990.6178569023205
2017-05-01,2992.570588239085
2017-05-02,3013.3711307391814
2017-05-03,3013.9554306179166
2017-05-04,3011.1669537513035
2017-05-05,2993.3631218076594
2017-05-08,3019.5468521091925
2017-05-09,3032.2860991577836
