Date,ACWI ex CHINA IMI
1994-05-31,1000.0
1994-06-30,1001.840111955985
1994-07-29,1017.5864945932404
1994-08-31,1050.993210220129
1994-09-30,1027.7479482259448
1994-10-31,1050.0302037117337
1994-11-30,999.6008005126569
1994-12-30,1008.7839003058848
1995-01-31,988.3164687762558
1995-02-28,994.0201823791737
1995-03-31,1038.9089423204905
1995-04-28,1070.9624102192747
1995-05-31,1077.8129187920842
1995-06-30,1080.412175707468
1995-07-31,1133.2598254155528
1995-08-31,1113.7463805291043
1995-09-29,1140.3070778316107
1995-10-31,1117.4035608064
1995-11-30,1149.006331261941
1995-12-29,1182.4842036897048
1996-01-31,1203.8191654445657
1996-02-29,1213.5033323494756
1996-03-29,1232.3181926822888
1996-04-30,1270.9875453389582
1996-05-31,1274.1352366177855
1996-06-28,1274.8148354144016
1996-07-31,1219.9723939120374
1996-08-30,1238.745527644125
1996-09-30,1279.6207532934745
1996-10-31,1277.4218946170508
1996-11-29,1335.0427582549462
1996-12-31,1317.3358390133924
1997-01-01,1317.3504030250772
1997-01-02,1307.9770460280401
1997-01-03,1315.5491334989174
1997-01-06,1319.9740752351936
1997-01-07,1323.3002799526978
1997-01-08,1319.1438800725543
1997-01-09,1317.569353593796
1997-01-10,1311.4749109736058
1997-01-13,1319.5072967858785
1997-01-14,1328.5478882142518
1997-01-15,1330.5648206095136
1997-01-16,1336.9354015232484
1997-01-17,1338.4297173218738
1997-01-20,1333.3256562669005
1997-01-21,1333.3088796942118
1997-01-22,1338.541991662166
1997-01-23,1331.6997345913553
1997-01-24,1322.8579351564788
1997-01-27,1312.2982427111965
1997-01-28,1311.1146885665194
1997-01-29,1315.2764674028335
1997-01-30,1322.4206406219605
1997-01-31,1331.3323369311972
1997-02-03,1330.8141351118677
1997-02-04,1333.3708131643057
1997-02-05,1324.658950535267
1997-02-06,1325.2867184624356
1997-02-07,1328.2531897119973
1997-02-10,1333.0856233022803
1997-02-11,1333.478957756741
1997-02-12,1343.62630509166
1997-02-13,1351.8362992466448
1997-02-14,1352.8086055595993
1997-02-17,1352.0240683551615
1997-02-18,1354.7570160455896
1997-02-19,1353.7485174277517
1997-02-20,1353.0689412999095
1997-02-21,1354.7407757879812
1997-02-24,1363.6830165080974
1997-02-25,1368.8403194924583
1997-02-26,1359.6503274006516
1997-02-27,1352.4009185482219
1997-02-28,1344.8488076076262
1997-03-03,1343.7837082269355
1997-03-04,1343.8645727769836
1997-03-05,1349.498068493533
1997-03-06,1348.1250668095456
1997-03-07,1353.2108226708108
1997-03-10,1362.9657695364788
1997-03-11,1363.8878415353056
1997-03-12,1353.1081069502832
1997-03-13,1338.5432015686554
1997-03-14,1340.2444279493964
1997-03-17,1337.1203096459437
1997-03-18,1334.6336976958296
1997-03-19,1331.0206657680362
1997-03-20,1322.3474063966514
1997-03-21,1328.5698499932034
1997-03-24,1327.6685078708429
1997-03-25,1332.09927300825
1997-03-26,1338.0413579781411
1997-03-27,1328.873446626285
1997-03-28,1328.147796087864
1997-03-31,1314.3901003066176
1997-04-01,1305.2629666549103
1997-04-02,1300.6844498540522
1997-04-03,1297.5230124411853
1997-04-04,1300.8691251708578
1997-04-07,1301.0525255992552
1997-04-08,1304.4842343602165
1997-04-09,1299.9510299564772
1997-04-10,1294.4103460367571
1997-04-11,1279.2697484284402
1997-04-14,1276.8401853722664
1997-04-15,1288.6801213348565
1997-04-16,1297.721883557216
1997-04-17,1300.0269926706662
1997-04-18,1306.3255884028472
1997-04-21,1307.3997332211356
1997-04-22,1313.9623630276833
1997-04-23,1318.7407326506957
1997-04-24,1317.162116995523
1997-04-25,1307.594476273559
1997-04-28,1310.331209953323
1997-04-29,1327.8371562554607
1997-04-30,1339.0367371937987
1997-05-01,1344.4364044047759
1997-05-02,1357.7187631586332
1997-05-05,1372.7025427088577
1997-05-06,1384.6941187198888
1997-05-07,1378.2016323639468
1997-05-08,1383.4961155701444
1997-05-09,1392.2613627604812
1997-05-12,1410.239304865602
1997-05-13,1410.3476428346414
1997-05-14,1415.9111126536159
1997-05-15,1421.5987438640116
1997-05-16,1421.300036909821
1997-05-19,1420.561554509727
1997-05-20,1431.117232160193
1997-05-21,1430.181726694815
1997-05-22,1423.6510319547217
1997-05-23,1436.266723546495
