Date,MSCI ACWI IMI ex USA ex China ex Hong Kong Index
2017-11-30,1000.0
2017-12-01,993.9817157126362
2017-12-04,997.4431606386605
2017-12-05,995.6705927675055
2017-12-06,988.1213829322073
2017-12-07,989.0345911388578
2017-12-08,992.7525893182957
2017-12-11,997.3409394011933
2017-12-12,996.7619983264669
2017-12-13,998.8502927935785
2017-12-14,998.5365645512156
2017-12-15,996.150708212736
2017-12-18,1009.6560819000633
2017-12-19,1006.332634162806
2017-12-20,1007.3462695161768
2017-12-21,1009.5093477312898
2017-12-22,1009.9937454720343
2017-12-25,1010.3270537350847
2017-12-26,1010.8118788899158
2017-12-27,1016.196891392141
2017-12-28,1019.4179334336917
2017-12-29,1023.7893796897658
2018-01-01,1023.6417141394741
2018-01-02,1028.1502552461639
2018-01-03,1030.6529137953553
2018-01-04,1043.2911983122772
2018-01-05,1049.4870366676782
2018-01-08,1049.2484435457618
2018-01-09,1050.4926327527228
2018-01-10,1050.9980923686076
2018-01-11,1051.708953962057
2018-01-12,1058.3710040109925
2018-01-15,1068.3840722603684
2018-01-16,1067.667462094871
2018-01-17,1067.6131029009591
2018-01-18,1067.039985231206
2018-01-19,1072.0986672088493
2018-01-22,1075.8004966702324
2018-01-23,1083.1869626785658
2018-01-24,1087.9758867209673
2018-01-25,1091.0944936220212
2018-01-26,1090.2862799561624
2018-01-29,1084.356564564404
2018-01-30,1075.3669282949832
2018-01-31,1074.9137521861462
2018-02-01,1075.8864899760636
2018-02-02,1058.6062982804533
2018-02-05,1039.2012442403432
2018-02-06,1010.3050073544135
2018-02-07,1019.0353027503294
2018-02-08,1008.4164082342443
2018-02-09,994.8094960218867
2018-02-12,1004.8111369936757
2018-02-13,1006.9874105123866
2018-02-14,1017.4916790347222
2018-02-15,1029.7131623133764
2018-02-16,1036.1715909654865
2018-02-19,1035.2044311259165
2018-02-20,1031.4175885351706
2018-02-21,1032.3298618763154
2018-02-22,1029.729088260217
2018-02-23,1035.6977455875576
2018-02-26,1040.4309191563536
2018-02-27,1037.139406974094
2018-02-28,1026.531720948668
2018-03-01,1014.1114651942815
2018-03-02,1006.8508108202419
2018-03-05,1009.5205925026921
2018-03-06,1019.5447187402631
2018-03-07,1017.6913183600639
2018-03-08,1021.8288419756991
2018-03-09,1025.6427074530427
2018-03-12,1033.5728779768785
2018-03-13,1033.360949867641
2018-03-14,1029.4793280753302
2018-03-15,1028.5601670129313
2018-03-16,1025.977774032367
2018-03-19,1019.2304488768226
2018-03-20,1018.4944303425596
2018-03-21,1019.7335307250158
2018-03-22,1015.0691490434689
2018-03-23,1001.7870456950262
2018-03-26,1002.9166316408423
2018-03-27,1011.8795456422074
2018-03-28,1006.4536996313009
2018-03-29,1008.8917280547995
2018-03-30,1010.7232249893964
2018-04-02,1010.2410309949669
2018-04-03,1005.7854017490845
2018-04-04,1002.4078496032836
2018-04-05,1015.1960134535977
2018-04-06,1013.5073434523582
2018-04-09,1016.9610040881792
2018-04-10,1025.7944596495165
2018-04-11,1025.0454587692686
2018-04-12,1024.3415521487616
2018-04-13,1025.912247582037
2018-04-16,1026.9912435745568
2018-04-17,1030.6590532081118
2018-04-18,1038.919743843136
2018-04-19,1039.3773036370555
2018-04-20,1031.317828107667
2018-04-23,1027.3102630383
2018-04-24,1025.8164558642152
2018-04-25,1017.2263055015035
2018-04-26,1021.7186494828901
2018-04-27,1026.084775558562
2018-04-30,1026.929505829116
2018-05-01,1020.6444619120656
2018-05-02,1020.4565567981527
2018-05-03,1016.4446820328143
2018-05-04,1018.6031575527626
2018-05-07,1021.6943979742589
2018-05-08,1019.4394751057604
2018-05-09,1022.3558067563683
2018-05-10,1027.0261294188501
2018-05-11,1035.1842365535451
2018-05-14,1037.974040060604
2018-05-15,1027.3631529982588
2018-05-16,1026.2815401049086
2018-05-17,1028.0786682014145
2018-05-18,1025.4763608859023
2018-05-21,1025.5952615826534
2018-05-22,1029.5056655141052
2018-05-23,1018.955896530568
2018-05-24,1016.9891369655861
2018-05-25,1013.8075962003585
2018-05-28,1010.0465874906813
2018-05-29,998.8247386773716
2018-05-30,998.7259758229527
2018-05-31,1001.0759163383984
2018-06-01,1004.9807022842623
2018-06-04,1013.7186190658601
2018-06-05,1009.4021090952549
2018-06-06,1016.3369988944085
2018-06-07,1018.3358686378227
2018-06-08,1012.7020116922967
2018-06-11,1018.2865842778565
2018-06-12,1016.9129682846145
2018-06-13,1017.0179173079299
2018-06-14,1013.5717220905354
2018-06-15,1004.001425189893
2018-06-18,996.3799883929394
2018-06-19,985.2467111136609
2018-06-20,990.3569697628143
2018-06-21,985.3903109460451
2018-06-22,993.5681030988696
2018-06-25,981.2804908625861
2018-06-26,980.8356699268519
2018-06-27,978.6945930629366
2018-06-28,972.4579461732826
2018-06-29,984.7748963418371
2018-07-02,970.7965415464089
2018-07-03,977.6093592225004
2018-07-04,978.5981207248192
2018-07-05,980.9956185259442
2018-07-06,988.1996112072694
2018-07-09,996.4095002639045
2018-07-10,997.4986930781911
2018-07-11,986.8014875205149
2018-07-12,989.1269634851893
2018-07-13,992.7711107960869
2018-07-16,991.6097782373511
2018-07-17,992.6388274813322
2018-07-18,993.6046975050212
2018-07-19,989.8255917544304
2018-07-20,997.0213885722303
2018-07-23,994.8499358380922
2018-07-24,1002.4323913744424
2018-07-25,1001.9561087921714
2018-07-26,1007.3208790356141
2018-07-27,1011.7840063691006
2018-07-30,1012.1547327444887
2018-07-31,1009.8991583250656
2018-08-01,1008.7896905289954
2018-08-02,997.5754381240638
2018-08-03,1001.5610269203687
2018-08-06,998.0957523534698
2018-08-07,1003.8372951440939
2018-08-08,1003.6652794290591
2018-08-09,1002.7390749466742
2018-08-10,984.8677189149445
2018-08-13,974.2819300788933
2018-08-14,977.3739923721274
2018-08-15,964.2630589465186
2018-08-16,968.8169766949994
2018-08-17,971.5614537683404
2018-08-20,976.2422394756396
2018-08-21,981.8298877988628
2018-08-22,987.3757465732537
2018-08-23,983.7052310856456
2018-08-24,988.3373530830606
2018-08-27,998.7021701530846
2018-08-28,1001.2688263304174
2018-08-29,1001.6730546775613
2018-08-30,997.3092771969368
2018-08-31,992.0316822498777
2018-09-03,988.0954752112373
2018-09-04,977.8726834202863
2018-09-05,971.1184548024933
2018-09-06,967.9182497776108
2018-09-07,965.2980779409244
2018-09-10,966.3176437790424
2018-09-11,965.2775094411177
2018-09-12,970.0931661630956
2018-09-13,973.5071669673051
2018-09-14,978.8815401901161
2018-09-17,979.7128748073948
2018-09-18,984.5567695451456
2018-09-19,989.3726679976635
2018-09-20,997.0895055372263
2018-09-21,1003.0894554932523
2018-09-24,1000.5548014457594
2018-09-25,1002.9269773257265
2018-09-26,1003.9745434653101
2018-09-27,1000.7396803071862
2018-09-28,995.6130390839133
2018-10-01,995.1493989212455
2018-10-02,990.2513224665954
2018-10-03,989.2328290507497
2018-10-04,978.7817704852405
2018-10-05,970.3792859928375
2018-10-08,963.7002382336718
2018-10-09,960.0772099127764
2018-10-10,953.6181838278292
2018-10-11,931.3686741422774
2018-10-12,935.8564308799494
2018-10-15,933.8390330737328
2018-10-16,945.3832080066734
2018-10-17,944.7535778837322
2018-10-18,936.3809113200053
2018-10-19,934.0261309829795
2018-10-22,930.5858822776049
2018-10-23,914.4707060725132
2018-10-24,908.307181909782
2018-10-25,901.2655284658322
2018-10-26,897.0069500004013
2018-10-29,898.7220742342422
2018-10-30,901.8834748223532
2018-10-31,915.4052887089885
2018-11-01,922.4704311785499
2018-11-02,929.9146304636259
2018-11-05,928.1967061099388
2018-11-06,929.6790056393462
2018-11-07,937.6499296558799
2018-11-08,939.0941118600186
2018-11-09,930.2196830505061
2018-11-12,918.5399561447219
2018-11-13,916.7511781282523
2018-11-14,915.4991857144863
2018-11-15,914.1643118073239
2018-11-16,918.0135518802103
2018-11-19,917.9005197051896
2018-11-20,905.4972527067428
2018-11-21,908.4761752455202
2018-11-22,908.4842685061828
2018-11-23,906.2894642015657
2018-11-26,911.007167269498
2018-11-27,909.689633250068
2018-11-28,912.3315082336447
2018-11-29,922.7770352600685
2018-11-30,917.6092916091663
2018-12-03,931.3361349885076
2018-12-04,922.4214865742686
2018-12-05,912.5293738116955
2018-12-06,893.2862386173834
2018-12-07,898.0433723178337
2018-12-10,879.3635826825612
2018-12-11,881.6835368358353
2018-12-12,898.2995979339591
2018-12-13,897.9872079456296
2018-12-14,887.2891147971251
2018-12-17,883.7757156940336
2018-12-18,877.9252678694062
2018-12-19,882.2982481145814
2018-12-20,869.5111786132599
2018-12-21,864.8448368371436
2018-12-24,862.4467079132688
2018-12-25,853.8562529195667
2018-12-26,854.7942556504091
2018-12-27,858.969944631568
2018-12-28,871.152280503393
2018-12-31,874.8208034660827
2019-01-01,874.9393538053683
