Date,ACWI ex PORTUGAL IMI
1994-05-31,1000.0
1994-06-30,1001.8709396542556
1994-07-29,1017.5675395103974
1994-08-31,1050.9429819298975
1994-09-30,1027.696863738953
1994-10-31,1049.9685075529023
1994-11-30,999.5154999019807
1994-12-30,1008.7165238831208
1995-01-31,988.2702295116771
1995-02-28,993.9367944146072
1995-03-31,1038.79389203674
1995-04-28,1070.887759690156
1995-05-31,1077.7532344837252
1995-06-30,1080.3547467753049
1995-07-31,1133.2768817770973
1995-08-31,1113.8506948221047
1995-09-29,1140.4095276269632
1995-10-31,1117.4429822917873
1995-11-30,1149.1513532551428
1995-12-29,1182.6298856961246
1996-01-31,1203.9069665448526
1996-02-29,1213.5692202550185
1996-03-29,1232.385078786891
1996-04-30,1271.1347831338053
1996-05-31,1274.230363362385
1996-06-28,1274.8212966940548
1996-07-31,1219.8727699955937
1996-08-30,1238.6343231035023
1996-09-30,1279.5887209522002
1996-10-31,1277.353232071673
1996-11-29,1335.0418914144739
1996-12-31,1317.301503376573
1997-01-01,1317.3160841912127
1997-01-02,1307.9387941887887
1997-01-03,1315.527079814078
1997-01-06,1319.9203848223965
1997-01-07,1323.2070902595078
1997-01-08,1319.0220319670602
1997-01-09,1317.4486995545114
1997-01-10,1311.3362622047937
1997-01-13,1319.326226288527
1997-01-14,1328.3710709796806
1997-01-15,1330.4092731099108
1997-01-16,1336.7834598766858
1997-01-17,1338.2812819314058
1997-01-20,1333.183241871407
1997-01-21,1333.159791990005
1997-01-22,1338.4136032374856
1997-01-23,1331.5572126030982
1997-01-24,1322.6878460665662
1997-01-27,1312.121497193264
1997-01-28,1310.9536493323255
1997-01-29,1315.1148925218715
1997-01-30,1322.2610208821977
1997-01-31,1331.1760957591296
1997-02-03,1330.6752758903833
1997-02-04,1333.2265421755749
1997-02-05,1324.4612366874014
1997-02-06,1325.0563393944033
1997-02-07,1328.0385917742167
1997-02-10,1332.8614906337345
1997-02-11,1333.2727283580869
1997-02-12,1343.456483855422
1997-02-13,1351.6832120873314
1997-02-14,1352.6483201625865
1997-02-17,1351.8716653830156
1997-02-18,1354.587085883493
1997-02-19,1353.5814248621768
1997-02-20,1352.9002134417062
1997-02-21,1354.5816821517808
1997-02-24,1363.5368335087228
1997-02-25,1368.7069370572572
1997-02-26,1359.5413877512437
1997-02-27,1352.2801982314445
1997-02-28,1344.7207519276355
1997-03-03,1343.6674866320745
1997-03-04,1343.7404156669636
1997-03-05,1349.3660952261082
1997-03-06,1347.991596138333
1997-03-07,1353.0770966308417
1997-03-10,1362.8198326059112
1997-03-11,1363.7314571138584
1997-03-12,1352.9444107885504
1997-03-13,1338.3851910530598
1997-03-14,1340.0886840172634
1997-03-17,1336.9628983701643
1997-03-18,1334.4815064374802
1997-03-19,1330.873491005917
1997-03-20,1322.2222321267686
1997-03-21,1328.4326114834785
1997-03-24,1327.5453581723539
1997-03-25,1331.9632397472653
1997-03-26,1337.9030741778329
1997-03-27,1328.6891511095996
1997-03-28,1327.9571918328697
1997-03-31,1314.1722539900934
1997-04-01,1305.0554398722693
1997-04-02,1300.47397901312
1997-04-03,1297.327511968594
1997-04-04,1300.6959841382286
1997-04-07,1300.903624757666
1997-04-08,1304.3419123116685
1997-04-09,1299.8009484747406
1997-04-10,1294.2476055465638
1997-04-11,1279.0983707391674
1997-04-14,1276.6602529148054
1997-04-15,1288.5032359092793
1997-04-16,1297.556347390559
1997-04-17,1299.8610351801392
1997-04-18,1306.1590639710344
1997-04-21,1307.2243982181405
1997-04-22,1313.797872973841
1997-04-23,1318.5618455272468
1997-04-24,1317.0031862244139
1997-04-25,1307.4342981921066
1997-04-28,1310.1702294202034
1997-04-29,1327.6714541489523
1997-04-30,1338.8926687929131
1997-05-01,1344.287740453235
1997-05-02,1357.514162404861
1997-05-05,1372.4863392278394
1997-05-06,1384.5015952139352
1997-05-07,1378.012311662671
1997-05-08,1383.3002709899094
1997-05-09,1392.0472641210815
1997-05-12,1410.039791935133
1997-05-13,1410.1422694685014
1997-05-14,1415.704759101845
1997-05-15,1421.3872993499203
1997-05-16,1421.0816426412089
1997-05-19,1420.3785815183537
1997-05-20,1430.95907673354
1997-05-21,1430.010729492922
1997-05-22,1423.479169372033
