Date,ACWI ex ISRAEL IMI
1994-05-31,1000.0
1994-06-30,1001.840111955985
1994-07-29,1017.5864945932404
1994-08-31,1050.993210220129
1994-09-30,1027.7479482259448
1994-10-31,1050.0302037117337
1994-11-30,999.6008005126569
1994-12-30,1008.7839003058848
1995-01-31,988.3164687762558
1995-02-28,994.0201823791737
1995-03-31,1038.756343663877
1995-04-28,1070.790561810927
1995-05-31,1077.6201224711867
1995-06-30,1080.1256936124137
1995-07-31,1133.0323838291897
1995-08-31,1113.384171065144
1995-09-29,1139.9567858248097
1995-10-31,1117.1249568278718
1995-11-30,1148.7828801464514
1995-12-29,1182.2283805882907
1996-01-31,1203.604662096359
1996-02-29,1213.2146504504858
1996-03-29,1232.2412351362234
1996-04-30,1270.8622066089465
1996-05-31,1274.0624507162756
1996-06-28,1274.7961504923182
1996-07-31,1220.054296118447
1996-08-30,1238.7851510543537
1996-09-30,1279.6778408876135
1996-10-31,1277.51750355121
1996-11-29,1335.104177483022
1996-12-31,1317.3141098427536
1997-01-01,1317.3286937230444
1997-01-02,1307.9263687290847
1997-01-03,1315.499130304866
1997-01-06,1319.8357896363818
1997-01-07,1323.1130585350377
1997-01-08,1318.935527640565
1997-01-09,1317.3759817572457
1997-01-10,1311.277123161123
1997-01-13,1319.2533354617287
1997-01-14,1328.3119261277975
1997-01-15,1330.317235310815
1997-01-16,1336.674843971856
1997-01-17,1338.17363746511
1997-01-20,1333.0366046069869
1997-01-21,1332.991350489238
1997-01-22,1338.243480878864
1997-01-23,1331.4095519228042
1997-01-24,1322.5555745816303
1997-01-27,1312.024278076632
1997-01-28,1310.8395229948378
1997-01-29,1314.9691188453448
1997-01-30,1322.113095464858
1997-01-31,1331.0370848343528
1997-02-03,1330.4152245361663
1997-02-04,1332.999765721749
1997-02-05,1324.231335190527
1997-02-06,1324.8781704957173
1997-02-07,1327.8557810811467
1997-02-10,1332.6899872828994
1997-02-11,1333.1047778677205
1997-02-12,1343.2842598971035
1997-02-13,1351.5211734167535
1997-02-14,1352.4873887338722
1997-02-17,1351.6086188612244
1997-02-18,1354.2844158148573
1997-02-19,1353.2966565088939
1997-02-20,1352.6246226829685
1997-02-21,1354.3132475301782
1997-02-24,1363.3095121822007
1997-02-25,1368.5436282041178
1997-02-26,1359.3446750528954
1997-02-27,1352.1101083099063
1997-02-28,1344.557483774469
1997-03-03,1343.5510740139741
1997-03-04,1343.5627925914664
1997-03-05,1349.1902297744784
1997-03-06,1347.8112392238404
1997-03-07,1352.895758733873
1997-03-10,1362.675504971901
1997-03-11,1363.6451855654348
1997-03-12,1352.8790420520386
1997-03-13,1338.3216872132016
1997-03-14,1340.0164990781714
1997-03-17,1336.9018758977159
1997-03-18,1334.4516173228756
1997-03-19,1330.8473969338256
1997-03-20,1322.1382206044045
1997-03-21,1328.3642721268286
1997-03-24,1327.4921594829045
1997-03-25,1331.9019869567235
1997-03-26,1337.8581443547553
1997-03-27,1328.6703188336978
1997-03-28,1327.9432302711914
1997-03-31,1314.1605226816891
1997-04-01,1305.0208479735209
1997-04-02,1300.3974893647385
1997-04-03,1297.2139674457046
1997-04-04,1300.5496984065142
1997-04-07,1300.7072012035908
1997-04-08,1304.1407846485497
1997-04-09,1299.6465603565273
1997-04-10,1294.097960606901
1997-04-11,1278.969715900203
1997-04-14,1276.5039292231384
1997-04-15,1288.3514076299416
1997-04-16,1297.4377646691662
1997-04-17,1299.7847115515733
1997-04-18,1306.0967569714142
1997-04-21,1307.184509666409
1997-04-22,1313.7708735081853
1997-04-23,1318.5261289663977
1997-04-24,1316.9436541888872
1997-04-25,1307.3809121590525
1997-04-28,1310.1157732140268
1997-04-29,1327.6247522169072
1997-04-30,1338.8182545611292
1997-05-01,1344.220263023492
1997-05-02,1357.510147425298
1997-05-05,1372.470791867481
1997-05-06,1384.4923206715043
1997-05-07,1378.0045933183562
1997-05-08,1383.2866204425718
1997-05-09,1392.056647144935
1997-05-12,1410.0458060958226
1997-05-13,1410.1442881873618
1997-05-14,1415.7022654175412
1997-05-15,1421.376418487563
1997-05-16,1421.0677822056496
1997-05-19,1420.3396848568204
1997-05-20,1430.9016665868392
1997-05-21,1429.9582424993966
1997-05-22,1423.4031095280473
1997-05-23,1436.0260072615179
