Date,ACWI ex SINGAPORE IMI
1994-05-31,1000.0
1994-06-30,1002.1210565181764
1994-07-29,1017.7995849888596
1994-08-31,1051.1703394424326
1994-09-30,1027.5167793508167
1994-10-31,1049.671611589892
1994-11-30,999.4427968468269
1994-12-30,1008.8635194033592
1995-01-31,988.7518299612856
1995-02-28,994.2723540647737
1995-03-31,1039.5156991686063
1995-04-28,1071.835048125676
1995-05-31,1078.0227049263747
1995-06-30,1081.055550810625
1995-07-31,1134.220081714973
1995-08-31,1114.9109887272864
1995-09-29,1141.5574038141444
1995-10-31,1118.3682127409047
1995-11-30,1150.1121972022656
1995-12-29,1183.2320598794138
1996-01-31,1203.6286804789981
1996-02-29,1213.4071885641188
1996-03-29,1232.747695482014
1996-04-30,1271.8003265885868
1996-05-31,1275.091265217776
1996-06-28,1275.9151428816408
1996-07-31,1221.5276455427966
1996-08-30,1240.1141060358489
1996-09-30,1281.5535846998648
1996-10-31,1279.7302928987817
1996-11-29,1337.33470856658
1996-12-31,1319.2396923605054
1997-01-01,1319.2489769495241
1997-01-02,1309.788478650361
1997-01-03,1317.4258887825224
1997-01-06,1321.8045384140462
1997-01-07,1325.1119092950241
1997-01-08,1320.8187251293245
1997-01-09,1319.2157009418409
1997-01-10,1313.180442456615
1997-01-13,1321.3720698734194
1997-01-14,1330.5886638149402
1997-01-15,1332.5347875517955
1997-01-16,1338.9727338971002
1997-01-17,1340.2200734519017
1997-01-20,1334.9429000721798
1997-01-21,1335.0268356700353
1997-01-22,1340.23744462926
1997-01-23,1333.1955749366766
1997-01-24,1324.386100117083
1997-01-27,1313.827359111438
1997-01-28,1312.7235180253256
1997-01-29,1316.8130831625829
1997-01-30,1323.9765618146118
1997-01-31,1332.9468753312387
1997-02-03,1332.4124644700744
1997-02-04,1335.0750141346364
1997-02-05,1326.3818532138962
1997-02-06,1326.9515123525568
1997-02-07,1329.965302822481
1997-02-10,1334.791443204
1997-02-11,1335.1473970377897
1997-02-12,1345.2094319461953
1997-02-13,1353.3918136412944
1997-02-14,1354.2754923282014
1997-02-17,1353.469756132549
1997-02-18,1356.418868972194
1997-02-19,1355.383419496039
1997-02-20,1354.6874491598699
1997-02-21,1356.4636778707732
1997-02-24,1365.7578416335866
1997-02-25,1370.9995694735098
1997-02-26,1361.7424142975221
1997-02-27,1354.4667160895651
1997-02-28,1346.815207003379
1997-03-03,1345.9001489457064
1997-03-04,1345.974346000598
1997-03-05,1351.7056579478333
1997-03-06,1350.3685982868476
1997-03-07,1355.4933948596288
1997-03-10,1365.3861823415577
1997-03-11,1366.2401221880807
1997-03-12,1355.4850407488145
1997-03-13,1340.8738933955967
1997-03-14,1342.7333639858434
1997-03-17,1339.6164603945954
1997-03-18,1337.2692120670658
1997-03-19,1333.640205478776
1997-03-20,1325.061758534219
1997-03-21,1331.5514286070268
1997-03-24,1330.5314039795878
1997-03-25,1334.7555078488463
1997-03-26,1340.9183819329103
1997-03-27,1331.7276975421123
1997-03-28,1331.0061563803429
1997-03-31,1317.2538926439943
1997-04-01,1307.9595160523174
1997-04-02,1303.2041858935072
1997-04-03,1300.08599386211
1997-04-04,1303.4119940451944
1997-04-07,1303.534819487861
1997-04-08,1306.835731952041
1997-04-09,1302.294161012981
1997-04-10,1296.78890909708
1997-04-11,1281.6966342948026
1997-04-14,1279.4186512501108
1997-04-15,1291.4495650458348
1997-04-16,1300.47252133084
1997-04-17,1302.8546770064295
1997-04-18,1309.2179245898294
1997-04-21,1310.3434251764777
1997-04-22,1317.0405140273083
