Date,ZHONG HUA IMI
2007-05-31,1000.0
2007-06-01,1005.3007722508245
2007-06-04,1008.7875187918904
2007-06-05,1015.2174959733418
2007-06-06,1015.7379714868167
2007-06-07,1013.4164493637215
2007-06-08,999.5904744393367
2007-06-11,1005.9540325054634
2007-06-12,1006.8275807035749
2007-06-13,1006.729921497292
2007-06-14,1022.5409269162373
2007-06-15,1033.3972078515983
2007-06-18,1059.6821208503918
2007-06-19,1059.9474308830977
2007-06-20,1064.4583723255769
2007-06-21,1079.097105201549
2007-06-22,1079.9279907197451
2007-06-25,1069.8736706342213
2007-06-26,1066.0692620590505
2007-06-27,1060.7234306718037
2007-06-28,1071.8503618231025
2007-06-29,1069.0676449348218
2007-07-02,1069.0958486392308
2007-07-03,1095.2942212620383
2007-07-04,1100.8843037003105
2007-07-05,1106.819019484588
2007-07-06,1118.4060425766604
2007-07-09,1141.5531210570398
2007-07-10,1145.4602173218998
2007-07-11,1130.7740334777552
2007-07-12,1137.9892019321017
2007-07-13,1152.7860685873595
2007-07-16,1144.1581687438197
2007-07-17,1149.4541421358394
2007-07-18,1135.3105395908685
2007-07-19,1143.1762932402885
2007-07-20,1164.447824754804
2007-07-23,1174.821567875338
2007-07-24,1185.5451465868555
2007-07-25,1181.6931608026546
2007-07-26,1174.8918906618235
2007-07-27,1137.6810954172738
2007-07-30,1144.6365967626293
2007-07-31,1168.3297235233074
2007-08-01,1127.5657879200592
2007-08-02,1119.663311440033
2007-08-03,1123.9595639240977
2007-08-06,1087.094457296053
2007-08-07,1080.6322767599645
2007-08-08,1115.4695685164502
2007-08-09,1119.3785838164515
2007-08-10,1085.2139274615795
2007-08-13,1087.1086543809577
2007-08-14,1092.5864913929256
2007-08-15,1059.0861706737057
2007-08-16,1010.5699295796119
2007-08-17,983.3683281783982
2007-08-20,1049.2768363818375
2007-08-21,1068.9397453152694
2007-08-22,1098.7520169819225
2007-08-23,1133.2985716193314
2007-08-24,1136.8217191418823
2007-08-27,1186.2564527828345
2007-08-28,1175.6181386200728
2007-08-29,1152.440183689513
2007-08-30,1177.2049991830047
2007-08-31,1206.6255120412804
2007-09-03,1208.8520628073709
2007-09-04,1210.2365322588837
2007-09-05,1217.4827533713642
2007-09-06,1221.1491141194776
2007-09-07,1224.502571538558
2007-09-10,1228.5349670439964
2007-09-11,1223.3201242015955
2007-09-12,1242.538924048459
2007-09-13,1250.8157412535522
2007-09-14,1273.204506825179
2007-09-17,1262.3375099109526
2007-09-18,1262.720171174476
2007-09-19,1311.2753346370773
2007-09-20,1324.3147918690156
2007-09-21,1331.6612854190532
2007-09-24,1372.383181006172
2007-09-25,1368.4844309914718
2007-09-26,1369.0422930403809
2007-09-27,1403.8662967259377
2007-09-28,1416.297233677046
2007-10-01,1416.1076432090158
2007-10-02,1476.4501280813072
2007-10-03,1430.5510894967554
2007-10-04,1389.9868258698825
2007-10-05,1441.3132590424957
2007-10-08,1437.5239841707821
2007-10-09,1456.9303918850953
2007-10-10,1481.8711649813747
2007-10-11,1525.983036813044
2007-10-12,1514.600701095106
2007-10-15,1550.3582055716083
2007-10-16,1529.5091823665605
2007-10-17,1538.5789417518422
2007-10-18,1548.4661282330906
2007-10-19,1548.9932624294206
2007-10-22,1492.677131709883
2007-10-23,1537.7501033409328
2007-10-24,1537.2291095763978
2007-10-25,1551.6853311784362
2007-10-26,1576.3652481749796
2007-10-29,1630.6432174386396
2007-10-30,1632.2269071223504
2007-10-31,1616.445123107799
2007-11-01,1626.4623101435934
2007-11-02,1578.0773792723455
2007-11-05,1498.7270612793777
2007-11-06,1516.1640539821326
2007-11-07,1534.0145422665898
2007-11-08,1482.6956413662674
2007-11-09,1476.2314358244064
2007-11-12,1406.5315227452936
2007-11-13,1404.3813306853451
2007-11-14,1478.5348162469938
2007-11-15,1458.261826075219
2007-11-16,1403.3299301537775
2007-11-19,1394.1901682101716
2007-11-20,1409.895548554514
2007-11-21,1353.3839126549944
2007-11-22,1316.9257552996376
2007-11-23,1331.0737359387474
2007-11-26,1387.4847430446714
2007-11-27,1370.7978529274576
2007-11-28,1384.0720982142266
2007-11-29,1441.4177607998088
2007-11-30,1458.1912212435761
2007-12-03,1463.113371914697
2007-12-04,1467.09350420099
2007-12-05,1491.5306744745635
2007-12-06,1501.0933821024312
2007-12-07,1472.753589992185
2007-12-10,1452.111243866556
2007-12-11,1483.126723955563
2007-12-12,1446.2226186093612
2007-12-13,1404.4977220061735
2007-12-14,1387.5769748332975
2007-12-17,1336.519964668736
2007-12-18,1338.6600344393014
2007-12-19,1360.0702259271736
2007-12-20,1363.073663231127
2007-12-21,1393.6862368208367
2007-12-24,1424.2572986423386
2007-12-25,1424.2219484239808
2007-12-26,1423.9152216347131
2007-12-27,1418.4678180216104
2007-12-28,1395.906208224678
2007-12-31,1419.9831962620665
2008-01-01,1419.9831962620665
2008-01-02,1409.9601113485785
2008-01-03,1378.2305504576807
2008-01-04,1411.0624354667664
2008-01-07,1393.1598489123676
2008-01-08,1389.4443586715656
2008-01-09,1412.935212358732
2008-01-10,1399.8704595250638
2008-01-11,1386.3404414621564
2008-01-14,1360.7921700589704
2008-01-15,1328.14716948663
2008-01-16,1255.697193635694
2008-01-17,1276.5043395497294
2008-01-18,1277.58966985697
2008-01-21,1206.8310604417156
2008-01-22,1100.1455296359522
2008-01-23,1196.0817783710277
2008-01-24,1173.7612086502697
2008-01-25,1249.8460222678457
2008-01-28,1197.380730213328
2008-01-29,1206.7549435571862
2008-01-30,1171.702473760175
2008-01-31,1167.8457379877664
2008-02-01,1199.9874508290475
2008-02-04,1251.5704642271667
2008-02-05,1247.4122133727453
2008-02-06,1184.2936900757509
2008-02-07,1184.4662302669885
2008-02-08,1184.511249118242
2008-02-11,1147.745525639446
2008-02-12,1162.6423306762836
2008-02-13,1172.6130662769117
2008-02-14,1214.2961588314436
2008-02-15,1228.1321698086404
2008-02-18,1215.122658796369
2008-02-19,1232.4048308835693
2008-02-20,1206.588230341478
2008-02-21,1205.2867686193902
2008-02-22,1187.7319654706796
2008-02-25,1180.3268448951117
2008-02-26,1194.3368872221015
2008-02-27,1230.3707324499635
2008-02-28,1238.045003440225
2008-02-29,1230.7117371078702
2008-03-03,1195.0352879115862
2008-03-04,1165.9622075677823
2008-03-05,1156.7915387948078
2008-03-06,1167.560417525578
2008-03-07,1130.02060435882
2008-03-10,1123.397958952807
2008-03-11,1130.9863823360688
2008-03-12,1147.9893437363278
2008-03-13,1092.863708089775
2008-03-14,1081.0305997763448
2008-03-17,1018.9613667562837
2008-03-18,1016.5136536092488
2008-03-19,1045.8912687909374
2008-03-20,1004.6220094197591
2008-03-21,1004.9781425423253
2008-03-24,1004.6187890253829
