Date,ACWI ex MALAYSIA IMI
1994-05-31,1000.0
1994-06-30,1001.8039265092377
1994-07-29,1017.2374363214825
1994-08-31,1049.059024510084
1994-09-30,1024.9333793293797
1994-10-31,1048.0407207498044
1994-11-30,998.3313421228787
1994-12-30,1008.3001770545789
1995-01-31,989.3810342538014
1995-02-28,993.2698940476128
1995-03-31,1038.760872431797
1995-04-28,1071.6339913142328
1995-05-31,1077.101363461764
1995-06-30,1079.784450954426
1995-07-31,1132.8290495850554
1995-08-31,1113.8402259135544
1995-09-29,1141.2980025868708
1995-10-31,1119.02793946782
1995-11-30,1151.1497299187615
1995-12-29,1184.1714847081653
1996-01-31,1204.8935248052974
1996-02-29,1214.205648460539
1996-03-29,1232.174306002024
1996-04-30,1269.9158434487674
1996-05-31,1274.209936463813
1996-06-28,1274.7346879003665
1996-07-31,1220.140823354785
1996-08-30,1238.0797966276039
1996-09-30,1279.1319107354004
1996-10-31,1276.5527407608176
1996-11-29,1334.4379894756582
1996-12-31,1316.4405807760759
1997-01-01,1316.4457678127376
1997-01-02,1306.975942603849
1997-01-03,1314.56704726881
1997-01-06,1318.7165141658359
1997-01-07,1322.0616550535092
1997-01-08,1317.6253740832078
1997-01-09,1316.0201078320474
1997-01-10,1309.8194680162894
1997-01-13,1317.970426562263
1997-01-14,1327.3709658617531
1997-01-15,1329.348064779473
1997-01-16,1335.7456865535619
1997-01-17,1337.0604976346435
1997-01-20,1331.71308954231
1997-01-21,1331.8751915745052
1997-01-22,1337.0432982098987
1997-01-23,1329.8996638194724
1997-01-24,1320.838284575257
1997-01-27,1310.0961432049085
1997-01-28,1309.0490811175728
1997-01-29,1313.4594439733119
1997-01-30,1320.59929239603
1997-01-31,1329.6577842409947
1997-02-03,1329.1815925976805
1997-02-04,1331.7633715989082
1997-02-05,1322.6518369334503
1997-02-06,1323.292103504636
1997-02-07,1326.3121199126615
1997-02-10,1331.1495021631479
1997-02-11,1331.5618515266563
1997-02-12,1341.583308798213
1997-02-13,1349.7357230185041
1997-02-14,1350.7593212632971
1997-02-17,1349.863818153145
1997-02-18,1352.690150819173
1997-02-19,1351.4172017112935
1997-02-20,1350.5297378256716
1997-02-21,1352.08046045367
1997-02-24,1361.063871820977
1997-02-25,1366.1480560358136
1997-02-26,1356.9528352538598
1997-02-27,1349.7069209050394
1997-02-28,1341.8252412229172
1997-03-03,1340.9534354410087
1997-03-04,1341.2433625199344
1997-03-05,1346.793644396101
1997-03-06,1345.5308247240068
1997-03-07,1350.7373490162065
1997-03-10,1360.79580115093
1997-03-11,1361.44283053107
1997-03-12,1350.5763277813683
1997-03-13,1335.760517844208
1997-03-14,1337.6398774690351
1997-03-17,1334.6105144911685
1997-03-18,1332.109311287773
1997-03-19,1328.3106043616751
1997-03-20,1319.7260246731782
1997-03-21,1326.329901466186
1997-03-24,1325.4563833194186
1997-03-25,1329.834551262876
1997-03-26,1335.7247481073427
1997-03-27,1326.469702892391
1997-03-28,1325.7749687869648
1997-03-31,1312.151799827388
1997-04-01,1303.1815401502736
1997-04-02,1298.8735245674359
1997-04-03,1296.2396399910672
1997-04-04,1299.980274218839
1997-04-07,1300.356734332241
1997-04-08,1303.329919310594
1997-04-09,1298.7398518639175
1997-04-10,1293.505335879433
1997-04-11,1278.3302573409346
1997-04-14,1276.7020542261625
1997-04-15,1289.2916340722725
1997-04-16,1298.4016340659646
1997-04-17,1300.3303215132964
1997-04-18,1306.7124706857096
1997-04-21,1307.3146292946933
1997-04-22,1314.1675717266758
1997-04-23,1319.104355455301
1997-04-24,1317.8499587818796
1997-04-25,1308.1955724559218
1997-04-28,1311.28454983839
1997-04-29,1329.374548796403
1997-04-30,1340.351140069258
1997-05-01,1345.811656998625
1997-05-02,1359.0854684826738
1997-05-05,1374.3091883195511
1997-05-06,1386.584103303947
1997-05-07,1379.869931810312
1997-05-08,1385.222884028907
1997-05-09,1394.1687074904437
1997-05-12,1412.803472109866
1997-05-13,1413.0981174164078
1997-05-14,1419.030692658659
1997-05-15,1425.2342447257593
1997-05-16,1424.6909028826262
1997-05-19,1423.9168818497703
1997-05-20,1434.406740309012
1997-05-21,1433.4624943054516
1997-05-22,1426.529869608836
1997-05-23,1439.1549293016471
1997-05-26,1439.39648177923
1997-05-27,1437.4916048718617
1997-05-28,1440.4249504648271
1997-05-29,1437.3827805221326
1997-05-30,1433.5721152258288
1997-06-02,1437.025063386162
1997-06-03,1439.2020382641822
1997-06-04,1437.5965615238072
1997-06-05,1443.3594301975602
1997-06-06,1454.8027428502376
1997-06-09,1467.1099253105635
1997-06-10,1469.7719950275323
1997-06-11,1475.6171278205968
1997-06-12,1483.6040957493085
1997-06-13,1491.1274386222035
1997-06-16,1498.3679504987063
1997-06-17,1494.988896784215
1997-06-18,1492.9958162820608
1997-06-19,1500.7752338282853
1997-06-20,1500.6418729332227
1997-06-23,1489.1623922983867
1997-06-24,1501.7291511254364
1997-06-25,1508.3305009590752
1997-06-26,1506.1760504589074
1997-06-27,1503.1597250960704
1997-06-30,1501.8113468745673
1997-07-01,1508.048897166184
1997-07-02,1518.048139188867
1997-07-03,1535.3665116242605
1997-07-04,1534.2942228024576
1997-07-07,1535.1047451416393
1997-07-08,1538.0623898854572
1997-07-09,1531.2830810548637
1997-07-10,1535.2327030789024
1997-07-11,1538.091189747134
1997-07-14,1541.7438989620707
1997-07-15,1538.195925749202
1997-07-16,1555.6207354650023
1997-07-17,1552.7353374814481
1997-07-18,1536.5157793803878
1997-07-21,1527.2566662496665
1997-07-22,1544.6475038379308
1997-07-23,1551.9336607984446
1997-07-24,1552.1501754757567
1997-07-25,1550.0077894858146
1997-07-28,1547.2837421115266
1997-07-29,1551.2184923606158
1997-07-30,1559.579299467848
1997-07-31,1563.239164618469
1997-08-01,1550.3464981956527
1997-08-04,1545.3933378715087
1997-08-05,1543.7071596674075
1997-08-06,1556.448635095322
1997-08-07,1553.0266938099246
1997-08-08,1544.0802495415764
1997-08-11,1536.3909066868619
1997-08-12,1531.5452472735756
1997-08-13,1527.8308184856883
1997-08-14,1523.3885225288059
1997-08-15,1510.0620614563747
1997-08-18,1506.0655556162471
1997-08-19,1517.3409325605542
1997-08-20,1530.3837476606927
1997-08-21,1524.096754637541
1997-08-22,1512.4715836200278
1997-08-25,1508.9915735345016
1997-08-26,1505.915198364396
1997-08-27,1502.2439328390471
1997-08-28,1490.119802496592
1997-08-29,1476.5562633073143
1997-09-01,1469.8065909078978
1997-09-02,1491.6369216828627
1997-09-03,1505.215126465328
1997-09-04,1506.7219323720485
1997-09-05,1512.6350622388832
1997-09-08,1514.724336201309
1997-09-09,1520.8949351921178
1997-09-10,1507.4792697586286
1997-09-11,1492.0689086619773
1997-09-12,1499.2743096714696
1997-09-15,1502.0008598303045
1997-09-16,1518.9745517858119
1997-09-17,1522.870767593268
1997-09-18,1527.6361640279158
1997-09-19,1530.727150166335
1997-09-22,1536.793764561126
1997-09-23,1534.740177242002
1997-09-24,1542.0310860181269
1997-09-25,1537.7310034741722
1997-09-26,1541.1830174665208
1997-09-29,1547.2475743737161
1997-09-30,1548.347996015425
1997-10-01,1554.9501346988698
1997-10-02,1558.701288545048
1997-10-03,1565.0814247125363
1997-10-06,1571.3612170068636
1997-10-07,1576.6493039562674
1997-10-08,1572.7281203428267
1997-10-09,1564.3150945810946
1997-10-10,1561.0978385380154
1997-10-13,1562.4671833314376
1997-10-14,1560.8211980568058
1997-10-15,1557.4610810900642
1997-10-16,1555.256055521063
1997-10-17,1536.2248338953523
1997-10-20,1537.5734292007048
1997-10-21,1552.8057752312761
1997-10-22,1549.763672506348
1997-10-23,1512.9587399053048
1997-10-24,1506.5157714281459
1997-10-27,1438.0548041468733
1997-10-28,1444.9516113724444
1997-10-29,1469.138950039821
1997-10-30,1445.919012657467
1997-10-31,1459.324013495993
1997-11-03,1485.749919852487
1997-11-04,1488.6098697217765
1997-11-05,1490.2936512727297
1997-11-06,1483.2168710718904
1997-11-07,1456.1870864505904
1997-11-10,1448.986391958518
