Date,ACWI ex CZECH REPUBLIC IMI
1995-05-31,1000.0
1995-06-30,1002.4116030435939
1995-07-31,1051.44390613318
1995-08-31,1033.3392382949828
1995-09-29,1057.9823807545044
1995-10-31,1036.7323877122249
1995-11-30,1066.053589847155
1995-12-29,1097.1145205931725
1996-01-31,1116.9092005259113
1996-02-29,1125.8942170682649
1996-03-29,1143.350734804106
1996-04-30,1179.2283458277384
1996-05-31,1182.1487889064458
1996-06-28,1182.7793239322993
1996-07-31,1131.8962434401612
1996-08-30,1149.3140470355443
1996-09-30,1187.3381935613306
1996-10-31,1185.4065268647394
1996-11-29,1238.9258438722552
1996-12-31,1222.4847601869299
1997-01-01,1222.49828466768
1997-01-02,1213.8010233284053
1997-01-03,1220.8396176595475
1997-01-06,1224.942080613556
1997-01-07,1228.0125412154052
1997-01-08,1224.1425715791786
1997-01-09,1222.6706351405637
1997-01-10,1217.012558970372
1997-01-13,1224.4664167412084
1997-01-14,1232.8620590665028
1997-01-15,1234.7361235074477
1997-01-16,1240.6557794454172
1997-01-17,1242.0519446062308
1997-01-20,1237.3139126961703
1997-01-21,1237.2875283527924
1997-01-22,1242.149145659749
1997-01-23,1235.7929588494756
1997-01-24,1227.58514841152
1997-01-27,1217.7860168589432
1997-01-28,1216.6890996673917
1997-01-29,1220.5419131677797
1997-01-30,1227.1734715745495
1997-01-31,1235.4404759040933
1997-02-03,1234.9539747771169
1997-02-04,1237.3220139802888
1997-02-05,1229.2160291681755
1997-02-06,1229.7743369477619
1997-02-07,1232.5195225305192
1997-02-10,1237.0095316584227
1997-02-11,1237.3689141933512
1997-02-12,1246.806447549634
1997-02-13,1254.4454316792212
1997-02-14,1255.3295291440509
1997-02-17,1254.6034119576555
1997-02-18,1257.1271067836485
1997-02-19,1256.2004806041487
1997-02-20,1255.5577046779185
1997-02-21,1257.088618621738
1997-02-24,1265.3836622312901
1997-02-25,1270.1784454060426
1997-02-26,1261.6626986110077
1997-02-27,1254.9763216762367
1997-02-28,1247.9819666076294
1997-03-03,1247.005794923894
1997-03-04,1247.0905506380693
1997-03-05,1252.3489144380883
1997-03-06,1251.09021417757
1997-03-07,1255.7981675107665
1997-03-10,1264.8436765804927
1997-03-11,1265.7094584361198
1997-03-12,1255.7025923220383
1997-03-13,1242.1853730222224
1997-03-14,1243.7823512461603
1997-03-17,1240.8903827460645
1997-03-18,1238.587291556968
1997-03-19,1235.2279067082593
1997-03-20,1227.183116906495
1997-03-21,1232.9533436714928
1997-03-24,1232.1247077872708
1997-03-25,1236.2414356761105
1997-03-26,1241.7538744834078
1997-03-27,1233.2233599709123
1997-03-28,1232.5503168597565
1997-03-31,1219.7716227561639
1997-04-01,1211.2883138584414
1997-04-02,1207.0421495934302
1997-04-03,1204.1139567173186
1997-04-04,1207.2288395953924
1997-04-07,1207.4289919154353
1997-04-08,1210.6272156542418
1997-04-09,1206.4068621292229
1997-04-10,1201.261239210143
1997-04-11,1187.219791389624
1997-04-14,1184.9793344282066
1997-04-15,1195.9903049981344
1997-04-16,1204.3688648488223
1997-04-17,1206.5088536982673
1997-04-18,1212.37678456001
1997-04-21,1213.3894247336673
1997-04-22,1219.492192049637
1997-04-23,1223.9280212627657
1997-04-24,1222.4759397771843
1997-04-25,1213.6062355083743
1997-04-28,1216.1593853187705
1997-04-29,1232.408091869961
1997-04-30,1242.8206303229501
1997-05-01,1247.8318612742232
1997-05-02,1260.1706044882428
1997-05-05,1274.099776101671
1997-05-06,1285.2612178531417
1997-05-07,1279.2454649618344
1997-05-08,1284.1549801641409
1997-05-09,1292.2904976214302
1997-05-12,1308.9662847512852
1997-05-13,1309.050025813075
1997-05-14,1314.2210996334009
1997-05-15,1319.495933213646
1997-05-16,1319.2111836550887
1997-05-19,1318.5400092749167
1997-05-20,1328.3645841579623
1997-05-21,1327.5347709983819
1997-05-22,1321.4776564237864
1997-05-23,1333.1445864047512
1997-05-26,1333.4755120610002
1997-05-27,1331.704458459253
1997-05-28,1334.560820843382
1997-05-29,1331.819750237684
1997-05-30,1328.3452500549245
1997-06-02,1331.5977600756348
1997-06-03,1333.6580596399583
1997-06-04,1332.0513857301967
1997-06-05,1337.2353744520674
1997-06-06,1347.8029858938646
1997-06-09,1359.0294996906578
1997-06-10,1361.356775198786
1997-06-11,1366.629081050433
1997-06-12,1373.8742929147227
1997-06-13,1380.5526864182034
1997-06-16,1387.0830188633643
1997-06-17,1383.9808723951544
1997-06-18,1382.2889041526867
1997-06-19,1389.4261270672453
1997-06-20,1389.27525876279
1997-06-23,1378.6977880900477
1997-06-24,1390.0271157889451
1997-06-25,1395.9274681630147
1997-06-26,1393.9301664374298
1997-06-27,1391.2020411649746
1997-06-30,1390.0167336595441
1997-07-01,1395.6791269205676
1997-07-02,1404.9157074761342
1997-07-03,1420.6596356156792
1997-07-04,1419.560639940433
1997-07-07,1420.1017133319776
1997-07-08,1422.8450699661323
1997-07-09,1416.2975089880129
1997-07-10,1419.5923062560194
1997-07-11,1422.3520943758442
1997-07-14,1425.1953885969276
1997-07-15,1421.8358540166973
